accession	pool	n_samples	cu_cu_mean	cu_cu_sd	cu_cu_min	cu_cu_max	cu1_plddt_mean	cu1_plddt_sd	cu2_plddt_mean	cu2_plddt_sd	n_coordinating_his_values	his_agreement	min_coord_his_plddt_mean	min_coord_his_plddt_sd	n_canonical	all_canonical	any_canonical
G4ZQT5	canonical	5	4.0288	0.0225	4.0055	4.0525	96.7740	0.0730	96.2580	0.1018	6	yes	95.0840	0.1987	5	yes	yes
G5A884	canonical	5	3.8373	0.0266	3.8172	3.8810	97.0500	0.0880	95.2560	0.0976	6	yes	95.9860	0.2541	5	yes	yes
G5A886	canonical	5	4.0755	0.0360	4.0131	4.1014	97.5740	0.0371	96.8140	0.0477	6	yes	97.9880	0.0383	5	yes	yes
G5A9J7	noncanonical	5	21.9787	3.1782	18.7586	26.7643	59.2420	0.8318	44.3600	5.7383	2,3	no	80.8820	0.6123	0	no	no
G5AB88	canonical	5	3.8402	0.0108	3.8237	3.8520	97.7140	0.0336	96.9140	0.0518	6	yes	98.5020	0.0356	5	yes	yes
G5AB89	canonical	5	3.8283	0.0526	3.7446	3.8803	97.4060	0.0647	96.8060	0.0876	6	yes	98.3760	0.0462	5	yes	yes
G5AB92	noncanonical	5	5.4255	0.3597	4.8770	5.8292	86.3680	1.2814	86.5700	1.6294	5	yes	72.5580	2.8466	0	no	no
G5AB96	discarded	5	13.3524	5.9807	3.5102	19.7064	96.5500	0.2351	54.1320	17.5147	3,4	no	93.4440	3.1505	0	no	no
G5AB98	discarded	5	3.8428	0.0746	3.7224	3.9137	85.7080	3.8078	51.8920	1.3089	5	yes	53.6200	2.7908	0	no	no
G5AB99	canonical	5	4.0121	0.0790	3.9452	4.1453	97.1260	0.0434	96.2580	0.0907	6	yes	96.4760	0.1250	5	yes	yes
G5ABA7	canonical	5	4.2526	0.0140	4.2427	4.2768	95.9880	0.0626	93.9540	0.1330	6	yes	95.9780	0.0936	5	yes	yes
G5ABA8	noncanonical	5	27.2472	1.8822	25.3913	29.6786	97.2840	0.0508	62.4820	1.0448	4	yes	95.5380	3.4219	0	no	no
G5AP50	canonical	5	3.8445	0.0718	3.7793	3.9676	97.2260	0.0550	96.2780	0.0898	6	yes	98.3820	0.0383	5	yes	yes
G5B168	noncanonical	5	4.3063	0.1630	4.1396	4.4936	78.7500	1.4611	86.5540	1.0364	5	yes	82.2820	2.7018	0	no	no
G5BHC8	canonical	5	4.0072	0.0682	3.9233	4.0752	97.8060	0.0397	96.9360	0.0619	6	yes	98.7180	0.0259	5	yes	yes
G5EHG8	canonical	5	4.1321	0.0557	4.0676	4.1933	96.5100	0.1310	96.1000	0.1994	6	yes	96.0140	0.2431	5	yes	yes
G7JSE1	canonical	5	4.0782	0.1566	3.8566	4.2860	84.9080	2.8885	85.5100	1.5253	6	yes	79.4620	6.2226	5	yes	yes
G7JSE8	canonical	5	3.7129	0.0394	3.6806	3.7811	98.0500	0.0245	96.7760	0.0321	6	yes	97.5300	0.0632	5	yes	yes
G7NBF2	canonical	5	4.0956	0.0647	4.0067	4.1510	97.8900	0.0292	97.2260	0.0611	6	yes	98.8580	0.0110	5	yes	yes
G7NG01	discarded	5	16.3646	8.4085	3.2022	26.5449	81.6820	1.8655	40.3540	3.5495	4,5	no	57.6620	14.8752	0	no	no
G7NJH7	canonical	5	3.7618	0.0620	3.6836	3.8341	96.4240	0.0650	96.4600	0.0583	6	yes	96.0780	0.1230	5	yes	yes
G7PNE9	canonical	5	4.0789	0.0555	4.0035	4.1212	97.8680	0.0217	97.1960	0.0699	6	yes	98.8340	0.0089	5	yes	yes
G7PSC9	canonical	5	3.9001	0.0201	3.8772	3.9245	97.4900	0.0255	96.6400	0.0339	6	yes	98.3960	0.0182	5	yes	yes
G7Y7E7	canonical	5	3.7789	0.0612	3.7192	3.8452	96.9860	0.0709	96.0420	0.1038	6	yes	97.2860	0.1161	5	yes	yes
G7Y7E8	canonical	5	3.9737	0.0181	3.9518	4.0005	98.0280	0.0492	97.1180	0.0497	6	yes	98.1180	0.0672	5	yes	yes
G7YPL8	canonical	5	3.9501	0.0817	3.8196	4.0244	92.9540	0.2533	91.6580	0.1923	6	yes	90.2440	0.4387	5	yes	yes
G7Z6L5	canonical	5	4.0270	0.0904	3.9027	4.1458	97.7240	0.0647	95.8200	0.1147	6	yes	96.7760	0.2201	5	yes	yes
G8GCE5	canonical	5	3.9117	0.0293	3.8640	3.9410	97.3760	0.0550	96.5580	0.0798	6	yes	98.2600	0.0612	5	yes	yes
G8HYH4	discarded	5	6.0534	1.8150	3.8544	8.9004	89.6740	1.1207	43.5340	2.7315	3	yes	86.7140	1.5001	0	no	no
G8HYH5	discarded	5	19.0959	12.8867	4.4589	28.7600	96.3800	0.3036	61.8580	7.1569	3	yes	94.0160	0.4442	0	no	no
G8HYH6	discarded	5	5.6972	1.9161	3.3410	8.1199	91.8560	0.8555	52.1120	2.9879	3	yes	87.6920	1.3463	0	no	no
G8HYH7	discarded	5	6.3537	2.6803	3.2120	10.6398	91.2720	1.1820	48.5760	2.9497	3	yes	88.6400	1.5467	0	no	no
G8HYH8	discarded	5	5.8681	1.6220	3.3532	7.7068	90.5300	1.0721	49.5280	3.2177	3	yes	86.2540	1.2508	0	no	no
G8HYH9	discarded	5	24.1094	0.7356	23.4215	25.1847	95.0640	0.1808	84.8600	1.2445	4	yes	92.4800	0.3622	0	no	no
G8HYI0	discarded	5	6.4932	1.4708	4.3304	8.1329	95.4520	0.2752	53.5040	2.5716	3	yes	94.0740	0.2452	0	no	no
G8HYI1	discarded	5	3.0119	0.2160	2.6720	3.2479	73.0120	0.6638	31.0620	0.6401	3	yes	51.0480	0.4846	0	no	no
G8HYI2	discarded	5	4.7365	1.3150	3.2617	6.6527	93.8420	0.1154	53.1320	3.0289	3	yes	90.6500	0.3455	0	no	no
G8HYI3	discarded	5	6.5993	2.1161	3.4996	9.2971	92.3340	0.9503	49.4440	2.1602	3	yes	89.2800	1.0546	0	no	no
G8HYI4	discarded	5	19.3822	9.3491	2.6616	23.6943	66.5960	2.0164	76.7720	23.7130	3,4	no	50.3560	2.8097	0	no	no
G8HYI5	discarded	5	7.2265	2.7431	4.1143	11.5037	90.9760	1.0090	47.0640	2.4452	3	yes	87.4020	1.6589	0	no	no
G8HYI6	discarded	5	2.6956	0.3972	2.3374	3.3756	79.0580	2.1819	48.4220	4.9281	3	yes	58.3020	2.8299	0	no	no
G8HYI7	discarded	5	5.9207	1.9153	3.4883	8.1541	90.2780	0.7693	49.2040	2.9688	3	yes	86.2540	0.5139	0	no	no
G8HYI8	discarded	5	12.9333	10.2199	5.0170	24.9290	91.2940	1.0745	52.8700	11.4186	3	yes	87.4880	1.6620	0	no	no
G8HYI9	discarded	5	5.9907	1.7818	3.2104	8.1539	88.2820	1.8738	44.3620	3.1428	3	yes	84.8720	2.1018	0	no	no
G8HYJ0	discarded	5	5.5176	2.1188	3.5046	8.8600	90.0660	1.1230	47.8480	2.8283	3	yes	86.0040	1.4581	0	no	no
G8HYJ1	discarded	5	5.1517	1.8619	3.1262	6.9252	85.9820	0.8922	42.5080	3.1168	3	yes	82.5980	1.0151	0	no	no
G8HYJ2	discarded	5	5.3894	1.4175	3.3647	7.1675	90.0460	0.9450	48.6660	2.7873	3	yes	85.6560	1.2469	0	no	no
G8HYJ3	discarded	5	10.5648	12.3712	2.9803	32.4102	95.1920	0.5456	58.9360	10.0801	3	yes	92.0200	0.8007	0	no	no
G8HYJ4	discarded	5	6.7193	1.8708	3.9113	8.4721	94.8480	0.2466	52.1460	2.6193	3	yes	93.4560	0.3235	0	no	no
G8HYJ5	discarded	5	6.4932	1.4708	4.3304	8.1329	95.4520	0.2752	53.5040	2.5716	3	yes	94.0740	0.2452	0	no	no
G8HYJ6	discarded	5	19.3340	14.0314	3.5713	29.8395	93.1860	0.8271	60.1800	9.3719	3	yes	89.1520	0.7719	0	no	no
G8HYJ7	discarded	5	23.8916	0.4947	23.1411	24.3472	90.9220	1.3490	83.9220	1.6503	4	yes	88.5960	1.5138	0	no	no
G8HYJ8	discarded	5	6.6807	2.3846	4.8764	10.7619	95.0960	0.2555	53.8220	3.3359	3	yes	93.8840	0.4012	0	no	no
G8HYJ9	discarded	5	7.7924	2.8894	3.8655	11.7111	93.7420	0.5219	52.5080	3.4024	3	yes	91.2040	0.5114	0	no	no
G8HYK0	discarded	5	25.0162	10.2683	6.6698	30.2467	95.6380	0.3497	73.1020	14.9060	3	yes	93.0220	0.3312	0	no	no
G8HYK1	discarded	5	6.5216	1.6809	4.7573	8.2913	95.3720	0.4605	51.1880	3.6153	3	yes	93.0900	0.5532	0	no	no
G8HYK2	discarded	5	6.4408	1.9179	3.7849	8.9544	92.5260	0.7978	50.5540	2.9314	3	yes	89.0320	1.1699	0	no	no
G8HYK3	discarded	5	5.2772	1.5979	3.1590	7.5696	90.2200	1.2247	48.7720	3.3666	3	yes	87.1240	1.8233	0	no	no
G8HYK4	discarded	5	6.6689	1.8802	3.8316	8.7692	95.0160	0.4116	55.4160	3.7675	3	yes	93.4320	0.4277	0	no	no
G8HYK5	discarded	5	5.9207	1.9153	3.4883	8.1541	90.2780	0.7693	49.2040	2.9688	3	yes	86.2540	0.5139	0	no	no
G8HYK6	discarded	5	24.0619	0.4425	23.4509	24.6142	91.6660	0.7045	82.4820	1.6641	4	yes	89.0700	0.9004	0	no	no
G8HYK7	discarded	5	7.3978	2.6416	4.6934	11.6726	93.2180	0.5291	49.9720	3.3701	3	yes	90.3440	0.8229	0	no	no
G8HYK8	discarded	5	6.9583	2.0803	4.0411	9.4371	93.1680	0.5482	52.9600	2.6233	3	yes	89.4180	1.0112	0	no	no
G8HYK9	discarded	5	7.5180	3.1637	3.7518	12.5133	92.8900	0.8414	52.2440	2.9248	3	yes	88.8360	1.4292	0	no	no
G8HYL0	discarded	5	6.0983	2.4657	3.4743	10.0765	91.8720	1.1009	50.5740	4.0166	3	yes	88.4760	1.6539	0	no	no
G8HYL1	discarded	5	23.8926	0.5171	23.3028	24.4661	94.7420	0.1711	84.2940	1.8846	4	yes	92.8220	0.4392	0	no	no
G8HYL2	discarded	5	28.9327	0.2167	28.6337	29.1730	95.7460	0.3128	65.6360	0.8863	3	yes	92.7180	0.2791	0	no	no
G8HYL3	discarded	5	5.0537	4.2362	2.6211	12.6016	35.8720	4.1775	25.0160	2.6089	1	yes	59.2000	3.0604	0	no	no
G8HYL4	discarded	5	6.9290	1.4722	4.9630	8.4233	94.8040	0.4421	52.6700	3.6592	3	yes	93.9540	0.6399	0	no	no
G8HYL5	discarded	5	4.1311	1.3126	2.5598	5.7085	87.7560	0.4061	46.0100	1.9940	3	yes	76.0640	0.9013	0	no	no
G8HYL6	discarded	5	7.7924	2.8894	3.8655	11.7111	93.7420	0.5219	52.5080	3.4024	3	yes	91.2040	0.5114	0	no	no
G8HYL7	discarded	5	2.8109	0.4257	2.2854	3.4751	61.7380	4.3505	31.2300	3.6984	2,3	no	60.5120	11.5343	0	no	no
G8HYL8	discarded	5	7.0343	2.1920	4.3836	10.4170	92.9460	0.5774	49.1160	2.8863	3	yes	90.6960	0.5848	0	no	no
G8HYL9	discarded	5	24.2902	0.7149	23.5492	25.1732	93.3160	1.0088	85.3580	1.1218	4	yes	88.5360	1.6315	0	no	no
G8HYM0	discarded	5	29.8680	0.4309	29.2972	30.2601	95.0920	0.7221	77.5980	2.8050	3	yes	92.1820	1.0573	0	no	no
G8HYM1	discarded	5	3.1374	0.4554	2.6544	3.7415	49.7600	1.4650	28.5900	0.8689	3	yes	45.7360	0.8218	0	no	no
G8HYM2	discarded	5	6.5444	1.9733	4.1943	9.5947	95.3540	0.2323	54.1280	2.6530	3	yes	94.3520	0.2751	0	no	no
G8HYM3	discarded	5	5.6829	2.2277	3.0734	9.1896	88.2460	1.6075	45.7280	3.0594	3	yes	84.8860	2.3415	0	no	no
G8HYM4	discarded	5	5.3894	1.4175	3.3647	7.1675	90.0460	0.9450	48.6660	2.7873	3	yes	85.6560	1.2469	0	no	no
G8NX85	canonical	5	3.8494	0.0276	3.8058	3.8804	97.7160	0.0969	97.0260	0.1050	6	yes	94.7460	0.2544	5	yes	yes
G8Z9L6	discarded	5	3.6129	0.0392	3.5613	3.6668	96.7780	0.3885	85.3500	1.6856	5	yes	87.0240	3.3446	0	no	no
G9A374	canonical	5	3.8247	0.0245	3.7942	3.8517	96.6480	0.0729	95.4300	0.1648	6	yes	96.0760	0.0984	5	yes	yes
G9B4J6	discarded	5	24.0458	0.0404	23.9922	24.0818	98.7960	0.0219	80.8160	1.6461	4	yes	94.9380	0.3370	0	no	no
G9B4J7	discarded	5	22.5397	0.0918	22.4440	22.6733	98.6300	0.0374	83.5500	1.0342	5	yes	98.5900	0.0200	0	no	no
G9B4J8	discarded	5	22.5269	0.1180	22.3705	22.6839	98.7440	0.0152	81.7740	0.7724	5	yes	98.4520	0.0228	0	no	no
G9B4J9	discarded	5	22.5566	0.1342	22.3436	22.6727	98.5920	0.0148	81.1960	1.1837	5	yes	98.4800	0.0122	0	no	no
G9B4K0	discarded	5	22.7230	0.1133	22.5401	22.8156	98.8540	0.0241	80.3620	2.7541	5	yes	98.4140	0.1207	0	no	no
G9HTI1	discarded	5	2.3621	0.3308	1.8673	2.7308	69.3080	1.1864	58.0960	1.8559	3	yes	76.8180	0.8114	0	no	no
G9JKW9	canonical	5	4.0660	0.0652	3.9677	4.1264	97.8940	0.0182	97.1360	0.0134	6	yes	98.7720	0.0084	5	yes	yes
G9M479	discarded	5	7.3590	8.2564	2.7191	22.0773	90.7720	1.1540	52.1360	15.7439	3,4	no	85.5340	1.2791	0	no	no
G9M480	discarded	5	8.8967	1.1514	7.4970	10.4363	86.0880	0.8013	42.3680	0.8341	4	yes	83.5460	0.3078	0	no	no
G9MT56	canonical	5	3.9831	0.0626	3.9058	4.0574	98.2620	0.0192	98.0020	0.0179	6	yes	98.6960	0.0251	5	yes	yes
G9N5E2	canonical	5	4.0802	0.0559	4.0405	4.1762	96.9880	0.2882	96.1500	0.2219	6	yes	97.1260	0.2276	5	yes	yes
G9N609	canonical	5	4.1483	0.0768	4.0363	4.2148	97.5740	0.0757	95.8640	0.1846	6	yes	97.5520	0.1748	5	yes	yes
G9N886	canonical	5	4.3794	0.0371	4.3250	4.4207	94.0780	0.1240	91.4420	0.0444	6	yes	88.1240	0.2100	5	yes	yes
G9NHT6	canonical	5	4.2216	0.0902	4.0654	4.2815	97.7720	0.0228	96.0300	0.1005	6	yes	97.4800	0.1560	5	yes	yes
G9NNK0	canonical	5	4.4475	0.0555	4.3586	4.4963	93.8100	0.1595	96.2880	0.0476	6	yes	94.3480	0.0841	5	yes	yes
G9NPW7	canonical	5	3.8216	0.0220	3.8029	3.8578	98.1720	0.0460	97.9120	0.0409	6	yes	98.5840	0.0378	5	yes	yes
G9Y7Z2	canonical	5	4.0141	0.0728	3.9396	4.0918	96.5000	0.0731	94.6240	0.1369	6	yes	94.4480	0.1580	5	yes	yes
H0EGJ6	discarded	5	25.8553	10.8983	10.3452	39.3139	72.6940	3.9941	55.4680	7.6731	1,2,3	no	78.3160	8.1238	0	no	no
H0EJM3	canonical	5	4.1354	0.0171	4.1147	4.1535	95.2800	0.2895	93.0160	0.4432	6	yes	90.6940	0.4087	5	yes	yes
H0ENP4	discarded	5	4.2089	2.0093	2.1927	6.5186	36.4560	3.4478	28.9620	6.4325	1,2	no	48.9720	6.8734	0	no	no
H0ESF8	discarded	5	3.3885	0.0329	3.3517	3.4265	90.8040	0.2800	70.7000	1.0306	4	yes	84.4760	0.2587	0	no	no
H0EUG3	discarded	5	19.3753	0.4158	18.7071	19.7161	94.4380	0.3201	66.4640	1.2662	3	yes	94.2960	0.2503	0	no	no
H0EV23	canonical	5	4.1908	0.0375	4.1628	4.2554	97.4520	0.0487	96.9320	0.0277	6	yes	93.9260	0.2608	5	yes	yes
H0EV51	discarded	5	22.4454	12.3183	2.7803	30.7211	86.8220	3.0616	74.9980	17.1392	3,4	no	87.0400	2.2680	0	no	no
H0EW86	discarded	5	12.6843	7.1311	2.8196	18.4916	73.7340	1.2646	26.2540	1.3113	3,4	no	63.7260	15.5588	0	no	no
H0EWG8	discarded	5	4.6977	0.1814	4.4981	4.9192	91.2820	0.2988	65.8700	0.5856	6	yes	61.5600	2.9999	0	no	no
H0G560	canonical	5	3.7912	0.0401	3.7510	3.8458	97.0340	0.0261	95.4920	0.1089	6	yes	97.0220	0.0729	5	yes	yes
H0UWT4	canonical	5	3.8716	0.0956	3.7448	3.9683	95.1160	0.2031	95.6920	0.0920	6	yes	94.0620	0.1857	5	yes	yes
H0VH99	canonical	5	4.0101	0.0673	3.9297	4.0832	97.8580	0.0540	97.0400	0.0354	6	yes	98.7620	0.0179	5	yes	yes
H0VQ74	canonical	5	3.9035	0.0637	3.8370	3.9959	97.5560	0.0230	96.8120	0.0492	6	yes	98.5820	0.0164	5	yes	yes
H0WXR2	canonical	5	3.7979	0.1216	3.6570	3.9220	92.9140	0.2931	92.3420	0.3196	6	yes	93.7600	0.1755	5	yes	yes
H0X894	canonical	5	3.9298	0.0332	3.8981	3.9722	97.4640	0.0709	96.6480	0.0444	6	yes	98.3700	0.0620	5	yes	yes
H0Z2R8	canonical	5	3.8936	0.0349	3.8579	3.9496	97.9020	0.0602	97.2180	0.0335	6	yes	98.7020	0.0311	5	yes	yes
H0ZLV3	canonical	5	3.8390	0.0347	3.7817	3.8718	96.5060	0.0723	96.1720	0.0785	6	yes	97.0000	0.0292	5	yes	yes
H0ZRN9	canonical	5	3.9150	0.0266	3.8794	3.9404	97.8020	0.0487	97.0540	0.0321	6	yes	98.7780	0.0268	5	yes	yes
H1UVK4	discarded	5	7.4613	10.2301	1.8127	25.6986	70.9340	0.8202	37.0980	12.1969	3,4	no	64.2740	16.9681	0	no	no
H1UWR0	noncanonical	5	3.9487	0.0784	3.8943	4.0798	97.9840	0.0522	95.3240	0.0472	5	yes	98.7500	0.0308	0	no	no
H1UXI3	canonical	5	4.6208	0.0894	4.5266	4.7675	95.2700	0.1145	91.0680	0.2561	6	yes	92.2460	0.4778	5	yes	yes
H1UZF3	canonical	5	4.1842	0.1688	3.9770	4.3907	95.3020	0.3082	91.1840	0.6325	6	yes	93.2420	1.1187	5	yes	yes
H1V1E6	canonical	5	4.0836	0.0348	4.0487	4.1373	98.2660	0.0207	97.6700	0.0245	6	yes	98.3940	0.0541	5	yes	yes
H1V3M6	canonical	5	4.0923	0.0512	4.0407	4.1603	95.6420	0.0502	93.0060	0.0590	6	yes	90.8800	0.2846	5	yes	yes
H1V647	discarded	5	10.2762	7.9789	2.8175	22.8897	84.3500	1.2055	39.4400	15.0923	3	yes	88.0740	0.2702	0	no	no
H1V8W0	discarded	5	3.9713	0.1306	3.8517	4.1396	90.0940	0.2897	51.0860	0.6705	4	yes	86.5760	0.4286	0	no	no
H1VAP3	canonical	5	4.2008	0.0593	4.1053	4.2679	97.1060	0.0451	97.1120	0.0217	6	yes	97.9280	0.0676	5	yes	yes
H1VBZ6	canonical	5	3.9086	0.0368	3.8726	3.9502	98.3140	0.0167	97.9960	0.0279	6	yes	98.6340	0.0410	5	yes	yes
H1VCJ3	canonical	5	4.1210	0.0263	4.0920	4.1557	97.2400	0.0235	96.8140	0.0467	6	yes	97.6440	0.0434	5	yes	yes
H1VIZ6	canonical	5	3.9848	0.0441	3.9297	4.0375	98.0580	0.0377	97.5080	0.0687	6	yes	98.4820	0.0638	5	yes	yes
H1VKD2	discarded	5	9.9220	9.1751	2.8700	23.2969	97.0820	0.1450	54.2000	4.8054	3	yes	98.1440	0.0477	0	no	no
H1VMG1	discarded	5	16.9878	6.2293	6.0622	21.8216	96.6340	0.2145	68.8360	9.3304	3,4	no	88.2900	7.9759	0	no	no
H1VNN4	canonical	5	3.9628	0.0534	3.8968	4.0128	98.3740	0.0114	98.0720	0.0356	6	yes	98.7660	0.0114	5	yes	yes
H1VPG5	discarded	5	20.2584	6.7873	13.1759	30.9139	27.9500	8.7586	14.6820	3.8773	0,1,2	no	47.8500	5.0109	0	no	no
H1VTK3	canonical	5	4.1018	0.0383	4.0595	4.1545	97.2620	0.1103	95.9780	0.1753	6	yes	94.1020	1.8042	5	yes	yes
H1VWR0	canonical	5	4.0187	0.0518	3.9547	4.0957	97.9480	0.0217	97.4760	0.0297	6	yes	98.8400	0.0224	5	yes	yes
H1VWT9	canonical	5	4.0342	0.0477	3.9727	4.0875	97.5500	0.0374	97.7220	0.0277	6	yes	97.7380	0.1045	5	yes	yes
H1VZE2	noncanonical	5	4.3835	0.0573	4.2958	4.4503	98.3820	0.0110	95.8240	0.0873	5	yes	98.5300	0.0962	0	no	no
H1W0D6	canonical	5	4.2081	0.0552	4.1568	4.2707	96.9800	0.0889	93.7960	0.2770	6	yes	95.6980	0.9699	5	yes	yes
H1W196	discarded	5	2.6624	0.3491	2.3597	3.1343	27.2640	0.4359	18.8480	0.6162	3	yes	35.9980	0.4065	0	no	no
H2A0L0	canonical	5	4.2857	0.0611	4.1969	4.3535	93.6600	0.4897	88.1580	0.9686	6	yes	86.2780	1.5475	5	yes	yes
H2A0L1	canonical	5	4.1080	0.0311	4.0765	4.1434	95.9200	0.2424	93.8100	0.3684	6	yes	93.4160	0.6053	5	yes	yes
H2DPU1	canonical	5	3.8710	0.0636	3.8072	3.9416	96.0220	0.1599	94.2040	0.2248	6	yes	95.4100	0.2467	5	yes	yes
H2DPU2	canonical	5	3.8972	0.0385	3.8372	3.9445	96.5040	0.0688	94.5080	0.1891	6	yes	95.3080	0.0782	5	yes	yes
H2DPU3	canonical	5	3.8484	0.0648	3.7560	3.9333	96.7920	0.0311	95.2540	0.0699	6	yes	96.2840	0.1092	5	yes	yes
H2EL45	discarded	5	4.6011	4.5345	2.2747	12.6931	53.0760	5.3823	44.8180	4.3589	2,3	no	54.8500	3.7806	0	no	no
H2EL46	discarded	5	4.6011	4.5345	2.2747	12.6931	53.0760	5.3823	44.8180	4.3589	2,3	no	54.8500	3.7806	0	no	no
H2EL47	discarded	5	3.4869	1.9248	1.8868	6.7434	46.3920	3.6130	36.0940	2.2905	2,3	no	52.1400	4.8448	0	no	no
H2EL53	discarded	5	5.6391	3.6204	2.6514	11.6135	51.3420	2.6623	37.1720	2.7530	2,3	no	56.6640	6.6346	0	no	no
H2EL54	discarded	5	4.6011	4.5345	2.2747	12.6931	53.0760	5.3823	44.8180	4.3589	2,3	no	54.8500	3.7806	0	no	no
H2EL55	discarded	5	4.1687	0.5590	3.3835	4.9277	48.2740	3.4873	37.7820	3.3939	1,2,3	no	51.9280	5.9242	0	no	no
H2EL62	discarded	5	4.9108	2.8368	2.1158	9.6915	49.7400	3.8473	38.2460	2.9761	2,3	no	54.7340	5.4849	0	no	no
H2EL63	discarded	5	4.0316	1.7075	2.5270	6.5474	50.3920	3.4153	37.2380	3.1789	2,3	no	49.6420	2.9210	0	no	no
H2EL66	discarded	5	4.6011	4.5345	2.2747	12.6931	53.0760	5.3823	44.8180	4.3589	2,3	no	54.8500	3.7806	0	no	no
H2EL67	discarded	5	6.5281	4.6121	2.3339	11.6277	52.5240	3.3659	41.3400	2.4169	2,3	no	50.8900	6.1584	0	no	no
H2EL68	discarded	5	7.7980	6.8838	2.5155	19.1793	48.3180	4.6029	37.7220	2.2196	2,3	no	50.9840	5.0969	0	no	no
H2EL70	discarded	5	4.7354	1.2814	3.5442	6.3806	54.7140	2.1212	43.2020	2.4464	2,3	no	58.7540	4.4267	0	no	no
H2FH89	canonical	5	3.9798	0.0345	3.9410	4.0233	97.0900	0.0510	95.0620	0.1329	6	yes	96.7120	0.1579	5	yes	yes
H2KPL1	noncanonical	5	6.0356	0.1938	5.7478	6.2280	89.7700	0.4830	89.9040	0.3603	4	yes	97.6260	0.0467	0	no	no
H2KTZ5	canonical	5	3.9478	0.0272	3.9044	3.9729	97.7820	0.0766	96.8680	0.0646	6	yes	96.5940	0.2077	5	yes	yes
H2LHF8	canonical	5	3.7828	0.0450	3.7280	3.8233	98.1060	0.0270	97.4680	0.0110	6	yes	98.8640	0.0114	5	yes	yes
H2LI84	canonical	5	3.9635	0.0757	3.8962	4.0863	96.7800	0.1022	95.4940	0.1057	6	yes	97.8400	0.1093	5	yes	yes
H2LIX1	canonical	5	3.8195	0.0682	3.7116	3.9016	97.9360	0.0321	97.0800	0.0235	6	yes	98.8420	0.0084	5	yes	yes
H2M5F4	canonical	5	4.1062	0.0460	4.0325	4.1589	97.9000	0.0283	97.0120	0.0303	6	yes	98.7820	0.0148	5	yes	yes
H2MTX5	canonical	5	3.9839	0.0732	3.8900	4.0759	96.5100	0.0738	96.4160	0.0882	6	yes	96.2760	0.1532	5	yes	yes
H2NEX0	canonical	5	4.0463	0.0628	3.9833	4.1147	97.8560	0.0270	97.2640	0.0428	6	yes	98.8300	0.0071	5	yes	yes
H2NK50	canonical	5	3.7646	0.0695	3.6944	3.8524	96.7140	0.1011	96.5580	0.1073	6	yes	96.9900	0.2318	5	yes	yes
H2PS60	canonical	5	3.8956	0.0124	3.8790	3.9096	97.5400	0.0300	96.5300	0.0400	6	yes	98.4380	0.0249	5	yes	yes
H2Q4J1	canonical	5	4.0669	0.0656	3.9888	4.1394	97.7420	0.0239	97.0260	0.0680	6	yes	98.7780	0.0179	5	yes	yes
H2T4B5	canonical	5	4.0862	0.0589	4.0203	4.1671	97.7760	0.0410	97.0540	0.0488	6	yes	98.7580	0.0130	5	yes	yes
H2TGS7	canonical	5	4.0905	0.0741	3.9949	4.1820	97.8400	0.0579	96.9360	0.0305	6	yes	98.6220	0.0356	5	yes	yes
H2U4R5	canonical	5	3.8192	0.0606	3.7422	3.8692	97.9420	0.0487	97.2680	0.0295	6	yes	98.7960	0.0261	5	yes	yes
H2Y0R3	discarded	5	3.2780	1.3808	1.9657	5.4513	67.6700	3.6132	44.8120	4.6301	1	yes	87.5700	2.9457	0	no	no
H2Y187	discarded	5	4.5342	1.7469	3.1394	6.9718	63.2660	4.7396	38.0940	6.2210	0,1,2	no	81.0925	1.1792	0	no	no
H2Y9I6	canonical	5	3.9746	0.0172	3.9539	3.9966	97.2420	0.0716	96.5180	0.0934	6	yes	98.4040	0.0270	5	yes	yes
H2Y9I7	canonical	5	3.9510	0.0451	3.8782	3.9876	97.3320	0.0327	96.7140	0.0422	6	yes	98.3960	0.2498	5	yes	yes
H2Y9I8	canonical	5	4.0209	0.0470	3.9713	4.0970	97.5440	0.0219	97.0140	0.0167	6	yes	98.2280	0.0383	5	yes	yes
H2Y9I9	canonical	5	3.8512	0.0746	3.7419	3.9059	95.8600	0.1344	95.9160	0.0568	6	yes	95.2160	0.7621	5	yes	yes
H2YA23	canonical	5	3.9569	0.0672	3.8488	4.0181	97.3880	0.0545	96.8900	0.0122	6	yes	98.5700	0.1243	5	yes	yes
H2YA24	canonical	5	3.9898	0.0377	3.9487	4.0331	97.5140	0.0673	96.9500	0.0762	6	yes	98.4160	0.0385	5	yes	yes
H2YVJ9	canonical	5	3.8128	0.0543	3.7568	3.8959	97.6900	0.0122	96.7340	0.0639	6	yes	98.5940	0.0351	5	yes	yes
H2ZF91	discarded	5	3.7738	1.1161	2.8603	5.6585	86.4080	1.7240	40.9140	2.8801	3	yes	86.9260	0.4737	0	no	no
H2ZM84	canonical	5	4.0900	0.0738	4.0323	4.2132	98.0280	0.0217	97.0480	0.0540	6	yes	97.7640	0.0691	5	yes	yes
H2ZM85	canonical	5	4.1261	0.1009	4.0058	4.2294	97.9440	0.0662	97.1640	0.0915	6	yes	97.6360	0.1892	5	yes	yes
H2ZM86	canonical	5	4.0560	0.0502	3.9959	4.1264	97.9540	0.0270	97.2320	0.0507	6	yes	97.7920	0.0691	5	yes	yes
