accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0ACA9LXK0,ref_2Y9W_Abisporus,0.5495,1.000,1.000,1.000,1.000,4
A0ACA9M6F6,ref_2Y9W_Abisporus,0.5377,1.000,1.000,1.000,1.000,4
A0ACA9MAD6,ref_2Y9W_Abisporus,0.3246,0.000,0.000,1.000,1.000,2
A0ACA9MFV3,ref_2Y9W_Abisporus,0.5197,1.000,1.000,0.923,1.000,4
A0ACA9MGW6,ref_2Y9W_Abisporus,0.2311,0.000,0.000,0.000,0.000,0
A0ACA9N253,ref_2Y9W_Abisporus,0.7379,1.000,0.875,0.000,0.000,2
A0ACA9NLL6,ref_2Y9W_Abisporus,0.3598,0.000,0.000,1.000,1.000,2
A0ACA9PTA6,ref_1JS8_squid,0.3169,0.000,0.000,1.000,1.000,2
A0ACA9Q0F8,ref_2Y9W_Abisporus,0.4774,1.000,1.000,1.000,1.000,4
A0ACA9Q961,ref_2Y9W_Abisporus,0.5298,1.000,1.000,1.000,1.000,4
A0ACA9RE12,ref_2Y9W_Abisporus,0.6892,1.000,1.000,1.000,1.000,4
A0ACA9RPM3,ref_2Y9W_Abisporus,0.5570,1.000,1.000,1.000,1.000,4
A0ACA9RR96,ref_PmTYR,0.2422,0.000,0.000,0.778,1.000,2
A0ACA9S9V0,ref_2Y9W_Abisporus,0.4239,0.000,0.000,1.000,1.000,2
A0ACA9SMB7,ref_2Y9W_Abisporus,0.6286,0.000,0.000,1.000,1.000,2
A0ACA9T6R2,ref_A0A9N8ELP9_oomycota,0.4306,0.917,1.000,0.917,0.000,3
A0ACA9TFL9,ref_2Y9W_Abisporus,0.4955,1.000,1.000,1.000,1.000,4
A0ACA9TL28,ref_5M8L_human,0.2968,0.000,0.000,1.000,1.000,2
A0ACA9TPP0,ref_A0A9N8ELP9_oomycota,0.5635,1.000,1.000,1.000,0.947,4
A0ACA9TSJ0,ref_2Y9W_Abisporus,0.5620,1.000,1.000,0.846,1.000,4
A0ACA9TXN9,ref_A0A9N8ELP9_oomycota,0.5762,0.917,1.000,1.000,1.000,4
A0ACA9TYA0,ref_A0A9N8ELP9_oomycota,0.5452,0.917,1.000,1.000,0.947,4
A0ACA9TZH0,ref_A0A9N8ELP9_oomycota,0.5818,0.917,1.000,1.000,1.000,4
A0ACA9TZR5,ref_A0A9N8ELP9_oomycota,0.6027,1.000,1.000,1.000,0.947,4
A0ACA9U3U3,ref_PmTYR,0.5824,1.000,1.000,1.000,1.000,4
A0ACA9U4D2,ref_2Y9W_Abisporus,0.3812,1.000,1.000,1.000,1.000,4
A0ACA9U4J8,ref_A0A9N8ELP9_oomycota,0.5717,1.000,1.000,1.000,1.000,4
A0ACA9U580,ref_A0A9N8ELP9_oomycota,0.4918,1.000,1.000,0.833,0.895,4
A0ACA9UJ52,ref_PmTYR,0.6857,1.000,1.000,0.889,1.000,4
A0ACA9UKW1,ref_A0A9N8ELP9_oomycota,0.5563,0.917,1.000,1.000,0.895,4
A0ACA9UM57,ref_PmTYR,0.5024,1.000,1.000,1.000,1.000,4
A0ACA9UMC9,ref_A0A9N8ELP9_oomycota,0.6468,1.000,0.950,1.000,1.000,4
A0ACA9UUD3,ref_1JS8_squid,0.1760,0.000,0.000,0.600,0.696,2
A0ACB0EDL1,ref_5M8L_human,0.6711,1.000,1.000,1.000,1.000,4
A0ACB0EXT7,ref_5M8L_human,0.6548,1.000,1.000,1.000,1.000,4
A0ACB0FHL5,ref_5M8L_human,0.6786,1.000,1.000,1.000,1.000,4
A0ACB0J7N9,ref_5CE9_Jregia,0.5459,1.000,1.000,1.000,1.000,4
A0ACB0JXW5,ref_5CE9_Jregia,0.5507,1.000,1.000,1.000,1.000,4
A0ACB0KQP9,ref_5CE9_Jregia,0.5453,1.000,1.000,1.000,1.000,4
A0ACB0KT12,ref_5CE9_Jregia,0.4558,1.000,0.000,1.000,1.000,3
A0ACB0KWA4,ref_5CE9_Jregia,0.5815,1.000,1.000,1.000,1.000,4
A0ACB0L2E5,ref_5CE9_Jregia,0.5246,1.000,1.000,1.000,1.000,4
A0ACB0L2E8,ref_5CE9_Jregia,0.5365,1.000,1.000,1.000,1.000,4
A0ACB0L4G0,ref_5CE9_Jregia,0.5480,1.000,1.000,1.000,1.000,4
A0ACB0L519,ref_5CE9_Jregia,0.5486,1.000,1.000,1.000,1.000,4
A0ACB0XMH8,ref_PmTYR,0.3217,1.000,1.000,0.778,1.000,4
A0ACB0XN11,ref_PmTYR,0.7533,0.769,1.000,0.778,1.000,4
A0ACB0Y497,ref_PmTYR,0.5465,1.000,1.000,0.778,1.000,4
A0ACB0Y7T5,ref_PmTYR,0.4630,0.769,1.000,0.778,1.000,4
A0ACB0YEA9,ref_A0A9N8ELP9_oomycota,0.5630,0.917,1.000,1.000,1.000,4
A0ACB0YFD1,ref_PmTYR,0.3579,1.000,1.000,0.778,0.421,3
A0ACB0YTT4,ref_PmTYR,0.6474,1.000,1.000,0.000,0.000,2
A0ACB0YTT5,ref_PmTYR,0.2889,1.000,1.000,1.000,1.000,4
A0ACB0YTV2,ref_PmTYR,0.4666,0.923,0.526,0.000,0.000,2
A0ACB0YTV3,ref_PmTYR,0.6072,1.000,1.000,0.778,1.000,4
A0ACB0YTV4,ref_1BT3_Ibatatas,0.1514,0.000,0.000,1.000,1.000,2
A0ACB0YTW8,ref_PmTYR,0.4183,0.000,0.000,0.778,1.000,2
A0ACB0YTX0,ref_1JS8_squid,0.3129,0.000,0.000,0.000,1.000,1
A0ACB0YU33,ref_PmTYR,0.4690,1.000,1.000,0.778,1.000,4
A0ACB0YUB7,ref_PmTYR,0.1706,0.000,0.000,0.000,1.000,1
A0ACB0YUS7,ref_I3D139_archaea,0.3021,0.000,1.000,0.000,0.000,1
A0ACB0YUV3,ref_PmTYR,0.4121,1.000,1.000,0.000,0.000,2
A0ACB0YV90,ref_PmTYR,0.3223,1.000,1.000,1.000,0.947,4
A0ACB0ZQ59,ref_1JS8_squid,0.2502,1.000,1.000,0.650,0.913,4
A0ACB0ZR52,ref_1JS8_squid,0.2682,1.000,1.000,1.000,0.565,4
A0ACB0ZV79,ref_PmTYR,0.3244,1.000,1.000,0.667,1.000,4
A0ACB1A816,ref_PmTYR,0.5351,1.000,1.000,0.778,1.000,4
A0ACB1A9J0,ref_PmTYR,0.3880,1.000,1.000,0.556,1.000,4
A0ACB1ABT6,ref_PmTYR,0.4367,0.000,1.000,0.000,0.000,1
A0ACB1ADL6,ref_PmTYR,0.4406,1.000,1.000,0.000,0.000,2
A0ACB1AJR4,ref_2Y9W_Abisporus,0.3847,0.000,0.000,0.769,1.000,2
A0ACB1AJT0,ref_PmTYR,0.4556,0.923,0.789,0.000,0.000,2
A0ACB1AJT3,ref_8BBR_Vspinosum,0.4868,0.000,0.000,1.000,1.000,2
A0ACB1AJV2,ref_PmTYR,0.2982,1.000,1.000,0.000,0.000,2
A0ACB1AK72,ref_PmTYR,0.4228,1.000,1.000,0.889,1.000,4
A0ACB1AKM0,ref_PmTYR,0.3199,0.846,1.000,0.778,0.947,4
A0ACB1AKQ7,ref_PmTYR,0.5464,1.000,1.000,0.000,0.000,2
A0ACB1ALB9,ref_A0A9N8ELP9_oomycota,0.4224,1.000,1.000,0.750,0.526,4
A0ACB1AMP4,ref_PmTYR,0.5678,1.000,1.000,0.889,0.684,4
A0ACB1AND0,ref_5CE9_Jregia,0.3187,0.000,0.000,0.000,1.000,1
A0ACB1AP86,ref_PmTYR,0.4690,1.000,1.000,0.778,1.000,4
A0ACB1AQV1,ref_5M8L_human,0.1811,0.000,0.000,0.000,0.895,1
A0ACB1ARC5,ref_5M8L_human,0.2289,0.000,1.000,0.000,0.000,1
A0ACB1AS38,ref_PmTYR,0.7021,1.000,1.000,0.889,1.000,4
A0ACB1ASV0,ref_1JS8_squid,0.2391,0.000,0.000,0.000,0.696,1
A0ACB1AT13,ref_PmTYR,0.5505,1.000,1.000,0.889,0.895,4
A0ACB1ATD4,ref_I3D139_archaea,0.1890,0.000,0.000,1.000,1.000,2
A0ACB1AW94,ref_PmTYR,0.6748,1.000,1.000,0.000,0.000,2
A0ACB1AYG0,ref_PmTYR,0.4347,1.000,1.000,0.000,0.000,2
A0ACB1AYG2,ref_PmTYR,0.3060,0.846,1.000,0.778,0.947,4
A0ACB1AYG8,ref_PmTYR,0.6385,1.000,1.000,0.778,1.000,4
A0ACB1AYY7,ref_I3D139_archaea,0.3742,0.917,1.000,0.444,0.895,3
A0ACB1AZ84,ref_PmTYR,0.3725,0.000,0.000,0.000,1.000,1
A0ACB1AZH1,ref_PmTYR,0.4644,1.000,1.000,1.000,0.947,4
A0ACB1B0E6,ref_1BT3_Ibatatas,0.1204,0.000,0.000,0.750,1.000,2
A0ACB1B2A1,ref_PmTYR,0.4529,1.000,1.000,1.000,1.000,4
A0ACB1B2X5,ref_PmTYR,0.4368,1.000,0.789,0.000,0.000,2
A0ACB1B806,ref_PmTYR,0.7533,0.769,1.000,0.778,1.000,4
A0ACB5RUH5,ref_2Y9W_Abisporus,0.5524,1.000,1.000,1.000,1.000,4
A0ACB5RUU5,ref_A0A9N8ELP9_oomycota,0.2764,0.917,1.000,1.000,1.000,4
A0ACB5RUX0,ref_2Y9W_Abisporus,0.4740,1.000,0.917,1.000,1.000,4
A0ACB5RW17,ref_A0A9N8ELP9_oomycota,0.6129,0.917,1.000,1.000,1.000,4
A0ACB5RXD1,ref_PmTYR,0.5659,1.000,1.000,1.000,1.000,4
A0ACB5RZZ5,ref_1JS8_squid,0.6405,0.000,0.000,0.900,0.870,2
A0ACB5S1P3,ref_A0A9N8ELP9_oomycota,0.5409,1.000,1.000,1.000,1.000,4
A0ACB5S4G2,ref_PmTYR,0.6958,1.000,1.000,0.778,1.000,4
A0ACB5SAS9,ref_2Y9W_Abisporus,0.4927,1.000,1.000,1.000,1.000,4
A0ACB5SCA7,ref_PmTYR,0.6681,1.000,1.000,1.000,1.000,4
A0ACB5SHS6,ref_PmTYR,0.5450,1.000,1.000,1.000,1.000,4
A0ACB5SK95,ref_2Y9W_Abisporus,0.4676,0.000,0.000,0.769,1.000,2
A0ACB5SKY8,ref_2Y9W_Abisporus,0.5125,0.000,0.000,0.769,1.000,2
A0ACB5SLM9,ref_2Y9W_Abisporus,0.5048,1.000,0.792,1.000,1.000,4
A0ACB5SPB0,ref_PmTYR,0.7115,1.000,1.000,0.778,1.000,4
A0ACB5SPE2,ref_A0A9N8ELP9_oomycota,0.6345,0.917,1.000,1.000,1.000,4
A0ACB5SPV6,ref_PmTYR,0.4562,1.000,1.000,1.000,1.000,4
A0ACB6F4L5,ref_A0A9N8ELP9_oomycota,0.5260,0.917,1.000,1.000,1.000,4
A0ACB6F5N8,ref_2Y9W_Abisporus,0.4412,1.000,1.000,1.000,1.000,4
A0ACB6F641,ref_PmTYR,0.5616,1.000,1.000,1.000,1.000,4
A0ACB6F907,ref_A0A9N8ELP9_oomycota,0.6148,1.000,1.000,1.000,1.000,4
A0ACB6FB67,ref_A0A9N8ELP9_oomycota,0.5567,0.917,1.000,1.000,0.947,4
A0ACB6FG40,ref_PmTYR,0.5774,1.000,1.000,0.778,1.000,4
A0ACB6FGH9,ref_A0A9N8ELP9_oomycota,0.5606,0.917,1.000,1.000,0.947,4
A0ACB6FGU9,ref_A0A9N8ELP9_oomycota,0.5935,0.917,1.000,1.000,0.895,4
A0ACB6FMU4,ref_2Y9W_Abisporus,0.4141,1.000,1.000,1.000,1.000,4
A0ACB6FN41,ref_A0A9N8ELP9_oomycota,0.5256,1.000,1.000,1.000,0.947,4
A0ACB6FQR3,ref_A0A9N8ELP9_oomycota,0.5507,0.917,1.000,0.667,1.000,4
A0ACB6FRC5,ref_2Y9W_Abisporus,0.5157,1.000,1.000,0.923,1.000,4
A0ACB6FTH8,ref_PmTYR,0.5743,1.000,1.000,1.000,1.000,4
A0ACB6FTN5,ref_A0A9N8ELP9_oomycota,0.6011,1.000,1.000,1.000,1.000,4
A0ACB6FTY5,ref_A0A9N8ELP9_oomycota,0.5472,0.000,1.000,1.000,1.000,3
A0ACB6FYG9,ref_A0A9N8ELP9_oomycota,0.5967,1.000,1.000,1.000,1.000,4
A0ACB6FYR3,ref_PmTYR,0.5750,1.000,1.000,1.000,1.000,4
A0ACB6FZK2,ref_A0A9N8ELP9_oomycota,0.5642,0.917,1.000,1.000,0.947,4
A0ACB6G0J7,ref_PmTYR,0.5249,1.000,1.000,1.000,1.000,4
A0ACB6G0P3,ref_PmTYR,0.5940,1.000,1.000,0.778,1.000,4
A0ACB6G3R1,ref_1BT3_Ibatatas,0.5088,1.000,1.000,1.000,1.000,4
A0ACB6G405,ref_PmTYR,0.5234,0.923,1.000,1.000,1.000,4
A0ACB6G492,ref_PmTYR,0.5363,0.000,0.000,0.778,1.000,2
A0ACB6QAH6,ref_2Y9W_Abisporus,0.4325,1.000,1.000,1.000,1.000,4
A0ACB6QDU3,ref_2Y9W_Abisporus,0.5678,1.000,1.000,0.923,1.000,4
A0ACB6QFG3,ref_PmTYR,0.4813,1.000,1.000,1.000,1.000,4
A0ACB6QHH6,ref_2Y9W_Abisporus,0.5231,1.000,1.000,1.000,1.000,4
A0ACB6QIU6,ref_2Y9W_Abisporus,0.5048,1.000,1.000,0.923,1.000,4
A0ACB6QK91,ref_2Y9W_Abisporus,0.4672,1.000,1.000,1.000,1.000,4
A0ACB6QQH8,ref_I3D139_archaea,0.5145,1.000,1.000,1.000,1.000,4
A0ACB6QXY9,ref_2Y9W_Abisporus,0.5396,1.000,1.000,1.000,1.000,4
A0ACB6QZ82,ref_PmTYR,0.5469,1.000,1.000,1.000,1.000,4
A0ACB6R138,ref_A0A9N8ELP9_oomycota,0.6280,1.000,1.000,1.000,1.000,4
A0ACB6R1D7,ref_PmTYR,0.6600,1.000,1.000,1.000,1.000,4
A0ACB6RAK9,ref_PmTYR,0.5494,0.923,1.000,1.000,1.000,4
A0ACB6RB03,ref_PmTYR,0.3886,0.692,1.000,1.000,1.000,4
A0ACB6RB87,ref_A0A9N8ELP9_oomycota,0.4871,1.000,0.750,1.000,0.895,4
A0ACB6RDZ1,ref_A0A9N8ELP9_oomycota,0.6148,1.000,1.000,1.000,1.000,4
A0ACB6RG49,ref_2Y9W_Abisporus,0.5066,1.000,1.000,1.000,1.000,4
A0ACB6RHV1,ref_A0A9N8ELP9_oomycota,0.5703,0.917,1.000,1.000,0.895,4
A0ACB6RIZ1,ref_A0A9N8ELP9_oomycota,0.6171,1.000,1.000,1.000,0.895,4
A0ACB6RLP9,ref_2Y9W_Abisporus,0.5254,1.000,1.000,0.923,1.000,4
A0ACB6RLT2,ref_A0A9N8ELP9_oomycota,0.5637,1.000,1.000,1.000,1.000,4
A0ACB6RNM5,ref_2Y9W_Abisporus,0.4319,1.000,1.000,1.000,1.000,4
A0ACB6RSZ3,ref_PmTYR,0.5657,1.000,1.000,0.778,1.000,4
A0ACB6RVN5,ref_2Y9W_Abisporus,0.5345,1.000,1.000,1.000,1.000,4
A0ACB6RWX2,ref_A0A9N8ELP9_oomycota,0.5875,0.917,1.000,1.000,0.947,4
A0ACB6S127,ref_PmTYR,0.5718,1.000,1.000,0.778,1.000,4
A0ACB6S435,ref_2Y9W_Abisporus,0.4452,1.000,1.000,1.000,1.000,4
A0ACB6S5V8,ref_PmTYR,0.5952,1.000,1.000,1.000,1.000,4
A0ACB6SAT1,ref_PmTYR,0.5248,0.923,1.000,1.000,1.000,4
A0ACB6Z417,ref_A0A9N8ELP9_oomycota,0.5915,1.000,1.000,1.000,0.947,4
A0ACB6Z4V4,ref_A0A9N8ELP9_oomycota,0.5603,1.000,0.950,1.000,1.000,4
A0ACB6Z8Q8,ref_PmTYR,0.5873,1.000,1.000,0.778,1.000,4
A0ACB6Z8T5,ref_5M8L_human,0.5096,1.000,0.950,1.000,1.000,4
A0ACB6ZCG4,ref_A0A9N8ELP9_oomycota,0.5526,1.000,1.000,1.000,1.000,4
A0ACB6ZD36,ref_A0A9N8ELP9_oomycota,0.5782,1.000,1.000,1.000,1.000,4
A0ACB6ZF33,ref_PmTYR,0.5627,0.923,1.000,1.000,1.000,4
A0ACB6ZI71,ref_PmTYR,0.6331,1.000,1.000,0.778,1.000,4
A0ACB6ZPA1,ref_A0A9N8ELP9_oomycota,0.5698,1.000,1.000,1.000,1.000,4
A0ACB7EJ04,ref_5M8L_human,0.6446,1.000,1.000,1.000,1.000,4
A0ACB7EW16,ref_5M8L_human,0.6413,1.000,1.000,1.000,1.000,4
A0ACB7IK85,ref_PmTYR,0.6634,1.000,1.000,1.000,1.000,4
A0ACB7IQP8,ref_I3D139_archaea,0.4896,0.750,1.000,1.000,0.895,4
A0ACB7IRD0,ref_PmTYR,0.3987,0.846,1.000,0.778,1.000,4
A0ACB7ITD8,ref_PmTYR,0.4961,1.000,1.000,1.000,1.000,4
A0ACB7NW31,ref_PmTYR,0.6466,1.000,1.000,1.000,1.000,4
A0ACB7NYC4,ref_PmTYR,0.5719,1.000,1.000,1.000,1.000,4
A0ACB7NYD3,ref_A0A9N8ELP9_oomycota,0.5353,1.000,1.000,1.000,1.000,4
A0ACB7P093,ref_2Y9W_Abisporus,0.5722,1.000,0.917,0.846,1.000,4
A0ACB7P0J0,ref_2Y9W_Abisporus,0.4465,1.000,1.000,1.000,1.000,4
A0ACB7P235,ref_PmTYR,0.6104,1.000,1.000,1.000,1.000,4
A0ACB7P4Q1,ref_A0A9N8ELP9_oomycota,0.5360,0.917,0.950,0.667,1.000,4
A0ACB7P4S6,ref_A0A9N8ELP9_oomycota,0.6076,1.000,1.000,1.000,1.000,4
A0ACB7P4Z6,ref_PmTYR,0.5652,1.000,1.000,1.000,1.000,4
A0ACB7P5E8,ref_2Y9W_Abisporus,0.5971,1.000,0.917,1.000,1.000,4
A0ACB7P620,ref_A0A9N8ELP9_oomycota,0.4786,1.000,1.000,1.000,1.000,4
A0ACB7PAM3,ref_A0A9N8ELP9_oomycota,0.5325,0.917,1.000,1.000,1.000,4
A0ACB7PCI4,ref_2Y9W_Abisporus,0.6615,1.000,1.000,1.000,1.000,4
A0ACB7PEA4,ref_PmTYR,0.6272,1.000,1.000,0.778,1.000,4
A0ACB7PFM9,ref_2Y9W_Abisporus,0.5380,1.000,1.000,0.923,1.000,4
A0ACB7PGA3,ref_A0A9N8ELP9_oomycota,0.2694,1.000,1.000,0.667,1.000,4
A0ACB7PK71,ref_A0A9N8ELP9_oomycota,0.5830,1.000,1.000,1.000,1.000,4
A0ACB7PM42,ref_PmTYR,0.6055,1.000,1.000,0.778,1.000,4
A0ACB7PME6,ref_1JS8_squid,0.4818,1.000,1.000,0.900,0.913,4
A0ACB7PQN8,ref_2Y9W_Abisporus,0.5065,1.000,1.000,1.000,1.000,4
A0ACB7PRL0,ref_PmTYR,0.6415,0.923,1.000,1.000,1.000,4
A0ACB7PSA7,ref_2Y9W_Abisporus,0.4951,1.000,1.000,1.000,1.000,4
A0ACB7TUN8,ref_1BT3_Ibatatas,0.5441,1.000,1.000,1.000,1.000,4
A0ACB7TVJ3,ref_5CE9_Jregia,0.5510,1.000,1.000,1.000,1.000,4
A0ACB7TVM3,ref_5CE9_Jregia,0.5549,1.000,1.000,1.000,1.000,4
A0ACB7TZS8,ref_1BT3_Ibatatas,0.6200,1.000,1.000,1.000,1.000,4
A0ACB7TZV6,ref_5CE9_Jregia,0.6852,1.000,1.000,1.000,1.000,4
A0ACB7UNM0,ref_5CE9_Jregia,0.5678,1.000,1.000,1.000,1.000,4
A0ACB7VR67,ref_5CE9_Jregia,0.7101,1.000,1.000,1.000,1.000,4
A0ACB7VR93,ref_5CE9_Jregia,0.6074,1.000,1.000,1.000,1.000,4
A0ACB7VRA3,ref_5CE9_Jregia,0.5448,1.000,1.000,1.000,1.000,4
A0ACB7VRS0,ref_5CE9_Jregia,0.5525,1.000,1.000,1.000,1.000,4
A0ACB7VRZ0,ref_1BT3_Ibatatas,0.5507,1.000,1.000,1.000,1.000,4
A0ACB7VS42,ref_1BT3_Ibatatas,0.5531,1.000,1.000,1.000,1.000,4
A0ACB7X7I8,ref_5CE9_Jregia,0.5564,1.000,1.000,1.000,1.000,4
A0ACB7XEH0,ref_5CE9_Jregia,0.5538,1.000,1.000,1.000,1.000,4
A0ACB7YUF3,ref_5CE9_Jregia,0.5588,1.000,1.000,1.000,1.000,4
A0ACB8BYL3,ref_2Y9W_Abisporus,0.4602,1.000,1.000,1.000,1.000,4
A0ACB8ESD5,ref_5M8L_human,0.6328,0.000,0.000,1.000,1.000,2
A0ACB8FGT9,ref_5M8L_human,0.7987,1.000,1.000,0.000,0.000,2
A0ACB8FJ36,ref_5M8L_human,0.7626,1.000,1.000,1.000,1.000,4
A0ACB8GMA1,ref_2Y9W_Abisporus,0.5147,1.000,1.000,1.000,1.000,4
A0ACB8GNM2,ref_PmTYR,0.6468,1.000,1.000,1.000,1.000,4
A0ACB8GPR9,ref_A0A9N8ELP9_oomycota,0.6437,0.917,1.000,1.000,1.000,4
A0ACB8GPZ1,ref_2Y9W_Abisporus,0.4871,1.000,1.000,1.000,0.895,4
A0ACB8GTC1,ref_PmTYR,0.4553,1.000,1.000,1.000,1.000,4
A0ACB8GU20,ref_PmTYR,0.6264,1.000,1.000,1.000,1.000,4
A0ACB8H9N0,ref_2Y9W_Abisporus,0.5594,1.000,1.000,1.000,1.000,4
A0ACB8H9T8,ref_PmTYR,0.5690,1.000,1.000,1.000,1.000,4
A0ACB8H9U9,ref_2Y9W_Abisporus,0.5607,1.000,1.000,1.000,1.000,4
A0ACB8HA24,ref_2Y9W_Abisporus,0.5511,1.000,1.000,1.000,1.000,4
A0ACB8HA52,ref_2Y9W_Abisporus,0.5508,1.000,1.000,1.000,1.000,4
A0ACB8HAF0,ref_PmTYR,0.6093,1.000,1.000,1.000,1.000,4
A0ACB8HAM5,ref_2Y9W_Abisporus,0.3203,0.625,1.000,0.692,0.000,3
A0ACB8HCS0,ref_A0A9N8ELP9_oomycota,0.6053,0.917,1.000,0.750,1.000,4
A0ACB8NFF0,ref_5CE9_Jregia,0.5553,1.000,1.000,1.000,1.000,4
A0ACB8QEM8,ref_A0A9N8ELP9_oomycota,0.5898,1.000,1.000,0.917,1.000,4
A0ACB8QLS4,ref_2Y9W_Abisporus,0.5159,1.000,1.000,1.000,1.000,4
A0ACB8RHH7,ref_2Y9W_Abisporus,0.5175,1.000,1.000,1.000,1.000,4
A0ACB8S060,ref_A0A9N8ELP9_oomycota,0.5646,1.000,1.000,1.000,1.000,4
A0ACB8SK53,ref_5M8L_human,0.5112,1.000,1.000,1.000,1.000,4
A0ACB8SU39,ref_PmTYR,0.6096,1.000,1.000,0.778,1.000,4
A0ACB8SW39,ref_PmTYR,0.5888,1.000,1.000,1.000,1.000,4
A0ACB8T765,ref_2Y9W_Abisporus,0.5125,1.000,1.000,1.000,1.000,4
A0ACB8TB58,ref_2Y9W_Abisporus,0.5456,1.000,1.000,1.000,1.000,4
A0ACB8TSI7,ref_2Y9W_Abisporus,0.4588,1.000,1.000,1.000,1.000,4
A0ACB8UZU6,ref_A0A9N8ELP9_oomycota,0.6340,1.000,1.000,0.917,1.000,4
A0ACB8V0J7,ref_2Y9W_Abisporus,0.5009,1.000,1.000,1.000,1.000,4
A0ACB8V2K0,ref_PmTYR,0.5312,1.000,1.000,1.000,1.000,4
A0ACB8VDY9,ref_5M8L_human,0.5723,1.000,1.000,1.000,1.000,4
A0ACB8VFE3,ref_5M8L_human,0.6789,1.000,1.000,1.000,1.000,4
A0ACB8VL59,ref_5M8L_human,0.6759,1.000,1.000,1.000,1.000,4
A0ACB8X1W8,ref_5M8L_human,0.6452,1.000,1.000,1.000,1.000,4
A0ACB8X6W5,ref_5M8L_human,0.5613,1.000,1.000,1.000,1.000,4
A0ACB8XB61,ref_5M8L_human,0.4187,1.000,1.000,0.000,0.000,2
A0ACB8XUZ5,ref_1BT3_Ibatatas,0.5440,1.000,1.000,1.000,1.000,4
A0ACB8XVE6,ref_2Y9W_Abisporus,0.2940,0.625,0.833,0.000,0.000,2
A0ACB8XVY1,ref_5CE9_Jregia,0.5246,1.000,1.000,1.000,1.000,4
A0ACB8XYG7,ref_5CE9_Jregia,0.2839,0.000,0.000,0.000,1.000,1
A0ACB8ZBG7,ref_1JS8_squid,0.3125,1.000,1.000,0.800,0.870,4
A0ACB8ZDC5,ref_1BT3_Ibatatas,0.5992,1.000,1.000,1.000,1.000,4
A0ACB8ZND1,ref_5CE9_Jregia,0.6069,1.000,1.000,1.000,1.000,4
A0ACB8ZXI8,ref_5CE9_Jregia,0.6593,0.000,0.000,1.000,1.000,2
A0ACB8ZYK7,ref_1BT3_Ibatatas,0.5538,1.000,1.000,1.000,1.000,4
A0ACB8ZZ10,ref_1BT3_Ibatatas,0.5525,1.000,1.000,1.000,1.000,4
A0ACB8ZZ26,ref_1BT3_Ibatatas,0.5349,1.000,1.000,1.000,1.000,4
A0ACB8ZZW4,ref_1BT3_Ibatatas,0.5323,1.000,1.000,1.000,1.000,4
A0ACB9ADX3,ref_1BT3_Ibatatas,0.5415,1.000,1.000,1.000,1.000,4
A0ACB9AE47,ref_1BT3_Ibatatas,0.5342,1.000,1.000,1.000,1.000,4
A0ACB9AF37,ref_5CE9_Jregia,0.5163,1.000,1.000,1.000,1.000,4
A0ACB9B610,ref_1BT3_Ibatatas,0.5610,1.000,1.000,1.000,1.000,4
A0ACB9B924,ref_5CE9_Jregia,0.5648,1.000,1.000,1.000,1.000,4
A0ACB9DFT0,ref_5CE9_Jregia,0.5640,1.000,1.000,1.000,1.000,4
A0ACB9E3S7,ref_5CE9_Jregia,0.5432,1.000,1.000,1.000,1.000,4
A0ACB9E4E7,ref_1BT3_Ibatatas,0.5330,1.000,1.000,1.000,1.000,4
A0ACB9E4J5,ref_5CE9_Jregia,0.5436,1.000,1.000,1.000,1.000,4
A0ACB9EAT5,ref_5CE9_Jregia,0.5324,1.000,1.000,1.000,1.000,4
A0ACB9EB60,ref_5CE9_Jregia,0.1343,0.000,0.000,0.000,1.000,1
A0ACB9F2E9,ref_5CE9_Jregia,0.5809,1.000,1.000,1.000,1.000,4
A0ACB9F2Z1,ref_5CE9_Jregia,0.5660,1.000,1.000,1.000,1.000,4
A0ACB9FEQ2,ref_5CE9_Jregia,0.5237,1.000,1.000,1.000,1.000,4
A0ACB9FEX1,ref_5CE9_Jregia,0.5276,1.000,1.000,1.000,1.000,4
A0ACB9FEX4,ref_1BT3_Ibatatas,0.5165,1.000,1.000,1.000,1.000,4
A0ACB9FFD9,ref_5CE9_Jregia,0.5231,1.000,1.000,1.000,1.000,4
A0ACB9FVK7,ref_5CE9_Jregia,0.5494,1.000,1.000,1.000,1.000,4
A0ACB9GF36,ref_5CE9_Jregia,0.5439,1.000,1.000,1.000,1.000,4
A0ACB9GS48,ref_5CE9_Jregia,0.5387,1.000,1.000,1.000,1.000,4
A0ACB9GSE1,ref_5CE9_Jregia,0.5595,1.000,1.000,1.000,1.000,4
A0ACB9GSP5,ref_5CE9_Jregia,0.4271,1.000,1.000,1.000,1.000,4
A0ACB9GTQ5,ref_1BT3_Ibatatas,0.5589,1.000,1.000,1.000,1.000,4
A0ACB9HJM9,ref_5CE9_Jregia,0.1287,0.000,0.000,0.000,1.000,1
A0ACB9I797,ref_1BT3_Ibatatas,0.5573,1.000,1.000,1.000,1.000,4
A0ACB9IA76,ref_1BT3_Ibatatas,0.5397,1.000,1.000,1.000,1.000,4
A0ACB9IPA5,ref_5CE9_Jregia,0.5660,1.000,1.000,1.000,1.000,4
A0ACB9IPA9,ref_1BT3_Ibatatas,0.5715,1.000,1.000,0.000,0.000,2
A0ACB9IQ34,ref_5CE9_Jregia,0.1147,0.000,0.000,0.833,1.000,2
