accession,has_2cu,n_cu,cu_dist,cu_dist_ok,n_coord_his,his_ok,min_plddt,plddt_ok,canonical,his_positions
A0AAN9V1I8,True,2,4.18,True,6,True,98.0,True,True,"145,153,162,281,285,308"
A0AAN9V3Q1,True,2,3.96,True,6,True,75.5,True,True,"71,98,107,277,281,315"
A0AAN9XNW7,True,2,4.0,True,6,True,32.1,False,False,"167,187,196,318,322,342"
A0AAN9YE01,True,2,3.87,True,6,True,97.8,True,True,"77,85,94,251,255,278"
A0AAN9YEV1,True,2,4.95,True,3,False,79.8,True,False,"186,190,216"
A0AAN9YIB4,True,2,3.65,True,5,False,97.0,True,False,"131,140,317,321,345"
A0AAN9YM51,True,2,4.18,True,6,True,97.7,True,True,"24,32,41,161,165,188"
A0AAN9YPG6,True,2,2.36,False,4,False,28.9,False,False,"155,159,188,189"
A0AAN9YPY3,True,2,4.35,True,6,True,91.5,True,True,"125,133,142,309,313,337"
A0AAN9YTH8,True,2,9.72,False,3,False,67.7,False,False,"184,188,214"
A0AAP0AW68,True,2,3.83,True,5,False,80.8,True,False,"57,66,186,190,213"
A0AAP0AZN8,True,2,3.89,True,6,True,92.5,True,True,"164,185,194,315,319,349"
A0AAP0BZ22,True,2,3.98,True,6,True,91.5,True,True,"168,189,198,320,324,354"
A0AAP0C5I0,True,2,3.7,True,6,True,91.8,True,True,"186,209,218,339,343,373"
A0AAP0CDX7,True,2,4.01,True,6,True,90.7,True,True,"175,196,205,327,331,361"
A0AAP0CHD7,True,2,3.82,True,6,True,88.0,True,True,"177,202,211,342,346,376"
A0AAP0CKY6,True,2,3.93,True,6,True,87.7,True,True,"177,202,211,342,346,376"
A0AAP0CMG0,True,2,3.92,True,6,True,85.8,True,True,"178,203,212,343,347,377"
A0AAP0CMQ2,True,2,3.98,True,6,True,88.0,True,True,"177,202,211,342,346,377"
A0AAP0FV86,True,2,3.84,True,6,True,94.3,True,True,"109,130,139,260,264,287"
A0AAP0FVC5,True,2,21.22,False,4,False,65.0,False,False,"165,169,192,236"
A0AAP0GHC6,True,2,3.84,True,6,True,91.7,True,True,"169,192,201,329,333,363"
A0AAP0GPG4,True,2,3.89,True,6,True,87.5,True,True,"178,203,212,343,347,377"
A0AAP0GRN9,True,2,3.94,True,6,True,86.8,True,True,"178,203,212,343,347,377"
A0AAP0H761,True,2,4.15,True,6,True,86.3,True,True,"181,204,213,340,344,374"
A0AAP0H8T4,True,2,3.84,True,6,True,88.3,True,True,"182,205,214,341,345,375"
A0AAP0HAD4,True,2,4.13,True,6,True,90.9,True,True,"169,192,201,329,333,363"
A0AAP0I583,True,2,3.63,True,6,True,89.7,True,True,"166,186,195,317,321,351"
A0AAP0I586,True,2,3.76,True,6,True,94.0,True,True,"162,182,191,313,317,347"
A0AAP0ICX1,True,2,3.88,True,6,True,92.9,True,True,"171,191,200,322,326,356"
A0AAP0IE14,True,2,3.78,True,6,True,88.7,True,True,"171,191,200,322,326,356"
A0AAP0IE78,True,2,3.88,True,6,True,81.6,True,True,"116,136,145,267,271,301"
A0AAP0J9F0,True,2,3.95,True,6,True,89.4,True,True,"158,184,193,313,317,347"
A0AAP0JCV2,True,2,5.24,True,5,False,29.2,False,False,"171,192,201,322,326"
A0AAP0JDS4,True,2,4.2,True,6,True,67.8,False,False,"19,40,49,174,178,207"
A0AAP0JEU7,True,2,4.02,True,6,True,90.7,True,True,"178,199,208,338,342,371"
A0AAP0JNA5,True,2,4.03,True,6,True,91.7,True,True,"168,188,197,319,323,353"
A0AAP0JNY2,True,2,3.99,True,6,True,87.2,True,True,"167,187,196,318,322,352"
A0AAP0K4D0,True,2,3.84,True,6,True,94.3,True,True,"147,169,178,304,308,338"
A0AAP0KCC9,True,2,4.04,True,6,True,88.8,True,True,"99,120,129,259,263,292"
A0AAP0KCE4,True,2,3.57,True,3,False,86.3,True,False,"106,128,137"
A0AAP0KDK4,True,2,4.24,True,6,True,89.9,True,True,"178,199,208,340,344,373"
A0AAP0KDL4,True,2,4.29,True,6,True,80.6,True,True,"13,35,44,164,168,198"
A0AAP0KE60,True,2,4.04,True,6,True,89.9,True,True,"43,63,72,193,197,227"
A0AAP0KF43,True,2,3.7,True,3,False,61.4,False,False,"37,41,71"
A0AAP0KHG4,True,2,3.9,True,6,True,91.0,True,True,"235,256,265,387,391,421"
A0AAP0KJ39,True,2,4.23,True,6,True,83.8,True,True,"178,199,208,337,341,370"
A0AAP0L625,True,2,4.01,True,6,True,94.5,True,True,"204,225,234,360,364,393"
A0AAP0N8E7,True,2,3.75,True,6,True,94.2,True,True,"188,207,216,342,346,376"
A0AAP0N8Z7,True,2,4.03,True,6,True,81.1,True,True,"91,113,122,246,250,279"
A0AAP0P695,True,2,4.48,True,3,False,44.2,False,False,"107,129,138"
A0AAP0P8Q6,True,2,3.92,True,6,True,91.7,True,True,"185,206,215,337,341,371"
A0AAP0PMG1,True,2,4.1,True,6,True,92.5,True,True,"237,258,267,399,403,432"
A0AAP0PMG7,True,2,3.84,True,6,True,93.2,True,True,"172,193,202,324,328,358"
A0AAP0PN27,True,2,4.11,True,6,True,88.3,True,True,"178,199,208,338,342,371"
A0AAP0PN32,True,2,3.86,True,6,True,91.3,True,True,"185,206,215,337,341,371"
A0AAP0PRA1,True,2,4.09,True,6,True,97.0,True,True,"167,188,197,322,326,355"
A0AAP0PTR3,True,2,4.0,True,6,True,90.5,True,True,"178,199,208,334,338,367"
A0AAP0PTR8,True,2,4.16,True,6,True,95.3,True,True,"167,188,197,322,326,355"
A0AAP0PUP6,True,2,3.85,True,6,True,91.2,True,True,"168,189,198,320,324,353"
A0AAP0Q1Z6,True,2,4.01,True,6,True,87.1,True,True,"112,139,148,268,272,302"
A0AAP0Q246,True,2,30.46,False,3,False,64.0,False,False,"112,116,145"
A0AAP0Q6Z2,True,2,3.85,True,6,True,88.1,True,True,"131,158,167,272,276,306"
A0AAP0QZG8,True,2,3.86,True,6,True,92.2,True,True,"171,192,201,325,329,359"
A0AAP0R6Z3,True,2,3.9,True,6,True,93.0,True,True,"184,205,214,336,340,370"
A0AAP4Q954,True,2,3.87,True,6,True,91.0,True,True,"49,65,74,231,235,261"
A0AAP5I6Y4,True,2,3.85,True,6,True,60.5,False,False,"208,214,223,403,407,470"
A0AAP5IG72,True,2,3.96,True,6,True,89.1,True,True,"48,82,91,213,217,252"
A0AAP6BEB3,True,2,4.22,True,6,True,95.5,True,True,"39,55,64,200,204,226"
A0AAP7ZKC4,True,2,2.46,False,2,False,61.9,False,False,"143,152"
A0AAP7ZQB5,True,2,3.86,True,6,True,97.1,True,True,"153,163,172,279,283,307"
A0AAP7ZR45,True,2,4.41,True,6,True,86.7,True,True,"81,93,102,227,231,253"
A0AAP9W0F9,True,2,3.85,True,6,True,96.0,True,True,"48,82,91,212,216,242"
A0AAQ0FDD7,True,2,3.99,True,6,True,87.9,True,True,"56,77,86,272,276,319"
A0AAQ3K6R0,True,2,3.84,True,6,True,86.7,True,True,"149,169,178,297,301,331"
A0AAQ3K708,True,2,3.79,True,6,True,92.1,True,True,"149,169,178,298,302,332"
A0AAQ3K867,True,2,3.91,True,6,True,90.9,True,True,"103,123,132,252,256,286"
A0AAQ3KAM4,True,2,4.35,True,6,True,92.6,True,True,"134,154,163,283,287,317"
A0AAQ3KBY5,True,2,4.14,True,6,True,93.5,True,True,"170,190,199,320,324,353"
A0AAQ3KC62,True,2,3.99,True,6,True,89.4,True,True,"132,152,161,280,284,314"
A0AAQ3KMC4,True,2,5.26,True,3,False,77.1,True,False,"13,132,136"
A0AAQ3KY21,True,2,22.51,False,4,False,60.3,False,False,"333,337,366,377"
A0AAQ3KYK2,True,2,4.1,True,6,True,94.6,True,True,"169,190,199,325,329,359"
A0AAQ3KZE2,True,2,4.35,True,6,True,92.9,True,True,"164,185,194,320,324,355"
A0AAQ3L3F5,True,2,6.16,False,1,False,65.8,False,False,13
A0AAQ3L3I7,True,2,7.83,False,3,False,89.2,True,False,"21,25,54"
A0AAQ3L442,True,2,3.89,True,6,True,93.3,True,True,"175,196,205,329,333,362"
A0AAQ3L592,True,2,4.21,True,6,True,94.0,True,True,"181,202,211,333,337,366"
A0AAQ3LZL9,True,2,4.11,True,6,True,89.1,True,True,"115,143,152,315,319,355"
A0AAQ3LZX8,True,2,4.06,True,6,True,93.0,True,True,"124,132,141,272,276,298"
A0AAQ3M2U8,True,2,4.12,True,6,True,89.7,True,True,"111,135,144,314,318,343"
A0AAQ3M6B4,True,2,4.19,True,6,True,80.8,True,True,"76,106,115,284,288,318"
A0AAQ3M852,True,2,4.24,True,5,False,93.6,True,False,"94,129,295,299,333"
A0AAQ3MLN9,True,2,4.02,True,6,True,89.6,True,True,"168,189,198,322,326,356"
A0AAQ3NE20,True,2,3.81,True,6,True,93.4,True,True,"157,179,188,309,313,343"
A0AAQ3PCB6,True,2,4.26,True,6,True,74.4,True,True,"178,199,208,251,255,285"
A0AAQ3QB23,True,2,4.34,True,6,True,90.7,True,True,"431,451,460,580,584,614"
A0AAQ3QBU2,True,2,3.96,True,6,True,90.1,True,True,"170,190,199,320,324,353"
A0AAQ3QBY4,True,2,4.14,True,6,True,89.8,True,True,"168,188,197,317,321,351"
A0AAQ3QN42,True,2,3.85,True,6,True,90.1,True,True,"165,186,195,319,323,352"
A0AAQ3QRJ2,True,2,4.01,True,6,True,91.0,True,True,"181,202,211,333,337,367"
A0AAQ3R599,True,2,4.14,True,6,True,93.4,True,True,"95,122,131,299,303,336"
A0AAQ3RI32,True,2,4.03,True,6,True,92.2,True,True,"176,197,206,326,330,360"
A0AAQ3RJ02,True,2,4.04,True,6,True,90.7,True,True,"176,197,206,326,330,360"
A0AAQ3RXA6,True,2,3.75,True,6,True,93.6,True,True,"157,179,188,309,313,343"
A0AAQ3SF65,True,2,2.34,False,3,False,57.3,False,False,"156,177,186"
A0AAQ3T7W2,True,2,3.87,True,6,True,87.5,True,True,"165,186,195,317,321,351"
A0AAQ3U8A2,True,2,3.86,True,6,True,93.2,True,True,"170,191,200,324,328,358"
A0AAQ3U9C5,True,2,4.14,True,6,True,86.0,True,True,"177,198,207,313,317,347"
A0AAQ3UA72,True,2,3.94,True,6,True,91.2,True,True,"172,193,202,324,328,358"
A0AAQ3UL81,True,2,4.21,True,6,True,86.8,True,True,"170,192,201,352,356,405"
A0AAQ3UM95,True,2,4.07,True,6,True,89.8,True,True,"106,134,143,274,278,324"
A0AAQ3UN37,True,2,4.26,True,6,True,69.1,False,False,"19,40,49,187,191,238"
A0AAQ3UN46,True,2,3.02,True,3,False,79.7,True,False,"167,189,198"
A0AAQ3UQQ0,True,2,4.11,True,6,True,93.7,True,True,"172,194,203,353,357,406"
A0AAQ3XCG4,True,2,4.55,True,6,True,91.4,True,True,"110,141,150,282,286,332"
A0AAQ3XDA6,True,2,4.16,True,6,True,90.8,True,True,"211,234,243,376,380,426"
A0AAQ3XEA2,True,2,4.17,True,6,True,92.8,True,True,"160,183,192,328,332,378"
A0AAQ4Q114,True,2,3.85,True,6,True,95.7,True,True,"187,209,218,367,371,394"
A0AAQ4S355,True,2,3.75,True,6,True,97.5,True,True,"225,248,257,410,414,437"
A0AAQ5X179,True,2,3.84,True,6,True,97.5,True,True,"204,227,236,389,393,416"
A0AAQ5XAY1,True,2,3.88,True,6,True,96.8,True,True,"182,205,214,367,371,394"
A0AAQ5Y3S0,True,2,3.95,True,6,True,95.6,True,True,"186,208,217,366,370,393"
A0AAQ5Z856,True,2,3.96,True,6,True,97.7,True,True,"191,214,223,376,380,403"
A0AAQ5ZR95,True,2,3.76,True,6,True,97.2,True,True,"187,210,219,372,376,399"
A0AAQ6A9Q3,True,2,3.83,True,6,True,97.5,True,True,"187,210,219,372,376,399"
A0AAR2JSQ7,True,2,3.9,True,6,True,96.3,True,True,"186,208,217,366,370,393"
A0AAT9GWH1,True,2,4.21,True,6,True,74.5,True,True,"69,100,114,213,217,260"
A0AAT9HW08,True,2,10.24,False,1,False,88.8,True,False,9
A0AAT9HWJ0,True,2,2.73,False,4,False,62.6,False,False,"31,35,56,57"
A0AAU1I477,True,2,4.1,True,6,True,96.2,True,True,"39,55,64,198,202,224"
A0AAU1I775,True,2,3.98,True,6,True,94.6,True,True,"38,54,63,190,194,216"
A0AAU1IC92,True,2,3.96,True,6,True,94.1,True,True,"38,54,63,190,194,216"
A0AAU1LK91,True,2,4.15,True,6,True,94.8,True,True,"38,54,63,198,202,224"
A0AAU1UBC7,True,2,4.26,True,6,True,94.2,True,True,"39,55,64,200,204,226"
A0AAU2A8A6,True,2,4.04,True,6,True,97.5,True,True,"39,55,64,200,204,226"
A0AAU2H4C1,True,2,4.5,True,6,True,98.5,True,True,"39,58,67,222,226,248"
A0AAU2HAL7,True,2,4.13,True,6,True,97.3,True,True,"38,54,63,191,195,217"
A0AAU2HEW3,True,2,3.96,True,6,True,95.8,True,True,"39,55,64,203,207,229"
A0AAU2K2D8,True,2,3.79,True,6,True,93.5,True,True,"38,54,63,199,203,225"
A0AAU2K3A4,True,2,4.01,True,6,True,94.4,True,True,"38,54,63,190,194,216"
A0AAU2V7P9,True,2,3.92,True,6,True,96.6,True,True,"39,55,64,200,204,226"
A0AAU2VDU9,True,2,4.11,True,6,True,96.1,True,True,"38,54,63,190,194,216"
A0AAU3H4A4,True,2,4.24,True,6,True,95.7,True,True,"38,54,63,197,201,223"
A0AAU3HR60,True,2,4.0,True,6,True,95.9,True,True,"38,54,63,190,194,216"
A0AAU3HVM4,True,2,4.14,True,6,True,97.0,True,True,"39,55,64,200,204,226"
A0AAU6WJC6,True,2,3.96,True,6,True,90.6,True,True,"49,98,107,246,250,290"
A0AAU7B3G6,True,2,3.8,True,6,True,85.8,True,True,"81,89,98,204,208,230"
A0AAU7EFE9,True,2,3.6,True,6,True,95.3,True,True,"141,150,159,268,272,295"
A0AAU7EG80,True,2,3.81,True,6,True,96.0,True,True,"173,182,191,343,347,370"
A0AAU7KGC4,True,2,4.07,True,6,True,94.7,True,True,"45,54,72,190,194,217"
A0AAU7KSU2,True,2,4.06,True,6,True,94.5,True,True,"45,54,72,190,194,217"
A0AAU7MTE2,True,2,4.05,True,6,True,95.8,True,True,"59,77,93,181,185,207"
A0AAU7RY35,True,2,4.52,True,6,True,89.4,True,True,"80,91,100,216,220,242"
A0AAU7SHS6,True,2,4.52,True,6,True,89.4,True,True,"80,91,100,216,220,242"
A0AAU8IVA8,True,2,4.23,True,6,True,96.5,True,True,"39,55,64,200,204,226"
A0AAU8JPL9,True,2,3.99,True,6,True,96.4,True,True,"38,54,63,190,194,216"
A0AAU8KRZ4,True,2,4.12,True,6,True,96.3,True,True,"38,54,63,199,203,225"
A0AAU8MSI0,True,2,3.77,True,6,True,89.1,True,True,"83,89,98,261,265,287"
A0AAU8RIP0,True,2,4.13,True,6,True,93.6,True,True,"59,77,93,181,185,207"
A0AAU8TKU6,True,2,3.9,True,6,True,93.9,True,True,"38,61,70,214,218,240"
A0AAU9ASS0,True,2,3.9,True,6,True,89.7,True,True,"84,90,99,286,290,322"
A0AAU9KU22,True,2,36.45,False,2,False,76.9,True,False,"234,238"
A0AAU9L2Q4,True,2,3.51,True,3,False,94.6,True,False,"105,109,131"
A0AAU9LEH6,True,2,4.11,True,6,True,94.5,True,True,"76,86,95,235,239,261"
A0AAU9LQV9,True,2,4.02,True,6,True,91.4,True,True,"180,201,210,332,336,366"
A0AAU9M4G3,True,2,10.79,False,3,False,77.2,True,False,"277,281,311"
A0AAU9M8C5,True,2,4.23,True,6,True,90.6,True,True,"188,211,220,344,348,378"
A0AAU9MCZ0,True,2,3.75,True,6,True,92.3,True,True,"182,205,214,335,339,369"
A0AAU9NEQ9,True,2,3.9,True,6,True,92.6,True,True,"183,204,213,335,339,369"
A0AAU9NMM9,True,2,3.98,True,6,True,91.5,True,True,"184,205,214,336,340,370"
A0AAU9NNJ2,True,2,3.92,True,6,True,89.4,True,True,"189,214,223,359,363,393"
A0AAU9P2X6,True,2,3.87,True,6,True,77.9,True,True,"219,237,246,352,356,387"
A0AAU9P300,True,2,3.99,True,6,True,88.1,True,True,"189,212,221,349,353,383"
A0AAU9P3F3,True,2,4.13,True,6,True,87.6,True,True,"189,212,221,349,353,383"
A0AAU9P3I2,True,2,3.2,True,3,False,78.9,True,False,"193,218,227"
A0AAU9P4M5,True,2,3.46,True,1,False,76.9,True,False,17
A0AAU9PIY2,True,2,3.92,True,6,True,92.8,True,True,"191,214,223,356,360,390"
A0AAU9PK05,True,2,3.83,True,6,True,87.8,True,True,"188,211,220,349,353,383"
A0AAU9WDB8,True,2,3.87,True,6,True,97.0,True,True,"297,306,315,440,444,466"
A0AAU9WFJ4,True,2,4.14,True,6,True,85.5,True,True,"346,355,364,489,493,515"
A0AAU9WFM1,True,2,4.01,True,6,True,96.8,True,True,"191,200,209,329,333,355"
A0AAU9WGN4,True,2,4.04,True,6,True,96.8,True,True,"76,84,93,206,210,235"
A0AAU9WHW5,True,2,3.86,True,6,True,98.2,True,True,"33,42,51,164,168,190"
A0AAU9WI44,True,2,4.03,True,6,True,85.0,True,True,"103,112,121,237,241,263"
A0AAU9WPB8,True,2,3.83,True,6,True,93.6,True,True,"106,116,126,246,250,272"
A0AAU9WPJ8,True,2,3.81,True,6,True,92.6,True,True,"106,116,126,246,250,272"
A0AAU9XDJ2,True,2,4.05,True,6,True,87.0,True,True,"51,73,82,227,231,254"
A0AAU9XDP3,True,2,3.74,True,6,True,96.8,True,True,"190,212,221,372,376,399"
A0AAU9XDY0,True,2,3.8,True,6,True,97.3,True,True,"190,212,221,380,384,407"
A0AAU9XEH8,True,2,3.25,True,3,False,57.9,False,False,"190,212,221"
A0AAU9XEI7,True,2,3.79,True,6,True,96.7,True,True,"190,212,221,379,383,406"
A0AAU9XEN4,True,2,3.73,True,6,True,67.0,False,False,"2,24,33,192,196,219"
A0AAU9XFP2,True,2,3.94,True,3,False,84.8,True,False,"188,192,215"
A0AAU9XJ70,True,2,40.24,False,4,False,64.0,False,False,"530,654,658,681"
A0AAU9Y0L2,True,2,3.5,True,6,True,93.8,True,True,"340,348,357,481,485,507"
A0AAU9YR33,True,2,4.08,True,6,True,89.4,True,True,"180,202,211,363,367,390"
A0AAU9ZCW9,True,2,3.93,True,6,True,97.3,True,True,"192,215,224,377,381,404"
A0AAU9ZQL3,True,2,3.73,True,6,True,94.6,True,True,"189,211,220,369,373,396"
A0AAV0AT52,True,2,3.97,True,6,True,96.4,True,True,"118,126,135,293,297,321"
A0AAV0B387,True,2,4.22,True,6,True,92.9,True,True,"40,54,63,176,180,203"
A0AAV0BI07,True,2,4.24,True,6,True,97.9,True,True,"204,212,221,364,368,391"
A0AAV0BJD1,True,2,4.07,True,6,True,85.0,True,True,"152,160,169,311,315,350"
A0AAV0BSM7,True,2,7.96,False,3,False,79.2,True,False,"106,114,133"
A0AAV0BTF9,True,2,4.0,True,5,False,67.3,False,False,"106,114,133,277,281"
A0AAV0D8A7,True,2,9.63,False,3,False,71.9,True,False,"159,163,193"
A0AAV0D8C6,True,2,3.76,True,6,True,92.7,True,True,"184,204,213,339,343,373"
A0AAV0D9J7,True,2,3.48,True,3,False,63.1,False,False,"92,96,126"
A0AAV0DC65,True,2,4.14,True,6,True,79.5,True,True,"19,38,47,171,175,205"
A0AAV0DDY2,True,2,3.9,True,6,True,90.5,True,True,"180,201,210,333,337,369"
A0AAV0E6W5,True,2,3.9,True,6,True,89.3,True,True,"166,187,196,320,324,354"
A0AAV0EUW0,True,2,3.83,True,6,True,90.2,True,True,"180,201,210,333,337,369"
A0AAV0F653,True,2,3.74,True,6,True,95.8,True,True,"180,199,208,332,336,366"
A0AAV0F674,True,2,3.81,True,6,True,91.8,True,True,"184,204,213,339,343,373"
A0AAV0GYJ1,True,2,3.91,True,6,True,92.2,True,True,"153,173,182,302,306,336"
A0AAV0GYJ9,True,2,3.77,True,6,True,95.3,True,True,"156,176,185,306,310,340"
A0AAV0IP74,True,2,3.76,True,3,False,78.2,True,False,"151,171,180"
A0AAV0IPS2,True,2,3.89,True,3,False,88.3,True,False,"61,81,90"
A0AAV0IRM0,True,2,21.49,False,1,False,47.7,False,False,171
A0AAV0KGU5,True,2,4.09,True,6,True,92.0,True,True,"185,206,215,338,342,372"
A0AAV0KGU8,True,2,4.09,True,6,True,91.0,True,True,"186,207,216,305,309,339"
A0AAV0KH15,True,2,4.22,True,6,True,92.5,True,True,"262,283,292,417,421,451"
A0AAV0KHA4,True,2,22.76,False,5,False,61.3,False,False,"53,122,126,132,156"
A0AAV0KHB9,True,2,4.19,True,6,True,94.5,True,True,"190,211,220,345,349,379"
A0AAV0KHF7,True,2,4.2,True,6,True,90.3,True,True,"185,206,215,338,342,372"
A0AAV0KHJ9,True,2,4.03,True,6,True,92.5,True,True,"185,206,215,304,308,338"
A0AAV0KID9,True,2,4.05,True,6,True,90.6,True,True,"185,206,215,338,342,372"
A0AAV0KIE9,True,2,4.14,True,6,True,91.4,True,True,"185,206,215,338,342,372"
A0AAV0KIG3,True,2,3.98,True,6,True,90.7,True,True,"178,199,208,331,335,365"
A0AAV0KIW6,True,2,7.51,False,3,False,71.1,True,False,"159,163,193"
A0AAV0KIW7,True,2,4.18,True,6,True,90.5,True,True,"186,207,216,339,343,373"
A0AAV0KJ21,True,2,4.08,True,6,True,90.2,True,True,"185,206,215,338,342,372"
A0AAV0KJ97,True,2,4.05,True,6,True,90.4,True,True,"177,198,207,330,334,364"
A0AAV0KJI5,True,2,11.86,False,3,False,74.4,True,False,"168,172,202"
A0AAV0KJN7,True,2,4.09,True,6,True,91.3,True,True,"186,207,216,339,343,373"
A0AAV0KKR9,True,2,4.59,True,6,True,81.3,True,True,"22,43,52,175,179,209"
A0AAV0KKU9,True,2,4.03,True,6,True,91.0,True,True,"177,198,207,330,334,364"
A0AAV0KL44,True,2,4.0,True,6,True,93.3,True,True,"178,199,208,331,335,365"
A0AAV0KL84,True,2,4.07,True,6,True,91.3,True,True,"186,207,216,339,343,373"
A0AAV0KL96,True,2,4.17,True,6,True,91.5,True,True,"186,207,216,339,343,373"
A0AAV0L826,True,2,12.3,False,3,False,53.6,False,False,"68,101,102"
A0AAV0LWL0,True,2,3.91,True,6,True,95.3,True,True,"160,180,189,310,314,344"
A0AAV0N836,True,2,3.32,True,3,False,53.5,False,False,"19,39,48"
A0AAV0N856,True,2,9.08,False,2,False,47.2,False,False,"49,82"
A0AAV0ND81,True,2,4.97,True,6,True,84.6,True,True,"19,39,48,168,172,202"
A0AAV0PBF5,True,2,3.86,True,6,True,93.5,True,True,"175,196,205,328,332,362"
A0AAV0PBK9,True,2,3.72,True,6,True,92.9,True,True,"181,203,212,338,342,372"
A0AAV0PBZ6,True,2,4.15,True,6,True,86.7,True,True,"175,205,214,325,329,359"
A0AAV0PC46,True,2,3.89,True,6,True,94.1,True,True,"175,196,205,328,332,362"
A0AAV0PCB3,True,2,3.74,True,6,True,90.2,True,True,"178,200,209,335,339,369"
A0AAV0PCJ9,True,2,4.2,True,5,False,74.9,True,False,"99,108,232,236,266"
A0AAV0PCK7,True,2,4.0,True,6,True,87.7,True,True,"104,126,135,270,274,304"
A0AAV0PCM8,True,2,4.98,True,4,False,40.1,False,False,"19,156,160,190"
A0AAV0PCN1,True,2,3.94,True,6,True,92.8,True,True,"161,182,191,314,318,348"
A0AAV0PCP3,True,2,3.97,True,6,True,94.6,True,True,"104,126,135,257,261,291"
A0AAV0PCS3,True,2,4.03,True,6,True,93.4,True,True,"161,182,191,280,284,314"
A0AAV0PD83,True,2,3.89,True,6,True,91.4,True,True,"106,127,136,260,264,294"
A0AAV0PD89,True,2,3.66,True,6,True,91.5,True,True,"181,203,212,348,352,382"
A0AAV0PD91,True,2,3.84,True,6,True,92.6,True,True,"181,203,212,345,349,379"
A0AAV0PDA9,True,2,3.83,True,6,True,92.6,True,True,"175,196,205,328,332,362"
A0AAV0PDB0,True,2,3.93,True,6,True,94.0,True,True,"161,182,191,314,318,348"
A0AAV0PDB7,True,2,4.0,True,5,False,84.0,True,False,"154,163,286,290,320"
A0AAV0PDC2,True,2,4.55,True,6,True,65.2,False,False,"7,28,37,147,151,181"
A0AAV0PDF8,True,2,3.91,True,6,True,92.8,True,True,"175,196,205,328,332,362"
A0AAV0PE40,True,2,3.94,True,6,True,90.8,True,True,"181,203,212,302,306,336"
A0AAV0PE66,True,2,3.6,True,6,True,93.2,True,True,"104,126,135,261,265,303"
A0AAV0PE72,True,2,3.79,True,6,True,92.5,True,True,"181,203,212,338,342,372"
A0AAV0PE99,True,2,3.95,True,6,True,92.7,True,True,"161,182,191,307,311,341"
A0AAV0TFG8,True,2,3.82,True,6,True,97.2,True,True,"65,75,84,223,227,249"
A0AAV0TQH7,True,2,4.08,True,6,True,93.5,True,True,"17,27,36,173,177,199"
A0AAV0TZW1,True,2,3.92,True,6,True,95.8,True,True,"65,75,84,224,228,250"
A0AAV0U2A6,True,2,3.8,True,6,True,96.0,True,True,"65,75,84,224,228,250"
A0AAV0U3J4,True,2,3.83,True,6,True,95.9,True,True,"65,75,84,224,228,250"
A0AAV0U988,True,2,3.84,True,6,True,96.2,True,True,"82,92,101,241,245,267"
A0AAV0UD10,True,2,33.55,False,0,False,0,False,False,
A0AAV0UD26,True,2,4.08,True,6,True,92.8,True,True,"17,27,36,174,178,200"
A0AAV0UFB5,True,2,57.77,False,1,False,87.0,True,False,310
A0AAV0UGV2,True,2,3.99,True,6,True,94.8,True,True,"83,93,102,240,244,266"
A0AAV0UHU3,True,2,31.66,False,0,False,0,False,False,
A0AAV0UKA0,True,2,3.78,True,6,True,96.3,True,True,"82,92,101,241,245,267"
A0AAV0UTT5,True,2,3.73,True,6,True,96.3,True,True,"96,106,115,255,259,281"
A0AAV0UV36,True,2,3.94,True,6,True,97.1,True,True,"66,76,85,225,229,251"
A0AAV0UVP2,True,2,3.85,True,6,True,96.2,True,True,"65,75,84,224,228,250"
A0AAV0UVW7,True,2,3.83,True,6,True,97.0,True,True,"65,75,84,224,228,250"
A0AAV0UWJ7,True,2,3.86,True,6,True,96.8,True,True,"65,75,84,224,228,250"
A0AAV0V041,True,2,30.35,False,1,False,83.4,True,False,184
A0AAV0YYA1,True,2,3.8,True,6,True,91.2,True,True,"181,202,211,333,337,367"
A0AAV0YYV2,True,2,3.83,True,6,True,91.0,True,True,"181,202,211,333,337,367"
A0AAV0YZF1,True,2,3.87,True,6,True,91.0,True,True,"181,202,211,333,337,367"
A0AAV0YZZ9,True,2,3.86,True,6,True,91.7,True,True,"176,197,206,328,332,362"
A0AAV0Z014,True,2,3.86,True,6,True,90.1,True,True,"181,202,211,333,337,367"
A0AAV0Z1G0,True,2,3.87,True,6,True,92.2,True,True,"182,203,212,334,338,368"
A0AAV0Z2H5,True,2,3.85,True,6,True,90.6,True,True,"177,198,207,330,334,364"
A0AAV0Z3C4,True,2,3.85,True,6,True,94.3,True,True,"183,204,213,338,342,372"
A0AAV1ATB2,True,2,3.78,True,6,True,90.7,True,True,"175,197,206,327,331,361"
A0AAV1AVH4,True,2,3.81,True,6,True,93.2,True,True,"175,197,206,327,331,361"
A0AAV1BW14,True,2,3.69,True,6,True,95.1,True,True,"169,190,199,321,325,355"
A0AAV1BW24,True,2,3.95,True,6,True,89.4,True,True,"173,194,203,325,329,359"
A0AAV1C080,True,2,3.97,True,6,True,91.7,True,True,"172,193,202,324,328,358"
A0AAV1DR03,True,2,3.88,True,6,True,92.3,True,True,"164,185,194,316,320,350"
A0AAV1EU58,True,2,3.84,True,6,True,97.5,True,True,"183,206,215,368,372,395"
A0AAV1FSF0,True,2,4.13,True,6,True,95.3,True,True,"85,108,117,269,273,296"
A0AAV1FSZ5,True,2,4.16,True,6,True,97.2,True,True,"181,204,213,365,369,392"
