accession	length	ndom_chainsaw	all_pfam	extra_pfam	domain_annotations
A0AAV9TS26	680	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 309-320: Tyrosinase copper-binding
A0AAV9XIV8	637	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	89-106: Tyrosinase copper-binding; 320-331: Tyrosinase copper-binding
A0AAW0BU78	368	1	PF00264 (Tyrosinase)	—	104-121: Tyrosinase copper-binding
A0AAW0BU79	344	2	PF00264 (Tyrosinase)	—	106-123: Tyrosinase copper-binding
A0AAW0CEC5	356	2	PF00264 (Tyrosinase)	—	105-122: Tyrosinase copper-binding; 283-294: Tyrosinase copper-binding
A0AAW0CQ31	424	1	PF00264 (Tyrosinase)	—	170-187: Tyrosinase copper-binding; 349-360: Tyrosinase copper-binding
A0AAW0DRS1	363	1	PF00264 (Tyrosinase)	—	143-160: Tyrosinase copper-binding; 316-327: Tyrosinase copper-binding
A0AAW0GHL6	361	2	PF00264 (Tyrosinase)	—	97-114: Tyrosinase copper-binding
A0AAW0Q3H3	325	1	PF00264 (Tyrosinase)	—	68-271: Tyrosinase copper-binding
A0AAW0Q946	317	1	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0AAW0QHX5	329	1	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 257-268: Tyrosinase copper-binding
A0AAW0QU21	382	1	PF00264 (Tyrosinase)	—	299-310: Tyrosinase copper-binding
A0AAW1G8T0	458	2	PF00264 (Tyrosinase)	—	191-208: Tyrosinase copper-binding
A0AAW5AIV8	604	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0AAX4I0H5	503	1	PF00264 (Tyrosinase)	—	228-245: Tyrosinase copper-binding
A0AAX4IJG7	369	1	PF00264 (Tyrosinase)	—	138-155: Tyrosinase copper-binding; 295-306: Tyrosinase copper-binding
A0AB37WR93	0	2	—	—	—
A0AB72UHW7	0	3	—	—	—
A0AB74C4H3	0	1	—	—	—
A0AB74CD63	0	1	—	—	—
A0ABD2HV04	645	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	525-562: ShKT
A0ABD2HZK8	762	2	PF00264 (Tyrosinase)	—	631-667: ShKT; 678-717: ShKT
A0ABD2I4S2	679	3	PF00264 (Tyrosinase)	—	336-353: Tyrosinase copper-binding; 495-506: Tyrosinase copper-binding
A0ABD2IFA8	647	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	527-564: ShKT
A0ABD2IXF5	645	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	525-562: ShKT
A0ABD2JQD7	645	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	525-562: ShKT
A0ABD2JWA1	678	2	PF00264 (Tyrosinase)	—	336-353: Tyrosinase copper-binding; 495-506: Tyrosinase copper-binding
A0ABD2KIP0	687	2	PF00264 (Tyrosinase)	—	336-353: Tyrosinase copper-binding; 495-506: Tyrosinase copper-binding
A0ABD2KLI7	685	3	PF00264 (Tyrosinase)	—	362-379: Tyrosinase copper-binding; 521-532: Tyrosinase copper-binding
A0ABD2L5J6	712	3	PF00264 (Tyrosinase)	—	581-617: ShKT; 628-667: ShKT
A0ABD2L835	645	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	525-562: ShKT
A0ABD2LAM1	995	4	PF01549 (ShK); PF03125 (Sre); PF00264 (Tyrosinase)	PF01549 (ShK); PF03125 (Sre)	572-608: ShKT; 619-658: ShKT
A0ABD2LMH4	645	3	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	525-562: ShKT
A0ABD2LMP6	679	3	PF00264 (Tyrosinase)	—	336-353: Tyrosinase copper-binding; 495-506: Tyrosinase copper-binding
A0ABD2M4S6	706	2	PF01549 (ShK); PF00264 (Tyrosinase)	PF01549 (ShK)	575-611: ShKT; 622-661: ShKT
A0ABD2M5Y3	681	3	PF00264 (Tyrosinase)	—	358-375: Tyrosinase copper-binding; 517-528: Tyrosinase copper-binding
A0ABD3CRY7	560	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	174-191: Tyrosinase copper-binding; 320-331: Tyrosinase copper-binding
A0ABD3FTY2	513	2	PF00264 (Tyrosinase)	—	211-222: Tyrosinase copper-binding
A0ABD3FX43	493	2	PF00264 (Tyrosinase)	—	73-265: Tyrosinase copper-binding
A0ABD3P7G1	386	2	PF00264 (Tyrosinase)	—	68-318: Tyrosinase copper-binding
A0ABD3VGD3	697	3	PF00264 (Tyrosinase)	—	261-272: Tyrosinase copper-binding
A0ABD3VGV3	714	2	PF00264 (Tyrosinase)	—	299-310: Tyrosinase copper-binding
A0ABD3VIF5	730	2	PF00264 (Tyrosinase)	—	303-314: Tyrosinase copper-binding
A0ABD6E5N7	475	2	PF00264 (Tyrosinase)	—	159-344: Tyrosinase copper-binding
A0ABM3SUX7	684	2	PF00264 (Tyrosinase)	—	378-395: Tyrosinase copper-binding; 556-567: Tyrosinase copper-binding
A0ABM4B626	563	3	PF00264 (Tyrosinase)	—	263-280: Tyrosinase copper-binding
A0ABM4B637	508	2	PF00264 (Tyrosinase)	—	245-460: Tyrosinase copper-binding
A0ABM4CLJ5	624	3	PF00264 (Tyrosinase)	—	375-392: Tyrosinase copper-binding
A0ABM4CWC9	570	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	29-151: VWFA
A0ABM4D189	418	2	PF00264 (Tyrosinase)	—	153-368: Tyrosinase copper-binding
A0ABN1AUX7	274	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 211-222: Tyrosinase copper-binding
A0ABN4GH39	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
A0ABN8C0W3	499	2	PF00264 (Tyrosinase)	—	81-271: Tyrosinase copper-binding
A0ABN8CNH4	624	3	PF00264 (Tyrosinase)	—	100-279: Tyrosinase copper-binding
A0ABN8LKJ6	408	2	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding
A0ABN8LLM9	542	2	PF00264 (Tyrosinase)	—	333-351: Tyrosinase copper-binding
A0ABN8LP07	593	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	66-255: VWFA
A0ABN8LPV2	324	1	PF00264 (Tyrosinase)	—	112-130: Tyrosinase copper-binding
A0ABN8LRW2	324	1	PF00264 (Tyrosinase)	—	112-130: Tyrosinase copper-binding
A0ABN8M8J6	648	3	PF00264 (Tyrosinase)	—	293-310: Tyrosinase copper-binding
A0ABN8MSU7	344	2	PF00264 (Tyrosinase)	—	135-153: Tyrosinase copper-binding
A0ABN8MSW1	341	2	PF00264 (Tyrosinase)	—	132-150: Tyrosinase copper-binding
A0ABN8MTH8	342	2	PF00264 (Tyrosinase)	—	133-151: Tyrosinase copper-binding
A0ABN8N3E0	685	5	PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00090 (TSP_1)	390-581: Tyrosinase copper-binding
A0ABN8NB94	566	4	PF00264 (Tyrosinase)	—	211-228: Tyrosinase copper-binding
A0ABN8NEM0	322	2	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0ABN8NY44	324	1	PF00264 (Tyrosinase)	—	112-130: Tyrosinase copper-binding
A0ABN8NY53	324	1	PF00264 (Tyrosinase)	—	112-130: Tyrosinase copper-binding
A0ABN8R2Z3	593	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	66-255: VWFA
A0ABN8RAH9	403	2	PF00264 (Tyrosinase)	—	92-109: Tyrosinase copper-binding
A0ABN8RHG1	724	6	PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00090 (TSP_1)	429-620: Tyrosinase copper-binding
A0ABN8RK39	344	2	PF00264 (Tyrosinase)	—	135-153: Tyrosinase copper-binding
A0ABN8RM19	317	2	PF00264 (Tyrosinase)	—	108-126: Tyrosinase copper-binding
A0ABN8RND1	473	3	PF00090 (TSP_1); PF00264 (Tyrosinase)	PF00090 (TSP_1)	194-211: Tyrosinase copper-binding
A0ABN8SN36	457	3	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding
A0ABN8SRU8	374	2	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0ABN9EIA3	383	2	PF00264 (Tyrosinase)	—	196-213: Tyrosinase copper-binding; 371-382: Tyrosinase copper-binding
A0ABP0TM67	567	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	159-176: Tyrosinase copper-binding; 333-344: Tyrosinase copper-binding
A0ABP1AIV3	0	2	—	—	—
A0ABP1DHZ5	362	2	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding
A0ABP3FXV5	275	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 211-222: Tyrosinase copper-binding
A0ABP3R282	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABP4FJU9	313	2	PF00264 (Tyrosinase)	—	248-259: Tyrosinase copper-binding
A0ABP5F1Z3	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABP6CC76	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABP6MHW8	307	2	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0ABP9B2P4	275	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABQ0GAI5	396	1	PF00264 (Tyrosinase)	—	168-185: Tyrosinase copper-binding
A0ABQ0GEZ1	355	1	PF00264 (Tyrosinase)	—	234-245: Tyrosinase copper-binding
A0ABQ0M0Y9	663	2	PF00264 (Tyrosinase)	—	408-425: Tyrosinase copper-binding; 588-599: Tyrosinase copper-binding
A0ABQ0M510	393	1	PF00264 (Tyrosinase)	—	124-141: Tyrosinase copper-binding
A0ABQ3RF10	436	2	PF08044 (DUF1707); PF00264 (Tyrosinase)	PF08044 (DUF1707)	191-208: Tyrosinase copper-binding; 372-383: Tyrosinase copper-binding
A0ABQ3SM07	473	2	PF25271 (DUF7868); PF12142 (PPO1_DWL); PF00264 (Tyrosinase)	PF25271 (DUF7868); PF12142 (PPO1_DWL)	72-89: Tyrosinase copper-binding; 214-225: Tyrosinase copper-binding
A0ABQ3T370	465	2	PF25271 (DUF7868); PF00264 (Tyrosinase)	PF25271 (DUF7868)	63-80: Tyrosinase copper-binding; 205-216: Tyrosinase copper-binding
A0ABQ3XK95	265	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding; 202-213: Tyrosinase copper-binding
A0ABQ3YK86	269	1	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 203-214: Tyrosinase copper-binding
A0ABQ4GGN2	298	1	PF00264 (Tyrosinase)	—	84-250: Tyrosinase copper-binding
A0ABQ4GJQ7	304	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding; 240-251: Tyrosinase copper-binding
A0ABQ6MZQ8	631	3	PF00264 (Tyrosinase)	—	311-556: Tyrosinase copper-binding
A0ABQ6WCU9	649	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	104-121: Tyrosinase copper-binding; 378-389: Tyrosinase copper-binding
A0ABQ6X2C6	449	1	PF00264 (Tyrosinase)	—	372-383: Tyrosinase copper-binding
A0ABQ6X3Q5	318	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding; 236-247: Tyrosinase copper-binding
A0ABQ7J1C5	362	1	PF00264 (Tyrosinase)	—	133-150: Tyrosinase copper-binding; 289-300: Tyrosinase copper-binding
A0ABQ8FHW2	447	2	PF00264 (Tyrosinase)	—	227-238: Tyrosinase copper-binding
A0ABQ8FI13	583	2	PF00264 (Tyrosinase)	—	278-289: Tyrosinase copper-binding
A0ABQ8FNS3	815	2	PF00264 (Tyrosinase)	—	21-63: Chitin-binding type-1
A0ABQ8NSX2	335	2	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0ABQ8Q376	371	2	PF00264 (Tyrosinase)	—	107-124: Tyrosinase copper-binding
A0ABQ8Q455	367	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0ABQ8QLF5	353	2	PF00264 (Tyrosinase)	—	89-106: Tyrosinase copper-binding
A0ABQ8QXP3	607	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
A0ABQ8R221	330	1	PF00264 (Tyrosinase)	—	72-275: Tyrosinase copper-binding
A0ABQ8R7I6	338	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0ABQ8R7Z7	676	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	100-117: Tyrosinase copper-binding; 387-398: Tyrosinase copper-binding
A0ABQ8VDS7	367	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding
A0ABQ8VVM6	354	2	PF00264 (Tyrosinase)	—	90-107: Tyrosinase copper-binding
A0ABQ9EE55	630	2	PF00264 (Tyrosinase)	—	147-164: Tyrosinase copper-binding
A0ABQ9PND2	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0ABQ9Q320	329	1	PF00264 (Tyrosinase)	—	82-99: Tyrosinase copper-binding; 252-263: Tyrosinase copper-binding
A0ABQ9QHE7	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0ABQ9QHH0	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABQ9RX60	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABQ9T229	488	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding
A0ABR0EDL9	275	2	PF00264 (Tyrosinase)	—	9-214: Tyrosinase copper-binding
A0ABR0EHV5	383	1	PF00264 (Tyrosinase)	—	151-168: Tyrosinase copper-binding; 310-321: Tyrosinase copper-binding
A0ABR0IZ48	383	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding
A0ABR0JJU7	411	1	PF00264 (Tyrosinase)	—	166-183: Tyrosinase copper-binding; 331-342: Tyrosinase copper-binding
A0ABR0JMJ3	328	1	PF00264 (Tyrosinase)	—	59-76: Tyrosinase copper-binding
A0ABR0KBS0	374	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding
A0ABR0KH52	388	1	PF00264 (Tyrosinase)	—	101-326: Tyrosinase copper-binding
A0ABR0RAB7	387	1	PF00264 (Tyrosinase)	—	100-325: Tyrosinase copper-binding
A0ABR0REJ7	372	1	PF00264 (Tyrosinase)	—	291-302: Tyrosinase copper-binding
A0ABR0RMX2	320	1	PF00264 (Tyrosinase)	—	50-67: Tyrosinase copper-binding
A0ABR0S881	369	1	PF00264 (Tyrosinase)	—	127-144: Tyrosinase copper-binding; 290-301: Tyrosinase copper-binding
A0ABR1FXH8	721	3	PF00264 (Tyrosinase)	—	330-341: Tyrosinase copper-binding
A0ABR1GYQ3	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABR1K7H3	381	2	PF00264 (Tyrosinase)	—	98-314: Tyrosinase copper-binding
A0ABR1KCA3	371	2	PF00264 (Tyrosinase)	—	93-304: Tyrosinase copper-binding
A0ABR1NYJ9	364	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding; 283-294: Tyrosinase copper-binding
A0ABR1P3W3	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABR1PXA7	316	1	PF00264 (Tyrosinase)	—	242-253: Tyrosinase copper-binding
A0ABR1Q1Z9	415	1	PF00264 (Tyrosinase)	—	332-343: Tyrosinase copper-binding
A0ABR1Q2J4	314	1	PF00264 (Tyrosinase)	—	77-94: Tyrosinase copper-binding
A0ABR1QFP3	408	1	PF00264 (Tyrosinase)	—	159-176: Tyrosinase copper-binding; 328-339: Tyrosinase copper-binding
A0ABR1RZG1	366	2	PF00264 (Tyrosinase)	—	283-294: Tyrosinase copper-binding
A0ABR1SQ27	318	1	PF00264 (Tyrosinase)	—	69-262: Tyrosinase copper-binding
A0ABR1SQG7	327	1	PF00264 (Tyrosinase)	—	69-272: Tyrosinase copper-binding
A0ABR1T514	348	2	PF00264 (Tyrosinase)	—	269-280: Tyrosinase copper-binding
A0ABR1U7U0	319	1	PF00264 (Tyrosinase)	—	244-255: Tyrosinase copper-binding
A0ABR1US72	700	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	101-119: Tyrosinase copper-binding
A0ABR1VBU5	366	1	PF00264 (Tyrosinase)	—	283-294: Tyrosinase copper-binding
A0ABR1VHA2	369	1	PF00264 (Tyrosinase)	—	131-148: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
A0ABR1VKF8	402	1	PF00264 (Tyrosinase)	—	319-330: Tyrosinase copper-binding
A0ABR1VWS6	404	1	PF00264 (Tyrosinase)	—	321-332: Tyrosinase copper-binding
A0ABR1WKU8	321	1	PF00264 (Tyrosinase)	—	247-258: Tyrosinase copper-binding
A0ABR1WRC7	569	2	PF00264 (Tyrosinase)	—	102-119: Tyrosinase copper-binding; 292-303: Tyrosinase copper-binding
A0ABR1WWJ4	316	1	PF00264 (Tyrosinase)	—	242-253: Tyrosinase copper-binding
A0ABR1WX78	320	1	PF00264 (Tyrosinase)	—	61-265: Tyrosinase copper-binding
A0ABR1X4W4	413	1	PF00264 (Tyrosinase)	—	159-176: Tyrosinase copper-binding
A0ABR2JC89	320	1	PF00264 (Tyrosinase)	—	246-257: Tyrosinase copper-binding
A0ABR2JHH4	325	1	PF00264 (Tyrosinase)	—	251-262: Tyrosinase copper-binding
A0ABR2JIV1	390	1	PF00264 (Tyrosinase)	—	307-318: Tyrosinase copper-binding
A0ABR2UW80	377	1	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
A0ABR2V4E2	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABR2W3C9	318	2	PF00264 (Tyrosinase)	—	48-234: Tyrosinase copper-binding
A0ABR2XJX2	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABR2XMR7	377	1	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
A0ABR2Y9L4	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0ABR3CWN2	707	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	92-109: Tyrosinase copper-binding; 330-341: Tyrosinase copper-binding
A0ABR3FAS3	338	1	PF00264 (Tyrosinase)	—	263-274: Tyrosinase copper-binding
A0ABR3FVG0	353	1	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding; 278-289: Tyrosinase copper-binding
A0ABR3FVU5	309	1	PF00264 (Tyrosinase)	—	234-245: Tyrosinase copper-binding
A0ABR3GF19	516	3	PF00264 (Tyrosinase)	—	315-326: Tyrosinase copper-binding
A0ABR3IZU5	339	1	PF00264 (Tyrosinase)	—	90-107: Tyrosinase copper-binding; 264-275: Tyrosinase copper-binding
A0ABR3RMI3	329	1	PF00264 (Tyrosinase)	—	246-257: Tyrosinase copper-binding
A0ABR3TDY0	311	1	PF00264 (Tyrosinase)	—	80-97: Tyrosinase copper-binding; 233-244: Tyrosinase copper-binding
A0ABR3TL16	708	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	92-109: Tyrosinase copper-binding; 330-341: Tyrosinase copper-binding
A0ABR3UTG0	254	1	PF00264 (Tyrosinase)	—	181-192: Tyrosinase copper-binding
A0ABR3UZ44	342	1	PF00264 (Tyrosinase)	—	71-286: Tyrosinase copper-binding
A0ABR3WV06	387	1	PF00264 (Tyrosinase)	—	141-158: Tyrosinase copper-binding; 308-319: Tyrosinase copper-binding
A0ABR3Y8K5	654	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	128-145: Tyrosinase copper-binding; 331-342: Tyrosinase copper-binding
A0ABR4BR18	736	2	PF00264 (Tyrosinase)	—	123-140: Tyrosinase copper-binding; 281-292: Tyrosinase copper-binding
A0ABR4BSY9	318	1	PF00264 (Tyrosinase)	—	244-255: Tyrosinase copper-binding
A0ABR4CF27	363	1	PF00264 (Tyrosinase)	—	134-151: Tyrosinase copper-binding; 291-302: Tyrosinase copper-binding
A0ABR4EBK6	364	1	PF00264 (Tyrosinase)	—	113-130: Tyrosinase copper-binding; 283-294: Tyrosinase copper-binding
A0ABR4EVQ9	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0ABR4H8T2	337	1	PF00264 (Tyrosinase)	—	107-124: Tyrosinase copper-binding; 255-266: Tyrosinase copper-binding
A0ABR4KDN5	308	1	PF00264 (Tyrosinase)	—	78-95: Tyrosinase copper-binding; 226-237: Tyrosinase copper-binding
A0ABR4MW11	601	2	PF00264 (Tyrosinase)	—	223-234: Tyrosinase copper-binding
A0ABR4NFV2	778	2	PF00187 (Chitin_bind_1); PF00264 (Tyrosinase)	PF00187 (Chitin_bind_1)	20-62: Chitin-binding type-1; 130-174: Chitin-binding type-1; 217-259: Chitin-binding type-1
A0ABR4P8H6	310	1	PF00264 (Tyrosinase)	—	74-91: Tyrosinase copper-binding; 233-244: Tyrosinase copper-binding
A0ABR4TSS6	581	3	PF00264 (Tyrosinase)	—	322-333: Tyrosinase copper-binding
A0ABR5Y6J9	581	3	PF00264 (Tyrosinase)	—	322-333: Tyrosinase copper-binding
A0ABR6V5Y3	608	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABR8BHZ7	417	2	PF00264 (Tyrosinase)	—	308-319: Tyrosinase copper-binding
A0ABR8L1I5	288	1	PF00264 (Tyrosinase)	—	72-240: Tyrosinase copper-binding
A0ABS1P986	273	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABS6QBR2	608	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABS9FD76	604	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABS9G7M5	0	3	—	—	—
A0ABT1P7V4	294	2	PF00264 (Tyrosinase)	—	48-65: Tyrosinase copper-binding; 229-240: Tyrosinase copper-binding
A0ABT2ZPY2	596	3	PF00264 (Tyrosinase)	—	359-370: Tyrosinase copper-binding
A0ABT5BA12	467	2	PF00264 (Tyrosinase)	—	85-102: Tyrosinase copper-binding; 216-227: Tyrosinase copper-binding
A0ABT5NM23	604	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABT6WGX1	269	1	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 203-214: Tyrosinase copper-binding
A0ABT6X1I4	269	1	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 203-214: Tyrosinase copper-binding
A0ABT7Z8T3	275	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABU0TC15	274	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABU1D0H3	608	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABU2S4D8	306	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABU2SMY1	273	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABU2WI91	476	2	PF00264 (Tyrosinase)	—	96-113: Tyrosinase copper-binding; 225-236: Tyrosinase copper-binding
A0ABU3ASL9	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
A0ABU3LA82	453	2	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	195-206: Tyrosinase copper-binding
A0ABU5KX76	608	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0ABU6U5W4	567	3	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	165-182: Tyrosinase copper-binding; 337-348: Tyrosinase copper-binding
A0ABV0AFJ4	306	1	PF00264 (Tyrosinase)	—	66-249: Tyrosinase copper-binding
A0ABV1TI03	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
A0ABV1UTF3	273	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABV3A804	273	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABV4P1X4	502	3	PF00264 (Tyrosinase)	—	294-305: Tyrosinase copper-binding
A0ABV5QIU7	306	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABV6HFH7	750	3	PF00264 (Tyrosinase)	—	160-177: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0ABV6TPR0	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABV7MFU4	489	2	PF25271 (DUF7868); PF00264 (Tyrosinase)	PF25271 (DUF7868)	81-98: Tyrosinase copper-binding; 230-241: Tyrosinase copper-binding
A0ABV8JG77	268	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding; 202-213: Tyrosinase copper-binding
A0ABV8PKK5	444	3	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	187-198: Tyrosinase copper-binding
A0ABV9BPW4	273	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABV9VFU7	306	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0ABW0JGR8	466	2	PF00264 (Tyrosinase)	—	79-96: Tyrosinase copper-binding; 195-206: Tyrosinase copper-binding
A0ABW1EZ25	500	3	PF00264 (Tyrosinase)	—	300-311: Tyrosinase copper-binding
A0ABW2ECH6	288	2	PF00264 (Tyrosinase)	—	55-72: Tyrosinase copper-binding; 219-230: Tyrosinase copper-binding
A0ABW4AR86	268	2	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding; 202-213: Tyrosinase copper-binding
A0ABW4XUU2	462	3	PF18962 (Por_Secre_tail); PF00264 (Tyrosinase)	PF18962 (Por_Secre_tail)	205-216: Tyrosinase copper-binding
A0ABW7T5P6	273	1	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABW8CT20	275	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0ABW8JVC8	471	2	PF00264 (Tyrosinase)	—	84-101: Tyrosinase copper-binding; 200-211: Tyrosinase copper-binding
A0ABW8R094	595	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
