accession	pool	length	ndom_chainsaw	pfam_id	pfam_name	env_from	env_to	dom_evalue	description
G3VL14	canonical	401	2	PF00264	Tyrosinase	170	401	8.7e-42	Common central domain of tyrosinase
G3VZQ8	canonical	535	2	PF00264	Tyrosinase	180	415	1.4e-34	Common central domain of tyrosinase
G3WXQ9	canonical	525	1	PF00264	Tyrosinase	184	414	7.1e-35	Common central domain of tyrosinase
G3XLG7	canonical	394	1	PF00264	Tyrosinase	107	337	9.0e-55	Common central domain of tyrosinase
G3XML2	canonical	351	1	PF00264	Tyrosinase	68	293	8.7e-57	Common central domain of tyrosinase
G3XR01	canonical	701	3	PF00264	Tyrosinase	83	444	3.5e-39	Common central domain of tyrosinase
G3XR01	canonical	701	3	PF18132	Tyrosinase_C	527	621	6.1e-12	Tyrosinase C-terminal domain
G3XTJ4	canonical	406	2	PF00264	Tyrosinase	114	348	3.4e-62	Common central domain of tyrosinase
G3XUP5	noncanonical	467	3	PF00264	Tyrosinase	41	302	3.0e-40	Common central domain of tyrosinase
G3XX77	canonical	344	1	PF00264	Tyrosinase	88	282	1.5e-42	Common central domain of tyrosinase
G3Y3Z2	discarded	183	1	PF00264	Tyrosinase	2	120	2.1e-19	Common central domain of tyrosinase
G3Y817	canonical	550	1	PF00264	Tyrosinase	96	325	9.7e-62	Common central domain of tyrosinase
G4MKB2	discarded	268	2	PF00264	Tyrosinase	60	256	4.3e-20	Common central domain of tyrosinase
G4MP53	canonical	719	2	PF00264	Tyrosinase	78	323	3.2e-42	Common central domain of tyrosinase
G4MTU8	canonical	648	2	PF00264	Tyrosinase	101	357	3.4e-47	Common central domain of tyrosinase
G4MTU8	canonical	648	2	PF18132	Tyrosinase_C	497	621	8.3e-32	Tyrosinase C-terminal domain
G4MWY0	canonical	357	1	PF00264	Tyrosinase	72	293	3.7e-41	Common central domain of tyrosinase
G4N005	canonical	404	2	PF00264	Tyrosinase	108	343	8.0e-59	Common central domain of tyrosinase
G4N0R4	canonical	406	1	PF00264	Tyrosinase	113	345	1.6e-52	Common central domain of tyrosinase
G4N2I5	canonical	415	2	PF00264	Tyrosinase	112	346	6.5e-43	Common central domain of tyrosinase
G4N3R0	canonical	385	1	PF00264	Tyrosinase	144	331	4.3e-42	Common central domain of tyrosinase
G4N413	canonical	339	1	PF00264	Tyrosinase	64	276	1.4e-42	Common central domain of tyrosinase
G4NA59	canonical	326	1	PF00264	Tyrosinase	64	248	1.2e-33	Common central domain of tyrosinase
G4NA86	canonical	386	1	PF00264	Tyrosinase	100	329	1.4e-53	Common central domain of tyrosinase
G4NB82	canonical	559	2	PF00264	Tyrosinase	53	295	4.5e-43	Common central domain of tyrosinase
G4NB82	canonical	559	2	PF18132	Tyrosinase_C	433	529	1.2e-06	Tyrosinase C-terminal domain
G4NH25	discarded	365	1	PF00264	Tyrosinase	126	301	6.8e-21	Common central domain of tyrosinase
G4NIL4	canonical	453	1	PF00264	Tyrosinase	208	399	1.7e-54	Common central domain of tyrosinase
G4NKN0	canonical	335	2	PF00264	Tyrosinase	69	279	2.9e-43	Common central domain of tyrosinase
G4NL86	canonical	387	1	PF00264	Tyrosinase	137	330	2.2e-38	Common central domain of tyrosinase
G4TM93	canonical	678	2	PF00264	Tyrosinase	46	301	3.0e-48	Common central domain of tyrosinase
G4TM93	canonical	678	2	PF18132	Tyrosinase_C	514	640	1.3e-39	Tyrosinase C-terminal domain
G4TM94	canonical	571	2	PF00264	Tyrosinase	46	299	1.6e-43	Common central domain of tyrosinase
G4TM94	canonical	571	2	PF18132	Tyrosinase_C	409	533	2.1e-37	Tyrosinase C-terminal domain
G4TM95	canonical	661	2	PF00264	Tyrosinase	46	305	3.6e-46	Common central domain of tyrosinase
G4TM95	canonical	661	2	PF18132	Tyrosinase_C	498	622	7.8e-37	Tyrosinase C-terminal domain
G4TU73	canonical	379	2	PF00264	Tyrosinase	107	326	1.1e-30	Common central domain of tyrosinase
G4TVT3	canonical	398	1	PF00264	Tyrosinase	124	343	1.6e-30	Common central domain of tyrosinase
G4TYT1	canonical	379	2	PF00264	Tyrosinase	107	326	2.1e-30	Common central domain of tyrosinase
G4TZS5	discarded	214	1	PF00264	Tyrosinase	107	212	3.7e-15	Common central domain of tyrosinase
G4U242	discarded	238	2	PF00264	Tyrosinase	1	89	2.8e-20	Common central domain of tyrosinase
G4U402	canonical	601	2	PF00264	Tyrosinase	174	383	7.5e-38	Common central domain of tyrosinase
G4U402	canonical	601	2	PF12142	PPO1_DWL	389	440	9.7e-27	Polyphenol oxidase middle domain
G4U402	canonical	601	2	PF12143	PPO1_KFDV	471	599	1.7e-49	Chloroplastic Polyphenol Oxidase C-terminal domain
G4U403	canonical	609	2	PF00264	Tyrosinase	178	395	4.7e-34	Common central domain of tyrosinase
G4U403	canonical	609	2	PF12142	PPO1_DWL	402	453	1.0e-19	Polyphenol oxidase middle domain
G4U403	canonical	609	2	PF12143	PPO1_KFDV	477	605	2.0e-41	Chloroplastic Polyphenol Oxidase C-terminal domain
G4U404	canonical	593	2	PF00264	Tyrosinase	174	383	4.4e-36	Common central domain of tyrosinase
G4U404	canonical	593	2	PF12142	PPO1_DWL	389	440	6.8e-26	Polyphenol oxidase middle domain
G4U404	canonical	593	2	PF12143	PPO1_KFDV	460	591	6.2e-45	Chloroplastic Polyphenol Oxidase C-terminal domain
G4YEP6	canonical	507	2	PF00264	Tyrosinase	46	253	3.3e-28	Common central domain of tyrosinase
G4YVX0	canonical	536	2	PF00264	Tyrosinase	76	283	1.5e-24	Common central domain of tyrosinase
G4Z7X0	noncanonical	261	2	PF00264	Tyrosinase	57	261	1.5e-10	Common central domain of tyrosinase
G4ZF58	canonical	506	2	PF00264	Tyrosinase	59	258	1.8e-22	Common central domain of tyrosinase
G4ZFR4	canonical	517	2	PF00264	Tyrosinase	59	269	5.2e-26	Common central domain of tyrosinase
G4ZQT5	canonical	671	2	PF00264	Tyrosinase	65	268	8.6e-22	Common central domain of tyrosinase
G5A884	canonical	521	2	PF00264	Tyrosinase	62	269	4.2e-26	Common central domain of tyrosinase
G5A886	canonical	532	2	PF00264	Tyrosinase	64	274	9.8e-28	Common central domain of tyrosinase
G5A9J7	noncanonical	451	2	PF00264	Tyrosinase	18	236	2.3e-13	Common central domain of tyrosinase
G5AB88	canonical	593	2	PF00264	Tyrosinase	56	262	9.3e-24	Common central domain of tyrosinase
G5AB89	canonical	563	2	PF00264	Tyrosinase	54	260	1.0e-24	Common central domain of tyrosinase
G5AB92	noncanonical	231	1	PF00264	Tyrosinase	27	226	4.7e-22	Common central domain of tyrosinase
G5AB96	discarded	461	1	PF00264	Tyrosinase	9	172	1.1e-12	Common central domain of tyrosinase
G5AB98	discarded	610	2	PF00264	Tyrosinase	54	211	2.5e-12	Common central domain of tyrosinase
G5AB99	canonical	445	2	PF00264	Tyrosinase	19	211	4.3e-25	Common central domain of tyrosinase
G5ABA7	canonical	561	2	PF00264	Tyrosinase	63	275	1.9e-18	Common central domain of tyrosinase
G5ABA8	noncanonical	535	2	PF00264	Tyrosinase	60	272	5.1e-16	Common central domain of tyrosinase
G5AP50	canonical	468	1	PF00264	Tyrosinase	114	348	6.8e-35	Common central domain of tyrosinase
G5B168	noncanonical	547	2	PF00264	Tyrosinase	179	394	4.8e-26	Common central domain of tyrosinase
G5BHC8	canonical	530	2	PF00264	Tyrosinase	170	403	1.8e-42	Common central domain of tyrosinase
G5EHG8	canonical	377	1	PF00264	Tyrosinase	95	318	6.2e-56	Common central domain of tyrosinase
G7JSE1	canonical	467	2	PF00264	Tyrosinase	179	260	1.2e-13	Common central domain of tyrosinase
G7JSE1	canonical	467	2	PF00264	Tyrosinase	250	309	1.5e-14	Common central domain of tyrosinase
G7JSE1	canonical	467	2	PF12142	PPO1_DWL	315	354	5.6e-10	Polyphenol oxidase middle domain
G7JSE1	canonical	467	2	PF12143	PPO1_KFDV	394	442	3.9e-10	Chloroplastic Polyphenol Oxidase C-terminal domain
G7JSE1	canonical	467	2	PF12143	PPO1_KFDV	438	467	7.8e-08	Chloroplastic Polyphenol Oxidase C-terminal domain
G7JSE8	canonical	606	2	PF00264	Tyrosinase	168	378	2.9e-32	Common central domain of tyrosinase
G7JSE8	canonical	606	2	PF12142	PPO1_DWL	384	435	4.9e-25	Polyphenol oxidase middle domain
G7JSE8	canonical	606	2	PF12143	PPO1_KFDV	475	604	8.3e-54	Chloroplastic Polyphenol Oxidase C-terminal domain
G7NBF2	canonical	530	1	PF00264	Tyrosinase	170	403	5.0e-43	Common central domain of tyrosinase
G7NG01	discarded	480	1	PF00264	Tyrosinase	181	306	4.4e-17	Common central domain of tyrosinase
G7NG01	discarded	480	1	PF00264	Tyrosinase	288	360	1.0e-09	Common central domain of tyrosinase
G7NJH7	canonical	519	2	PF00264	Tyrosinase	179	409	2.8e-33	Common central domain of tyrosinase
G7PNE9	canonical	530	1	PF00264	Tyrosinase	170	403	4.3e-43	Common central domain of tyrosinase
G7PSC9	canonical	537	1	PF00264	Tyrosinase	182	417	3.0e-35	Common central domain of tyrosinase
G7Y7E7	canonical	477	2	PF00264	Tyrosinase	176	411	1.1e-30	Common central domain of tyrosinase
G7Y7E8	canonical	472	2	PF00264	Tyrosinase	170	405	5.7e-34	Common central domain of tyrosinase
G7YPL8	canonical	326	1	PF00264	Tyrosinase	29	320	3.5e-33	Common central domain of tyrosinase
G7Z6L5	canonical	556	2	PF00264	Tyrosinase	60	295	2.7e-35	Common central domain of tyrosinase
G7Z6L5	canonical	556	2	PF25271	DUF7868	387	556	3.5e-06	Domain of unknown function (DUF7868)
G8GCE5	canonical	536	2	PF00264	Tyrosinase	182	417	4.0e-35	Common central domain of tyrosinase
G8HYH4	discarded	210	1	PF00264	Tyrosinase	135	210	9.2e-16	Common central domain of tyrosinase
G8HYH5	discarded	199	1	PF00264	Tyrosinase	124	199	7.2e-16	Common central domain of tyrosinase
G8HYH6	discarded	210	1	PF00264	Tyrosinase	135	210	1.1e-15	Common central domain of tyrosinase
G8HYH7	discarded	210	1	PF00264	Tyrosinase	135	210	9.2e-16	Common central domain of tyrosinase
G8HYH8	discarded	210	1	PF00264	Tyrosinase	135	210	1.3e-15	Common central domain of tyrosinase
G8HYH9	discarded	200	1	PF00264	Tyrosinase	125	200	2.2e-15	Common central domain of tyrosinase
G8HYI0	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYI1	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYI2	discarded	208	1	PF00264	Tyrosinase	133	208	7.9e-16	Common central domain of tyrosinase
G8HYI3	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYI4	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYI5	discarded	210	1	PF00264	Tyrosinase	135	210	1.1e-15	Common central domain of tyrosinase
G8HYI6	discarded	168	1	PF00264	Tyrosinase	101	168	9.2e-14	Common central domain of tyrosinase
G8HYI7	discarded	210	1	PF00264	Tyrosinase	135	210	1.4e-15	Common central domain of tyrosinase
G8HYI8	discarded	209	1	PF00264	Tyrosinase	135	209	9.3e-16	Common central domain of tyrosinase
G8HYI9	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYJ0	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYJ1	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYJ2	discarded	210	1	PF00264	Tyrosinase	135	210	8.0e-16	Common central domain of tyrosinase
G8HYJ3	discarded	202	1	PF00264	Tyrosinase	127	202	7.4e-16	Common central domain of tyrosinase
G8HYJ4	discarded	210	1	PF00264	Tyrosinase	135	210	1.5e-15	Common central domain of tyrosinase
G8HYJ5	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYJ6	discarded	199	1	PF00264	Tyrosinase	124	199	9.5e-16	Common central domain of tyrosinase
G8HYJ7	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYJ8	discarded	209	1	PF00264	Tyrosinase	134	209	1.1e-15	Common central domain of tyrosinase
G8HYJ9	discarded	210	1	PF00264	Tyrosinase	135	210	1.3e-15	Common central domain of tyrosinase
G8HYK0	discarded	200	1	PF00264	Tyrosinase	125	200	7.6e-16	Common central domain of tyrosinase
G8HYK1	discarded	205	1	PF00264	Tyrosinase	130	205	1.2e-15	Common central domain of tyrosinase
G8HYK2	discarded	210	1	PF00264	Tyrosinase	135	210	1.1e-15	Common central domain of tyrosinase
G8HYK3	discarded	210	1	PF00264	Tyrosinase	135	210	7.5e-16	Common central domain of tyrosinase
G8HYK4	discarded	210	1	PF00264	Tyrosinase	135	210	1.4e-15	Common central domain of tyrosinase
G8HYK5	discarded	210	1	PF00264	Tyrosinase	135	210	1.4e-15	Common central domain of tyrosinase
G8HYK6	discarded	209	1	PF00264	Tyrosinase	134	209	2.9e-15	Common central domain of tyrosinase
G8HYK7	discarded	209	1	PF00264	Tyrosinase	134	209	8.3e-16	Common central domain of tyrosinase
G8HYK8	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYK9	discarded	208	1	PF00264	Tyrosinase	133	208	8.2e-16	Common central domain of tyrosinase
G8HYL0	discarded	207	1	PF00264	Tyrosinase	132	207	2.2e-15	Common central domain of tyrosinase
G8HYL1	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYL2	discarded	199	1	PF00264	Tyrosinase	124	199	2.1e-15	Common central domain of tyrosinase
G8HYL3	discarded	207	1	PF00264	Tyrosinase	133	207	1.3e-09	Common central domain of tyrosinase
G8HYL4	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYL5	discarded	166	1	PF00264	Tyrosinase	91	166	5.0e-16	Common central domain of tyrosinase
G8HYL6	discarded	210	1	PF00264	Tyrosinase	135	210	1.3e-15	Common central domain of tyrosinase
G8HYL7	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYL8	discarded	210	1	PF00264	Tyrosinase	135	210	2.4e-15	Common central domain of tyrosinase
G8HYL9	discarded	191	1	PF00264	Tyrosinase	116	191	2.0e-15	Common central domain of tyrosinase
G8HYM0	discarded	199	1	PF00264	Tyrosinase	124	199	2.1e-15	Common central domain of tyrosinase
G8HYM1	discarded	209	1	PF00264	Tyrosinase	134	209	2.3e-15	Common central domain of tyrosinase
G8HYM2	discarded	210	1	PF00264	Tyrosinase	135	210	8.4e-16	Common central domain of tyrosinase
G8HYM3	discarded	208	1	PF00264	Tyrosinase	133	208	7.9e-16	Common central domain of tyrosinase
G8HYM4	discarded	210	1	PF00264	Tyrosinase	135	210	8.0e-16	Common central domain of tyrosinase
G8NX85	canonical	564	2	PF00264	Tyrosinase	53	352	2.2e-32	Common central domain of tyrosinase
G8Z9L6	discarded	232	1	PF00264	Tyrosinase	1	208	1.1e-31	Common central domain of tyrosinase
G9A374	canonical	536	2	PF00264	Tyrosinase	53	311	5.1e-39	Common central domain of tyrosinase
G9B4J6	discarded	125	1	PF00264	Tyrosinase	1	125	3.4e-15	Common central domain of tyrosinase
G9B4J7	discarded	125	1	PF00264	Tyrosinase	1	125	2.2e-17	Common central domain of tyrosinase
G9B4J8	discarded	125	1	PF00264	Tyrosinase	1	125	3.4e-17	Common central domain of tyrosinase
G9B4J9	discarded	125	1	PF00264	Tyrosinase	1	125	8.5e-18	Common central domain of tyrosinase
G9B4K0	discarded	125	1	PF00264	Tyrosinase	1	125	1.2e-17	Common central domain of tyrosinase
G9HTI1	discarded	286	3	PF14830	Haemocyan_bet_s	79	181	1.8e-36	Haemocyanin beta-sandwich
G9HTI1	discarded	286	3	PF00264	Tyrosinase	227	285	6.1e-10	Common central domain of tyrosinase
G9JKW9	canonical	530	2	PF00264	Tyrosinase	170	403	3.0e-43	Common central domain of tyrosinase
G9M479	discarded	273	1	PF00264	Tyrosinase	170	273	1.1e-18	Common central domain of tyrosinase
G9M480	discarded	183	1	PF00264	Tyrosinase	1	57	6.0e-15	Common central domain of tyrosinase
G9MT56	canonical	319	1	PF00264	Tyrosinase	51	263	7.1e-45	Common central domain of tyrosinase
G9N5E2	canonical	459	2	PF00264	Tyrosinase	19	304	1.1e-40	Common central domain of tyrosinase
G9N609	canonical	552	2	PF00264	Tyrosinase	71	313	2.6e-42	Common central domain of tyrosinase
G9N886	canonical	598	2	PF00264	Tyrosinase	89	347	9.7e-46	Common central domain of tyrosinase
G9N886	canonical	598	2	PF18132	Tyrosinase_C	454	570	2.3e-34	Tyrosinase C-terminal domain
G9NHT6	canonical	554	2	PF00264	Tyrosinase	71	313	4.9e-43	Common central domain of tyrosinase
G9NNK0	canonical	481	2	PF00264	Tyrosinase	83	341	9.8e-46	Common central domain of tyrosinase
G9NNK0	canonical	481	2	PF18132	Tyrosinase_C	440	481	2.4e-10	Tyrosinase C-terminal domain
G9NPW7	canonical	392	1	PF00264	Tyrosinase	111	331	9.8e-51	Common central domain of tyrosinase
G9Y7Z2	canonical	536	2	PF00264	Tyrosinase	64	312	2.6e-39	Common central domain of tyrosinase
H0EGJ6	discarded	101	1	PF00264	Tyrosinase	1	48	8.4e-09	Common central domain of tyrosinase
H0EJM3	canonical	289	1	PF00264	Tyrosinase	16	245	3.0e-61	Common central domain of tyrosinase
H0ENP4	discarded	298	2	PF00264	Tyrosinase	16	61	2.3e-12	Common central domain of tyrosinase
H0ESF8	discarded	325	1	PF00264	Tyrosinase	129	322	2.7e-33	Common central domain of tyrosinase
H0EUG3	discarded	198	1	PF00264	Tyrosinase	1	142	4.9e-24	Common central domain of tyrosinase
H0EV23	canonical	408	2	PF00264	Tyrosinase	98	351	4.0e-43	Common central domain of tyrosinase
H0EV51	discarded	215	1	PF00264	Tyrosinase	11	166	4.2e-27	Common central domain of tyrosinase
H0EW86	discarded	361	2	PF00264	Tyrosinase	69	157	2.2e-04	Common central domain of tyrosinase
H0EW86	discarded	361	2	PF00264	Tyrosinase	139	210	3.6e-15	Common central domain of tyrosinase
H0EW86	discarded	361	2	PF18132	Tyrosinase_C	317	361	1.4e-09	Tyrosinase C-terminal domain
H0EWG8	discarded	760	3	PF00264	Tyrosinase	74	365	2.6e-38	Common central domain of tyrosinase
H0EWG8	discarded	760	3	PF18132	Tyrosinase_C	558	720	9.7e-17	Tyrosinase C-terminal domain
H0G560	canonical	536	2	PF00264	Tyrosinase	49	311	1.7e-39	Common central domain of tyrosinase
H0UWT4	canonical	517	1	PF00264	Tyrosinase	179	409	1.8e-33	Common central domain of tyrosinase
H0VH99	canonical	530	2	PF00264	Tyrosinase	170	403	1.6e-42	Common central domain of tyrosinase
H0VQ74	canonical	469	2	PF00264	Tyrosinase	182	417	6.3e-35	Common central domain of tyrosinase
H0WXR2	canonical	521	2	PF00264	Tyrosinase	179	409	4.9e-32	Common central domain of tyrosinase
H0X894	canonical	536	1	PF00264	Tyrosinase	181	416	5.4e-35	Common central domain of tyrosinase
H0Z2R8	canonical	536	2	PF00264	Tyrosinase	181	416	1.2e-33	Common central domain of tyrosinase
H0ZLV3	canonical	522	2	PF00264	Tyrosinase	181	411	5.6e-33	Common central domain of tyrosinase
H0ZRN9	canonical	537	2	PF00264	Tyrosinase	178	411	1.7e-42	Common central domain of tyrosinase
H1UVK4	discarded	452	2	PF00264	Tyrosinase	62	344	1.1e-28	Common central domain of tyrosinase
H1UWR0	noncanonical	352	2	PF00264	Tyrosinase	59	295	9.0e-53	Common central domain of tyrosinase
H1UXI3	canonical	627	2	PF00264	Tyrosinase	90	341	2.5e-43	Common central domain of tyrosinase
H1UXI3	canonical	627	2	PF18132	Tyrosinase_C	483	598	1.4e-35	Tyrosinase C-terminal domain
H1UZF3	canonical	704	2	PF00264	Tyrosinase	201	443	2.1e-43	Common central domain of tyrosinase
H1V1E6	canonical	378	1	PF00264	Tyrosinase	97	323	1.4e-56	Common central domain of tyrosinase
H1V3M6	canonical	680	2	PF00264	Tyrosinase	59	329	6.7e-44	Common central domain of tyrosinase
H1V3M6	canonical	680	2	PF18132	Tyrosinase_C	507	633	8.9e-35	Tyrosinase C-terminal domain
H1V647	discarded	533	2	PF00264	Tyrosinase	1	156	1.8e-16	Common central domain of tyrosinase
H1V647	discarded	533	2	PF18132	Tyrosinase_C	364	493	1.3e-25	Tyrosinase C-terminal domain
H1V8W0	discarded	345	1	PF00264	Tyrosinase	78	282	1.7e-29	Common central domain of tyrosinase
H1VAP3	canonical	408	2	PF00264	Tyrosinase	109	347	2.8e-60	Common central domain of tyrosinase
H1VBZ6	canonical	382	1	PF00264	Tyrosinase	96	325	3.5e-60	Common central domain of tyrosinase
H1VCJ3	canonical	348	1	PF00264	Tyrosinase	74	268	6.0e-41	Common central domain of tyrosinase
H1VIZ6	canonical	396	1	PF00264	Tyrosinase	108	339	3.3e-59	Common central domain of tyrosinase
H1VKD2	discarded	264	1	PF00264	Tyrosinase	1	203	6.3e-45	Common central domain of tyrosinase
H1VMG1	discarded	195	1	PF00264	Tyrosinase	1	141	6.2e-20	Common central domain of tyrosinase
H1VNN4	canonical	338	1	PF00264	Tyrosinase	71	282	2.3e-43	Common central domain of tyrosinase
H1VPG5	discarded	154	1	PF00264	Tyrosinase	3	125	1.7e-06	Common central domain of tyrosinase
H1VTK3	canonical	389	1	PF00264	Tyrosinase	97	323	1.0e-56	Common central domain of tyrosinase
H1VWR0	canonical	403	1	PF00264	Tyrosinase	108	346	3.0e-53	Common central domain of tyrosinase
H1VWT9	canonical	319	1	PF00264	Tyrosinase	65	261	6.9e-44	Common central domain of tyrosinase
H1VZE2	noncanonical	330	1	PF00264	Tyrosinase	58	254	4.6e-40	Common central domain of tyrosinase
H1W0D6	canonical	416	3	PF00264	Tyrosinase	62	338	1.4e-30	Common central domain of tyrosinase
H1W196	discarded	410	2	PF00264	Tyrosinase	1	154	8.8e-14	Common central domain of tyrosinase
H2A0L0	canonical	492	2	PF00264	Tyrosinase	137	329	3.7e-37	Common central domain of tyrosinase
H2A0L1	canonical	456	2	PF00264	Tyrosinase	135	335	5.4e-37	Common central domain of tyrosinase
H2DPU1	canonical	577	2	PF00264	Tyrosinase	158	367	2.5e-38	Common central domain of tyrosinase
H2DPU1	canonical	577	2	PF12142	PPO1_DWL	373	424	1.3e-27	Polyphenol oxidase middle domain
H2DPU1	canonical	577	2	PF12143	PPO1_KFDV	439	575	4.6e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
H2DPU2	canonical	557	2	PF00264	Tyrosinase	145	354	3.3e-36	Common central domain of tyrosinase
H2DPU2	canonical	557	2	PF12142	PPO1_DWL	360	411	1.8e-26	Polyphenol oxidase middle domain
H2DPU2	canonical	557	2	PF12143	PPO1_KFDV	425	555	6.6e-42	Chloroplastic Polyphenol Oxidase C-terminal domain
H2DPU3	canonical	562	2	PF00264	Tyrosinase	150	359	5.9e-37	Common central domain of tyrosinase
H2DPU3	canonical	562	2	PF12142	PPO1_DWL	365	416	3.3e-26	Polyphenol oxidase middle domain
H2DPU3	canonical	562	2	PF12143	PPO1_KFDV	430	560	1.3e-42	Chloroplastic Polyphenol Oxidase C-terminal domain
H2EL45	discarded	151	1	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL46	discarded	151	1	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL47	discarded	150	1	PF00264	Tyrosinase	100	150	2.6e-06	Common central domain of tyrosinase
H2EL53	discarded	149	1	PF00264	Tyrosinase	99	149	2.6e-06	Common central domain of tyrosinase
H2EL54	discarded	151	1	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL55	discarded	151	2	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL62	discarded	150	1	PF00264	Tyrosinase	100	150	2.6e-06	Common central domain of tyrosinase
H2EL63	discarded	150	1	PF00264	Tyrosinase	100	150	2.6e-06	Common central domain of tyrosinase
H2EL66	discarded	151	1	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL67	discarded	151	1	PF00264	Tyrosinase	101	151	2.6e-06	Common central domain of tyrosinase
H2EL68	discarded	151	1	PF00264	Tyrosinase	101	151	2.5e-06	Common central domain of tyrosinase
H2EL70	discarded	150	1	PF00264	Tyrosinase	100	150	2.6e-06	Common central domain of tyrosinase
H2FH89	canonical	606	2	PF00264	Tyrosinase	177	386	5.4e-37	Common central domain of tyrosinase
H2FH89	canonical	606	2	PF12142	PPO1_DWL	393	444	3.5e-28	Polyphenol oxidase middle domain
H2FH89	canonical	606	2	PF12143	PPO1_KFDV	476	603	1.2e-55	Chloroplastic Polyphenol Oxidase C-terminal domain
H2KPL1	noncanonical	476	2	PF00264	Tyrosinase	178	411	8.5e-27	Common central domain of tyrosinase
H2KTZ5	canonical	482	2	PF00264	Tyrosinase	170	410	2.3e-35	Common central domain of tyrosinase
H2LHF8	canonical	521	2	PF00264	Tyrosinase	174	409	5.9e-35	Common central domain of tyrosinase
H2LI84	canonical	544	2	PF00264	Tyrosinase	170	404	3.4e-41	Common central domain of tyrosinase
H2LIX1	canonical	533	1	PF00264	Tyrosinase	178	413	4.8e-32	Common central domain of tyrosinase
H2M5F4	canonical	540	1	PF00264	Tyrosinase	172	406	2.2e-43	Common central domain of tyrosinase
H2MTX5	canonical	511	2	PF00264	Tyrosinase	172	402	2.0e-32	Common central domain of tyrosinase
H2NEX0	canonical	529	2	PF00264	Tyrosinase	170	403	1.7e-42	Common central domain of tyrosinase
H2NK50	canonical	519	2	PF00264	Tyrosinase	179	409	1.8e-33	Common central domain of tyrosinase
H2PS60	canonical	537	1	PF00264	Tyrosinase	182	417	3.3e-35	Common central domain of tyrosinase
H2Q4J1	canonical	529	1	PF00264	Tyrosinase	170	403	3.8e-43	Common central domain of tyrosinase
H2T4B5	canonical	540	2	PF00264	Tyrosinase	172	406	3.1e-43	Common central domain of tyrosinase
H2TGS7	canonical	536	2	PF00264	Tyrosinase	170	404	2.6e-42	Common central domain of tyrosinase
H2U4R5	canonical	521	2	PF00264	Tyrosinase	172	407	5.5e-32	Common central domain of tyrosinase
H2Y0R3	discarded	79	1	PF00264	Tyrosinase	1	78	1.1e-14	Common central domain of tyrosinase
H2Y187	discarded	183	1	PF00264	Tyrosinase	1	30	8.7e-06	Common central domain of tyrosinase
H2Y9I6	canonical	529	1	PF00264	Tyrosinase	180	414	1.4e-33	Common central domain of tyrosinase
H2Y9I7	canonical	515	2	PF00264	Tyrosinase	174	408	1.3e-33	Common central domain of tyrosinase
H2Y9I8	canonical	529	1	PF00264	Tyrosinase	180	414	4.7e-34	Common central domain of tyrosinase
H2Y9I9	canonical	496	3	PF00264	Tyrosinase	178	404	5.2e-34	Common central domain of tyrosinase
H2YA23	canonical	521	1	PF00264	Tyrosinase	172	406	2.0e-33	Common central domain of tyrosinase
H2YA24	canonical	529	1	PF00264	Tyrosinase	180	414	2.0e-33	Common central domain of tyrosinase
H2YVJ9	canonical	519	1	PF00264	Tyrosinase	175	409	6.2e-33	Common central domain of tyrosinase
H2ZF91	discarded	220	1	PF00264	Tyrosinase	3	79	5.2e-11	Common central domain of tyrosinase
H2ZM84	canonical	459	2	PF00264	Tyrosinase	170	408	4.0e-44	Common central domain of tyrosinase
H2ZM85	canonical	456	2	PF00264	Tyrosinase	173	405	2.5e-44	Common central domain of tyrosinase
H2ZM86	canonical	484	3	PF00264	Tyrosinase	171	435	4.7e-43	Common central domain of tyrosinase
