accession	pool	length	ndom_chainsaw	n_pfam_domains	architecture	extra_domains	extra_pfam_ids
A0ABR2NN72	canonical	558	2	4	Tyrosinase(166-286) | Tyrosinase(247-347) | PPO1_DWL(354-404) | PPO1_KFDV(425-555)	PPO1_DWL(354-404) | PPO1_KFDV(425-555)	PF12142;PF12143
A0ABR2R3S8	canonical	565	2	3	Tyrosinase(142-353) | PPO1_DWL(359-410) | PPO1_KFDV(440-563)	PPO1_DWL(359-410) | PPO1_KFDV(440-563)	PF12142;PF12143
A0ABR2RMZ9	canonical	600	2	3	Tyrosinase(169-376) | PPO1_DWL(383-434) | PPO1_KFDV(468-597)	PPO1_DWL(383-434) | PPO1_KFDV(468-597)	PF12142;PF12143
A0ABR2RNA1	canonical	586	2	3	Tyrosinase(162-370) | PPO1_DWL(377-428) | PPO1_KFDV(454-583)	PPO1_DWL(377-428) | PPO1_KFDV(454-583)	PF12142;PF12143
A0ABR2RNL3	canonical	613	2	3	Tyrosinase(172-382) | PPO1_DWL(389-440) | PPO1_KFDV(481-610)	PPO1_DWL(389-440) | PPO1_KFDV(481-610)	PF12142;PF12143
A0ABR2RNV6	canonical	595	2	3	Tyrosinase(171-377) | PPO1_DWL(384-435) | PPO1_KFDV(463-592)	PPO1_DWL(384-435) | PPO1_KFDV(463-592)	PF12142;PF12143
A0ABR2RQU3	canonical	581	2	3	Tyrosinase(162-370) | PPO1_DWL(377-428) | PPO1_KFDV(448-578)	PPO1_DWL(377-428) | PPO1_KFDV(448-578)	PF12142;PF12143
A0ABR2S5K8	canonical	528	2	3	Tyrosinase(103-311) | PPO1_DWL(317-368) | PPO1_KFDV(405-526)	PPO1_DWL(317-368) | PPO1_KFDV(405-526)	PF12142;PF12143
A0ABR2S5R8	canonical	526	2	3	Tyrosinase(102-310) | PPO1_DWL(316-367) | PPO1_KFDV(405-524)	PPO1_DWL(316-367) | PPO1_KFDV(405-524)	PF12142;PF12143
A0ABR2SNW7	canonical	586	2	3	Tyrosinase(160-369) | PPO1_DWL(375-426) | PPO1_KFDV(456-583)	PPO1_DWL(375-426) | PPO1_KFDV(456-583)	PF12142;PF12143
A0ABR2UEU0	canonical	734	3	2	Tyrosinase(70-367) | Tyrosinase_C(560-698)	none	none
A0ABR2UF02	discarded	550	2	1	Tyrosinase(376-544)	none	none
A0ABR2UF09	canonical	399	2	1	Tyrosinase(100-334)	none	none
A0ABR2UFJ6	discarded	246	1	2	Tyrosinase(2-81) | Tyrosinase_C(78-193)	none	none
A0ABR2UGG9	canonical	384	1	1	Tyrosinase(98-326)	none	none
A0ABR2UH35	canonical	394	1	1	Tyrosinase(105-337)	none	none
A0ABR2UJW4	discarded	180	1	1	Tyrosinase(2-127)	none	none
A0ABR2URB2	canonical	816	3	2	BRO1(80-430) | Tyrosinase(553-739)	BRO1(80-430)	PF03097
A0ABR2UUK0	canonical	354	1	1	Tyrosinase(70-290)	none	none
A0ABR2UVR2	discarded	234	2	1	Tyrosinase(98-233)	none	none
A0ABR2UW80	canonical	377	1	1	Tyrosinase(96-314)	none	none
A0ABR2UZT3	canonical	347	2	1	Tyrosinase(62-269)	none	none
A0ABR2V253	canonical	374	1	1	Tyrosinase(134-318)	none	none
A0ABR2V2D3	canonical	626	2	2	Tyrosinase(108-362) | Tyrosinase_C(481-599)	none	none
A0ABR2V369	canonical	374	1	1	Tyrosinase(127-316)	none	none
A0ABR2V370	discarded	764	4	3	HET(71-234) | Het-6_barrel(497-629) | Tyrosinase(604-705)	HET(71-234) | Het-6_barrel(497-629)	PF06985;PF26639
A0ABR2V4E2	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0ABR2V6Y3	discarded	932	4	2	Peptidase_M3(225-654) | Tyrosinase(806-931)	Peptidase_M3(225-654)	PF01432
A0ABR2V763	canonical	394	1	1	Tyrosinase(105-337)	none	none
A0ABR2V7V3	canonical	350	1	1	Tyrosinase(60-274)	none	none
A0ABR2V8B1	canonical	376	1	1	Tyrosinase(130-317)	none	none
A0ABR2V8R5	canonical	336	1	1	Tyrosinase(73-256)	none	none
A0ABR2V915	discarded	316	1	1	Tyrosinase(64-237)	none	none
A0ABR2V953	canonical	423	1	1	Tyrosinase(192-378)	none	none
A0ABR2V9G0	canonical	354	1	1	Tyrosinase(72-297)	none	none
A0ABR2VB08	discarded	339	1	1	Tyrosinase(109-282)	none	none
A0ABR2VBH3	canonical	587	2	2	Tyrosinase(75-315) | Tyrosinase_C(429-525)	none	none
A0ABR2VBW1	canonical	348	1	1	Tyrosinase(67-284)	none	none
A0ABR2VD17	canonical	339	1	1	Tyrosinase(76-262)	none	none
A0ABR2VD88	canonical	340	1	1	Tyrosinase(76-262)	none	none
A0ABR2VDP9	discarded	329	1	1	Tyrosinase(166-199)	none	none
A0ABR2VGK2	canonical	351	1	1	Tyrosinase(71-295)	none	none
A0ABR2VIX6	canonical	399	1	1	Tyrosinase(157-344)	none	none
A0ABR2VMN0	canonical	302	1	1	Tyrosinase(54-231)	none	none
A0ABR2VT10	canonical	413	2	1	Tyrosinase(56-234)	none	none
A0ABR2VT80	discarded	99	1	1	Tyrosinase(51-99)	none	none
A0ABR2VT93	discarded	298	2	1	Tyrosinase(6-133)	none	none
A0ABR2VUU4	noncanonical	509	2	1	Tyrosinase(9-188)	none	none
A0ABR2VWZ1	canonical	484	3	1	Tyrosinase(64-242)	none	none
A0ABR2VZT3	discarded	199	1	1	Tyrosinase(3-130)	none	none
A0ABR2VZV7	discarded	159	1	1	Tyrosinase(2-90)	none	none
A0ABR2W2V6	canonical	535	3	1	Tyrosinase(59-239)	none	none
A0ABR2W3C9	noncanonical	318	2	1	Tyrosinase(41-235)	none	none
A0ABR2W3S2	noncanonical	407	2	1	Tyrosinase(60-238)	none	none
A0ABR2W6D4	canonical	454	2	1	Tyrosinase(59-239)	none	none
A0ABR2W7W1	canonical	399	2	1	Tyrosinase(52-229)	none	none
A0ABR2W7X2	canonical	488	2	1	Tyrosinase(59-239)	none	none
A0ABR2W863	canonical	737	2	1	Tyrosinase(70-250)	none	none
A0ABR2W8A2	canonical	395	2	1	Tyrosinase(62-240)	none	none
A0ABR2W902	noncanonical	294	1	1	Tyrosinase(57-152)	none	none
A0ABR2W9H3	canonical	525	3	1	Tyrosinase(43-332)	none	none
A0ABR2W9T9	canonical	393	2	1	Tyrosinase(58-243)	none	none
A0ABR2WA08	canonical	422	2	1	Tyrosinase(50-231)	none	none
A0ABR2WGK5	canonical	395	2	1	Tyrosinase(51-228)	none	none
A0ABR2WGY1	discarded	106	1	1	Tyrosinase(56-106)	none	none
A0ABR2WH25	discarded	106	1	1	Tyrosinase(56-106)	none	none
A0ABR2WHI3	discarded	279	2	1	Tyrosinase(1-37)	none	none
A0ABR2WIJ5	canonical	349	2	1	Tyrosinase(58-243)	none	none
A0ABR2WIL7	canonical	343	2	1	Tyrosinase(9-187)	none	none
A0ABR2WPN3	discarded	220	2	1	Tyrosinase(63-220)	none	none
A0ABR2WRF7	canonical	430	1	1	Tyrosinase(75-254)	none	none
A0ABR2WS42	canonical	394	2	1	Tyrosinase(63-242)	none	none
A0ABR2WSK0	discarded	323	2	1	Tyrosinase(7-113)	none	none
A0ABR2WSR4	canonical	458	2	1	Tyrosinase(70-248)	none	none
A0ABR2WVS4	canonical	482	2	1	Tyrosinase(59-239)	none	none
A0ABR2WYC0	canonical	439	2	1	Tyrosinase(51-231)	none	none
A0ABR2WZL0	canonical	600	2	1	Tyrosinase(56-233)	none	none
A0ABR2X0M2	canonical	393	2	1	Tyrosinase(62-240)	none	none
A0ABR2X251	canonical	391	2	1	Tyrosinase(51-228)	none	none
A0ABR2X2D8	canonical	424	2	1	Tyrosinase(59-236)	none	none
A0ABR2X743	discarded	143	1	1	Tyrosinase(64-137)	none	none
A0ABR2X759	discarded	160	1	1	Tyrosinase(4-129)	none	none
A0ABR2X8L5	discarded	586	3	2	Tyrosinase(30-246) | Tyrosinase_C(406-535)	none	none
A0ABR2X973	canonical	394	1	1	Tyrosinase(105-337)	none	none
A0ABR2XFG3	canonical	613	2	1	Tyrosinase(105-337)	none	none
A0ABR2XGI8	canonical	399	2	1	Tyrosinase(100-334)	none	none
A0ABR2XI69	canonical	619	2	2	Tyrosinase(97-355) | Tyrosinase_C(474-592)	none	none
A0ABR2XI74	canonical	374	1	1	Tyrosinase(127-316)	none	none
A0ABR2XJQ0	canonical	337	1	1	Tyrosinase(72-260)	none	none
A0ABR2XJX2	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0ABR2XKT0	canonical	376	1	1	Tyrosinase(130-317)	none	none
A0ABR2XKT9	canonical	354	1	1	Tyrosinase(72-297)	none	none
A0ABR2XMR7	canonical	377	1	1	Tyrosinase(96-314)	none	none
A0ABR2XP08	canonical	353	1	1	Tyrosinase(73-297)	none	none
A0ABR2XPU5	canonical	445	1	1	Tyrosinase(214-400)	none	none
A0ABR2XQ66	canonical	816	3	2	BRO1(82-432) | Tyrosinase(553-739)	BRO1(82-432)	PF03097
A0ABR2XQD6	canonical	354	1	1	Tyrosinase(70-290)	none	none
A0ABR2XQM0	canonical	735	2	2	Tyrosinase(70-367) | Tyrosinase_C(561-699)	none	none
A0ABR2XQM6	canonical	336	1	1	Tyrosinase(73-256)	none	none
A0ABR2XR65	discarded	95	1	1	Tyrosinase(2-55)	none	none
A0ABR2XW70	canonical	443	1	1	Tyrosinase(180-366)	none	none
A0ABR2XWR7	discarded	332	1	2	Tyrosinase(64-173) | Tyrosinase(171-205)	none	none
A0ABR2XXL3	canonical	294	1	1	Tyrosinase(14-238)	none	none
A0ABR2Y079	discarded	331	1	1	Tyrosinase(92-289)	none	none
A0ABR2Y1V5	canonical	587	2	2	Tyrosinase(75-315) | Tyrosinase_C(429-525)	none	none
A0ABR2Y3S4	canonical	384	1	1	Tyrosinase(98-326)	none	none
A0ABR2Y4V4	canonical	399	1	1	Tyrosinase(157-344)	none	none
A0ABR2Y5Y2	discarded	815	5	3	HET(112-275) | Het-6_barrel(538-670) | Tyrosinase(637-754)	HET(112-275) | Het-6_barrel(538-670)	PF06985;PF26639
A0ABR2Y7K8	canonical	348	1	1	Tyrosinase(67-284)	none	none
A0ABR2Y9L4	canonical	323	1	1	Tyrosinase(63-268)	none	none
A0ABR2Y9Y4	canonical	340	1	1	Tyrosinase(76-262)	none	none
A0ABR2ZCC7	discarded	400	2	2	Tyrosinase(53-221) | Tyrosinase(218-252)	none	none
A0ABR2ZJM9	canonical	340	1	1	Tyrosinase(73-286)	none	none
A0ABR2ZUF7	canonical	566	3	2	Tyrosinase(48-312) | Tyrosinase_C(424-528)	none	none
A0ABR2ZZ01	canonical	619	2	2	Tyrosinase(53-302) | Tyrosinase_C(461-581)	none	none
A0ABR2ZZZ9	canonical	363	1	1	Tyrosinase(72-309)	none	none
A0ABR3A062	discarded	213	1	1	Tyrosinase(2-159)	none	none
A0ABR3A6N7	canonical	304	1	1	Tyrosinase(74-272)	none	none
A0ABR3C0X5	canonical	677	2	2	Tyrosinase(78-351) | Tyrosinase_C(512-640)	none	none
A0ABR3C6Q7	discarded	337	1	1	Tyrosinase(35-280)	none	none
A0ABR3CFI6	noncanonical	332	1	1	Tyrosinase(37-260)	none	none
A0ABR3CGD2	discarded	255	1	1	Tyrosinase(7-173)	none	none
A0ABR3CI13	canonical	479	2	2	Tyrosinase(12-248) | Tyrosinase_C(347-448)	none	none
A0ABR3CKY6	discarded	81	1	0	no_pfam_hit	none	none
A0ABR3CTX8	canonical	311	1	1	Tyrosinase(51-235)	none	none
A0ABR3CVS0	discarded	165	1	1	Tyrosinase(2-108)	none	none
A0ABR3CWN2	canonical	707	3	2	Tyrosinase(59-350) | Tyrosinase_C(536-669)	none	none
A0ABR3CWX0	discarded	263	1	1	Tyrosinase(62-249)	none	none
A0ABR3CXK3	canonical	404	2	1	Tyrosinase(144-349)	none	none
A0ABR3D5W7	canonical	358	1	1	Tyrosinase(95-304)	none	none
A0ABR3D601	canonical	796	2	1	Tyrosinase(107-377)	none	none
A0ABR3D6M0	noncanonical	384	1	1	Tyrosinase(86-327)	none	none
A0ABR3DPU3	canonical	388	2	1	Tyrosinase(90-330)	none	none
A0ABR3DR17	canonical	667	2	2	Tyrosinase(57-320) | Tyrosinase_C(503-628)	none	none
A0ABR3DT09	canonical	869	2	3	Tyrosinase(273-531) | Tyrosinase_C(664-752) | Tyrosinase_C(793-842)	none	none
A0ABR3EJQ5	discarded	124	1	1	Tyrosinase(1-69)	none	none
A0ABR3EL97	canonical	386	1	1	Tyrosinase(74-293)	none	none
A0ABR3EPL5	canonical	619	2	2	Tyrosinase(53-303) | Tyrosinase_C(461-581)	none	none
A0ABR3ER97	canonical	300	2	1	Tyrosinase(30-247)	none	none
A0ABR3EVX9	canonical	694	2	1	Tyrosinase(83-376)	none	none
A0ABR3EX73	discarded	138	1	1	Tyrosinase(75-138)	none	none
A0ABR3EYF0	canonical	331	1	1	Tyrosinase(67-278)	none	none
A0ABR3F3B6	canonical	348	1	1	Tyrosinase(73-292)	none	none
A0ABR3F501	discarded	227	1	1	Tyrosinase(1-173)	none	none
A0ABR3FAS3	canonical	338	1	1	Tyrosinase(67-283)	none	none
A0ABR3FC20	canonical	347	1	1	Tyrosinase(73-292)	none	none
A0ABR3FKW4	canonical	339	1	1	Tyrosinase(72-280)	none	none
A0ABR3FVG0	canonical	353	1	1	Tyrosinase(77-298)	none	none
A0ABR3FVU5	canonical	309	1	1	Tyrosinase(34-254)	none	none
A0ABR3FXE3	canonical	342	1	1	Tyrosinase(71-282)	none	none
A0ABR3FXT6	noncanonical	329	1	1	Tyrosinase(67-275)	none	none
A0ABR3G4Y0	canonical	710	2	2	Tyrosinase(52-319) | Tyrosinase_C(541-670)	none	none
A0ABR3G6K2	discarded	514	2	2	Tyrosinase(1-200) | Tyrosinase_C(331-448)	none	none
A0ABR3G937	canonical	341	1	1	Tyrosinase(66-274)	none	none
A0ABR3GE49	canonical	350	1	1	Tyrosinase(83-295)	none	none
A0ABR3GF19	canonical	516	3	1	Tyrosinase(111-335)	none	none
A0ABR3GH88	canonical	663	2	2	Tyrosinase(123-381) | Tyrosinase_C(488-597)	none	none
A0ABR3GM18	discarded	480	2	2	Tyrosinase(3-147) | Tyrosinase_C(283-403)	none	none
A0ABR3GXR3	canonical	313	1	1	Tyrosinase(71-255)	none	none
A0ABR3GY74	canonical	610	2	2	Tyrosinase(55-301) | Tyrosinase_C(448-570)	none	none
A0ABR3IYU4	canonical	662	2	1	Tyrosinase(56-343)	none	none
A0ABR3IZU5	canonical	339	1	1	Tyrosinase(72-284)	none	none
A0ABR3J012	discarded	254	1	1	Tyrosinase(1-199)	none	none
A0ABR3JJG3	discarded	231	1	1	Tyrosinase(1-161)	none	none
A0ABR3JL23	discarded	121	1	0	no_pfam_hit	none	none
A0ABR3JLH4	discarded	270	2	1	Tyrosinase(79-264)	none	none
A0ABR3JMR6	canonical	375	1	1	Tyrosinase(89-309)	none	none
A0ABR3KP05	discarded	558	2	1	Tyrosinase(179-388)	none	none
A0ABR3M568	canonical	533	2	1	Tyrosinase(170-404)	none	none
A0ABR3MRW9	canonical	515	2	1	Tyrosinase(177-407)	none	none
A0ABR3N0H9	canonical	526	1	1	Tyrosinase(176-411)	none	none
A0ABR3P0F5	canonical	586	1	1	Tyrosinase(233-468)	none	none
A0ABR3PJT2	canonical	399	1	1	Tyrosinase(112-342)	none	none
A0ABR3PNQ2	canonical	672	2	2	Tyrosinase(72-328) | Tyrosinase_C(449-575)	none	none
A0ABR3PQT1	discarded	202	1	1	Tyrosinase(1-149)	none	none
A0ABR3QGR5	canonical	291	1	1	Tyrosinase(32-215)	none	none
A0ABR3QHA3	discarded	369	2	4	adh_short_C2(18-241) | adh_short(18-216) | KR(19-200) | Tyrosinase(322-369)	adh_short_C2(18-241) | adh_short(18-216) | KR(19-200)	PF00106;PF08659;PF13561
A0ABR3QI93	canonical	382	1	1	Tyrosinase(148-330)	none	none
A0ABR3QJQ9	canonical	354	1	1	Tyrosinase(115-302)	none	none
A0ABR3QKB1	canonical	383	2	1	Tyrosinase(120-326)	none	none
A0ABR3QRF7	canonical	773	3	2	Tyrosinase(96-342) | Tyrosinase_C(477-592)	none	none
A0ABR3QSB3	noncanonical	595	2	2	Tyrosinase(84-324) | Tyrosinase_C(431-559)	none	none
A0ABR3QSL1	discarded	551	2	2	Tyrosinase(98-327) | Tyrosinase_C(400-515)	none	none
A0ABR3QSL9	discarded	202	1	1	Tyrosinase(1-149)	none	none
A0ABR3QTY1	canonical	756	2	2	Tyrosinase(123-377) | Tyrosinase_C(549-650)	none	none
A0ABR3QWT0	discarded	219	1	1	Tyrosinase(1-161)	none	none
A0ABR3QYD0	canonical	351	1	1	Tyrosinase(115-299)	none	none
A0ABR3R101	canonical	405	1	1	Tyrosinase(95-344)	none	none
A0ABR3R320	discarded	133	1	1	Tyrosinase(2-76)	none	none
A0ABR3R3A6	canonical	357	1	1	Tyrosinase(85-300)	none	none
A0ABR3R3C2	discarded	200	1	1	Tyrosinase(8-141)	none	none
A0ABR3R4L6	discarded	220	2	1	Tyrosinase(136-219)	none	none
A0ABR3R6S8	discarded	103	1	1	Tyrosinase(1-45)	none	none
A0ABR3RDS8	discarded	187	1	1	Tyrosinase(6-178)	none	none
A0ABR3REZ5	canonical	691	2	2	Tyrosinase(104-355) | Tyrosinase_C(501-612)	none	none
A0ABR3RF86	canonical	395	1	1	Tyrosinase(104-337)	none	none
A0ABR3RI01	discarded	401	1	2	Tyrosinase(119-314) | Tyrosinase(316-344)	none	none
A0ABR3RIR6	discarded	593	2	2	Tyrosinase(1-219) | Tyrosinase_C(332-447)	none	none
A0ABR3RK21	canonical	818	3	2	Tyrosinase(60-348) | Tyrosinase_C(473-604)	none	none
A0ABR3RMI3	canonical	329	1	1	Tyrosinase(43-266)	none	none
A0ABR3RNV5	discarded	257	1	1	Tyrosinase(29-201)	none	none
A0ABR3RQ09	canonical	371	1	1	Tyrosinase(95-313)	none	none
A0ABR3RV22	discarded	932	4	2	Tyrosinase(1-118) | RhoGEF(642-824)	RhoGEF(642-824)	PF00621
A0ABR3RZT4	discarded	516	2	3	Tyrosinase(16-114) | Tyrosinase(105-227) | Tyrosinase_C(349-479)	none	none
A0ABR3S1J3	discarded	303	2	1	Tyrosinase_C(152-248)	none	none
A0ABR3S2T7	canonical	404	2	1	Tyrosinase(169-351)	none	none
A0ABR3S3R4	canonical	417	2	1	Tyrosinase(118-357)	none	none
A0ABR3S4R5	canonical	326	1	1	Tyrosinase(40-268)	none	none
A0ABR3S877	canonical	399	1	1	Tyrosinase(104-339)	none	none
A0ABR3S8I8	discarded	260	1	2	Tyrosinase(106-143) | Tyrosinase(167-249)	none	none
A0ABR3SD72	canonical	288	1	1	Tyrosinase(29-212)	none	none
A0ABR3SDG0	discarded	317	1	1	Tyrosinase(68-241)	none	none
A0ABR3SDJ1	canonical	311	1	1	Tyrosinase(51-234)	none	none
A0ABR3SJV9	canonical	394	1	1	Tyrosinase(104-336)	none	none
A0ABR3SQV8	canonical	410	1	1	Tyrosinase(111-347)	none	none
A0ABR3SW80	canonical	333	1	1	Tyrosinase(73-257)	none	none
A0ABR3SXQ6	discarded	625	2	2	Tyrosinase(121-324) | Tyrosinase_C(458-578)	none	none
A0ABR3SYC8	discarded	235	1	1	Tyrosinase(3-179)	none	none
A0ABR3SYM1	canonical	407	2	1	Tyrosinase(107-346)	none	none
A0ABR3T0M1	canonical	551	2	2	Tyrosinase(81-318) | Tyrosinase_C(418-521)	none	none
A0ABR3T8Z3	discarded	479	2	2	Tyrosinase(2-156) | Tyrosinase_C(320-443)	none	none
A0ABR3TC55	canonical	670	2	2	Tyrosinase(77-351) | Tyrosinase_C(505-633)	none	none
A0ABR3TDY0	canonical	311	1	1	Tyrosinase(62-253)	none	none
A0ABR3TEQ0	canonical	336	2	1	Tyrosinase(35-268)	none	none
A0ABR3TFZ3	noncanonical	311	1	1	Tyrosinase(21-244)	none	none
A0ABR3TH80	canonical	395	1	1	Tyrosinase(99-335)	none	none
A0ABR3TIJ2	canonical	406	2	1	Tyrosinase(105-345)	none	none
A0ABR3TJ48	canonical	547	2	2	Tyrosinase(80-317) | Tyrosinase_C(415-516)	none	none
A0ABR3TL16	canonical	708	2	2	Tyrosinase(59-350) | Tyrosinase_C(537-670)	none	none
A0ABR3TRC8	discarded	322	1	1	Tyrosinase(81-249)	none	none
A0ABR3TVB1	canonical	311	1	1	Tyrosinase(51-235)	none	none
A0ABR3TWR8	canonical	654	2	2	Tyrosinase(105-361) | Tyrosinase_C(486-605)	none	none
A0ABR3TX48	discarded	235	1	1	Tyrosinase(8-179)	none	none
A0ABR3U198	discarded	165	1	1	Tyrosinase(2-108)	none	none
A0ABR3U3E6	noncanonical	352	1	1	Tyrosinase(68-286)	none	none
A0ABR3U4Y1	canonical	394	1	1	Tyrosinase(105-337)	none	none
A0ABR3U827	canonical	337	1	1	Tyrosinase(52-280)	none	none
A0ABR3U855	canonical	387	1	1	Tyrosinase(94-326)	none	none
A0ABR3U875	discarded	209	1	1	Tyrosinase(93-208)	none	none
A0ABR3U9V4	canonical	371	2	1	Tyrosinase(99-313)	none	none
A0ABR3UEC7	canonical	629	2	2	Tyrosinase(88-344) | Tyrosinase_C(451-566)	none	none
A0ABR3UEW4	canonical	397	1	1	Tyrosinase(111-340)	none	none
A0ABR3UFL0	canonical	680	2	1	Tyrosinase(93-324)	none	none
A0ABR3UFU1	canonical	616	2	2	Tyrosinase(88-335) | Tyrosinase_C(451-570)	none	none
A0ABR3UK40	canonical	368	1	1	Tyrosinase(92-309)	none	none
A0ABR3UKA4	canonical	371	1	1	Tyrosinase(94-313)	none	none
A0ABR3UKK5	canonical	387	1	1	Tyrosinase(96-330)	none	none
A0ABR3UNT3	discarded	234	1	1	Tyrosinase(1-182)	none	none
A0ABR3US75	canonical	417	2	1	Tyrosinase(119-360)	none	none
A0ABR3UST2	canonical	405	1	1	Tyrosinase(111-345)	none	none
A0ABR3UTG0	noncanonical	254	1	1	Tyrosinase(3-201)	none	none
A0ABR3UW44	canonical	418	2	1	Tyrosinase(117-360)	none	none
A0ABR3UXA4	canonical	375	1	1	Tyrosinase(95-326)	none	none
A0ABR3UY57	canonical	749	2	3	Tyrosinase(122-378) | Tyrosinase_C(486-551) | Tyrosinase_C(544-644)	none	none
A0ABR3UZ14	canonical	361	1	1	Tyrosinase(127-309)	none	none
A0ABR3UZ41	canonical	340	1	1	Tyrosinase(70-285)	none	none
A0ABR3UZ44	canonical	342	1	1	Tyrosinase(70-286)	none	none
A0ABR3V2B3	canonical	404	3	1	Tyrosinase(108-342)	none	none
A0ABR3V3I7	canonical	370	1	1	Tyrosinase(74-259)	none	none
A0ABR3V6P7	canonical	447	1	1	Tyrosinase(152-382)	none	none
A0ABR3V8J2	canonical	636	3	2	Tyrosinase(102-324) | NMT1(372-563)	NMT1(372-563)	PF09084
A0ABR3VFZ2	canonical	384	1	1	Tyrosinase(100-325)	none	none
A0ABR3VGP0	canonical	397	1	1	Tyrosinase(106-340)	none	none
A0ABR3VIB0	canonical	411	2	1	Tyrosinase(114-350)	none	none
A0ABR3VJG5	canonical	365	1	1	Tyrosinase(75-305)	none	none
A0ABR3VKC0	canonical	419	2	1	Tyrosinase(128-360)	none	none
A0ABR3VR49	canonical	650	3	2	Tyrosinase(93-345) | Tyrosinase_C(486-623)	none	none
A0ABR3VXJ2	canonical	645	2	2	Tyrosinase(63-331) | Tyrosinase_C(481-601)	none	none
A0ABR3VYJ3	canonical	407	2	1	Tyrosinase(106-343)	none	none
A0ABR3VZ55	canonical	357	1	1	Tyrosinase(59-295)	none	none
A0ABR3W1B7	canonical	356	1	1	Tyrosinase(74-279)	none	none
A0ABR3W1D6	canonical	389	1	1	Tyrosinase(111-332)	none	none
A0ABR3W2E0	canonical	348	1	1	Tyrosinase(79-290)	none	none
A0ABR3W318	canonical	344	1	1	Tyrosinase(75-265)	none	none
A0ABR3W3F6	discarded	243	1	1	Tyrosinase(5-167)	none	none
A0ABR3W7W0	canonical	349	1	1	Tyrosinase(51-273)	none	none
A0ABR3WAI6	canonical	340	1	1	Tyrosinase(76-262)	none	none
A0ABR3WC70	discarded	257	2	2	Tyrosinase(1-60) | Tyrosinase_C(172-253)	none	none
A0ABR3WDP1	canonical	332	1	1	Tyrosinase(70-255)	none	none
A0ABR3WER5	canonical	415	1	1	Tyrosinase(109-346)	none	none
A0ABR3WFL3	canonical	368	1	1	Tyrosinase(123-310)	none	none
A0ABR3WFS6	canonical	349	1	1	Tyrosinase(69-292)	none	none
A0ABR3WG91	canonical	419	2	1	Tyrosinase(115-351)	none	none
A0ABR3WMA9	canonical	329	1	1	Tyrosinase(75-270)	none	none
A0ABR3WP99	canonical	410	1	1	Tyrosinase(114-346)	none	none
A0ABR3WSQ8	discarded	330	1	1	Tyrosinase(66-269)	none	none
A0ABR3WV06	canonical	387	1	1	Tyrosinase(100-328)	none	none
A0ABR3WWZ9	canonical	410	1	1	Tyrosinase(168-355)	none	none
A0ABR3WZN4	canonical	332	1	1	Tyrosinase(71-255)	none	none
A0ABR3X074	canonical	304	1	1	Tyrosinase(57-241)	none	none
A0ABR3X144	canonical	352	1	1	Tyrosinase(79-273)	none	none
A0ABR3X3N8	discarded	219	1	1	Tyrosinase(1-158)	none	none
A0ABR3X454	canonical	639	3	2	Tyrosinase(97-353) | Tyrosinase_C(497-612)	none	none
A0ABR3X7L0	discarded	580	2	1	Tyrosinase(75-265)	none	none
A0ABR3XAF0	discarded	165	1	1	Tyrosinase(2-107)	none	none
A0ABR3XBQ5	canonical	394	1	1	Tyrosinase(102-332)	none	none
A0ABR3XD70	canonical	470	2	1	Tyrosinase(155-409)	none	none
A0ABR3XMH5	canonical	309	1	1	Tyrosinase(43-233)	none	none
A0ABR3XP32	discarded	177	1	1	Tyrosinase(1-120)	none	none
A0ABR3XQL2	discarded	259	2	1	Tyrosinase(1-202)	none	none
A0ABR3XT01	discarded	223	1	1	Tyrosinase(22-165)	none	none
A0ABR3XU99	canonical	332	1	1	Tyrosinase(65-255)	none	none
A0ABR3XVU1	canonical	318	1	1	Tyrosinase(45-238)	none	none
A0ABR3XW82	discarded	184	1	1	Tyrosinase(10-123)	none	none
A0ABR3Y0F5	canonical	409	2	1	Tyrosinase(110-345)	none	none
A0ABR3Y5E7	canonical	391	1	1	Tyrosinase(99-331)	none	none
A0ABR3Y8K5	canonical	654	2	2	Tyrosinase(94-351) | Tyrosinase_C(491-610)	none	none
A0ABR3YKV9	canonical	587	2	1	Tyrosinase(73-316)	none	none
A0ABR3YRD1	canonical	484	3	1	Tyrosinase(20-275)	none	none
A0ABR3YUB8	canonical	641	3	2	Tyrosinase(74-331) | Tyrosinase_C(493-614)	none	none
A0ABR3YUN4	canonical	381	1	1	Tyrosinase(101-322)	none	none
A0ABR3YV94	canonical	635	2	1	Tyrosinase(88-339)	none	none
A0ABR3YY46	canonical	392	1	1	Tyrosinase(110-334)	none	none
A0ABR3YYR7	canonical	416	2	1	Tyrosinase(118-352)	none	none
A0ABR3ZI14	canonical	651	2	2	Tyrosinase(99-355) | Tyrosinase_C(504-620)	none	none
A0ABR3ZKR3	discarded	329	2	1	Tyrosinase(94-266)	none	none
A0ABR3ZXR9	discarded	146	1	1	Tyrosinase(5-50)	none	none
A0ABR4A063	discarded	451	3	2	Tyrosinase(4-110) | Tyrosinase_C(247-402)	none	none
A0ABR4A219	discarded	241	1	1	Tyrosinase(65-236)	none	none
A0ABR4A6Y8	canonical	586	2	2	Tyrosinase(72-317) | Tyrosinase_C(434-546)	none	none
A0ABR4AJ15	canonical	620	2	2	Tyrosinase(77-341) | Tyrosinase_C(460-580)	none	none
