accession	group	subgroup
A0AAN8C9H5	candidate_pool	DCT_DHICA
A0AAN8DC90	candidate_pool	DCT_DHICA
A0AAN8EAH1	candidate_pool	oMP
A0AAN8F2Z4	candidate_pool	DCT_DHICA
A0AAN8FW16	candidate_pool	oMP
A0AAN8GU54	candidate_pool	DCT_DHICA
A0AAN8I9N5	candidate_pool	DCT_DHICA
A0AAN8K5C5	candidate_pool	oAPO
A0AAN8MCG8	candidate_pool	DCT_DHICA
A0AAN8ME56	candidate_pool	DCT_DHICA
A0AAN8MV17	candidate_pool	oMP
A0AAN8NQ33	candidate_pool	oMP
A0AAN8Q5L3	candidate_pool	DCT_DHICA
A0AAN9BYX9	candidate_pool	oAPO
A0AAN9DB26	candidate_pool	DCT_DHICA
A0AAN9DBI4	candidate_pool	DCT_DHICA
A0AAN9DBP8	candidate_pool	DCT_DHICA
A0AAN9DNL1	candidate_pool	DCT_DHICA
A0AAN9YE01	candidate_pool	oMP
A0AAN9YIB4	showcase	mononuclear_LeuCuA
A0AAN9YPY3	candidate_pool	oMP
A0AAP7ZQB5	candidate_pool	DCT_DHICA
A0AAQ3KYK2	candidate_pool	DCT_DHICA
A0AAQ3KZE2	candidate_pool	DCT_DHICA
A0AAQ4Q114	candidate_pool	DCT_DHICA
A0AAQ4S355	candidate_pool	DCT_DHICA
A0AAQ5X179	candidate_pool	DCT_DHICA
A0AAQ5XAY1	candidate_pool	DCT_DHICA
A0AAQ5Y3S0	candidate_pool	DCT_DHICA
A0AAQ5Z856	candidate_pool	DCT_DHICA
A0AAQ5ZR95	candidate_pool	DCT_DHICA
A0AAQ6A9Q3	candidate_pool	DCT_DHICA
A0AAR2JSQ7	candidate_pool	DCT_DHICA
A0AAU2H4C1	candidate_pool	oAPO
A0AAU7B3G6	candidate_pool	DCT_DHICA
A0AAU7EG80	candidate_pool	DCT_DHICA
A0AAU9LEH6	candidate_pool	DCT_DHICA
A0AAU9LEH6	candidate_pool	hemocyanin
A0AAU9ZCW9	candidate_pool	DCT_DHICA
A0AAU9ZQL3	candidate_pool	DCT_DHICA
A0AAV0AT52	candidate_pool	oMP
A0AAV0TQH7	candidate_pool	hemocyanin
A0AAV0TZW1	candidate_pool	hemocyanin
A0AAV0U2A6	candidate_pool	hemocyanin
A0AAV0U3J4	candidate_pool	hemocyanin
A0AAV0UD26	candidate_pool	hemocyanin
A0AAV0UGV2	candidate_pool	hemocyanin
A0AAV0UV36	candidate_pool	hemocyanin
A0AAV0UVP2	candidate_pool	hemocyanin
A0AAV0UVW7	candidate_pool	hemocyanin
A0AAV0UWJ7	candidate_pool	hemocyanin
A0AAV1EU58	candidate_pool	DCT_DHICA
A0AAV1H1T1	candidate_pool	DCT_DHICA
A0AAV1HKY4	candidate_pool	DCT_DHICA
A0AAV1N112	candidate_pool	DCT_DHICA
A0AAV1N299	candidate_pool	DCT_DHICA
A0AAV1N484	candidate_pool	DCT_DHICA
A0AAV1UUI4	candidate_pool	hemocyanin
A0AAV2IQW6	candidate_pool	oAPO
A0AAV2JZN2	candidate_pool	DCT_DHICA
A0AAV2KRH7	candidate_pool	DCT_DHICA
A0AAV2LM82	candidate_pool	DCT_DHICA
A0AAV2YL68	candidate_pool	hemocyanin
A0AAV2Z0Q5	candidate_pool	oAPO
A0AAV2Z3L5	candidate_pool	hemocyanin
A0AAV2ZA52	candidate_pool	hemocyanin
A0AAV3ANS4	candidate_pool	DCT_DHICA
A0AAV3AQX7	candidate_pool	DCT_DHICA
A0AAV3B0N1	candidate_pool	DCT_DHICA
A0AAV4F8E5	candidate_pool	oAPO
A0AAV4HL71	candidate_pool	DCT_DHICA
A0AAV5AL26	candidate_pool	oAPO
A0AAV5C3U7	candidate_pool	oMP
A0AAV6H7X6	candidate_pool	DCT_DHICA
A0AAV6QBS0	candidate_pool	DCT_DHICA
A0AAV6QV07	candidate_pool	DCT_DHICA
A0AAV6RCW8	candidate_pool	DCT_DHICA
A0AAV7CMP1	candidate_pool	DCT_DHICA
A0AAV7DG22	candidate_pool	DCT_DHICA
A0AAV7NJ16	candidate_pool	DCT_DHICA
A0AAV7W153	candidate_pool	DCT_DHICA
A0AAV9DQ84	candidate_pool	DCT_DHICA
A0AAV9G4I9	candidate_pool	oMP
A0AAV9GEE9	candidate_pool	oMP
A0AAV9GFC7	candidate_pool	oMP
A0AAV9GFY6	candidate_pool	oMP
A0AAV9GGJ3	candidate_pool	oMP
A0AAV9GI39	candidate_pool	oMP
A0AAV9GKC3	candidate_pool	oMP
A0AAV9GL33	candidate_pool	oMP
A0AAV9GMT8	candidate_pool	oMP
A0AAV9GQQ3	candidate_pool	oMP
A0AAV9GRP9	candidate_pool	oMP
A0AAV9H0Z4	candidate_pool	oMP
A0AAV9HGX2	candidate_pool	oMP
A0AAV9HKI4	candidate_pool	oMP
A0AAV9HQU8	candidate_pool	oMP
A0AAV9HUP8	candidate_pool	oMP
A0AAV9HZ49	candidate_pool	oMP
A0AAV9HZS2	candidate_pool	oMP
A0AAV9JCG9	candidate_pool	oMP
A0AAV9JI42	candidate_pool	oMP
A0AAV9NEM7	candidate_pool	DCT_DHICA
A0AAV9NM11	candidate_pool	DCT_DHICA
A0AAV9PYQ5	candidate_pool	DCT_DHICA
A0AAV9Q2N9	candidate_pool	DCT_DHICA
A0AAV9QGM4	candidate_pool	DCT_DHICA
A0AAV9RH71	candidate_pool	DCT_DHICA
A0AAV9RYA1	candidate_pool	DCT_DHICA
A0AAV9S668	candidate_pool	DCT_DHICA
A0AAV9TRZ8	candidate_pool	oMP
A0AAV9TS26	candidate_pool	oAPO
A0AAV9TV43	candidate_pool	oMP
A0AAV9U0H3	candidate_pool	oMP
A0AAV9V0T6	candidate_pool	DCT_DHICA
A0AAV9V828	candidate_pool	oMP
A0AAV9W0J7	candidate_pool	DCT_DHICA
A0AAV9W8G5	candidate_pool	oMP
A0AAV9WFZ0	candidate_pool	oMP
A0AAV9WFZ0	candidate_pool	hemocyanin
A0AAV9WVI6	candidate_pool	oMP
A0AAV9XIV8	candidate_pool	oAPO
A0AAW0BU78	candidate_pool	oAPO
A0AAW0BU79	candidate_pool	oAPO
A0AAW0CEC5	candidate_pool	oAPO
A0AAW0DRS1	candidate_pool	oAPO
A0AAW0GHL6	candidate_pool	oAPO
A0AAW0MVQ9	candidate_pool	DCT_DHICA
A0AAW0P4U7	candidate_pool	DCT_DHICA
A0AAW0PKN3	candidate_pool	DCT_DHICA
A0AAW0Q3H3	candidate_pool	oAPO
A0AAW0Q946	candidate_pool	oAPO
A0AAW0QHX5	candidate_pool	oAPO
A0AAW0QIT9	candidate_pool	oMP
A0AAW0QJE6	candidate_pool	oMP
A0AAW0QU21	candidate_pool	DCT_DHICA
A0AAW0R323	candidate_pool	oMP
A0AAW0R486	candidate_pool	oMP
A0AAW0R494	candidate_pool	DCT_DHICA
A0AAW0R6S9	candidate_pool	oMP
A0AAW0R6Y1	candidate_pool	oMP
A0AAW0S6A5	candidate_pool	hemocyanin
A0AAW1C1T5	candidate_pool	DCT_DHICA
A0AAW1ETR3	candidate_pool	DCT_DHICA
A0AAW1FT31	candidate_pool	DCT_DHICA
A0AAW1FYT0	candidate_pool	DCT_DHICA
A0AAW1G8T0	candidate_pool	DCT_DHICA
A0AAW2A843	candidate_pool	DCT_DHICA
A0AAW2AI30	candidate_pool	DCT_DHICA
A0AAW2B4K4	candidate_pool	DCT_DHICA
A0AAW2YXC5	candidate_pool	DCT_DHICA
A0AAW3DP87	candidate_pool	DCT_DHICA
A0AAX4HVW2	candidate_pool	oMP
A0AAX4I3X6	candidate_pool	oMP
A0AAX4III9	candidate_pool	oMP
A0AAX6MK48	candidate_pool	DCT_DHICA
A0AAX6MKY9	candidate_pool	oMP
A0AAX6MN94	candidate_pool	hemocyanin
A0AAX6NW88	candidate_pool	DCT_DHICA
A0AAX6NWD9	candidate_pool	DCT_DHICA
A0AAX6QCB8	candidate_pool	DCT_DHICA
A0AAX7SMN4	candidate_pool	DCT_DHICA
A0AAX7SQZ7	candidate_pool	DCT_DHICA
A0AAX7TC49	candidate_pool	DCT_DHICA
A0AAX7TTQ8	candidate_pool	DCT_DHICA
A0AAX7TXW4	candidate_pool	DCT_DHICA
A0AAX7TYZ9	candidate_pool	DCT_DHICA
A0AAX7U8V1	candidate_pool	DCT_DHICA
A0AAX7UCM2	candidate_pool	DCT_DHICA
A0AAX7UM13	candidate_pool	DCT_DHICA
A0AAX7UUV6	candidate_pool	DCT_DHICA
A0AAX7V641	candidate_pool	DCT_DHICA
A0AAY4AKJ8	candidate_pool	DCT_DHICA
A0AAY4B6X4	candidate_pool	DCT_DHICA
A0AAY4B9S1	candidate_pool	DCT_DHICA
A0AAY4B9S7	candidate_pool	DCT_DHICA
A0AAY4DGX2	candidate_pool	DCT_DHICA
A0AAY4DHZ8	candidate_pool	DCT_DHICA
A0AAZ3NQW4	candidate_pool	DCT_DHICA
A0AAZ3PEP9	candidate_pool	DCT_DHICA
A0AAZ3PG11	candidate_pool	DCT_DHICA
A0AAZ3PVG4	candidate_pool	DCT_DHICA
A0AAZ3PZM4	candidate_pool	DCT_DHICA
A0AAZ3Q1B1	candidate_pool	DCT_DHICA
A0AAZ3QFD9	candidate_pool	DCT_DHICA
A0AAZ3R9K4	candidate_pool	DCT_DHICA
A0AB33VCY9	candidate_pool	DCT_DHICA
A0AB34KIU8	candidate_pool	oMP
A0AB34KMZ8	candidate_pool	oMP
A0AB37WLI1	candidate_pool	oMP
A0AB37WPQ7	candidate_pool	oMP
A0AB37WR93	candidate_pool	oAPO
A0AB37X2G0	candidate_pool	oMP
A0AB40BNR7	candidate_pool	DCT_DHICA
A0AB40BPK1	candidate_pool	DCT_DHICA
A0AB74JRL7	candidate_pool	oMP
A0ABC9Y2Q8	candidate_pool	DCT_DHICA
A0ABD0JMJ5	candidate_pool	hemocyanin
A0ABD0K492	candidate_pool	hemocyanin
A0ABD0VZS5	candidate_pool	DCT_DHICA
A0ABD0WFA0	candidate_pool	DCT_DHICA
A0ABD0XRB5	candidate_pool	DCT_DHICA
A0ABD1G2N0	candidate_pool	DCT_DHICA
A0ABD1IVV8	candidate_pool	DCT_DHICA
A0ABD1J3F5	candidate_pool	DCT_DHICA
A0ABD2GQC6	candidate_pool	DCT_DHICA
A0ABD2HL96	candidate_pool	DCT_DHICA
A0ABD2I4S2	candidate_pool	oMP
A0ABD2JWA1	candidate_pool	oMP
A0ABD2K7K4	candidate_pool	DCT_DHICA
A0ABD2KDC3	candidate_pool	DCT_DHICA
A0ABD2KIP0	candidate_pool	oMP
A0ABD2KLI7	candidate_pool	oMP
A0ABD2LMP6	candidate_pool	oMP
A0ABD2M5Y3	candidate_pool	oMP
A0ABD3FSP5	candidate_pool	hemocyanin
A0ABD3FTZ6	candidate_pool	hemocyanin
A0ABD3FUV3	candidate_pool	hemocyanin
A0ABD3VBF2	candidate_pool	DCT_DHICA
A0ABD3VGD3	candidate_pool	DCT_DHICA
A0ABD3VGY0	candidate_pool	DCT_DHICA
A0ABD6E420	candidate_pool	DCT_DHICA
A0ABF7RBE4	candidate_pool	DCT_DHICA
A0ABI7XDW7	candidate_pool	DCT_DHICA
A0ABI7XE49	candidate_pool	DCT_DHICA
A0ABI7XPN1	candidate_pool	DCT_DHICA
A0ABK0LB88	candidate_pool	DCT_DHICA
A0ABM0IS91	candidate_pool	DCT_DHICA
A0ABM0IX43	candidate_pool	DCT_DHICA
A0ABM0KZ61	candidate_pool	DCT_DHICA
A0ABM0QN44	candidate_pool	DCT_DHICA
A0ABM1CCM5	candidate_pool	DCT_DHICA
A0ABM1D7X1	candidate_pool	DCT_DHICA
A0ABM1JLG6	candidate_pool	DCT_DHICA
A0ABM1KK45	candidate_pool	DCT_DHICA
A0ABM1U862	candidate_pool	DCT_DHICA
A0ABM2BF32	candidate_pool	DCT_DHICA
A0ABM2F8X9	candidate_pool	DCT_DHICA
A0ABM2F9W3	candidate_pool	DCT_DHICA
A0ABM3EB94	candidate_pool	DCT_DHICA
A0ABM3EC59	candidate_pool	DCT_DHICA
A0ABM3SUX7	candidate_pool	DCT_DHICA
A0ABM3XFY6	candidate_pool	DCT_DHICA
A0ABM4G3K3	candidate_pool	DCT_DHICA
A0ABM4J954	candidate_pool	DCT_DHICA
A0ABM5D3Q1	candidate_pool	DCT_DHICA
A0ABM5EHD2	candidate_pool	DCT_DHICA
A0ABN1REM5	candidate_pool	DCT_DHICA
A0ABN2SNM7	candidate_pool	DCT_DHICA
A0ABN4GH39	candidate_pool	oAPO
A0ABN8CQB0	candidate_pool	hemocyanin
A0ABN8CQI3	candidate_pool	DCT_DHICA
A0ABN8CT59	candidate_pool	hemocyanin
A0ABN8MAL2	candidate_pool	oMP
A0ABN8P6G0	candidate_pool	oMP
A0ABN8YBF2	candidate_pool	DCT_DHICA
A0ABN8ZZ61	candidate_pool	DCT_DHICA
A0ABN9BC64	candidate_pool	DCT_DHICA
A0ABN9DT98	candidate_pool	DCT_DHICA
A0ABN9M8V0	candidate_pool	DCT_DHICA
A0ABN9Z792	candidate_pool	DCT_DHICA
A0ABN9ZY76	candidate_pool	DCT_DHICA
A0ABP0B1V4	candidate_pool	oMP
A0ABP0B4Q9	candidate_pool	oMP
A0ABP0BR20	candidate_pool	oMP
A0ABP0CJR6	candidate_pool	oMP
A0ABP0CPT3	candidate_pool	oMP
A0ABP0CRD0	candidate_pool	oMP
A0ABP0CYK4	candidate_pool	oMP
A0ABP0GBU0	candidate_pool	DCT_DHICA
A0ABP0TM67	candidate_pool	oAPO
A0ABP1AIV3	candidate_pool	oAPO
A0ABP1DHZ5	candidate_pool	oAPO
A0ABP2ENL8	candidate_pool	oMP
A0ABP2EPS6	candidate_pool	hemocyanin
A0ABP3R282	candidate_pool	oAPO
A0ABP4FJU9	candidate_pool	oAPO
A0ABP5F1Z3	candidate_pool	oAPO
A0ABP6CC76	candidate_pool	oAPO
A0ABP6MHW8	candidate_pool	oAPO
A0ABP7CF56	candidate_pool	DCT_DHICA
A0ABP9DA98	candidate_pool	DCT_DHICA
A0ABQ0ENE7	candidate_pool	DCT_DHICA
A0ABQ0FIV4	candidate_pool	DCT_DHICA
A0ABQ0FZ30	candidate_pool	oMP
A0ABQ0FZ51	candidate_pool	oMP
A0ABQ0G2N7	candidate_pool	oMP
A0ABQ0G3Z9	candidate_pool	oMP
A0ABQ0GAG7	candidate_pool	oMP
A0ABQ0GH37	candidate_pool	oMP
A0ABQ0GT71	candidate_pool	oMP
A0ABQ0M510	candidate_pool	oAPO
A0ABQ0ZSR3	candidate_pool	oMP
A0ABQ1APD1	candidate_pool	oMP
A0ABQ1AV24	candidate_pool	DCT_DHICA
A0ABQ2YFE6	candidate_pool	DCT_DHICA
A0ABQ3RF10	candidate_pool	oAPO
A0ABQ4GJQ7	candidate_pool	oAPO
A0ABQ6W837	candidate_pool	oMP
A0ABQ6WH31	candidate_pool	oMP
A0ABQ7ILN7	candidate_pool	oMP
A0ABQ8FI13	candidate_pool	oAPO
A0ABQ8FNS3	candidate_pool	oAPO
A0ABQ8G6N4	candidate_pool	oMP
A0ABQ8G8Z6	candidate_pool	oMP
A0ABQ8GHP1	candidate_pool	oMP
A0ABQ8MF75	candidate_pool	DCT_DHICA
A0ABQ8MHA6	candidate_pool	DCT_DHICA
A0ABQ8N2B6	candidate_pool	DCT_DHICA
A0ABQ8N5F3	candidate_pool	oMP
A0ABQ8NSX2	candidate_pool	oAPO
A0ABQ8Q376	candidate_pool	oAPO
A0ABQ8Q455	candidate_pool	oAPO
A0ABQ8QLF5	candidate_pool	oAPO
A0ABQ8R221	candidate_pool	oAPO
A0ABQ8R7I6	candidate_pool	oAPO
A0ABQ8R7Z7	candidate_pool	oAPO
A0ABQ8R9X0	candidate_pool	oMP
A0ABQ8VDS7	candidate_pool	oAPO
A0ABQ8VVM6	candidate_pool	oAPO
A0ABQ8WV66	candidate_pool	oMP
A0ABQ9D1C5	candidate_pool	DCT_DHICA
A0ABQ9DKS8	candidate_pool	DCT_DHICA
A0ABQ9EEY9	candidate_pool	DCT_DHICA
A0ABQ9EIC8	candidate_pool	DCT_DHICA
A0ABQ9PBW5	candidate_pool	hemocyanin
A0ABQ9PJM1	candidate_pool	oMP
A0ABQ9PUB0	candidate_pool	oMP
A0ABQ9Q1L9	candidate_pool	oMP
A0ABQ9Q320	candidate_pool	oAPO
A0ABQ9Q822	candidate_pool	oMP
A0ABQ9QE80	candidate_pool	oMP
A0ABQ9QHH0	candidate_pool	oAPO
A0ABQ9QL15	candidate_pool	oMP
A0ABQ9QNJ5	candidate_pool	hemocyanin
A0ABQ9QQ66	candidate_pool	oMP
A0ABQ9R3N5	candidate_pool	oMP
A0ABQ9RD48	candidate_pool	oMP
A0ABQ9RVF0	candidate_pool	oMP
A0ABQ9RX60	candidate_pool	oAPO
A0ABQ9S3B0	candidate_pool	oMP
A0ABQ9SEQ7	candidate_pool	oMP
A0ABQ9SNF2	candidate_pool	oMP
A0ABQ9T1W6	candidate_pool	oMP
A0ABQ9T584	candidate_pool	oMP
A0ABR0E168	candidate_pool	oMP
A0ABR0E9M4	candidate_pool	oMP
A0ABR0EDL9	candidate_pool	oAPO
A0ABR0EDL9	candidate_pool	DCT_DHICA
A0ABR0FAF3	candidate_pool	oMP
A0ABR0FAT7	candidate_pool	oMP
A0ABR0FEZ1	candidate_pool	oMP
A0ABR0FJ10	candidate_pool	oMP
A0ABR0G0T6	candidate_pool	hemocyanin
A0ABR0G5J0	candidate_pool	oMP
A0ABR0G7F0	candidate_pool	oMP
A0ABR0GCH2	candidate_pool	oMP
A0ABR0GHK0	candidate_pool	oMP
A0ABR0GX39	candidate_pool	hemocyanin
A0ABR0H352	candidate_pool	oMP
A0ABR0H4B3	candidate_pool	oMP
A0ABR0HEV1	candidate_pool	oMP
A0ABR0HM73	candidate_pool	oMP
A0ABR0HSZ9	candidate_pool	oMP
A0ABR0IB74	candidate_pool	oMP
A0ABR0IQM8	candidate_pool	hemocyanin
A0ABR0IZ48	candidate_pool	DCT_DHICA
A0ABR0JMJ3	candidate_pool	DCT_DHICA
A0ABR0KBS0	candidate_pool	DCT_DHICA
A0ABR0KH52	candidate_pool	DCT_DHICA
A0ABR0R9J5	candidate_pool	oMP
A0ABR0RAB7	candidate_pool	DCT_DHICA
A0ABR0RMX2	candidate_pool	DCT_DHICA
A0ABR0T8R8	candidate_pool	oMP
A0ABR0TEF5	candidate_pool	oMP
A0ABR0ZQQ5	candidate_pool	DCT_DHICA
A0ABR1A854	candidate_pool	DCT_DHICA
A0ABR1AA95	candidate_pool	DCT_DHICA
A0ABR1BRR8	candidate_pool	oMP
A0ABR1FIM5	candidate_pool	DCT_DHICA
A0ABR1FM11	candidate_pool	DCT_DHICA
A0ABR1FNF4	candidate_pool	DCT_DHICA
A0ABR1FUA4	candidate_pool	oMP
A0ABR1FVE4	candidate_pool	DCT_DHICA
A0ABR1FXP3	candidate_pool	DCT_DHICA
A0ABR1G1D4	candidate_pool	DCT_DHICA
A0ABR1G299	candidate_pool	DCT_DHICA
A0ABR1G9F7	candidate_pool	DCT_DHICA
A0ABR1GAP7	candidate_pool	DCT_DHICA
A0ABR1GC57	candidate_pool	DCT_DHICA
A0ABR1GFH3	candidate_pool	DCT_DHICA
A0ABR1GPG0	candidate_pool	oMP
A0ABR1GYQ3	candidate_pool	oAPO
A0ABR1IHT3	candidate_pool	oMP
A0ABR1IJA1	candidate_pool	hemocyanin
A0ABR1IMN2	candidate_pool	hemocyanin
A0ABR1K7H3	candidate_pool	oAPO
A0ABR1K9S3	candidate_pool	oMP
A0ABR1KCA3	candidate_pool	oAPO
A0ABR1M5H0	candidate_pool	oMP
A0ABR1MBY6	candidate_pool	oMP
A0ABR1NLF9	candidate_pool	oMP
A0ABR1NLS1	candidate_pool	oMP
A0ABR1NYJ9	candidate_pool	oAPO
A0ABR1NZG8	candidate_pool	oMP
A0ABR1P3W3	candidate_pool	oAPO
A0ABR1PAZ9	candidate_pool	oMP
A0ABR1PLE9	candidate_pool	oMP
A0ABR1PT23	candidate_pool	oMP
A0ABR1PTC1	candidate_pool	oMP
A0ABR1PTR5	candidate_pool	DCT_DHICA
A0ABR1PTV5	candidate_pool	oMP
A0ABR1PXA7	candidate_pool	oAPO
A0ABR1Q1Z9	candidate_pool	DCT_DHICA
A0ABR1Q2J4	candidate_pool	oAPO
A0ABR1Q9W9	candidate_pool	oMP
A0ABR1QMZ4	candidate_pool	oMP
A0ABR1R5M3	candidate_pool	oMP
A0ABR1RIT4	candidate_pool	DCT_DHICA
A0ABR1RJC5	candidate_pool	oMP
A0ABR1RLR2	candidate_pool	oMP
A0ABR1RWY1	candidate_pool	DCT_DHICA
A0ABR1RXE0	candidate_pool	oMP
A0ABR1RY28	candidate_pool	oMP
A0ABR1RYJ1	candidate_pool	oMP
A0ABR1RZG1	candidate_pool	DCT_DHICA
A0ABR1SCU0	candidate_pool	oMP
A0ABR1SD88	candidate_pool	oMP
A0ABR1SQ27	candidate_pool	oAPO
A0ABR1SQG7	candidate_pool	oAPO
A0ABR1T0I8	candidate_pool	oMP
A0ABR1T0J9	candidate_pool	oMP
A0ABR1THA7	candidate_pool	oMP
A0ABR1U7U0	candidate_pool	oAPO
A0ABR1UBK5	candidate_pool	oMP
A0ABR1UDU1	candidate_pool	oMP
A0ABR1UEM7	candidate_pool	DCT_DHICA
A0ABR1UHA3	candidate_pool	oMP
A0ABR1US72	candidate_pool	oAPO
A0ABR1UUG8	candidate_pool	oMP
A0ABR1VBU5	candidate_pool	DCT_DHICA
A0ABR1VHA2	candidate_pool	oAPO
A0ABR1VKF8	candidate_pool	DCT_DHICA
A0ABR1VWS6	candidate_pool	DCT_DHICA
A0ABR1VYM8	candidate_pool	oMP
A0ABR1W1A7	candidate_pool	oMP
A0ABR1W4X4	candidate_pool	oMP
A0ABR1WKU8	candidate_pool	oAPO
A0ABR1WRC7	candidate_pool	oAPO
A0ABR1WSD7	candidate_pool	oMP
A0ABR1WWJ4	candidate_pool	oAPO
A0ABR1WX78	candidate_pool	oAPO
A0ABR1X7M6	candidate_pool	oMP
A0ABR1X8L1	candidate_pool	oMP
A0ABR1X8Z2	candidate_pool	DCT_DHICA
A0ABR1X9X2	candidate_pool	oMP
A0ABR1XZF6	candidate_pool	oMP
A0ABR1YK44	candidate_pool	oMP
A0ABR2HJK0	candidate_pool	oMP
A0ABR2HK00	candidate_pool	oMP
A0ABR2HL23	candidate_pool	oMP
A0ABR2HLE4	candidate_pool	DCT_DHICA
A0ABR2IAG2	candidate_pool	oMP
A0ABR2IBC7	candidate_pool	oMP
A0ABR2IHI0	candidate_pool	oMP
A0ABR2J6C3	candidate_pool	oMP
A0ABR2JC89	candidate_pool	oAPO
A0ABR2JHH4	candidate_pool	oAPO
A0ABR2JIV1	candidate_pool	DCT_DHICA
A0ABR2UF09	candidate_pool	oMP
A0ABR2V4E2	candidate_pool	oAPO
A0ABR2V763	candidate_pool	oMP
A0ABR2VGK2	candidate_pool	oMP
A0ABR2WA08	candidate_pool	DCT_DHICA
A0ABR2WZL0	candidate_pool	hemocyanin
A0ABR2X973	candidate_pool	oMP
A0ABR2XGI8	candidate_pool	oMP
A0ABR2XJX2	candidate_pool	oAPO
A0ABR2XP08	candidate_pool	oMP
A0ABR2XXL3	candidate_pool	oMP
A0ABR2Y9L4	candidate_pool	oAPO
A0ABR3CWN2	candidate_pool	oAPO
A0ABR3D5W7	candidate_pool	oMP
A0ABR3F3B6	candidate_pool	oMP
A0ABR3FC20	candidate_pool	oMP
A0ABR3G937	candidate_pool	oMP
A0ABR3MRW9	candidate_pool	DCT_DHICA
A0ABR3N0H9	candidate_pool	DCT_DHICA
A0ABR3P0F5	candidate_pool	DCT_DHICA
A0ABR3R101	candidate_pool	oMP
A0ABR3RK21	candidate_pool	oMP
A0ABR3RMI3	candidate_pool	DCT_DHICA
A0ABR3RZT4	candidate_pool	DCT_DHICA
A0ABR3RZT4	candidate_pool	hemocyanin
A0ABR3S3R4	candidate_pool	oMP
A0ABR3S877	candidate_pool	oMP
A0ABR3SYM1	candidate_pool	oMP
A0ABR3TDY0	candidate_pool	oAPO
A0ABR3TH80	candidate_pool	oMP
A0ABR3TIJ2	candidate_pool	oMP
A0ABR3TL16	candidate_pool	oAPO
A0ABR3U827	candidate_pool	oMP
A0ABR3U855	candidate_pool	oMP
A0ABR3UEW4	candidate_pool	oMP
A0ABR3UKK5	candidate_pool	oMP
A0ABR3UZ44	candidate_pool	oAPO
A0ABR3V2B3	candidate_pool	oMP
A0ABR3VIB0	candidate_pool	oMP
A0ABR3VZ55	candidate_pool	oMP
A0ABR3W1D6	candidate_pool	oMP
A0ABR3W2E0	candidate_pool	oMP
A0ABR3WER5	candidate_pool	oMP
A0ABR3WG91	candidate_pool	oMP
A0ABR3WP99	candidate_pool	oMP
A0ABR3WV06	candidate_pool	oAPO
A0ABR3XD70	candidate_pool	oMP
A0ABR3Y0F5	candidate_pool	oMP
A0ABR3YKV9	candidate_pool	hemocyanin
A0ABR3YUN4	candidate_pool	oMP
A0ABR3YYR7	candidate_pool	oMP
A0ABR4BSY9	candidate_pool	oAPO
A0ABR4BU17	candidate_pool	oMP
A0ABR4BXU6	candidate_pool	oMP
A0ABR4C3G6	candidate_pool	oMP
A0ABR4C8S7	candidate_pool	oMP
A0ABR4CKZ7	candidate_pool	hemocyanin
A0ABR4DJH0	candidate_pool	oMP
A0ABR4DNW5	candidate_pool	oMP
A0ABR4E1W3	candidate_pool	oMP
A0ABR4EBK6	candidate_pool	oAPO
A0ABR4ECI4	candidate_pool	oMP
A0ABR4EVQ9	candidate_pool	oAPO
A0ABR4G333	candidate_pool	oMP
A0ABR4G8E9	candidate_pool	oMP
A0ABR4GV96	candidate_pool	oMP
A0ABR4HXD7	candidate_pool	oMP
A0ABR4IDY3	candidate_pool	oMP
A0ABR4JK57	candidate_pool	oMP
A0ABR4KG36	candidate_pool	oMP
A0ABR4KUJ7	candidate_pool	oMP
A0ABR4LE59	candidate_pool	oMP
A0ABR4MW11	candidate_pool	oAPO
A0ABR4NFV2	candidate_pool	oAPO
A0ABR4NG22	candidate_pool	hemocyanin
A0ABR4PQV3	candidate_pool	oMP
A0ABR4PTF1	candidate_pool	hemocyanin
A0ABR5HYB5	candidate_pool	DCT_DHICA
A0ABR8BHZ7	candidate_pool	oAPO
A0ABR8BHZ7	candidate_pool	DCT_DHICA
A0ABR8D7N7	candidate_pool	DCT_DHICA
A0ABS2YJW5	candidate_pool	DCT_DHICA
A0ABS2YMB6	candidate_pool	DCT_DHICA
A0ABS2YMS8	candidate_pool	DCT_DHICA
A0ABS2YYH9	candidate_pool	DCT_DHICA
A0ABS4R1Z8	candidate_pool	DCT_DHICA
A0ABS8MPT4	candidate_pool	DCT_DHICA
A0ABT1P7V4	candidate_pool	oAPO
A0ABT5C395	candidate_pool	DCT_DHICA
A0ABU2S4D8	candidate_pool	oAPO
A0ABU2SWM0	candidate_pool	DCT_DHICA
A0ABU3ASL9	candidate_pool	oAPO
A0ABU3L7B5	candidate_pool	DCT_DHICA
A0ABU4T9S4	candidate_pool	DCT_DHICA
A0ABU4TMS8	candidate_pool	DCT_DHICA
A0ABU4XE34	candidate_pool	DCT_DHICA
A0ABU6U5W4	candidate_pool	oAPO
A0ABU7A3I3	candidate_pool	DCT_DHICA
A0ABU7BL55	candidate_pool	DCT_DHICA
A0ABU7E0A2	candidate_pool	DCT_DHICA
A0ABU7EWP2	candidate_pool	DCT_DHICA
A0ABU7F0U7	candidate_pool	DCT_DHICA
A0ABV0NDD2	candidate_pool	DCT_DHICA
A0ABV0PFT7	candidate_pool	DCT_DHICA
A0ABV0TA70	candidate_pool	DCT_DHICA
A0ABV0UK39	candidate_pool	DCT_DHICA
