accession,pool,canonical,n_his,core_ok,best_ref,best_qtm,n_helix_ok,reason
A0AAV0KHB9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KHF7,canonical,True,6,False,,,,canonical_geometry
A0AAV0KHJ9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KID9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KIE9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KIG3,canonical,True,6,False,,,,canonical_geometry
A0AAV0KIW6,discarded,False,4,False,ref_1BT3_Ibatatas,0.577,2,corehelix_core_fail
A0AAV0KIW7,canonical,True,6,False,,,,canonical_geometry
A0AAV0KJ21,canonical,True,6,False,,,,canonical_geometry
A0AAV0KJ97,canonical,True,6,False,,,,canonical_geometry
A0AAV0KJI5,discarded,False,5,False,ref_5CE9_Jregia,0.565,2,corehelix_core_fail
A0AAV0KJN7,canonical,True,6,False,,,,canonical_geometry
A0AAV0KKR9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KKU9,canonical,True,6,False,,,,canonical_geometry
A0AAV0KL44,canonical,True,6,False,,,,canonical_geometry
A0AAV0KL84,canonical,True,6,False,,,,canonical_geometry
A0AAV0KL96,canonical,True,6,False,,,,canonical_geometry
A0AAV0L826,discarded,False,3,False,ref_5CE9_Jregia,0.231,0,corehelix_core_fail
A0AAV0LWL0,canonical,True,6,False,,,,canonical_geometry
A0AAV0N836,discarded,False,3,False,,,,corehelix_core_fail
A0AAV0N856,discarded,False,2,False,ref_1JS8_squid,0.199,1,corehelix_core_fail
A0AAV0ND81,canonical,True,6,False,,,,canonical_geometry
A0AAV0PBF5,canonical,True,6,False,,,,canonical_geometry
A0AAV0PBK9,canonical,True,6,False,,,,canonical_geometry
A0AAV0PBZ6,canonical,True,6,False,,,,canonical_geometry
A0AAV0PC46,canonical,True,6,False,,,,canonical_geometry
A0AAV0PCB3,canonical,True,6,False,,,,canonical_geometry
A0AAV0PCJ9,discarded,False,5,False,ref_5CE9_Jregia,0.592,3,corehelix_core_fail
A0AAV0PCK7,canonical,True,6,False,,,,canonical_geometry
A0AAV0PCM8,discarded,False,4,False,ref_5CE9_Jregia,0.577,2,corehelix_core_fail
A0AAV0PCN1,canonical,True,6,False,,,,canonical_geometry
A0AAV0PCP3,canonical,True,6,False,,,,canonical_geometry
A0AAV0PCS3,canonical,True,6,False,,,,canonical_geometry
A0AAV0PD83,canonical,True,6,False,,,,canonical_geometry
A0AAV0PD89,canonical,True,6,False,,,,canonical_geometry
A0AAV0PD91,canonical,True,6,False,,,,canonical_geometry
A0AAV0PDA9,canonical,True,6,False,,,,canonical_geometry
A0AAV0PDB0,canonical,True,6,False,,,,canonical_geometry
A0AAV0PDB7,discarded,False,5,False,ref_5CE9_Jregia,0.521,3,corehelix_core_fail
A0AAV0PDC2,discarded,False,6,False,,,,sixHis_fail_geometry
A0AAV0PDF8,canonical,True,6,False,,,,canonical_geometry
A0AAV0PE40,canonical,True,6,False,,,,canonical_geometry
A0AAV0PE66,canonical,True,6,False,,,,canonical_geometry
A0AAV0PE72,canonical,True,6,False,,,,canonical_geometry
A0AAV0PE99,canonical,True,6,False,,,,canonical_geometry
A0AAV0TFG8,canonical,True,6,False,,,,canonical_geometry
A0AAV0TQH7,canonical,True,6,False,,,,canonical_geometry
A0AAV0TZW1,canonical,True,6,False,,,,canonical_geometry
A0AAV0U2A6,canonical,True,6,False,,,,canonical_geometry
A0AAV0U3J4,canonical,True,6,False,,,,canonical_geometry
A0AAV0U988,canonical,True,6,False,,,,canonical_geometry
A0AAV0UD10,noncanonical,False,0,True,ref_1JS8_squid,0.353,4,corehelix_core_ok
A0AAV0UD26,canonical,True,6,False,,,,canonical_geometry
A0AAV0UFB5,noncanonical,False,1,True,ref_1JS8_squid,0.35,4,corehelix_core_ok
A0AAV0UGV2,canonical,True,6,False,,,,canonical_geometry
A0AAV0UHU3,noncanonical,False,0,True,ref_1JS8_squid,0.354,4,corehelix_core_ok
A0AAV0UKA0,canonical,True,6,False,,,,canonical_geometry
A0AAV0UTT5,canonical,True,6,False,,,,canonical_geometry
A0AAV0UV36,canonical,True,6,False,,,,canonical_geometry
A0AAV0UVP2,canonical,True,6,False,,,,canonical_geometry
A0AAV0UVW7,canonical,True,6,False,,,,canonical_geometry
A0AAV0UWJ7,canonical,True,6,False,,,,canonical_geometry
A0AAV0V041,noncanonical,False,1,True,ref_PmTYR,0.195,4,corehelix_core_ok
A0AAV0YYA1,canonical,True,6,False,,,,canonical_geometry
A0AAV0YYV2,canonical,True,6,False,,,,canonical_geometry
A0AAV0YZF1,canonical,True,6,False,,,,canonical_geometry
A0AAV0YZZ9,canonical,True,6,False,,,,canonical_geometry
A0AAV0Z014,canonical,True,6,False,,,,canonical_geometry
A0AAV0Z1G0,canonical,True,6,False,,,,canonical_geometry
A0AAV0Z2H5,canonical,True,6,False,,,,canonical_geometry
A0AAV0Z3C4,canonical,True,6,False,,,,canonical_geometry
A0AAV1ATB2,canonical,True,6,False,,,,canonical_geometry
A0AAV1AVH4,canonical,True,6,False,,,,canonical_geometry
A0AAV1BW14,canonical,True,6,False,,,,canonical_geometry
A0AAV1BW24,canonical,True,6,False,,,,canonical_geometry
A0AAV1C080,canonical,True,6,False,,,,canonical_geometry
A0AAV1DR03,canonical,True,6,False,,,,canonical_geometry
A0AAV1EU58,canonical,True,6,False,,,,canonical_geometry
A0AAV1FSF0,canonical,True,6,False,,,,canonical_geometry
A0AAV1FSZ5,canonical,True,6,False,,,,canonical_geometry
A0AAV1FWW4,canonical,True,6,False,,,,canonical_geometry
A0AAV1H1T1,canonical,True,6,False,,,,canonical_geometry
A0AAV1HKY4,canonical,True,6,False,,,,canonical_geometry
A0AAV1N112,canonical,True,6,False,,,,canonical_geometry
A0AAV1N299,canonical,True,6,False,,,,canonical_geometry
A0AAV1N484,canonical,True,6,False,,,,canonical_geometry
A0AAV1P4H2,canonical,True,6,False,,,,canonical_geometry
A0AAV1P646,canonical,True,6,False,,,,canonical_geometry
A0AAV1PBZ1,canonical,True,6,False,,,,canonical_geometry
A0AAV1RPP7,canonical,True,6,False,,,,canonical_geometry
A0AAV1SH10,canonical,True,6,False,,,,canonical_geometry
A0AAV1SIL4,canonical,True,6,False,,,,canonical_geometry
A0AAV1SJN9,canonical,True,6,False,,,,canonical_geometry
A0AAV1SKZ2,canonical,True,6,False,,,,canonical_geometry
A0AAV1T0B6,noncanonical,False,0,True,ref_1JS8_squid,0.36,4,corehelix_core_ok
A0AAV1UFK2,canonical,True,6,False,,,,canonical_geometry
A0AAV1UU79,canonical,True,6,False,,,,canonical_geometry
A0AAV1UUI4,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJ01,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJ15,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJ25,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJ98,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJU8,canonical,True,6,False,,,,canonical_geometry
A0AAV1WJY0,canonical,True,6,False,,,,canonical_geometry
A0AAV1WK00,canonical,True,6,False,,,,canonical_geometry
A0AAV1WK02,canonical,True,6,False,,,,canonical_geometry
A0AAV1WK21,canonical,True,6,False,,,,canonical_geometry
A0AAV2CAH3,canonical,True,6,False,,,,canonical_geometry
A0AAV2CAH8,canonical,True,6,False,,,,canonical_geometry
A0AAV2CCA7,canonical,True,6,False,,,,canonical_geometry
A0AAV2CJ11,discarded,False,3,False,,,,corehelix_core_fail
A0AAV2CJ23,discarded,False,3,False,,,,corehelix_core_fail
A0AAV2DU16,canonical,True,6,False,,,,canonical_geometry
A0AAV2DUU7,canonical,True,6,False,,,,canonical_geometry
A0AAV2EGR3,canonical,True,6,False,,,,canonical_geometry
A0AAV2FHY5,canonical,True,6,False,,,,canonical_geometry
A0AAV2FI49,canonical,True,6,False,,,,canonical_geometry
A0AAV2FI73,canonical,True,6,False,,,,canonical_geometry
A0AAV2FIX1,canonical,True,6,False,,,,canonical_geometry
A0AAV2FJC1,canonical,True,6,False,,,,canonical_geometry
A0AAV2FJU7,canonical,True,6,False,,,,canonical_geometry
A0AAV2H9A7,discarded,False,2,False,ref_1JS8_squid,0.589,1,corehelix_core_fail
A0AAV2I325,discarded,False,6,False,,,,sixHis_fail_geometry
A0AAV2IBA7,canonical,True,6,False,,,,canonical_geometry
A0AAV2ID48,discarded,False,3,False,ref_PmTYR,0.626,2,corehelix_core_fail
A0AAV2IQW6,canonical,True,6,False,,,,canonical_geometry
A0AAV2J037,canonical,True,6,False,,,,canonical_geometry
A0AAV2J9S7,canonical,True,6,False,,,,canonical_geometry
A0AAV2JZN2,canonical,True,6,False,,,,canonical_geometry
A0AAV2KRH7,canonical,True,6,False,,,,canonical_geometry
A0AAV2LM82,canonical,True,6,False,,,,canonical_geometry
A0AAV2QBX0,noncanonical,False,3,True,ref_PmTYR,0.515,4,corehelix_core_ok
A0AAV2QDB1,noncanonical,False,0,True,ref_PmTYR,0.336,4,corehelix_core_ok
A0AAV2R3N2,discarded,False,4,False,ref_1JS8_squid,0.182,2,corehelix_core_fail
A0AAV2SB49,discarded,False,3,False,ref_2Y9W_Abisporus,0.37,2,corehelix_core_fail
A0AAV2T9N0,noncanonical,False,5,True,ref_PmTYR,0.376,4,corehelix_core_ok
A0AAV2VYF3,noncanonical,False,5,True,ref_1JS8_squid,0.433,4,corehelix_core_ok
A0AAV2YAN2,canonical,True,6,False,,,,canonical_geometry
A0AAV2YI36,canonical,True,6,False,,,,canonical_geometry
A0AAV2YL68,canonical,True,6,False,,,,canonical_geometry
A0AAV2YLR3,canonical,True,6,False,,,,canonical_geometry
A0AAV2YMG5,discarded,False,2,False,ref_PmTYR,0.448,2,corehelix_core_fail
A0AAV2YQR1,noncanonical,False,4,True,ref_1JS8_squid,0.348,4,corehelix_core_ok
A0AAV2YTA9,canonical,True,6,False,,,,canonical_geometry
A0AAV2Z0Q5,canonical,True,6,False,,,,canonical_geometry
A0AAV2Z294,canonical,True,6,False,,,,canonical_geometry
A0AAV2Z3L5,canonical,True,6,False,,,,canonical_geometry
A0AAV2Z5P0,canonical,True,6,False,,,,canonical_geometry
A0AAV2Z9U8,noncanonical,False,3,True,ref_PmTYR,0.421,4,corehelix_core_ok
A0AAV2ZA52,canonical,True,6,False,,,,canonical_geometry
A0AAV2ZC05,canonical,True,6,False,,,,canonical_geometry
A0AAV2ZDU1,canonical,True,6,False,,,,canonical_geometry
A0AAV2ZEZ8,discarded,False,5,False,ref_1JS8_squid,0.349,3,corehelix_core_fail
A0AAV2ZFK5,discarded,False,4,False,ref_2Y9W_Abisporus,0.165,2,corehelix_core_fail
A0AAV2ZL06,discarded,False,3,False,ref_PmTYR,0.345,2,corehelix_core_fail
A0AAV2ZM57,canonical,True,6,False,,,,canonical_geometry
A0AAV3ANS4,canonical,True,6,False,,,,canonical_geometry
A0AAV3AQX7,canonical,True,6,False,,,,canonical_geometry
A0AAV3ARD3,canonical,True,6,False,,,,canonical_geometry
A0AAV3B0N1,canonical,True,6,False,,,,canonical_geometry
A0AAV3B309,canonical,True,6,False,,,,canonical_geometry
A0AAV3PS78,canonical,True,6,False,,,,canonical_geometry
A0AAV3Q0Z4,canonical,True,6,False,,,,canonical_geometry
A0AAV3QTV2,canonical,True,6,False,,,,canonical_geometry
A0AAV3RBK1,canonical,True,6,False,,,,canonical_geometry
A0AAV3RC73,canonical,True,6,False,,,,canonical_geometry
A0AAV3X2D7,canonical,True,6,False,,,,canonical_geometry
A0AAV3Y3A3,discarded,False,1,False,ref_PmTYR,0.421,1,corehelix_core_fail
A0AAV3ZSK9,discarded,False,3,False,ref_PmTYR,0.37,2,corehelix_core_fail
A0AAV4B738,canonical,True,6,False,,,,canonical_geometry
A0AAV4F8E5,canonical,True,6,False,,,,canonical_geometry
A0AAV4HL71,canonical,True,6,False,,,,canonical_geometry
A0AAV4IQ38,noncanonical,False,2,True,ref_PmTYR,0.29,4,corehelix_core_ok
A0AAV4JTX0,noncanonical,False,3,True,ref_PmTYR,0.36,4,corehelix_core_ok
A0AAV4JUX5,discarded,False,2,False,ref_1JS8_squid,0.153,2,corehelix_core_fail
A0AAV4KD62,canonical,True,6,False,,,,canonical_geometry
A0AAV4KS32,canonical,True,6,False,,,,canonical_geometry
A0AAV4PWM4,discarded,False,0,False,ref_1JS8_squid,0.257,1,corehelix_core_fail
A0AAV4PYT2,discarded,False,1,False,ref_1JS8_squid,0.43,2,corehelix_core_fail
A0AAV5AL26,canonical,True,6,False,,,,canonical_geometry
A0AAV5C2Y6,canonical,True,6,False,,,,canonical_geometry
A0AAV5C374,discarded,False,3,False,ref_5CE9_Jregia,0.637,2,corehelix_core_fail
A0AAV5C3U7,canonical,True,6,False,,,,canonical_geometry
A0AAV5C461,canonical,True,6,False,,,,canonical_geometry
A0AAV5C4W7,canonical,True,6,False,,,,canonical_geometry
A0AAV5CTB7,discarded,False,3,False,ref_5CE9_Jregia,0.403,2,corehelix_core_fail
A0AAV5CUA3,canonical,True,6,False,,,,canonical_geometry
A0AAV5CUF9,discarded,False,4,False,ref_5CE9_Jregia,0.636,2,corehelix_core_fail
A0AAV5D8P6,canonical,True,6,False,,,,canonical_geometry
A0AAV5D987,canonical,True,6,False,,,,canonical_geometry
A0AAV5DGW2,canonical,True,6,False,,,,canonical_geometry
A0AAV5E484,canonical,True,6,False,,,,canonical_geometry
A0AAV5E4Y4,discarded,False,4,False,ref_5CE9_Jregia,0.527,2,corehelix_core_fail
A0AAV5E5M2,discarded,False,2,False,ref_1BT3_Ibatatas,0.528,2,corehelix_core_fail
A0AAV5EVD3,discarded,False,3,False,ref_1BT3_Ibatatas,0.695,2,corehelix_core_fail
A0AAV5EVG4,discarded,False,3,False,ref_5CE9_Jregia,0.363,2,corehelix_core_fail
A0AAV5EZW6,canonical,True,6,False,,,,canonical_geometry
A0AAV5FUW4,canonical,True,6,False,,,,canonical_geometry
A0AAV5G052,canonical,True,6,False,,,,canonical_geometry
A0AAV5IQU0,canonical,True,6,False,,,,canonical_geometry
A0AAV5SIS3,discarded,False,2,False,ref_PmTYR,0.464,3,corehelix_core_fail
A0AAV5ST96,canonical,True,6,False,,,,canonical_geometry
A0AAV5T4N0,canonical,True,6,False,,,,canonical_geometry
A0AAV5T915,discarded,False,5,False,ref_1JS8_squid,0.188,0,corehelix_core_fail
A0AAV5TAE6,canonical,True,6,False,,,,canonical_geometry
A0AAV5TB08,canonical,True,6,False,,,,canonical_geometry
A0AAV5TCG8,canonical,True,6,False,,,,canonical_geometry
A0AAV5TPF9,canonical,True,6,False,,,,canonical_geometry
A0AAV5TW37,canonical,True,6,False,,,,canonical_geometry
A0AAV5TWJ0,canonical,True,6,False,,,,canonical_geometry
A0AAV5V305,canonical,True,6,False,,,,canonical_geometry
A0AAV5VBP9,canonical,True,6,False,,,,canonical_geometry
A0AAV5VKD6,canonical,True,6,False,,,,canonical_geometry
A0AAV5VKK5,canonical,True,6,False,,,,canonical_geometry
A0AAV5VUR0,canonical,True,6,False,,,,canonical_geometry
A0AAV5VZB7,canonical,True,6,False,,,,canonical_geometry
A0AAV5WAY5,canonical,True,6,False,,,,canonical_geometry
A0AAV5WB57,canonical,True,6,False,,,,canonical_geometry
A0AAV6FFQ9,discarded,False,4,False,ref_PmTYR,0.595,2,corehelix_core_fail
A0AAV6GAX8,canonical,True,6,False,,,,canonical_geometry
A0AAV6H7X6,canonical,True,6,False,,,,canonical_geometry
A0AAV6HW47,canonical,True,6,False,,,,canonical_geometry
A0AAV6LBJ8,canonical,True,6,False,,,,canonical_geometry
A0AAV6LBV0,discarded,False,5,False,ref_5CE9_Jregia,0.54,3,corehelix_core_fail
A0AAV6M075,canonical,True,6,False,,,,canonical_geometry
A0AAV6MNP7,canonical,True,6,False,,,,canonical_geometry
A0AAV6MPW7,canonical,True,6,False,,,,canonical_geometry
A0AAV6PZD6,canonical,True,6,False,,,,canonical_geometry
A0AAV6QBS0,canonical,True,6,False,,,,canonical_geometry
A0AAV6QV07,canonical,True,6,False,,,,canonical_geometry
A0AAV6RCW8,canonical,True,6,False,,,,canonical_geometry
A0AAV6SET8,canonical,True,6,False,,,,canonical_geometry
A0AAV6W4D0,canonical,True,6,False,,,,canonical_geometry
A0AAV6W7X4,canonical,True,6,False,,,,canonical_geometry
A0AAV6W8L2,canonical,True,6,False,,,,canonical_geometry
A0AAV6WUS6,canonical,True,6,False,,,,canonical_geometry
A0AAV6X330,canonical,True,6,False,,,,canonical_geometry
A0AAV6X6T9,discarded,False,4,False,ref_5CE9_Jregia,0.509,2,corehelix_core_fail
A0AAV6XAP9,canonical,True,6,False,,,,canonical_geometry
A0AAV6XU46,canonical,True,6,False,,,,canonical_geometry
A0AAV6XV19,discarded,False,3,False,ref_1BT3_Ibatatas,0.747,2,corehelix_core_fail
A0AAV6XVW6,canonical,True,6,False,,,,canonical_geometry
A0AAV6XZU2,canonical,True,6,False,,,,canonical_geometry
A0AAV6Y0Z5,discarded,False,5,False,ref_1BT3_Ibatatas,0.489,3,corehelix_core_fail
A0AAV6Y1F0,canonical,True,6,False,,,,canonical_geometry
A0AAV6Y2K4,canonical,True,6,False,,,,canonical_geometry
A0AAV6Y5F3,discarded,False,3,False,ref_5CE9_Jregia,0.338,2,corehelix_core_fail
A0AAV6YVT0,discarded,False,3,False,ref_PmTYR,0.427,1,corehelix_core_fail
A0AAV6YVU6,discarded,False,3,False,ref_PmTYR,0.362,2,corehelix_core_fail
A0AAV7A7P3,discarded,False,3,False,ref_PmTYR,0.342,2,corehelix_core_fail
A0AAV7AKK6,canonical,True,6,False,,,,canonical_geometry
A0AAV7AKK8,canonical,True,6,False,,,,canonical_geometry
A0AAV7CMP1,canonical,True,6,False,,,,canonical_geometry
A0AAV7DG22,canonical,True,6,False,,,,canonical_geometry
A0AAV7E4A4,canonical,True,6,False,,,,canonical_geometry
A0AAV7E4W5,canonical,True,6,False,,,,canonical_geometry
A0AAV7EM17,canonical,True,6,False,,,,canonical_geometry
A0AAV7EML1,canonical,True,6,False,,,,canonical_geometry
A0AAV7ER32,canonical,True,6,False,,,,canonical_geometry
A0AAV7EZ80,canonical,True,6,False,,,,canonical_geometry
A0AAV7F0A6,canonical,True,6,False,,,,canonical_geometry
A0AAV7G5I4,canonical,True,6,False,,,,canonical_geometry
A0AAV7G994,canonical,True,6,False,,,,canonical_geometry
A0AAV7GC29,canonical,True,6,False,,,,canonical_geometry
A0AAV7GE37,canonical,True,6,False,,,,canonical_geometry
A0AAV7JPI2,canonical,True,6,False,,,,canonical_geometry
A0AAV7NJ16,canonical,True,6,False,,,,canonical_geometry
A0AAV7NUV3,canonical,True,6,False,,,,canonical_geometry
A0AAV7NZD3,noncanonical,False,2,True,ref_PmTYR,0.697,4,corehelix_core_ok
A0AAV7NZJ4,discarded,False,4,False,ref_PmTYR,0.47,2,corehelix_core_fail
A0AAV7P288,canonical,True,6,False,,,,canonical_geometry
A0AAV7P2D4,canonical,True,6,False,,,,canonical_geometry
A0AAV7P3B6,canonical,True,6,False,,,,canonical_geometry
A0AAV7P3W7,discarded,False,3,False,ref_PmTYR,0.132,2,corehelix_core_fail
A0AAV7W153,canonical,True,6,False,,,,canonical_geometry
A0AAV8P7P5,canonical,True,6,False,,,,canonical_geometry
A0AAV8PEK4,discarded,False,4,False,ref_1BT3_Ibatatas,0.816,2,corehelix_core_fail
A0AAV8Q501,canonical,True,6,False,,,,canonical_geometry
A0AAV8Q7T1,discarded,False,3,False,ref_5CE9_Jregia,0.378,2,corehelix_core_fail
A0AAV8QBQ6,canonical,True,6,False,,,,canonical_geometry
A0AAV8QF87,canonical,True,6,False,,,,canonical_geometry
A0AAV8QV23,canonical,True,6,False,,,,canonical_geometry
A0AAV8REC8,canonical,True,6,False,,,,canonical_geometry
A0AAV8T166,canonical,True,6,False,,,,canonical_geometry
A0AAV8T4D0,canonical,True,6,False,,,,canonical_geometry
A0AAV8T5G7,canonical,True,6,False,,,,canonical_geometry
A0AAV9AZV8,canonical,True,6,False,,,,canonical_geometry
A0AAV9B0B5,canonical,True,6,False,,,,canonical_geometry
A0AAV9BVQ4,canonical,True,6,False,,,,canonical_geometry
A0AAV9BXJ3,canonical,True,6,False,,,,canonical_geometry
A0AAV9CA53,canonical,True,6,False,,,,canonical_geometry
A0AAV9DPP7,canonical,True,6,False,,,,canonical_geometry
A0AAV9DQ84,canonical,True,6,False,,,,canonical_geometry
A0AAV9DQH4,canonical,True,6,False,,,,canonical_geometry
A0AAV9DQI7,discarded,False,6,False,,,,sixHis_fail_geometry
A0AAV9DSD6,canonical,True,6,False,,,,canonical_geometry
A0AAV9DSK6,canonical,True,6,False,,,,canonical_geometry
A0AAV9FHM4,canonical,True,6,False,,,,canonical_geometry
A0AAV9FIQ9,discarded,False,4,False,ref_5CE9_Jregia,0.488,3,corehelix_core_fail
A0AAV9FJX0,canonical,True,6,False,,,,canonical_geometry
A0AAV9FKL6,canonical,True,6,False,,,,canonical_geometry
A0AAV9FM47,canonical,True,6,False,,,,canonical_geometry
A0AAV9FMH7,canonical,True,6,False,,,,canonical_geometry
A0AAV9G2J4,canonical,True,6,False,,,,canonical_geometry
A0AAV9G352,canonical,True,6,False,,,,canonical_geometry
A0AAV9G4I9,canonical,True,6,False,,,,canonical_geometry
A0AAV9G5V3,canonical,True,6,False,,,,canonical_geometry
A0AAV9G669,canonical,True,6,False,,,,canonical_geometry
A0AAV9G6D4,canonical,True,6,False,,,,canonical_geometry
A0AAV9G6Z5,canonical,True,6,False,,,,canonical_geometry
A0AAV9G7I8,canonical,True,6,False,,,,canonical_geometry
A0AAV9G7K8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GAI2,canonical,True,6,False,,,,canonical_geometry
A0AAV9GCS2,canonical,True,6,False,,,,canonical_geometry
A0AAV9GE37,canonical,True,6,False,,,,canonical_geometry
A0AAV9GE59,canonical,True,6,False,,,,canonical_geometry
A0AAV9GEE9,canonical,True,6,False,,,,canonical_geometry
A0AAV9GF68,canonical,True,6,False,,,,canonical_geometry
A0AAV9GFC7,canonical,True,6,False,,,,canonical_geometry
A0AAV9GFL8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GFY6,canonical,True,6,False,,,,canonical_geometry
A0AAV9GGJ3,canonical,True,6,False,,,,canonical_geometry
A0AAV9GH02,canonical,True,6,False,,,,canonical_geometry
A0AAV9GH49,canonical,True,6,False,,,,canonical_geometry
A0AAV9GI39,canonical,True,6,False,,,,canonical_geometry
A0AAV9GJ60,canonical,True,6,False,,,,canonical_geometry
A0AAV9GKC3,canonical,True,6,False,,,,canonical_geometry
A0AAV9GKY7,canonical,True,6,False,,,,canonical_geometry
A0AAV9GL33,canonical,True,6,False,,,,canonical_geometry
A0AAV9GLL4,canonical,True,6,False,,,,canonical_geometry
A0AAV9GLN7,canonical,True,6,False,,,,canonical_geometry
A0AAV9GLX0,canonical,True,6,False,,,,canonical_geometry
A0AAV9GMH2,canonical,True,6,False,,,,canonical_geometry
A0AAV9GMT2,canonical,True,6,False,,,,canonical_geometry
A0AAV9GMT8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GQ68,canonical,True,6,False,,,,canonical_geometry
A0AAV9GQH8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GQQ3,canonical,True,6,False,,,,canonical_geometry
A0AAV9GQR2,canonical,True,6,False,,,,canonical_geometry
A0AAV9GQZ8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GRP9,canonical,True,6,False,,,,canonical_geometry
A0AAV9GSE5,canonical,True,6,False,,,,canonical_geometry
A0AAV9GST8,canonical,True,6,False,,,,canonical_geometry
A0AAV9GWB4,canonical,True,6,False,,,,canonical_geometry
A0AAV9GWL6,canonical,True,6,False,,,,canonical_geometry
A0AAV9GWZ3,canonical,True,6,False,,,,canonical_geometry
A0AAV9GYC2,canonical,True,6,False,,,,canonical_geometry
A0AAV9H0Z4,canonical,True,6,False,,,,canonical_geometry
A0AAV9H153,canonical,True,6,False,,,,canonical_geometry
A0AAV9H1R6,discarded,False,3,False,ref_PmTYR,0.435,1,corehelix_core_fail
A0AAV9H1S9,canonical,True,6,False,,,,canonical_geometry
A0AAV9H3L9,canonical,True,6,False,,,,canonical_geometry
A0AAV9H3R4,canonical,True,6,False,,,,canonical_geometry
A0AAV9H4Y7,canonical,True,6,False,,,,canonical_geometry
A0AAV9H5N3,canonical,True,6,False,,,,canonical_geometry
A0AAV9H6A4,canonical,True,6,False,,,,canonical_geometry
A0AAV9H7L1,canonical,True,6,False,,,,canonical_geometry
A0AAV9HDW3,canonical,True,6,False,,,,canonical_geometry
A0AAV9HFW5,canonical,True,6,False,,,,canonical_geometry
A0AAV9HGX2,canonical,True,6,False,,,,canonical_geometry
A0AAV9HJ01,canonical,True,6,False,,,,canonical_geometry
A0AAV9HJ72,canonical,True,6,False,,,,canonical_geometry
A0AAV9HKI4,canonical,True,6,False,,,,canonical_geometry
A0AAV9HL35,canonical,True,6,False,,,,canonical_geometry
A0AAV9HP34,canonical,True,6,False,,,,canonical_geometry
A0AAV9HQU8,canonical,True,6,False,,,,canonical_geometry
A0AAV9HUP8,canonical,True,6,False,,,,canonical_geometry
A0AAV9HZ49,canonical,True,6,False,,,,canonical_geometry
A0AAV9HZR5,canonical,True,6,False,,,,canonical_geometry
A0AAV9HZS2,canonical,True,6,False,,,,canonical_geometry
A0AAV9I0V0,canonical,True,6,False,,,,canonical_geometry
A0AAV9I382,canonical,True,6,False,,,,canonical_geometry
A0AAV9I5B0,canonical,True,6,False,,,,canonical_geometry
A0AAV9ILT6,canonical,True,6,False,,,,canonical_geometry
A0AAV9J8F3,noncanonical,False,5,True,ref_PmTYR,0.553,4,corehelix_core_ok
A0AAV9JCG9,canonical,True,6,False,,,,canonical_geometry
A0AAV9JI42,canonical,True,6,False,,,,canonical_geometry
A0AAV9JT62,canonical,True,6,False,,,,canonical_geometry
A0AAV9JWE2,canonical,True,6,False,,,,canonical_geometry
A0AAV9JX95,canonical,True,6,False,,,,canonical_geometry
A0AAV9K000,canonical,True,6,False,,,,canonical_geometry
A0AAV9K201,canonical,True,6,False,,,,canonical_geometry
A0AAV9KF22,canonical,True,6,False,,,,canonical_geometry
A0AAV9LQQ6,canonical,True,6,False,,,,canonical_geometry
A0AAV9LQR9,canonical,True,6,False,,,,canonical_geometry
A0AAV9LQX7,discarded,False,1,False,ref_1BT3_Ibatatas,0.256,2,corehelix_core_fail
A0AAV9LRB4,canonical,True,6,False,,,,canonical_geometry
A0AAV9LRD9,canonical,True,6,False,,,,canonical_geometry
A0AAV9LRL5,canonical,True,6,False,,,,canonical_geometry
A0AAV9LRN0,canonical,True,6,False,,,,canonical_geometry
A0AAV9LS32,canonical,True,6,False,,,,canonical_geometry
A0AAV9LTF8,canonical,True,6,False,,,,canonical_geometry
A0AAV9LU64,canonical,True,6,False,,,,canonical_geometry
A0AAV9LU83,noncanonical,False,3,True,ref_5CE9_Jregia,0.575,4,corehelix_core_ok
A0AAV9LU99,canonical,True,6,False,,,,canonical_geometry
A0AAV9LUB5,canonical,True,6,False,,,,canonical_geometry
A0AAV9LUM7,canonical,True,6,False,,,,canonical_geometry
A0AAV9N1J6,noncanonical,False,5,True,ref_PmTYR,0.758,4,corehelix_core_ok
A0AAV9N2L3,canonical,True,6,False,,,,canonical_geometry
A0AAV9N3G0,canonical,True,6,False,,,,canonical_geometry
A0AAV9N4W8,discarded,False,3,False,ref_2Y9W_Abisporus,0.365,2,corehelix_core_fail
A0AAV9NEM7,canonical,True,6,False,,,,canonical_geometry
A0AAV9NER1,discarded,False,5,False,ref_2Y9W_Abisporus,0.491,3,corehelix_core_fail
A0AAV9NJ01,canonical,True,6,False,,,,canonical_geometry
