accession,taxid,kingdom,phylum,genus
A0ABC8BKR2,68173,Bacteria,Actinomycetota,Kitasatospora
A0ABC8C1Z1,68173,Bacteria,Actinomycetota,Kitasatospora
A0ABC8RIY8,185542,Plants,Streptophyta,Ilex
A0ABC8RJ10,185542,Plants,Streptophyta,Ilex
A0ABC8RN46,185542,Plants,Streptophyta,Ilex
A0ABC8RNA3,185542,Plants,Streptophyta,Ilex
A0ABC8S3Q2,185542,Plants,Streptophyta,Ilex
A0ABC8S4A7,185542,Plants,Streptophyta,Ilex
A0ABC8S4N4,185542,Plants,Streptophyta,Ilex
A0ABC8S9C6,185542,Plants,Streptophyta,Ilex
A0ABC8STR4,185542,Plants,Streptophyta,Ilex
A0ABC8SYL7,185542,Plants,Streptophyta,Ilex
A0ABC8T3G4,185542,Plants,Streptophyta,Ilex
A0ABC8TDF6,185542,Plants,Streptophyta,Ilex
A0ABC8YRY6,240449,Plants,Streptophyta,Urochloa
A0ABC8Z289,240449,Plants,Streptophyta,Urochloa
A0ABC8Z2B9,240449,Plants,Streptophyta,Urochloa
A0ABC9AMU1,240449,Plants,Streptophyta,Urochloa
A0ABC9B1E3,240449,Plants,Streptophyta,Urochloa
A0ABC9C6A2,240449,Plants,Streptophyta,Urochloa
A0ABC9CSN2,240449,Plants,Streptophyta,Urochloa
A0ABC9D1I0,240449,Plants,Streptophyta,Urochloa
A0ABC9D2C6,240449,Plants,Streptophyta,Urochloa
A0ABC9DN80,240449,Plants,Streptophyta,Urochloa
A0ABC9E1N6,240449,Plants,Streptophyta,Urochloa
A0ABC9EA14,240449,Plants,Streptophyta,Urochloa
A0ABC9F5M8,240449,Plants,Streptophyta,Urochloa
A0ABC9F744,240449,Plants,Streptophyta,Urochloa
A0ABC9HG94,240449,Plants,Streptophyta,Urochloa
A0ABC9Y2Q8,30415,Animals,Chordata,Grus
A0ABD0JMJ5,370345,Animals,Mollusca,Batillaria
A0ABD0K492,370345,Animals,Mollusca,Batillaria
A0ABD0U1W8,117978,Plants,Streptophyta,Dendrobium
A0ABD0UGX9,117978,Plants,Streptophyta,Dendrobium
A0ABD0UHC1,117978,Plants,Streptophyta,Dendrobium
A0ABD0V4F5,117978,Plants,Streptophyta,Dendrobium
A0ABD0VGR3,117978,Plants,Streptophyta,Dendrobium
A0ABD0VZS5,75934,Animals,Chordata,Umbra
A0ABD0WFA0,75934,Animals,Chordata,Umbra
A0ABD0WIT6,75934,Animals,Chordata,Umbra
A0ABD0X718,75934,Animals,Chordata,Umbra
A0ABD0XRB5,75934,Animals,Chordata,Umbra
A0ABD1G0P1,28513,Plants,Streptophyta,Salvia
A0ABD1G131,28513,Plants,Streptophyta,Salvia
A0ABD1G2M5,28513,Plants,Streptophyta,Salvia
A0ABD1G2N0,28513,Plants,Streptophyta,Salvia
A0ABD1G2N7,28513,Plants,Streptophyta,Salvia
A0ABD1G2P4,28513,Plants,Streptophyta,Salvia
A0ABD1G2Q8,28513,Plants,Streptophyta,Salvia
A0ABD1G2W5,28513,Plants,Streptophyta,Salvia
A0ABD1G2X1,28513,Plants,Streptophyta,Salvia
A0ABD1G3C2,28513,Plants,Streptophyta,Salvia
A0ABD1G5Q0,28513,Plants,Streptophyta,Salvia
A0ABD1G5U5,28513,Plants,Streptophyta,Salvia
A0ABD1H5D5,28513,Plants,Streptophyta,Salvia
A0ABD1H6K2,28513,Plants,Streptophyta,Salvia
A0ABD1H915,28513,Plants,Streptophyta,Salvia
A0ABD1I5R2,28513,Plants,Streptophyta,Salvia
A0ABD1IJ41,28513,Plants,Streptophyta,Salvia
A0ABD1IVV8,363190,Animals,Chordata,Coilia
A0ABD1J3F5,363190,Animals,Chordata,Coilia
A0ABD1KAR1,363190,Animals,Chordata,Coilia
A0ABD1N1E8,520843,Plants,Streptophyta,Flemingia
A0ABD1N226,520843,Plants,Streptophyta,Flemingia
A0ABD1N7W4,520843,Plants,Streptophyta,Flemingia
A0ABD1PTN2,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QIQ6,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QJW8,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QJX0,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QJZ0,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QK05,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QKA2,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QKB9,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QKF7,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QL93,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QNH4,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QNK1,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QNK3,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1QTF1,205694,Plants,Streptophyta,Forsythia
A0ABD1R520,205694,Plants,Streptophyta,Forsythia
A0ABD1R5X5,205694,Plants,Streptophyta,Forsythia
A0ABD1RDH2,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1REJ5,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1S2W4,205694,Plants,Streptophyta,Forsythia
A0ABD1S3P3,205694,Plants,Streptophyta,Forsythia
A0ABD1S779,205694,Plants,Streptophyta,Forsythia
A0ABD1S784,205694,Plants,Streptophyta,Forsythia
A0ABD1S787,205694,Plants,Streptophyta,Forsythia
A0ABD1S7A8,205694,Plants,Streptophyta,Forsythia
A0ABD1S7B8,205694,Plants,Streptophyta,Forsythia
A0ABD1S7F9,205694,Plants,Streptophyta,Forsythia
A0ABD1S869,205694,Plants,Streptophyta,Forsythia
A0ABD1S8R6,205694,Plants,Streptophyta,Forsythia
A0ABD1SA41,205694,Plants,Streptophyta,Forsythia
A0ABD1UM57,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1UMA1,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1UNE4,126358,Plants,Streptophyta,Abeliophyllum
A0ABD1WH42,205694,Plants,Streptophyta,Forsythia
A0ABD1WH58,205694,Plants,Streptophyta,Forsythia
A0ABD1WH80,205694,Plants,Streptophyta,Forsythia
A0ABD1WH85,205694,Plants,Streptophyta,Forsythia
A0ABD1WHD6,205694,Plants,Streptophyta,Forsythia
A0ABD1WHF9,205694,Plants,Streptophyta,Forsythia
A0ABD1WHI7,205694,Plants,Streptophyta,Forsythia
A0ABD1WHW1,205694,Plants,Streptophyta,Forsythia
A0ABD1WJU9,205694,Plants,Streptophyta,Forsythia
A0ABD1WKW7,205694,Plants,Streptophyta,Forsythia
A0ABD1XW85,41844,Plants,Streptophyta,Riccia
A0ABD1XWP8,41844,Plants,Streptophyta,Riccia
A0ABD1ZAC3,41844,Plants,Streptophyta,Riccia
A0ABD1ZCL7,41844,Plants,Streptophyta,Riccia
A0ABD1ZP60,41844,Plants,Streptophyta,Riccia
A0ABD1ZQZ6,41844,Plants,Streptophyta,Riccia
A0ABD2FD23,31869,Animals,Chordata,Daubentonia
A0ABD2FMY5,8213,Animals,Chordata,Pagothenia
A0ABD2GQC6,8213,Animals,Chordata,Pagothenia
A0ABD2GUW5,8213,Animals,Chordata,Pagothenia
A0ABD2HL96,8213,Animals,Chordata,Pagothenia
A0ABD2HPV6,157864,Animals,Nematoda,Heterodera
A0ABD2HV04,157864,Animals,Nematoda,Heterodera
A0ABD2HZK8,97005,Animals,Nematoda,Heterodera
A0ABD2I4S2,97005,Animals,Nematoda,Heterodera
A0ABD2IFA8,157864,Animals,Nematoda,Heterodera
A0ABD2IHM9,97005,Animals,Nematoda,Heterodera
A0ABD2IJ36,97005,Animals,Nematoda,Heterodera
A0ABD2IJH8,97005,Animals,Nematoda,Heterodera
A0ABD2IXF5,97005,Animals,Nematoda,Heterodera
A0ABD2J0Q8,97005,Animals,Nematoda,Heterodera
A0ABD2J1I9,97005,Animals,Nematoda,Heterodera
A0ABD2J3E4,157864,Animals,Nematoda,Heterodera
A0ABD2JEX8,157864,Animals,Nematoda,Heterodera
A0ABD2JMZ9,97005,Animals,Nematoda,Heterodera
A0ABD2JN50,97005,Animals,Nematoda,Heterodera
A0ABD2JQD7,157864,Animals,Nematoda,Heterodera
A0ABD2JWA1,157864,Animals,Nematoda,Heterodera
A0ABD2JZN6,97005,Animals,Nematoda,Heterodera
A0ABD2K750,157864,Animals,Nematoda,Heterodera
A0ABD2K7H3,157864,Animals,Nematoda,Heterodera
A0ABD2K7K4,157864,Animals,Nematoda,Heterodera
A0ABD2KDC3,97005,Animals,Nematoda,Heterodera
A0ABD2KEK6,97005,Animals,Nematoda,Heterodera
A0ABD2KEM1,97005,Animals,Nematoda,Heterodera
A0ABD2KGI9,97005,Animals,Nematoda,Heterodera
A0ABD2KIP0,157864,Animals,Nematoda,Heterodera
A0ABD2KLI7,97005,Animals,Nematoda,Heterodera
A0ABD2KZ99,157864,Animals,Nematoda,Heterodera
A0ABD2L179,157864,Animals,Nematoda,Heterodera
A0ABD2L3A9,157864,Animals,Nematoda,Heterodera
A0ABD2L3Z7,157864,Animals,Nematoda,Heterodera
A0ABD2L5J6,157864,Animals,Nematoda,Heterodera
A0ABD2L835,157864,Animals,Nematoda,Heterodera
A0ABD2LAM1,157864,Animals,Nematoda,Heterodera
A0ABD2LG15,157864,Animals,Nematoda,Heterodera
A0ABD2LI83,157864,Animals,Nematoda,Heterodera
A0ABD2LMH4,157864,Animals,Nematoda,Heterodera
A0ABD2LMM6,157864,Animals,Nematoda,Heterodera
A0ABD2LMP6,157864,Animals,Nematoda,Heterodera
A0ABD2LPM8,157864,Animals,Nematoda,Heterodera
A0ABD2LYB3,157864,Animals,Nematoda,Heterodera
A0ABD2M171,157864,Animals,Nematoda,Heterodera
A0ABD2M4S6,157864,Animals,Nematoda,Heterodera
A0ABD2M5Y3,157864,Animals,Nematoda,Heterodera
A0ABD2MC55,157864,Animals,Nematoda,Heterodera
A0ABD2PQA7,1844966,Animals,Platyhelminthes,Cichlidogyrus
A0ABD2RFR9,62892,Plants,Streptophyta,Solanum
A0ABD2RFS3,62892,Plants,Streptophyta,Solanum
A0ABD2RGS5,62892,Plants,Streptophyta,Solanum
A0ABD2RGW4,62892,Plants,Streptophyta,Solanum
A0ABD2TYL9,62892,Plants,Streptophyta,Solanum
A0ABD2V818,62892,Plants,Streptophyta,Solanum
A0ABD2YAZ4,153742,Plants,Streptophyta,Cinchona
A0ABD2YN85,153742,Plants,Streptophyta,Cinchona
A0ABD2YPG3,153742,Plants,Streptophyta,Cinchona
A0ABD2YPK6,153742,Plants,Streptophyta,Cinchona
A0ABD2YQ77,153742,Plants,Streptophyta,Cinchona
A0ABD2YRV5,153742,Plants,Streptophyta,Cinchona
A0ABD2YS32,153742,Plants,Streptophyta,Cinchona
A0ABD2ZJR8,153742,Plants,Streptophyta,Cinchona
A0ABD3B960,1961234,Plants,Streptophyta,Castilleja
A0ABD3CPL3,1961234,Plants,Streptophyta,Castilleja
A0ABD3CQK5,1961234,Plants,Streptophyta,Castilleja
A0ABD3CRY7,1961234,Plants,Streptophyta,Castilleja
A0ABD3CS12,1961234,Plants,Streptophyta,Castilleja
A0ABD3CSS8,1961234,Plants,Streptophyta,Castilleja
A0ABD3CT32,1961234,Plants,Streptophyta,Castilleja
A0ABD3DM87,1961234,Plants,Streptophyta,Castilleja
A0ABD3DZ56,1961234,Plants,Streptophyta,Castilleja
A0ABD3E9R6,1961234,Plants,Streptophyta,Castilleja
A0ABD3FDS6,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FP25,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FPM1,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FSN5,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FSP5,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FTZ6,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FUV3,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3FWV8,2107226,Oomycota,Oomycota,Phytophthora
A0ABD3GLM9,122646,Plants,Streptophyta,Riccia
A0ABD3GYN1,122646,Plants,Streptophyta,Riccia
A0ABD3HAP7,122646,Plants,Streptophyta,Riccia
A0ABD3HTA3,122646,Plants,Streptophyta,Riccia
A0ABD3HTA8,122646,Plants,Streptophyta,Riccia
A0ABD3I1K4,122646,Plants,Streptophyta,Riccia
A0ABD3I1T0,122646,Plants,Streptophyta,Riccia
A0ABD3I4E3,122646,Plants,Streptophyta,Riccia
A0ABD3I5S8,122646,Plants,Streptophyta,Riccia
A0ABD3KR64,34317,Plants,Streptophyta,Eucalyptus
A0ABD3P7G1,382360,Oomycota,Bacillariophyta,Cyclotella
A0ABD3S801,265156,Plants,Streptophyta,Penstemon
A0ABD3S9W8,265156,Plants,Streptophyta,Penstemon
A0ABD3S9X0,265156,Plants,Streptophyta,Penstemon
A0ABD3SA37,265156,Plants,Streptophyta,Penstemon
A0ABD3SAE6,265156,Plants,Streptophyta,Penstemon
A0ABD3SAF9,265156,Plants,Streptophyta,Penstemon
A0ABD3TLC0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3TLM7,1069815,Animals,Mollusca,Sinanodonta
A0ABD3UI54,265156,Plants,Streptophyta,Penstemon
A0ABD3UTI4,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VAS6,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VAT2,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VAT5,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VBF2,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VD34,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VDR8,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VDU0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VE32,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VE72,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VFH0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VGD3,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VGG0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VGV3,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VGY0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VGY9,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VH04,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VH26,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VIF5,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VIH1,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VJE0,1069815,Animals,Mollusca,Sinanodonta
A0ABD3VJW7,1069815,Animals,Mollusca,Sinanodonta
A0ABD4AYG4,1334628,Bacteria,Pseudomonadota,Burkholderia
A0ABD4DZ03,101571,Bacteria,Pseudomonadota,Burkholderia
A0ABD4WWK8,1404,Bacteria,Bacillota,Priestia
A0ABD5AIY8,471,Bacteria,Pseudomonadota,Acinetobacter
A0ABD5E1P1,3075535,Bacteria,Actinomycetota,Streptomyces
A0ABD5EQD1,3075536,Bacteria,Actinomycetota,Streptomyces
A0ABD5KX43,412384,Bacteria,Bacillota,Priestia
A0ABD6E420,75299,Animals,Nematoda,Gnathostoma
A0ABD6E5N7,75299,Animals,Nematoda,Gnathostoma
A0ABD6EFA7,75299,Animals,Nematoda,Gnathostoma
A0ABD6H4Y1,373,Bacteria,Pseudomonadota,Agrobacterium
A0ABD6Q2R4,101571,Bacteria,Pseudomonadota,Burkholderia
A0ABD6QLP3,1766,Bacteria,Actinomycetota,Mycolicibacterium
A0ABD7BY96,40324,Bacteria,Pseudomonadota,Stenotrophomonas
A0ABD7CW28,67351,Bacteria,Actinomycetota,Streptomyces
A0ABD7CWR1,67351,Bacteria,Actinomycetota,Streptomyces
A0ABD7TEJ6,2853159,Bacteria,Pseudomonadota,Pseudomonas
A0ABD7WR13,412384,Bacteria,Bacillota,Priestia
A0ABF7R9X0,564066,Bacteria,Pseudomonadota,Ralstonia
A0ABF7RBE4,564066,Bacteria,Pseudomonadota,Ralstonia
A0ABI7XDW7,9685,Animals,Chordata,Felis
A0ABI7XE49,9685,Animals,Chordata,Felis
A0ABI7XPN1,9685,Animals,Chordata,Felis
A0ABI7YGT9,9685,Animals,Chordata,Felis
A0ABI7YHM6,9685,Animals,Chordata,Felis
A0ABK0LB88,10116,Animals,Chordata,Rattus
A0ABM0GVT4,10224,Animals,Hemichordata,Saccoglossus
A0ABM0GVT5,10224,Animals,Hemichordata,Saccoglossus
A0ABM0HUB5,73337,Animals,Chordata,Ceratotherium
A0ABM0IS91,9371,Animals,Chordata,Echinops
A0ABM0IVW8,9371,Animals,Chordata,Echinops
A0ABM0IX43,9371,Animals,Chordata,Echinops
A0ABM0KZ61,79684,Animals,Chordata,Microtus
A0ABM0L2K3,79684,Animals,Chordata,Microtus
A0ABM0NHT7,102107,Plants,Streptophyta,Prunus
A0ABM0NHT8,102107,Plants,Streptophyta,Prunus
A0ABM0NHT9,102107,Plants,Streptophyta,Prunus
A0ABM0NHU0,102107,Plants,Streptophyta,Prunus
A0ABM0NHU1,102107,Plants,Streptophyta,Prunus
A0ABM0NHU2,102107,Plants,Streptophyta,Prunus
A0ABM0PAN0,102107,Plants,Streptophyta,Prunus
A0ABM0QN44,482537,Animals,Chordata,Galeopterus
A0ABM0RPT3,482537,Animals,Chordata,Galeopterus
A0ABM1CCM5,73337,Animals,Chordata,Ceratotherium
A0ABM1D7X1,73337,Animals,Chordata,Ceratotherium
A0ABM1EQT0,37621,Animals,Priapulida,Priapulus
A0ABM1G0K4,28526,Plants,Streptophyta,Solanum
A0ABM1HDK0,28526,Plants,Streptophyta,Solanum
A0ABM1HEZ2,28526,Plants,Streptophyta,Solanum
A0ABM1HFP9,28526,Plants,Streptophyta,Solanum
A0ABM1HFQ0,28526,Plants,Streptophyta,Solanum
A0ABM1HGT5,28526,Plants,Streptophyta,Solanum
A0ABM1JLG6,146911,Animals,Chordata,Gekko
A0ABM1KK45,146911,Animals,Chordata,Gekko
A0ABM1KUS3,146911,Animals,Chordata,Gekko
A0ABM1LL72,102107,Plants,Streptophyta,Prunus
A0ABM1U862,79684,Animals,Chordata,Microtus
A0ABM1VGE0,28526,Plants,Streptophyta,Solanum
A0ABM1VGE1,28526,Plants,Streptophyta,Solanum
A0ABM2BF32,8030,Animals,Chordata,Salmo
A0ABM2BFA3,3635,Plants,Streptophyta,Gossypium
A0ABM2BFF6,3635,Plants,Streptophyta,Gossypium
A0ABM2BG05,3635,Plants,Streptophyta,Gossypium
A0ABM2BIE9,3562,Plants,Streptophyta,Spinacia
A0ABM2EI30,9798,Animals,Chordata,Equus
A0ABM2F8X9,9798,Animals,Chordata,Equus
A0ABM2F9W3,9798,Animals,Chordata,Equus
A0ABM2Z6Z4,3635,Plants,Streptophyta,Gossypium
A0ABM3BZA6,3635,Plants,Streptophyta,Gossypium
A0ABM3E399,8030,Animals,Chordata,Salmo
A0ABM3EB94,8030,Animals,Chordata,Salmo
A0ABM3EC59,8030,Animals,Chordata,Salmo
A0ABM3IXC8,326968,Plants,Streptophyta,Ziziphus
A0ABM3KDJ7,3656,Plants,Streptophyta,Cucumis
A0ABM3SUX7,9767,Animals,Chordata,Balaenoptera
A0ABM3XFY6,9365,Animals,Chordata,Erinaceus
A0ABM3Z1D6,94885,Animals,Chordata,Pantherophis
A0ABM4B626,6087,Animals,Cnidaria,Hydra
A0ABM4B637,6087,Animals,Cnidaria,Hydra
A0ABM4CLJ5,6087,Animals,Cnidaria,Hydra
A0ABM4CWC9,6087,Animals,Cnidaria,Hydra
A0ABM4D189,6087,Animals,Cnidaria,Hydra
A0ABM4G3K3,2696672,Animals,Chordata,Apteryx
A0ABM4HCF0,9874,Animals,Chordata,Odocoileus
A0ABM4J954,9874,Animals,Chordata,Odocoileus
A0ABM4UF46,13443,Plants,Streptophyta,Coffea
A0ABM4WM52,13443,Plants,Streptophyta,Coffea
A0ABM4WNW1,13443,Plants,Streptophyta,Coffea
A0ABM5D3Q1,30538,Animals,Chordata,Vicugna
A0ABM5EHD2,30538,Animals,Chordata,Vicugna
A0ABM5R5X8,457428,Bacteria,Actinomycetota,Streptomyces
A0ABM5TVB0,665007,Bacteria,Actinomycetota,Streptomyces
A0ABM5ZIT5,1785145,Bacteria,Pseudomonadota,Pseudomonas
A0ABM5ZJ24,1785145,Bacteria,Pseudomonadota,Pseudomonas
A0ABM6AYE3,1889,Bacteria,Actinomycetota,Streptomyces
A0ABM6CI63,396,Bacteria,Pseudomonadota,Rhizobium
A0ABM6E5Q9,180282,Bacteria,Pseudomonadota,Delftia
A0ABM6I7Q0,2857014,Bacteria,Pseudomonadota,Roseibium
A0ABM6NZV0,292,Bacteria,Pseudomonadota,Burkholderia
A0ABM6Q546,2048283,Bacteria,Pseudomonadota,Thalassospira
A0ABM7ED67,1211579,Bacteria,Pseudomonadota,Pseudomonas
A0ABM7Q8X4,2675101,Bacteria,Pseudomonadota,Noviluteimonas
A0ABM7QH02,2675059,Bacteria,Pseudomonadota,Lysobacter
A0ABM8C1Z0,457921,Bacteria,Pseudomonadota,Massilia
A0ABM8W6N4,4874,Fungi,Mucoromycota,Gigaspora
A0ABM9AE91,1641715,Bacteria,Pseudomonadota,Sinobacterium
A0ABM9YGV9,559297,Fungi,Ascomycota,Ajellomyces
A0ABN0FC61,169430,Bacteria,Pseudomonadota,Paraburkholderia
A0ABN0G2K9,441157,Bacteria,Pseudomonadota,Burkholderia
A0ABN0JMP8,1776740,Bacteria,Pseudomonadota,Acinetobacter
A0ABN0N188,1388764,Bacteria,Pseudomonadota,Pseudogulbenkiania
A0ABN0VCD4,67342,Bacteria,Actinomycetota,Streptomyces
A0ABN0VCF3,67342,Bacteria,Actinomycetota,Streptomyces
A0ABN0WD25,68180,Bacteria,Actinomycetota,Streptomyces
A0ABN1AUX7,173861,Bacteria,Actinomycetota,Streptomyces
A0ABN1F7T5,68191,Bacteria,Actinomycetota,Streptomyces
A0ABN1IGD7,584605,Bacteria,Bacteroidota,Aquimarina
A0ABN1REM5,114699,Bacteria,Actinomycetota,Streptomyces
A0ABN1TIT7,258052,Bacteria,Actinomycetota,Kitasatospora
A0ABN1WYT3,258049,Bacteria,Actinomycetota,Kitasatospora
A0ABN1XPP8,221725,Bacteria,Actinomycetota,Kitasatospora
A0ABN2QDC0,393607,Bacteria,Actinomycetota,Agromyces
A0ABN2SNM7,344165,Bacteria,Actinomycetota,Microbacterium
A0ABN2X0B9,329523,Bacteria,Actinomycetota,Streptomyces
A0ABN3BWG6,295352,Bacteria,Actinomycetota,Streptomyces
A0ABN3DLR6,284033,Bacteria,Actinomycetota,Streptomyces
A0ABN3E7G2,284033,Bacteria,Actinomycetota,Streptomyces
A0ABN3E814,58350,Bacteria,Actinomycetota,Kitasatospora
A0ABN3EHT8,58350,Bacteria,Actinomycetota,Kitasatospora
A0ABN3I3E9,66879,Bacteria,Actinomycetota,Streptomyces
A0ABN3I7K1,66879,Bacteria,Actinomycetota,Streptomyces
A0ABN3J290,284029,Bacteria,Actinomycetota,Streptomyces
A0ABN3J2N6,66879,Bacteria,Actinomycetota,Streptomyces
A0ABN3LBQ4,284030,Bacteria,Actinomycetota,Streptomyces
A0ABN3LGB4,68211,Bacteria,Actinomycetota,Streptomyces
A0ABN3MGT7,1948,Bacteria,Actinomycetota,Streptomyces
A0ABN3MHC5,68211,Bacteria,Actinomycetota,Streptomyces
A0ABN3N463,706583,Bacteria,Actinomycetota,Pilimelia
A0ABN3N756,285566,Bacteria,Actinomycetota,Streptomyces
A0ABN3NU53,285566,Bacteria,Actinomycetota,Streptomyces
A0ABN3RV64,285451,Bacteria,Actinomycetota,Streptomyces
A0ABN3SPT1,67378,Bacteria,Actinomycetota,Streptomyces
A0ABN4GH39,665007,Bacteria,Actinomycetota,Streptomyces
A0ABN6PW21,449208,Bacteria,Cyanobacteriota,Nostoc
A0ABN6RA37,1920,Bacteria,Actinomycetota,Streptomyces
A0ABN7EG83,1114861,Bacteria,Bacteroidota,Flavobacterium
A0ABN7LGC6,330214,Bacteria,Nitrospirota,Nitrospira
A0ABN7MCB1,2793077,Bacteria,Pseudomonadota,Paraburkholderia
A0ABN7UJP1,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7UN39,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7UUS2,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7UWA3,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7V4Q6,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7V5N9,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7VSD9,4874,Fungi,Mucoromycota,Gigaspora
A0ABN7W897,4874,Fungi,Mucoromycota,Gigaspora
A0ABN8CDR2,134698,Oomycota,Oomycota,Peronospora
A0ABN8CQB0,622444,Oomycota,Oomycota,Peronospora
A0ABN8CQI3,622444,Oomycota,Oomycota,Peronospora
A0ABN8CSK5,622444,Oomycota,Oomycota,Peronospora
A0ABN8CT59,622444,Oomycota,Oomycota,Peronospora
A0ABN8D187,622444,Oomycota,Oomycota,Peronospora
A0ABN8LKJ6,104178,Animals,Cnidaria,Porites
A0ABN8LLM9,104178,Animals,Cnidaria,Porites
A0ABN8LNC3,104178,Animals,Cnidaria,Porites
A0ABN8LP07,104178,Animals,Cnidaria,Porites
A0ABN8LPV2,104178,Animals,Cnidaria,Porites
A0ABN8LRQ1,104178,Animals,Cnidaria,Porites
A0ABN8LRW2,104178,Animals,Cnidaria,Porites
A0ABN8LVZ1,104178,Animals,Cnidaria,Porites
A0ABN8M8J6,104178,Animals,Cnidaria,Porites
A0ABN8MAL2,104178,Animals,Cnidaria,Porites
A0ABN8MES4,104178,Animals,Cnidaria,Porites
A0ABN8MSU7,104759,Animals,Cnidaria,Porites
A0ABN8MSW1,104759,Animals,Cnidaria,Porites
A0ABN8MTH8,104759,Animals,Cnidaria,Porites
A0ABN8N3E0,104178,Animals,Cnidaria,Porites
A0ABN8NB94,104759,Animals,Cnidaria,Porites
A0ABN8NDQ7,104759,Animals,Cnidaria,Porites
A0ABN8NEM0,104759,Animals,Cnidaria,Porites
A0ABN8NRX3,104759,Animals,Cnidaria,Porites
A0ABN8NY44,104759,Animals,Cnidaria,Porites
A0ABN8NY53,104759,Animals,Cnidaria,Porites
A0ABN8P6G0,104759,Animals,Cnidaria,Porites
A0ABN8Q1D3,104178,Animals,Cnidaria,Porites
A0ABN8QAC3,104759,Animals,Cnidaria,Porites
A0ABN8QAT4,104759,Animals,Cnidaria,Porites
A0ABN8QBM0,104178,Animals,Cnidaria,Porites
A0ABN8QC96,104178,Animals,Cnidaria,Porites
A0ABN8R2Z3,104759,Animals,Cnidaria,Porites
A0ABN8R7D4,104759,Animals,Cnidaria,Porites
A0ABN8RAH9,104759,Animals,Cnidaria,Porites
A0ABN8RHG1,104759,Animals,Cnidaria,Porites
A0ABN8RK39,104178,Animals,Cnidaria,Porites
A0ABN8RM19,104178,Animals,Cnidaria,Porites
A0ABN8RND1,104759,Animals,Cnidaria,Porites
A0ABN8SN36,104178,Animals,Cnidaria,Porites
A0ABN8SRU8,104178,Animals,Cnidaria,Porites
A0ABN8T2M6,104178,Animals,Cnidaria,Porites
A0ABN8V4V3,1908,Bacteria,Actinomycetota,Streptomyces
A0ABN8YBF2,3082113,Animals,Chordata,Rangifer
A0ABN8YYJ3,3082113,Animals,Chordata,Rangifer
A0ABN8ZZ61,3082113,Animals,Chordata,Rangifer
A0ABN9BC64,386267,Animals,Chordata,Staurois
A0ABN9DT98,386267,Animals,Chordata,Staurois
A0ABN9EIA3,386267,Animals,Chordata,Staurois
A0ABN9LCX2,111125,Animals,Chordata,Ranitomeya
A0ABN9M8V0,111125,Animals,Chordata,Ranitomeya
