accession,afdb_available,afdb_his_missing,af3_cu_cu,af3_centroid,afdb_centroid,delta_centroid,n_cuA_his,n_cuB_his,afdb_cuA_found,afdb_cuB_found,afdb_cuA_plddt,afdb_cuB_plddt
A0AAE0IRJ6,True,False,4.33,4.72,4.64,-0.08,3,3,3,3,98.6,95.8
A0AAE1JP02,True,False,3.9,4.71,4.63,-0.08,3,3,3,3,98.8,98.0
A0AAE3ZZF7,True,False,4.08,4.59,4.51,-0.08,3,3,3,3,96.9,95.0
A0AAE9IYH8,True,False,3.9,4.98,4.9,-0.08,3,3,3,3,97.8,93.8
A0AAF0UC14,True,False,3.82,4.66,4.58,-0.08,3,3,3,3,98.6,97.1
A0AAF6BIM1,True,False,4.17,4.93,4.85,-0.08,3,3,3,3,97.8,95.7
A0AAI8VMZ4,True,False,3.96,4.9,4.81,-0.08,3,3,3,3,98.7,98.6
A0AAJ7PS20,True,False,4.14,5.2,5.28,0.08,3,3,3,3,98.8,98.7
A0AAJ8BRQ6,True,False,3.95,5.02,4.93,-0.08,3,3,3,3,98.8,98.6
A0AAN6L1U7,True,False,4.12,4.55,4.64,0.08,3,3,3,3,98.8,97.3
A0AAN6N6Z9,True,False,3.98,4.42,4.5,0.08,3,3,3,3,98.0,97.3
A0AAN6TD70,True,False,3.55,4.79,4.71,-0.08,3,3,3,3,98.9,97.6
A0AAN6W1Y6,True,False,4.39,4.81,4.73,-0.08,3,3,3,3,98.3,94.9
A0AAN6W3U5,True,False,3.84,4.49,4.58,0.08,3,3,3,3,96.9,94.4
A0AAN6WUW4,True,False,4.17,4.62,4.54,-0.08,3,3,3,3,97.9,95.6
A0AAN6XK10,True,False,3.89,5.12,5.04,-0.08,3,3,3,3,97.4,98.2
A0AAN6YC40,True,False,3.93,4.94,4.86,-0.08,3,3,3,3,95.4,97.4
A0AAN7A5N2,True,False,3.87,4.76,4.68,-0.08,3,3,3,3,98.7,95.5
A0AAN7BA66,True,False,4.26,4.78,4.7,-0.08,3,3,3,3,98.3,97.3
A0AAN8AID1,True,False,4.02,5.08,5.01,-0.08,3,3,3,3,97.7,97.3
A0AAN8RZ95,True,False,4.13,4.74,4.66,-0.08,3,3,3,3,98.7,96.9
A0AAN9BYX9,True,False,3.95,5.25,5.17,-0.08,3,3,3,3,98.4,97.1
A0AAN9IJ24,True,False,3.82,4.54,4.46,-0.08,3,3,3,3,97.5,96.8
A0AAQ3NE20,True,False,3.81,4.58,4.5,-0.08,3,3,3,3,98.7,97.3
A0AAQ3RI32,True,False,4.03,4.65,4.57,-0.08,3,3,3,3,98.8,97.3
A0AAQ6A9Q3,True,False,3.83,5.03,5.11,0.08,3,3,3,3,98.9,98.9
A0AAR2JSQ7,True,False,3.9,4.89,4.98,0.08,3,3,3,3,98.1,98.8
A0AAV0KIW7,True,False,4.18,4.85,4.77,-0.08,3,3,3,3,97.8,96.8
A0AAV1UU79,True,False,3.75,5.02,4.93,-0.08,3,3,3,3,98.8,98.3
A0AAV1WK21,True,False,3.82,4.59,4.5,-0.08,3,3,3,3,98.9,98.4
A0AAV2DUU7,True,False,4.08,4.78,4.87,0.08,3,3,3,3,98.6,97.5
A0AAV2IQW6,True,False,3.9,5.1,5.18,0.08,3,3,3,3,97.0,96.9
A0AAV9G5V3,True,False,4.12,5.17,5.09,-0.08,3,3,3,3,98.7,98.4
A0AAV6M075,True,False,3.81,4.68,4.61,-0.08,3,3,3,3,98.9,97.4
A0AAV6RCW8,True,False,3.86,4.86,4.94,0.08,3,3,3,3,98.2,98.8
A0AAV9VLZ7,True,False,4.02,4.58,4.66,0.08,3,3,3,3,98.6,96.6
A0AAV9XET0,True,False,4.18,4.7,4.62,-0.08,3,3,3,3,97.6,96.1
A0AAW2K313,True,False,3.85,4.77,4.69,-0.08,3,3,3,3,98.8,98.5
A0AAW2K3I5,True,False,3.79,4.76,4.68,-0.08,3,3,3,3,98.7,96.8
A0AAW2LQ47,True,False,3.72,4.53,4.46,-0.08,3,3,3,3,98.7,96.6
A0AAW2YXC5,True,False,4.32,4.76,4.84,0.08,3,3,3,3,95.8,90.1
A0AAX6EKB9,True,False,4.11,4.6,4.52,-0.08,3,3,3,3,98.3,94.8
A0AAX7UM13,True,False,3.97,4.92,4.99,0.08,3,3,3,3,98.0,98.8
A0AAZ3NQW4,True,False,4.04,5.23,5.14,-0.08,3,3,3,3,97.6,97.4
A0AAZ3PG11,True,False,3.93,4.86,4.94,0.08,3,3,3,3,98.2,98.8
A0AB39MQJ6,True,False,3.97,5.23,5.15,-0.08,3,3,3,3,98.9,98.8
A0ABC9B1E3,True,False,3.68,4.62,4.54,-0.08,3,3,3,3,98.5,98.0
A0ABD3VBF2,True,False,4.08,5.18,5.1,-0.08,3,3,3,3,98.5,96.2
A6I5Y6,True,False,4.02,5.13,5.22,0.08,3,3,3,3,98.8,98.8
A3P7S5,True,False,4.01,4.56,4.63,0.08,3,3,3,3,98.8,97.9
A5X3L7,True,False,3.98,4.67,4.59,-0.08,3,3,3,3,98.8,98.0
B2J558,True,False,4.21,5.23,5.3,0.08,3,3,3,3,97.4,95.2
C3ZPB1,True,False,4.07,5.03,4.95,-0.08,3,3,3,3,97.7,96.9
C7Z595,True,False,4.32,4.88,4.8,-0.08,3,3,3,3,98.6,97.8
B5UA07,True,False,4.12,5.13,5.21,0.08,3,3,3,3,98.8,98.7
B5UA08,True,False,4.05,5.24,5.16,-0.08,3,3,3,3,98.8,98.8
E3QRP6,True,False,4.35,4.8,4.73,-0.08,3,3,3,3,98.2,95.3
E6X453,True,False,4.18,5.11,5.03,-0.08,3,3,3,3,96.7,94.0
F7F2U4,True,False,4.08,5.19,5.11,-0.08,3,3,3,3,98.7,98.5
G2XU65,True,False,3.95,4.76,4.69,-0.08,3,3,3,3,98.5,93.9
G7PNE9,True,False,4.11,5.22,5.3,0.08,3,3,3,3,98.7,98.8
H0WXR2,True,False,3.91,4.92,5.0,0.08,3,3,3,3,97.2,97.9
H0X894,True,False,3.9,5.06,5.15,0.08,3,3,3,3,98.9,98.9
H2Q4J1,True,False,3.99,5.18,5.26,0.08,3,3,3,3,98.7,98.8
I1RLQ5,True,False,4.06,4.49,4.57,0.08,3,3,3,3,93.3,88.3
I2APM4,True,False,3.96,5.12,5.2,0.08,3,3,3,3,98.7,98.7
J3S6K9,True,False,4.04,5.23,5.15,-0.08,3,3,3,3,98.8,98.8
J4KM75,True,False,3.81,4.66,4.58,-0.08,3,3,3,3,97.8,96.4
K1Q6C9,True,False,3.98,5.17,5.25,0.08,3,3,3,3,96.8,95.2
K1Q7A7,True,False,3.6,4.88,4.8,-0.08,3,3,3,3,95.9,93.1
K7VJ76,True,False,3.62,4.49,4.4,-0.08,3,3,3,3,98.5,97.5
L2FXP5,True,False,4.26,5.37,5.29,-0.08,3,3,3,3,98.6,96.6
K2R777,True,False,4.29,4.66,4.74,0.08,3,3,3,3,98.6,96.7
K3V5P2,True,False,3.94,4.85,4.77,-0.08,3,3,3,3,98.8,98.8
L7UQU5,True,False,4.03,4.7,4.63,-0.08,3,3,3,3,98.7,97.5
M2P7Y1,True,False,4.12,4.61,4.53,-0.08,3,3,3,3,98.8,96.8
M7SBG2,True,False,4.22,4.77,4.69,-0.08,3,3,3,3,94.0,92.8
M7SWL2,True,False,4.06,5.06,4.98,-0.08,3,3,3,3,98.7,98.4
N4U7L8,True,False,3.96,4.58,4.5,-0.08,3,3,3,3,97.3,86.9
N4VGA7,True,False,3.92,4.71,4.62,-0.08,3,3,3,3,97.1,97.8
Q21NZ9,True,False,4.05,4.4,4.48,0.08,3,3,3,3,94.6,92.2
Q3JKD8,True,False,4.01,4.56,4.63,0.08,3,3,3,3,98.8,97.7
Q3UFK9,True,False,4.02,5.12,5.2,0.08,3,3,3,3,98.5,98.8
Q4R1H3,True,False,4.01,5.13,5.05,-0.08,3,3,3,3,98.7,98.8
Q4S0B7,True,False,3.84,4.85,4.92,0.08,3,3,3,3,98.1,98.8
Q4SAP5,True,False,3.84,5.02,5.11,0.08,3,3,3,3,98.9,98.9
Q5AXC0,True,False,4.07,4.61,4.53,-0.08,3,3,3,3,98.4,87.9
Q5G1L4,True,False,3.86,4.63,4.55,-0.08,3,3,3,3,98.9,97.3
Q7S0E7,True,False,3.99,5.04,4.96,-0.08,3,3,3,3,98.4,98.6
Q7S4R1,True,False,3.79,4.61,4.53,-0.08,3,3,3,3,98.1,97.2
Q9IBH8,True,False,3.9,5.01,5.09,0.08,3,3,3,3,98.8,98.9
T0L588,True,False,3.91,4.83,4.75,-0.08,3,3,3,3,98.2,98.2
U3J195,True,False,3.85,4.96,5.04,0.08,3,3,3,3,98.8,98.6
V6JSM7,True,False,3.91,5.2,5.12,-0.08,3,3,3,3,98.9,98.8
W2PZ52,True,False,3.79,4.93,5.01,0.08,3,3,3,3,98.6,98.1
W3WHW9,True,False,4.02,4.65,4.73,0.08,3,3,3,3,97.8,95.5
W4FLQ6,True,False,4.24,5.36,5.28,-0.08,3,3,3,3,96.1,95.1
W5K2X3,True,False,3.7,4.88,4.95,0.08,3,3,3,3,98.1,98.8
W9VNH1,True,False,4.07,4.54,4.62,0.08,3,3,3,3,98.9,97.8
X0B1M4,True,False,4.23,4.88,4.8,-0.08,3,3,3,3,98.6,97.4
A0A087XNB6,True,False,4.08,5.15,5.22,0.07,3,3,3,3,98.8,98.7
A0A067XIX1,True,False,4.11,5.31,5.24,-0.07,3,3,3,3,97.6,96.6
A0A074SA15,True,False,3.8,4.8,4.73,-0.07,3,3,3,3,98.7,98.5
A0A076FRP2,True,False,3.93,4.77,4.69,-0.07,3,3,3,3,97.3,94.7
A0A076FRP6,True,False,3.96,4.77,4.69,-0.07,3,3,3,3,97.3,95.1
A0A024CIJ8,True,False,4.01,5.24,5.17,-0.07,3,3,3,3,97.7,96.5
A0A091W941,True,False,3.86,5.0,5.07,0.07,3,3,3,3,98.9,98.9
A0A093GMV7,True,False,3.91,5.1,5.17,0.07,3,3,3,3,98.8,98.8
A0A0B5F6T3,True,False,3.96,5.06,5.12,0.07,3,3,3,3,98.9,98.8
A0A0D2ANN3,True,False,4.06,4.77,4.7,-0.07,3,3,3,3,97.9,93.5
A0A0C3FR79,True,False,4.31,5.2,5.13,-0.07,3,3,3,3,98.2,97.5
A0A0D1CHR5,True,False,4.04,4.88,4.95,0.07,3,3,3,3,98.0,96.8
A0A0D2XQH2,True,False,4.18,4.81,4.74,-0.07,3,3,3,3,98.5,97.7
A0A0D7BKM1,True,False,4.45,4.59,4.53,-0.07,3,3,3,3,98.8,97.3
A0A0G2H6R0,True,False,3.71,4.71,4.78,0.07,3,3,3,3,98.8,97.7
A0A0G2I8P6,True,False,4.35,4.62,4.69,0.07,3,3,3,3,97.6,90.4
A0A0G4I9S5,True,False,4.4,5.44,5.37,-0.07,3,3,3,3,92.8,92.8
A0A0K0DST0,True,False,4.13,5.25,5.18,-0.07,3,3,3,3,98.6,97.5
A0A0J6YFZ0,True,False,4.05,4.49,4.56,0.07,3,3,3,3,98.6,97.5
A0A0W7VMU8,True,False,4.04,4.47,4.54,0.07,3,3,3,3,90.9,87.0
A0A0N5CG53,True,False,4.29,5.36,5.28,-0.07,3,3,3,3,97.5,94.8
A0A0N5CHB0,True,False,4.0,5.08,5.0,-0.07,3,3,3,3,98.4,96.9
A0A0N9LXU7,True,False,3.68,4.66,4.58,-0.07,3,3,3,3,98.6,96.7
A0A135U459,True,False,4.33,4.84,4.77,-0.07,3,3,3,3,95.4,92.7
A0A168DG81,True,False,4.13,4.95,4.88,-0.07,3,3,3,3,86.8,91.7
A0A164PRN3,True,False,3.69,4.57,4.5,-0.07,3,3,3,3,98.0,92.0
A0A165F8M0,True,False,3.97,4.79,4.72,-0.07,3,3,3,3,98.4,96.2
A0A166DTU7,True,False,3.98,4.42,4.35,-0.07,3,3,3,3,97.6,92.0
A0A177C4C2,True,False,3.89,4.82,4.74,-0.07,3,3,3,3,98.8,98.8
A0A177DHU3,True,False,4.44,4.94,4.87,-0.07,3,3,3,3,96.8,95.0
A0A183PIV9,True,False,4.32,5.35,5.29,-0.07,3,3,3,3,97.1,95.2
A0A179IBT8,True,False,4.22,4.65,4.58,-0.07,3,3,3,3,97.5,96.3
A0A179UBW7,True,False,3.63,4.82,4.75,-0.07,3,3,3,3,98.8,96.4
A0A193BJ18,True,False,4.14,5.24,5.31,0.07,3,3,3,3,98.5,98.7
A0A1B1RS96,True,False,3.87,5.06,5.13,0.07,3,3,3,3,98.8,98.9
A0A1B2LSS7,True,False,3.98,5.14,5.21,0.07,3,3,3,3,98.8,98.8
A0A1B7NXV0,True,False,4.17,4.7,4.62,-0.07,3,3,3,3,98.4,93.3
A0A1B8AGE8,True,False,4.22,4.87,4.8,-0.07,3,3,3,3,98.6,97.9
A0A1B8AHN9,True,False,4.08,4.58,4.51,-0.07,3,3,3,3,91.9,90.4
A0A1G5SEQ3,True,False,3.94,4.87,4.8,-0.07,3,3,3,3,98.8,98.4
A0A1G6RZ21,True,False,3.8,4.68,4.61,-0.07,3,3,3,3,95.1,96.6
A0A1H0C516,True,False,4.04,5.28,5.2,-0.07,3,3,3,3,98.9,98.8
A0A1H9F825,True,False,3.92,4.98,4.91,-0.07,3,3,3,3,97.8,94.0
A0A1I0KUA0,True,False,3.93,4.57,4.64,0.07,3,3,3,3,98.8,97.2
A0A1J9P4E5,True,False,4.35,4.68,4.75,0.07,3,3,3,3,97.9,90.5
A0A1K0HF59,True,False,4.2,5.22,5.15,-0.07,3,3,3,3,97.9,97.4
A0A1I7ZBZ5,True,False,4.2,5.11,5.04,-0.07,3,3,3,3,95.1,94.5
A0A1J0KGN7,True,False,3.78,4.98,4.91,-0.07,3,3,3,3,97.4,95.6
A0A1L9TIM4,True,False,3.88,5.07,5.0,-0.07,3,3,3,3,97.5,95.2
A0A1M2V476,True,False,4.11,4.77,4.71,-0.07,3,3,3,3,97.7,95.0
A0A1M2VPA5,True,False,3.92,4.44,4.51,0.07,3,3,3,3,98.8,96.6
A0A1S3YVF2,True,False,3.76,4.66,4.59,-0.07,3,3,3,3,98.5,97.4
A0A1S4BPJ1,True,False,3.86,4.7,4.63,-0.07,3,3,3,3,98.8,97.3
A0A1U7HH74,True,False,3.79,4.44,4.51,0.07,3,3,3,3,97.4,95.5
A0A1X6PIR8,True,False,3.94,5.05,5.12,0.07,3,3,3,3,97.1,96.1
A0A1X7RSK7,True,False,3.9,4.83,4.76,-0.07,3,3,3,3,97.6,98.2
A0A1X7RXX1,True,False,4.0,4.59,4.52,-0.07,3,3,3,3,98.1,91.5
A0A1Y1HVY3,True,False,3.99,4.56,4.63,0.07,3,3,3,3,98.5,96.0
A0A210R172,True,False,4.09,5.26,5.19,-0.07,3,3,3,3,98.8,96.4
A0A210R2J5,True,False,4.09,5.36,5.29,-0.07,3,3,3,3,96.9,93.5
A0A248JNQ9,True,False,3.75,4.73,4.65,-0.07,3,3,3,3,88.4,93.4
A0A2A7SC70,True,False,3.78,4.49,4.42,-0.07,3,3,3,3,98.3,95.9
A0A2G3A8M1,True,False,3.84,4.62,4.55,-0.07,3,3,3,3,98.7,97.5
A0A2B4SFS2,True,False,3.9,4.99,4.92,-0.07,3,3,3,3,98.8,98.1
A0A2B7WN75,True,False,4.17,4.66,4.59,-0.07,3,3,3,3,98.3,91.0
A0A2C5XTP8,True,False,4.35,4.77,4.84,0.07,3,3,3,3,97.9,96.2
A0A2G7G703,True,False,3.85,4.93,5.01,0.07,3,3,3,3,98.8,97.6
A0A2G9H9F5,True,False,4.42,4.54,4.6,0.07,3,3,3,3,89.0,92.2
A0A2H3J9C6,True,False,4.05,4.46,4.39,-0.07,3,3,3,3,98.8,95.9
A0A2H3TN46,True,False,4.21,4.62,4.55,-0.07,3,3,3,3,98.6,92.5
A0A2I4HRS7,True,False,3.9,4.72,4.64,-0.07,3,3,3,3,98.8,98.0
A0A2K0U4G6,True,False,4.05,4.59,4.66,0.07,3,3,3,3,98.6,98.1
A0A2K0VYA6,True,False,3.97,4.56,4.5,-0.07,3,3,3,3,97.1,86.8
A0A2K5Y8Y0,True,False,3.9,5.07,5.14,0.07,3,3,3,3,98.8,98.9
A0A2N6P261,True,False,4.16,4.68,4.61,-0.07,3,3,3,3,97.8,96.5
A0A2P5CT50,True,False,3.79,4.73,4.66,-0.07,3,3,3,3,98.8,97.9
A0A2R4TBZ0,True,False,4.01,5.27,5.2,-0.07,3,3,3,3,98.9,98.8
A0A2S5CI23,True,False,4.03,4.57,4.63,0.07,3,3,3,3,95.9,94.2
A0A2T4AYF8,True,False,4.02,4.67,4.74,0.07,3,3,3,3,98.5,97.4
A0A2T5IGT7,True,False,4.08,5.25,5.18,-0.07,3,3,3,3,98.8,98.6
A0A2T7PF37,True,False,4.37,5.1,5.16,0.07,3,3,3,3,96.5,94.7
A0A2V1DAS1,True,False,4.43,5.02,4.94,-0.07,3,3,3,3,95.6,95.3
A0A2V5HJC8,True,False,3.88,4.84,4.77,-0.07,3,3,3,3,98.9,98.9
A0A2T9YY63,True,False,3.54,4.82,4.89,0.07,3,3,3,3,96.0,96.4
A0A2U3WUA4,True,False,4.18,5.28,5.21,-0.07,3,3,3,3,98.7,98.8
A0A2U4BB00,True,False,3.86,5.07,5.14,0.07,3,3,3,3,98.9,98.9
A0A317XAM4,True,False,3.83,4.83,4.76,-0.07,3,3,3,3,98.9,98.9
A0A319AUV2,True,False,3.96,4.94,5.01,0.07,3,3,3,3,98.3,98.3
A0A2Z7BP29,True,False,3.77,4.66,4.58,-0.07,3,3,3,3,98.8,98.0
A0A364NH37,True,False,4.26,4.7,4.63,-0.07,3,3,3,3,98.5,96.5
A0A395N4C0,True,False,4.12,4.59,4.66,0.07,3,3,3,3,98.5,97.3
A0A397W4L1,True,False,4.14,4.74,4.67,-0.07,3,3,3,3,97.0,93.9
A0A3B1A6T7,True,False,3.86,4.81,4.88,0.07,3,3,3,3,90.8,89.1
A0A3B3D742,True,False,4.07,4.94,5.02,0.07,3,3,3,3,97.9,98.8
A0A3B3RUK8,True,False,4.07,4.92,4.99,0.07,3,3,3,3,97.7,98.8
A0A3B3YWP1,True,False,4.11,5.15,5.23,0.07,3,3,3,3,98.7,98.7
A0A3B4APJ3,True,False,3.84,5.11,5.18,0.07,3,3,3,3,98.7,98.6
A0A3B4D9D4,True,False,4.04,5.18,5.25,0.07,3,3,3,3,98.8,98.8
A0A3B4H598,True,False,3.95,5.21,5.14,-0.07,3,3,3,3,98.8,98.6
A0A3B4H6T8,True,False,3.9,5.17,5.24,0.07,3,3,3,3,98.7,98.6
A0A3B6JP55,True,False,3.9,4.69,4.62,-0.07,3,3,3,3,98.0,95.2
A0A3D9ISF7,True,False,4.67,5.61,5.68,0.07,3,3,3,3,96.0,97.3
A0A3G9CPL7,True,False,4.11,5.2,5.27,0.07,3,3,3,3,98.8,98.7
A0A3L8SQ64,True,False,3.89,5.0,5.07,0.07,3,3,3,3,98.9,98.9
A0A3M7E5C4,True,False,4.23,4.62,4.69,0.07,3,3,3,3,98.8,97.2
A0A3N4KKJ4,True,False,4.27,4.76,4.69,-0.07,3,3,3,3,97.3,94.8
A0A3N4LB84,True,False,4.19,4.67,4.6,-0.07,3,3,3,3,98.5,94.1
A0A3P8Z0K2,True,False,4.04,5.29,5.22,-0.07,3,3,3,3,98.7,98.6
A0A3P9INL1,True,False,4.12,5.19,5.12,-0.07,3,3,3,3,98.7,98.7
A0A3Q2U012,True,False,4.13,5.21,5.28,0.07,3,3,3,3,98.8,98.7
A0A3Q2XKX5,True,False,4.04,5.2,5.27,0.07,3,3,3,3,98.8,98.7
A0A3Q2Z2G3,True,False,4.01,5.22,5.15,-0.07,3,3,3,3,98.7,98.6
A0A3Q3FES1,True,False,4.11,5.27,5.33,0.07,3,3,3,3,98.6,98.5
A0A3Q4GY09,True,False,3.97,4.97,5.04,0.07,3,3,3,3,98.1,98.8
A0A3Q4H240,True,False,3.87,5.12,5.19,0.07,3,3,3,3,98.8,98.6
A0A3Q7QN99,True,False,3.97,5.07,5.14,0.07,3,3,3,3,98.8,98.9
A0A3Q7T8P3,True,False,3.96,5.08,5.15,0.07,3,3,3,3,98.8,98.9
A0A401IHQ9,True,False,4.0,5.25,5.32,0.07,3,3,3,3,97.6,95.8
A0A401KPF7,True,False,4.06,4.64,4.71,0.07,3,3,3,3,98.2,97.2
A0A401L4E0,True,False,3.88,4.84,4.77,-0.07,3,3,3,3,98.9,98.9
A0A401NZ10,True,False,3.81,5.06,5.13,0.07,3,3,3,3,98.9,98.9
A0A401PZ68,True,False,4.14,5.09,5.02,-0.07,3,3,3,3,98.2,98.8
A0A423MTR7,True,False,4.03,5.05,5.12,0.07,3,3,3,3,98.5,97.0
A0A425CIB3,True,False,3.85,5.01,4.94,-0.07,3,3,3,3,98.8,98.2
A0A444UX86,True,False,4.14,5.24,5.17,-0.07,3,3,3,3,98.8,98.7
A0A451EZK6,True,False,3.86,4.72,4.65,-0.07,3,3,3,3,98.8,97.8
A0A4Q7Z0G8,True,False,4.0,4.45,4.51,0.07,3,3,3,3,95.8,94.7
A0A4R8RFN3,True,False,3.62,4.76,4.83,0.07,3,3,3,3,98.2,98.4
A0A4R8RKK0,True,False,4.36,4.83,4.76,-0.07,3,3,3,3,98.0,97.3
A0A4S3J8T7,True,False,4.09,5.04,4.97,-0.07,3,3,3,3,98.5,97.7
A0A4S8ZM72,True,False,3.8,4.83,4.77,-0.07,3,3,3,3,98.8,98.7
A0A4W2HMJ7,True,False,3.97,5.12,5.19,0.07,3,3,3,3,98.8,98.8
A0A4U8UW01,True,False,3.86,5.03,5.1,0.07,3,3,3,3,96.7,94.2
A0A4Z1E9P8,True,False,4.05,4.56,4.63,0.07,3,3,3,3,97.1,94.1
A0A507EFD5,True,False,4.16,5.45,5.52,0.07,3,3,3,3,91.3,89.8
A0A507FH99,True,False,4.24,5.25,5.18,-0.07,3,3,3,3,98.0,95.6
A0A512M2B1,True,False,3.91,4.51,4.59,0.07,3,3,3,3,98.5,96.9
A0A517PZI0,True,False,4.11,5.19,5.12,-0.07,3,3,3,3,98.8,98.2
A0A559LGD1,True,False,4.05,4.65,4.72,0.07,3,3,3,3,98.5,97.8
A0A561PQH3,True,False,3.99,4.54,4.61,0.07,3,3,3,3,98.6,96.6
A0A5A7QMF6,True,False,3.87,4.53,4.6,0.07,3,3,3,3,98.9,97.8
A0A5C3KTU1,True,False,4.06,4.99,4.91,-0.07,3,3,3,3,98.0,96.5
A0A5C6G6T5,True,False,4.12,4.82,4.75,-0.07,3,3,3,3,97.0,97.2
A0A5D2ULC9,True,False,3.93,4.76,4.69,-0.07,3,3,3,3,97.5,94.8
A0A5J6IDK9,True,False,4.06,5.27,5.2,-0.07,3,3,3,3,98.9,98.9
A0A5N5DDM5,True,False,4.22,4.69,4.76,0.07,3,3,3,3,98.6,96.7
A0A5N5WPG7,True,False,3.87,4.85,4.78,-0.07,3,3,3,3,98.9,98.9
A0A5N6D825,True,False,3.98,4.88,4.82,-0.07,3,3,3,3,98.9,98.9
A0A5N6HPI1,True,False,3.98,4.9,4.83,-0.07,3,3,3,3,98.9,98.9
A0A5N6NWK0,True,False,3.95,4.79,4.73,-0.07,3,3,3,3,98.8,97.7
A0A5N7AK09,True,False,3.86,4.93,4.86,-0.07,3,3,3,3,98.8,98.6
A0A5Q4BQM7,True,False,4.31,4.63,4.7,0.07,3,3,3,3,98.4,97.5
A0A662YLB1,True,False,3.83,5.02,5.09,0.07,3,3,3,3,98.9,98.9
A0A667XEU4,True,False,4.05,5.2,5.27,0.07,3,3,3,3,98.8,98.7
A0A668UD14,True,False,4.18,5.23,5.3,0.07,3,3,3,3,98.7,98.7
A0A668UR65,True,False,3.9,5.08,5.15,0.07,3,3,3,3,98.9,98.9
A0A669FAS7,True,False,4.03,5.26,5.19,-0.07,3,3,3,3,98.8,98.5
A0A670XVN6,True,False,3.99,5.12,5.18,0.07,3,3,3,3,98.8,98.8
A0A670ZW10,True,False,3.95,5.05,5.12,0.07,3,3,3,3,98.9,98.9
A0A672H757,True,False,3.98,5.18,5.26,0.07,3,3,3,3,98.8,98.6
A0A672QH36,True,False,3.94,4.92,4.99,0.07,3,3,3,3,95.2,98.7
A0A674F483,True,False,3.84,4.93,5.0,0.07,3,3,3,3,98.1,98.8
A0A679EKP8,True,False,3.83,4.49,4.56,0.07,3,3,3,3,98.4,95.1
A0A6A5F1T6,True,False,3.89,4.91,4.97,0.07,3,3,3,3,97.7,98.8
A0A6A5WB06,True,False,4.31,4.77,4.7,-0.07,3,3,3,3,98.2,96.1
A0A6A6GQR0,True,False,4.18,4.62,4.68,0.07,3,3,3,3,98.7,97.2
A0A6A6JQ96,True,False,4.44,4.67,4.59,-0.07,3,3,3,3,98.5,95.2
A0A6A6VVH4,True,False,4.13,4.57,4.63,0.07,3,3,3,3,95.2,92.5
A0A6A7BQY5,True,False,4.05,4.63,4.56,-0.07,3,3,3,3,98.8,97.5
A0A6G0QBL9,True,False,3.92,5.13,5.05,-0.07,3,3,3,3,98.6,98.1
A0A6G1L478,True,False,3.77,4.47,4.4,-0.07,3,3,3,3,98.4,97.0
A0A6H0XTV7,True,False,4.18,4.71,4.64,-0.07,3,3,3,3,98.7,97.1
A0A6G1E2C8,True,False,4.21,4.81,4.74,-0.07,3,3,3,3,98.3,97.5
A0A6G1JZ99,True,False,4.47,4.74,4.67,-0.07,3,3,3,3,98.8,97.3
A0A6J2GYQ9,True,False,3.83,4.89,4.96,0.07,3,3,3,3,98.2,98.7
A0A6N2CBM7,True,False,3.82,4.69,4.62,-0.07,3,3,3,3,98.8,97.4
A0A6J5WXB6,True,False,3.82,4.64,4.56,-0.07,3,3,3,3,98.8,97.2
A0A6J8BTM0,True,False,3.88,4.93,5.0,0.07,3,3,3,3,98.5,94.8
A0A6J8CIC7,True,False,4.36,5.3,5.23,-0.07,3,3,3,3,98.4,95.1
A0A6P3VT16,True,False,3.94,4.88,4.95,0.07,3,3,3,3,98.3,98.8
A0A6P6I7X4,True,False,3.92,5.08,5.15,0.07,3,3,3,3,98.9,98.9
A0A6P6I8I8,True,False,3.88,5.09,5.15,0.07,3,3,3,3,98.8,98.9
A0A6P7PDL3,True,False,4.01,5.27,5.2,-0.07,3,3,3,3,98.7,98.7
A0A6Q2Z6S2,True,False,3.96,4.85,4.92,0.07,3,3,3,3,98.2,98.8
A0A6S4PWH0,True,False,4.02,5.16,5.23,0.07,3,3,3,3,98.7,98.8
A0A6P8SWX4,True,False,4.13,5.22,5.16,-0.07,3,3,3,3,98.5,98.6
A0A7C8RCZ8,True,False,3.96,4.97,4.9,-0.07,3,3,3,3,98.1,98.7
A0A7D5YT00,True,False,3.95,5.04,4.97,-0.07,3,3,3,3,97.8,97.9
A0A7D9J4R1,True,False,3.81,4.89,4.81,-0.07,3,3,3,3,98.8,98.5
A0A7H1MHD8,True,False,3.96,4.96,5.03,0.07,3,3,3,3,98.0,98.8
A0A7J7URV0,True,False,3.92,5.06,5.13,0.07,3,3,3,3,98.8,98.9
A0A7J8RMV1,True,False,3.79,4.67,4.6,-0.07,3,3,3,3,98.8,98.0
A0A7J8Y5R6,True,False,3.74,4.66,4.59,-0.07,3,3,3,3,98.5,97.8
A0A7J9E2S8,True,False,3.78,4.7,4.62,-0.07,3,3,3,3,98.8,97.8
A0A7K4J192,True,False,3.97,5.1,5.03,-0.07,3,3,3,3,98.8,98.3
A0A7K5M889,True,False,3.93,4.99,5.06,0.07,3,3,3,3,98.7,98.8
A0A7K6E2B8,True,False,3.93,5.04,5.1,0.07,3,3,3,3,98.8,98.9
A0A7K6IFE7,True,False,3.97,5.01,5.07,0.07,3,3,3,3,98.8,98.8
A0A7K6PLK2,True,False,3.92,5.02,5.09,0.07,3,3,3,3,98.9,98.9
