accession,trimmed_res,overall_plddt
A0AAN8DU56,435,97.7
A0AAN8EAH1,367,96.6
A0AAN8EDQ9,370,89.9
A0AAN8EYZ3,303,96.2
A0AAN8F1N7,259,89.1
A0AAN8F222,274,94.2
A0AAN8F2Z4,347,97.6
A0AAN8F8S1,186,91.0
A0AAN8FB81,57,57.2
A0AAN8FST8,422,95.2
A0AAN8FT29,73,94.6
A0AAN8FUT2,302,96.1
A0AAN8FW16,310,97.3
A0AAN8FXW8,92,86.9
A0AAN8G1E8,108,65.8
A0AAN8GSW3,359,98.0
A0AAN8GU54,432,95.4
A0AAN8HSE1,405,94.6
A0AAN8I1Q1,279,96.1
A0AAN8I9N5,300,97.9
A0AAN8IE44,33,88.7
A0AAN8IHR0,361,93.4
A0AAN8JA38,351,91.3
A0AAN8JC93,335,88.2
A0AAN8JKH5,297,89.9
A0AAN8K5C5,304,96.1
A0AAN8LRY7,89,78.3
A0AAN8MBY5,131,94.9
A0AAN8MCG8,369,97.6
A0AAN8ME56,369,97.6
A0AAN8MJL4,431,88.9
A0AAN8MLA5,345,96.9
A0AAN8MT50,356,92.2
A0AAN8MTR7,339,95.3
A0AAN8MU26,433,88.3
A0AAN8MV17,332,97.3
A0AAN8MVU2,422,92.0
A0AAN8MW30,432,92.1
A0AAN8MXR9,335,97.0
A0AAN8N233,369,94.8
A0AAN8N2L3,375,93.0
A0AAN8N2P8,366,97.2
A0AAN8N8D8,356,92.6
A0AAN8N9S7,369,96.2
A0AAN8NIG9,365,97.8
A0AAN8NKR9,412,93.5
A0AAN8NQ33,349,96.6
A0AAN8NSN8,309,97.5
A0AAN8NZV7,415,87.8
A0AAN8P1J5,263,84.3
A0AAN8PHS8,361,97.0
A0AAN8Q5L3,437,97.3
A0AAN8Q9B6,435,97.9
A0AAN8QT62,132,86.1
A0AAN8R2K4,124,54.1
A0AAN8RAA1,365,97.6
A0AAN8RB72,309,98.0
A0AAN8RBH8,320,95.7
A0AAN8RFG6,403,95.9
A0AAN8RI93,320,97.7
A0AAN8RWQ7,425,93.4
A0AAN8RYC8,414,87.9
A0AAN8RYJ0,400,86.0
A0AAN8RZ95,373,96.7
A0AAN8S1M3,364,97.5
A0AAN8T6H5,328,96.0
A0AAN8T8Y8,325,96.6
A0AAN8VMB9,320,96.2
A0AAN8VVM5,326,95.9
A0AAN8YM84,295,96.9
A0AAN8ZA55,336,97.0
A0AAN8ZBX9,335,96.5
A0AAN8ZF79,292,91.2
A0AAN8ZTY5,320,93.5
A0AAN9BYU3,359,87.8
A0AAN9BYX9,306,95.7
A0AAN9C041,361,90.0
A0AAN9DB26,434,97.0
A0AAN9DBI4,435,97.0
A0AAN9DBK8,434,97.8
A0AAN9DBP8,429,95.5
A0AAN9DG98,434,97.5
A0AAN9DNL1,437,97.4
A0AAN9E508,321,96.5
A0AAN9E5N1,295,97.0
A0AAN9E787,328,93.4
A0AAN9EAI4,328,93.8
A0AAN9EB69,329,92.8
A0AAN9HSN5,324,96.8
A0AAN9IJ24,322,94.6
A0AAN9JNX2,320,96.5
A0AAN9L4D8,321,97.1
A0AAN9L9I4,333,96.7
A0AAN9L9Z6,324,96.7
A0AAN9MXK2,300,96.2
A0AAN9NAV6,332,95.9
A0AAN9QJR5,302,96.2
A0AAN9RK18,329,94.4
A0AAN9SMX2,339,82.1
A0AAN9SN00,333,96.6
A0AAN9SNT0,327,90.6
A0AAN9SPQ9,186,94.6
A0AAN9SPT9,327,90.3
A0AAN9SWL1,67,86.6
A0AAN9T219,570,63.7
A0AAN9T2S7,320,96.7
A0AAN9T4X3,324,96.7
A0AAN9U793,303,97.5
A0AAN9ULC6,309,63.2
A0AAN9ULJ2,307,96.1
A0AAN9UNA2,276,90.3
A0AAN9UNN2,302,65.8
A0AAN9UQ80,363,89.5
A0AAN9UXB5,131,58.1
A0AAN9UYM9,357,90.1
A0AAN9V1I8,347,89.8
A0AAN9V3Q1,372,79.7
A0AAN9XNW7,276,80.8
A0AAN9YE01,319,97.1
A0AAN9YEV1,471,72.1
A0AAN9YIB4,403,93.0
A0AAN9YM51,228,94.6
A0AAN9YPG6,294,44.0
A0AAN9YPY3,272,98.2
A0AAN9YTH8,371,77.7
A0AAP0AW68,248,81.0
A0AAP0AZN8,323,96.1
A0AAP0BZ22,329,97.1
A0AAP0C5I0,329,96.1
A0AAP0CDX7,329,96.9
A0AAP0CHD7,310,95.8
A0AAP0CKY6,310,95.8
A0AAP0CMG0,310,95.7
A0AAP0CMQ2,311,96.0
A0AAP0FV86,312,95.3
A0AAP0FVC5,386,63.6
A0AAP0GHC6,332,96.6
A0AAP0GPG4,350,95.6
A0AAP0GRN9,329,95.0
A0AAP0H761,306,95.9
A0AAP0H8T4,342,94.6
A0AAP0HAD4,310,91.8
A0AAP0I583,327,95.6
A0AAP0I586,326,96.9
A0AAP0ICX1,326,96.3
A0AAP0IE14,327,94.8
A0AAP0IE78,297,91.2
A0AAP0J9F0,330,94.4
A0AAP0JCV2,255,69.3
A0AAP0JDS4,249,75.0
A0AAP0JEU7,328,95.1
A0AAP0JNA5,324,93.1
A0AAP0JNY2,297,87.7
A0AAP0K4D0,326,92.1
A0AAP0KCC9,328,94.5
A0AAP0KCE4,182,89.4
A0AAP0KDK4,330,94.8
A0AAP0KDL4,245,84.3
A0AAP0KE60,280,93.7
A0AAP0KF43,341,66.8
A0AAP0KHG4,331,96.6
A0AAP0KJ39,325,94.0
A0AAP0L625,324,94.0
A0AAP0N8E7,328,94.7
A0AAP0N8Z7,320,84.8
A0AAP0P695,234,72.9
A0AAP0P8Q6,323,96.6
A0AAP0PMG1,329,96.6
A0AAP0PMG7,323,97.5
A0AAP0PN27,381,85.9
A0AAP0PN32,323,97.1
A0AAP0PRA1,319,97.7
A0AAP0PTR3,321,96.1
A0AAP0PTR8,319,97.0
A0AAP0PUP6,324,93.3
A0AAP0Q1Z6,331,95.9
A0AAP0Q246,190,62.0
A0AAP0Q6Z2,316,90.3
A0AAP0QZG8,321,95.6
A0AAP0R6Z3,338,97.0
A0AAP4Q954,319,95.1
A0AAP5I6Y4,350,80.8
A0AAP5IG72,313,94.9
A0AAP6BEB3,284,97.2
A0AAP7ZKC4,86,87.5
A0AAP7ZQB5,265,97.3
A0AAP7ZR45,273,97.4
A0AAP9W0F9,301,96.9
A0AAQ0FDD7,395,90.9
A0AAQ3K6R0,323,94.7
A0AAQ3K708,335,95.3
A0AAQ3K867,320,96.2
A0AAQ3KAM4,323,96.3
A0AAQ3KBY5,311,96.2
A0AAQ3KC62,323,95.0
A0AAQ3KMC4,208,68.1
A0AAQ3KY21,424,52.3
A0AAQ3KYK2,318,95.8
A0AAQ3KZE2,323,94.5
A0AAQ3L3F5,92,72.9
A0AAQ3L3I7,92,86.2
A0AAQ3L442,328,95.4
A0AAQ3L592,326,95.4
A0AAQ3LZL9,378,94.7
A0AAQ3LZX8,279,94.4
A0AAQ3M2U8,392,91.9
A0AAQ3M6B4,387,91.4
A0AAQ3M852,374,94.7
A0AAQ3MLN9,324,96.6
A0AAQ3NE20,329,95.2
A0AAQ3PCB6,246,87.9
A0AAQ3QB23,347,94.3
A0AAQ3QBU2,322,94.5
A0AAQ3QBY4,324,95.5
A0AAQ3QN42,336,94.3
A0AAQ3QRJ2,330,97.3
A0AAQ3R599,400,94.8
A0AAQ3RI32,328,96.1
A0AAQ3RJ02,329,96.5
A0AAQ3RXA6,302,96.6
A0AAQ3SF65,252,78.4
A0AAQ3T7W2,299,94.8
A0AAQ3U8A2,299,97.6
A0AAQ3U9C5,312,82.8
A0AAQ3UA72,300,95.5
A0AAQ3UL81,371,88.2
A0AAQ3UM95,353,92.0
A0AAQ3UN37,298,76.9
A0AAQ3UN46,237,83.6
A0AAQ3UQQ0,370,93.3
A0AAQ3XCG4,356,90.1
A0AAQ3XDA6,356,93.5
A0AAQ3XEA2,351,93.8
A0AAQ4Q114,432,96.2
A0AAQ4S355,472,92.6
A0AAQ5X179,437,97.6
A0AAQ5XAY1,439,96.8
A0AAQ5Y3S0,432,94.6
A0AAQ5Z856,435,97.8
A0AAQ5ZR95,437,97.6
A0AAQ6A9Q3,437,97.6
A0AAR2JSQ7,428,95.7
A0AAT9GWH1,298,96.9
A0AAT9HW08,80,71.6
A0AAT9HWJ0,60,72.0
A0AAU1I477,283,97.3
A0AAU1I775,269,98.3
A0AAU1IC92,269,97.6
A0AAU1LK91,284,96.1
A0AAU1UBC7,281,96.2
A0AAU2A8A6,286,97.9
A0AAU2H4C1,301,98.6
A0AAU2HAL7,270,98.5
A0AAU2HEW3,288,96.7
A0AAU2K2D8,285,96.7
A0AAU2K3A4,269,98.2
A0AAU2V7P9,286,98.1
A0AAU2VDU9,269,98.4
A0AAU3H4A4,283,97.1
A0AAU3HR60,269,98.7
A0AAU3HVM4,285,97.2
A0AAU6WJC6,358,92.2
A0AAU7B3G6,246,90.1
A0AAU7EFE9,290,93.8
A0AAU7EG80,324,92.3
A0AAU7KGC4,273,94.7
A0AAU7KSU2,260,96.2
A0AAU7MTE2,241,94.8
A0AAU7RY35,245,96.6
A0AAU7SHS6,245,96.6
A0AAU8IVA8,286,97.1
A0AAU8JPL9,269,98.6
A0AAU8KRZ4,285,95.4
A0AAU8MSI0,313,98.2
A0AAU8RIP0,240,95.5
A0AAU8TKU6,301,97.9
A0AAU9ASS0,346,96.4
A0AAU9KU22,337,95.0
A0AAU9L2Q4,232,93.5
A0AAU9LEH6,362,93.2
A0AAU9LQV9,323,97.1
A0AAU9M4G3,269,87.4
A0AAU9M8C5,301,96.9
A0AAU9MCZ0,329,96.4
A0AAU9NEQ9,328,97.5
A0AAU9NMM9,329,95.9
A0AAU9NNJ2,355,93.8
A0AAU9P2X6,277,79.0
A0AAU9P300,325,95.0
A0AAU9P3F3,305,95.3
A0AAU9P3I2,249,86.5
A0AAU9P4M5,250,83.7
A0AAU9PIY2,340,95.6
A0AAU9PK05,337,95.0
A0AAU9WDB8,310,93.4
A0AAU9WFJ4,276,91.4
A0AAU9WFM1,309,95.0
A0AAU9WGN4,249,94.8
A0AAU9WHW5,294,96.5
A0AAU9WI44,343,89.5
A0AAU9WPB8,293,96.0
A0AAU9WPJ8,250,96.7
A0AAU9XDJ2,309,81.3
A0AAU9XDP3,438,96.1
A0AAU9XDY0,446,96.8
A0AAU9XEH8,284,88.7
A0AAU9XEI7,445,95.9
A0AAU9XEN4,274,89.4
A0AAU9XFP2,165,85.7
A0AAU9XJ70,253,88.4
A0AAU9Y0L2,260,94.9
A0AAU9YR33,386,91.6
A0AAU9ZCW9,353,97.5
A0AAU9ZQL3,432,95.4
A0AAV0AT52,365,95.0
A0AAV0B387,219,96.6
A0AAV0BI07,307,97.3
A0AAV0BJD1,311,80.8
A0AAV0BSM7,109,91.1
A0AAV0BTF9,239,87.6
A0AAV0D8A7,246,69.4
A0AAV0D8C6,328,94.9
A0AAV0D9J7,170,66.2
A0AAV0DC65,247,82.7
A0AAV0DDY2,332,95.5
A0AAV0E6W5,332,94.5
A0AAV0EUW0,332,95.0
A0AAV0F653,324,96.6
A0AAV0F674,328,95.5
A0AAV0GYJ1,328,94.8
A0AAV0GYJ9,323,96.7
A0AAV0IP74,191,86.3
A0AAV0IPS2,157,92.3
A0AAV0IRM0,95,63.2
A0AAV0KGU5,377,90.5
A0AAV0KGU8,266,92.2
A0AAV0KH15,342,95.4
A0AAV0KHA4,219,76.1
A0AAV0KHB9,342,95.8
A0AAV0KHF7,343,95.5
A0AAV0KHJ9,343,87.2
A0AAV0KID9,343,95.8
A0AAV0KIE9,343,95.9
A0AAV0KIG3,341,96.0
A0AAV0KIW6,246,73.4
A0AAV0KIW7,343,95.3
A0AAV0KJ21,377,90.2
A0AAV0KJ97,300,97.0
A0AAV0KJI5,255,71.0
A0AAV0KJN7,376,90.3
A0AAV0KKR9,262,89.7
A0AAV0KKU9,331,96.4
A0AAV0KL44,342,96.7
A0AAV0KL84,377,90.4
A0AAV0KL96,377,90.7
A0AAV0L826,110,56.6
A0AAV0LWL0,323,97.3
A0AAV0N836,67,73.8
A0AAV0N856,86,62.7
A0AAV0ND81,194,84.6
A0AAV0PBF5,324,96.9
A0AAV0PBK9,327,96.8
A0AAV0PBZ6,295,87.5
A0AAV0PC46,324,96.9
A0AAV0PCB3,302,96.3
A0AAV0PCJ9,299,88.3
A0AAV0PCK7,335,93.7
A0AAV0PCM8,233,72.5
A0AAV0PCN1,325,96.2
A0AAV0PCP3,322,96.4
A0AAV0PCS3,297,94.1
A0AAV0PD83,327,95.1
A0AAV0PD89,337,92.0
A0AAV0PD91,334,92.4
A0AAV0PDA9,324,96.5
A0AAV0PDB0,325,96.5
A0AAV0PDB7,310,89.7
A0AAV0PDC2,245,70.9
A0AAV0PDF8,339,96.6
A0AAV0PE40,291,94.5
A0AAV0PE66,335,94.2
A0AAV0PE72,328,96.3
A0AAV0PE99,326,94.8
A0AAV0TFG8,329,97.5
A0AAV0TQH7,319,89.8
A0AAV0TZW1,377,91.1
A0AAV0U2A6,378,90.8
A0AAV0U3J4,391,91.2
A0AAV0U988,343,96.8
A0AAV0UD10,334,95.4
A0AAV0UD26,322,90.3
A0AAV0UFB5,332,95.8
A0AAV0UGV2,334,94.9
A0AAV0UHU3,333,96.5
A0AAV0UKA0,351,96.5
A0AAV0UTT5,353,96.7
A0AAV0UV36,486,77.1
A0AAV0UVP2,392,91.7
A0AAV0UVW7,330,97.6
A0AAV0UWJ7,330,97.5
A0AAV0V041,339,92.1
A0AAV0YYA1,325,96.0
A0AAV0YYV2,325,96.4
A0AAV0YZF1,325,96.1
A0AAV0YZZ9,324,97.2
A0AAV0Z014,325,96.2
A0AAV0Z1G0,333,96.9
A0AAV0Z2H5,326,96.6
A0AAV0Z3C4,336,96.3
A0AAV1ATB2,302,96.1
A0AAV1AVH4,302,96.4
A0AAV1BW14,322,97.5
A0AAV1BW24,329,95.9
A0AAV1C080,329,96.7
A0AAV1DR03,322,96.1
A0AAV1EU58,438,97.3
A0AAV1FSF0,347,96.1
A0AAV1FSZ5,434,97.6
A0AAV1FWW4,433,97.8
A0AAV1H1T1,432,96.0
A0AAV1HKY4,438,97.0
A0AAV1N112,437,97.5
A0AAV1N299,437,97.3
A0AAV1N484,433,95.3
A0AAV1P4H2,410,95.3
A0AAV1P646,435,97.5
A0AAV1PBZ1,352,97.9
A0AAV1RPP7,331,93.4
A0AAV1SH10,337,96.9
A0AAV1SIL4,317,96.4
A0AAV1SJN9,331,96.9
A0AAV1SKZ2,327,97.3
A0AAV1T0B6,332,94.6
A0AAV1UFK2,351,96.5
A0AAV1UU79,543,74.6
A0AAV1UUI4,394,89.9
A0AAV1WJ01,320,97.0
A0AAV1WJ15,320,95.9
A0AAV1WJ25,320,97.0
A0AAV1WJ98,295,94.9
A0AAV1WJU8,295,95.6
A0AAV1WJY0,339,94.7
A0AAV1WK00,332,94.4
A0AAV1WK02,320,95.4
A0AAV1WK21,320,96.7
A0AAV2CAH3,322,94.8
A0AAV2CAH8,328,95.7
A0AAV2CCA7,323,96.7
A0AAV2CJ11,94,61.6
A0AAV2CJ23,99,62.3
A0AAV2DU16,378,89.8
A0AAV2DUU7,335,96.1
A0AAV2EGR3,323,96.4
A0AAV2FHY5,331,95.9
A0AAV2FI49,332,96.9
A0AAV2FI73,333,97.1
A0AAV2FIX1,325,96.4
A0AAV2FJC1,324,96.6
A0AAV2FJU7,327,95.0
A0AAV2H9A7,96,72.3
A0AAV2I325,282,92.3
A0AAV2IBA7,348,92.2
A0AAV2ID48,93,92.9
A0AAV2IQW6,284,94.3
A0AAV2J037,435,97.8
A0AAV2J9S7,432,97.4
A0AAV2JZN2,430,95.6
A0AAV2KRH7,354,97.2
A0AAV2LM82,434,97.7
A0AAV2QBX0,197,86.2
A0AAV2QDB1,223,86.7
A0AAV2R3N2,90,81.6
A0AAV2SB49,74,82.9
A0AAV2T9N0,414,80.7
A0AAV2VYF3,306,95.1
A0AAV2YAN2,317,92.5
A0AAV2YI36,353,88.6
A0AAV2YL68,251,86.1
A0AAV2YLR3,356,84.1
A0AAV2YMG5,123,75.7
A0AAV2YQR1,356,86.9
A0AAV2YTA9,330,93.2
A0AAV2Z0Q5,350,91.5
A0AAV2Z294,293,87.0
A0AAV2Z3L5,479,77.1
A0AAV2Z5P0,323,93.3
A0AAV2Z9U8,337,92.1
A0AAV2ZA52,407,86.5
A0AAV2ZC05,345,94.0
A0AAV2ZDU1,350,92.6
A0AAV2ZEZ8,388,69.8
A0AAV2ZL06,162,68.0
A0AAV2ZM57,289,96.2
A0AAV3ANS4,432,95.1
A0AAV3AQX7,322,90.7
A0AAV3ARD3,289,96.5
A0AAV3B0N1,439,96.7
A0AAV3B309,331,91.2
A0AAV3PS78,365,93.8
A0AAV3Q0Z4,325,95.9
A0AAV3QTV2,335,96.0
A0AAV3RBK1,324,96.7
A0AAV3RC73,357,93.6
A0AAV3X2D7,321,90.0
A0AAV3Y3A3,115,67.2
A0AAV3ZSK9,179,81.3
A0AAV4B738,372,89.2
A0AAV4F8E5,277,94.2
A0AAV4HL71,347,87.1
A0AAV4IQ38,337,87.8
A0AAV4JTX0,315,88.5
A0AAV4JUX5,81,78.0
A0AAV4KD62,285,97.6
A0AAV4KS32,269,98.2
A0AAV4PWM4,183,81.8
A0AAV4PYT2,114,67.8
A0AAV5AL26,308,93.0
A0AAV5C2Y6,338,92.7
A0AAV5C374,121,77.6
A0AAV5C3U7,329,95.6
A0AAV5C461,333,96.6
A0AAV5C4W7,330,96.8
A0AAV5CTB7,119,83.4
A0AAV5CUA3,309,92.0
A0AAV5CUF9,211,88.1
A0AAV5D8P6,335,92.0
A0AAV5D987,383,89.5
A0AAV5DGW2,355,91.2
A0AAV5E484,333,95.1
A0AAV5E4Y4,206,91.4
A0AAV5E5M2,154,66.5
A0AAV5EVD3,152,94.2
A0AAV5EVG4,118,78.4
A0AAV5EZW6,334,96.0
A0AAV5FUW4,371,92.2
A0AAV5G052,242,95.9
A0AAV5IQU0,330,97.1
A0AAV5SIS3,159,79.8
A0AAV5ST96,349,91.9
A0AAV5T4N0,270,95.5
A0AAV5TAE6,286,95.7
A0AAV5TB08,335,94.5
A0AAV5TCG8,254,93.2
A0AAV5TPF9,347,94.2
A0AAV5TW37,349,93.2
A0AAV5TWJ0,319,95.2
A0AAV5V305,354,90.3
A0AAV5VBP9,349,93.0
A0AAV5VKD6,335,94.3
A0AAV5VKK5,324,94.6
A0AAV5VUR0,286,94.2
A0AAV5VZB7,347,93.0
A0AAV5WAY5,319,96.4
A0AAV5WB57,407,93.1
A0AAV6FFQ9,165,95.3
A0AAV6GAX8,432,97.7
A0AAV6H7X6,363,94.6
A0AAV6HW47,323,96.8
A0AAV6LBJ8,323,96.7
A0AAV6LBV0,310,87.9
A0AAV6M075,325,95.6
A0AAV6MNP7,321,97.2
A0AAV6MPW7,321,96.9
A0AAV6PZD6,435,97.7
A0AAV6QBS0,430,97.2
A0AAV6QV07,436,96.7
A0AAV6RCW8,433,95.7
A0AAV6SET8,434,97.6
A0AAV6W4D0,324,91.5
A0AAV6W7X4,330,96.1
A0AAV6W8L2,330,95.4
A0AAV6WUS6,336,94.1
A0AAV6X330,323,97.0
A0AAV6X6T9,263,68.3
A0AAV6XAP9,292,93.1
A0AAV6XU46,331,93.9
A0AAV6XV19,120,91.7
A0AAV6XVW6,325,92.3
A0AAV6XZU2,323,96.6
A0AAV6Y0Z5,301,82.2
A0AAV6Y1F0,325,94.4
A0AAV6Y2K4,330,91.7
A0AAV6Y5F3,416,71.0
A0AAV6YVT0,318,64.0
A0AAV6YVU6,219,79.4
A0AAV7A7P3,199,79.8
A0AAV7AKK6,418,94.2
A0AAV7AKK8,200,92.3
A0AAV7CMP1,432,95.3
A0AAV7DG22,434,96.3
A0AAV7E4A4,331,92.7
A0AAV7E4W5,339,91.2
A0AAV7EM17,320,94.6
A0AAV7EML1,326,95.9
A0AAV7ER32,319,95.7
A0AAV7EZ80,323,96.6
A0AAV7F0A6,336,95.8
A0AAV7G5I4,313,87.9
A0AAV7G994,328,96.8
A0AAV7GC29,332,94.2
A0AAV7GE37,322,97.2
A0AAV7JPI2,465,84.6
A0AAV7NJ16,431,95.6
A0AAV7NUV3,438,97.5
A0AAV7NZD3,347,86.2
A0AAV7NZJ4,314,89.7
A0AAV7P288,419,95.2
A0AAV7P2D4,419,95.6
A0AAV7P3B6,201,84.3
A0AAV7P3W7,270,82.4
A0AAV7W153,439,97.3
A0AAV8P7P5,241,80.7
A0AAV8PEK4,193,75.9
A0AAV8Q501,314,96.4
A0AAV8Q7T1,90,84.9
A0AAV8QBQ6,332,97.6
A0AAV8QF87,314,97.2
A0AAV8QV23,324,93.8
A0AAV8REC8,332,97.2
A0AAV8T166,324,96.5
A0AAV8T4D0,336,96.9
A0AAV8T5G7,331,97.1
A0AAV9AZV8,331,95.3
A0AAV9B0B5,332,95.8
A0AAV9BVQ4,333,97.2
A0AAV9BXJ3,324,96.9
A0AAV9CA53,328,95.5
A0AAV9DPP7,330,96.6
A0AAV9DQ84,327,96.7
A0AAV9DQH4,283,91.6
A0AAV9DQI7,279,76.9
A0AAV9DSD6,333,96.8
A0AAV9DSK6,331,97.5
A0AAV9FHM4,300,93.4
A0AAV9FIQ9,292,86.8
A0AAV9FJX0,332,95.6
A0AAV9FKL6,330,95.5
A0AAV9FM47,337,97.1
A0AAV9FMH7,333,96.8
A0AAV9G2J4,300,97.7
A0AAV9G352,331,93.9
A0AAV9G4I9,365,98.3
A0AAV9G5V3,282,96.5
A0AAV9G669,317,96.7
A0AAV9G6D4,352,98.2
A0AAV9G6Z5,369,96.1
A0AAV9G7I8,283,96.7
A0AAV9G7K8,322,91.2
A0AAV9GAI2,357,97.5
A0AAV9GCS2,308,93.1
A0AAV9GE37,276,97.9
A0AAV9GE59,315,98.3
A0AAV9GEE9,327,91.5
A0AAV9GF68,297,97.8
A0AAV9GFC7,392,97.0
A0AAV9GFL8,437,84.4
A0AAV9GFY6,361,98.2
A0AAV9GGJ3,363,97.8
A0AAV9GH02,278,96.9
A0AAV9GH49,810,74.0
A0AAV9GI39,375,96.6
A0AAV9GJ60,275,96.6
A0AAV9GKC3,370,95.5
A0AAV9GKY7,296,98.0
A0AAV9GL33,321,98.0
A0AAV9GLL4,311,98.4
A0AAV9GLN7,382,97.6
A0AAV9GLX0,354,97.8
A0AAV9GMH2,406,89.2
A0AAV9GMT2,316,95.8
A0AAV9GMT8,264,98.2
A0AAV9GQ68,367,97.8
A0AAV9GQH8,376,97.6
A0AAV9GQQ3,360,97.4
A0AAV9GQR2,353,85.2
A0AAV9GQZ8,321,97.3
A0AAV9GRP9,333,98.3
A0AAV9GSE5,365,96.0
A0AAV9GST8,293,96.7
A0AAV9GWB4,489,86.9
A0AAV9GWL6,360,98.3
A0AAV9GWZ3,274,96.5
A0AAV9GYC2,359,87.0
A0AAV9H0Z4,355,89.8
A0AAV9H153,382,95.9
A0AAV9H1R6,254,74.0
A0AAV9H1S9,345,97.2
A0AAV9H3L9,279,96.5
A0AAV9H3R4,254,89.5
A0AAV9H4Y7,378,93.7
A0AAV9H5N3,316,95.7
A0AAV9H6A4,364,98.1
A0AAV9H7L1,238,76.2
A0AAV9HDW3,273,96.5
A0AAV9HFW5,315,97.5
A0AAV9HGX2,352,96.2
A0AAV9HJ01,342,93.5
A0AAV9HJ72,377,97.2
A0AAV9HKI4,374,96.8
A0AAV9HL35,319,96.4
A0AAV9HP34,351,95.9
A0AAV9HQU8,314,97.0
A0AAV9HUP8,273,98.3
A0AAV9HZ49,368,97.6
A0AAV9HZR5,297,98.1
A0AAV9HZS2,361,97.7
A0AAV9I0V0,323,93.5
A0AAV9I382,384,92.3
A0AAV9I5B0,283,95.9
A0AAV9ILT6,309,95.8
A0AAV9J8F3,289,90.3
A0AAV9JCG9,360,97.9
A0AAV9JI42,367,97.1
A0AAV9JT62,349,95.0
A0AAV9JWE2,375,96.7
A0AAV9JX95,370,97.9
A0AAV9K000,328,96.5
A0AAV9K201,337,83.5
A0AAV9KF22,295,96.8
A0AAV9LQQ6,328,96.3
A0AAV9LQR9,333,95.9
A0AAV9LQX7,199,72.9
A0AAV9LRB4,333,96.1
A0AAV9LRD9,334,93.9
A0AAV9LRL5,311,93.1
A0AAV9LRN0,332,93.9
A0AAV9LS32,326,95.5
A0AAV9LTF8,332,93.8
A0AAV9LU64,323,88.0
A0AAV9LU83,256,89.2
A0AAV9LU99,334,94.0
A0AAV9LUB5,335,94.6
A0AAV9LUM7,285,95.7
A0AAV9N1J6,236,96.4
A0AAV9N2L3,507,93.5
A0AAV9N3G0,360,97.7
A0AAV9N4W8,355,81.3
A0AAV9NEM7,323,97.3
A0AAV9NER1,295,79.3
A0AAV9NJ01,397,91.2
A0AAV9NM11,346,96.9
A0AAV9NM54,380,95.6
A0AAV9P0U3,365,97.4
A0AAV9P1Y4,371,97.7
A0AAV9PAA9,366,95.7
A0AAV9PFW9,379,96.1
A0AAV9PSX3,296,97.5
A0AAV9PXW8,186,78.5
A0AAV9PYQ5,323,97.7
A0AAV9Q2N9,358,96.9
A0AAV9Q5G6,359,97.9
A0AAV9Q813,514,85.5
A0AAV9QGM4,318,96.2
A0AAV9QK65,348,95.9
A0AAV9RH71,437,97.6
A0AAV9RIM6,432,97.7
A0AAV9RYA1,354,97.8
A0AAV9S5W9,432,98.0
A0AAV9S668,429,96.2
A0AAV9SWF4,273,96.8
A0AAV9SY11,365,96.8
A0AAV9T0C6,354,96.6
A0AAV9T0H0,386,96.3
A0AAV9T8J0,304,97.8
A0AAV9T8U9,413,87.4
A0AAV9T9W1,351,98.2
A0AAV9TDU7,307,97.4
A0AAV9TIW1,362,96.9
A0AAV9TJ72,389,89.0
A0AAV9TJT0,360,96.5
A0AAV9TKI4,388,72.6
A0AAV9TLG9,232,82.7
A0AAV9TLV0,357,97.3
A0AAV9TRZ8,373,97.7
A0AAV9TS26,366,92.1
A0AAV9TTB1,334,67.6
A0AAV9TV43,376,97.1
A0AAV9TVS5,363,97.1
A0AAV9TYZ1,218,81.7
A0AAV9U0H3,322,97.4
A0AAV9U1M6,458,87.3
A0AAV9U3Q6,309,92.2
A0AAV9U7U0,338,92.2
A0AAV9UA50,393,88.4
A0AAV9UB47,359,94.8
A0AAV9UJ91,398,91.3
A0AAV9UL21,406,87.7
A0AAV9UL65,401,96.0
A0AAV9ULA6,384,95.2
A0AAV9UNB0,359,93.1
A0AAV9UQM9,313,97.8
A0AAV9UT42,298,64.0
A0AAV9V0T6,311,93.8
A0AAV9V3C4,365,97.0
A0AAV9V4Z5,309,97.9
A0AAV9V5C2,363,96.7
A0AAV9V5G2,208,32.6
A0AAV9V6U2,330,96.1
A0AAV9V828,333,96.9
A0AAV9V9T8,189,90.7
A0AAV9VGE1,345,94.3
A0AAV9VIH5,241,85.8
A0AAV9VIS4,366,97.3
A0AAV9VJN4,362,94.8
A0AAV9VLS4,412,91.8
A0AAV9VLZ7,425,84.1
A0AAV9VMU8,399,92.3
A0AAV9VWS4,320,97.2
A0AAV9VX17,345,95.4
A0AAV9W0J7,349,83.1
A0AAV9W2Y7,369,96.4
A0AAV9W3C3,365,93.6
A0AAV9W5A3,416,93.8
A0AAV9W6Y6,263,88.3
A0AAV9W7Y2,364,97.4
A0AAV9W8G5,322,97.4
A0AAV9WDN7,417,82.1
A0AAV9WFZ0,219,91.5
A0AAV9WG77,356,92.3
A0AAV9WGP2,482,66.8
A0AAV9WIJ7,432,91.5
A0AAV9WJA4,386,94.5
A0AAV9WPE4,365,97.6
A0AAV9WQK5,309,97.9
A0AAV9WSZ8,360,95.1
A0AAV9WTG2,340,93.6
A0AAV9WTT3,369,97.1
A0AAV9WVI6,333,97.4
A0AAV9WVQ3,252,86.6
