accession	status	n_sites	n_cu	n_other_metal	metals	cu_prob_max	all_probs	ligands	tier	n_his
A0A8H6YHY9	ok	3	2	1	Copper;FECONI	0.93	Copper:0.93;FECONI:0.97;Copper:0.78	72,A,HIS;94,A,CYS;105,A,HIS | 311,A,HIS;315,A,HIS;339,A,HIS;340,A,HIS | 164,A,ASP;257,A,HIS	binuclear	5
A0A8H7BB98	ok	2	2	0	Copper	1.00	Copper:0.99;Copper:1.00	133,A,HIS;141,A,HIS;150,A,HIS | 282,A,HIS;323,A,ASP;334,A,HIS	mononuclear	5
A0A8H7CJP5	ok	3	1	2	Copper;FECONI;Zinc	0.94	FECONI:1.00;Zinc:0.87;Copper:0.94	78,A,HIS;86,A,HIS;95,A,HIS | 243,A,HIS;249,A,CYS;273,A,HIS | 243,A,HIS;249,A,CYS;274,A,HIS	binuclear	5
A0A8H7H065	ok	2	1	1	Copper;Manganese	0.96	Copper:0.96;Manganese:0.94	354,A,HIS;358,A,HIS;382,A,HIS;383,A,HIS | 421,A,ASP;583,A,HIS	mononuclear	4
A0A8H7H0A0	ok	1	0	1	FECONI		FECONI:0.99	119,A,HIS;136,A,HIS	no_cu	3
A0A8H7HFI3	ok	2	1	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.94	112,A,HIS;249,A,HIS;276,A,HIS | 249,A,HIS;253,A,HIS;275,A,HIS	mononuclear	4
A0A8H7I333	ok	1	0	1	FECONI		FECONI:0.96	96,A,HIS;113,A,HIS	no_cu	3
A0A8H7IC95	ok	1	1	0	Copper	0.96	Copper:0.96	112,A,HIS;257,A,HIS;284,A,HIS	mononuclear	5
A0A8H7K265	ok	2	2	0	Copper	0.97	Copper:0.97;Copper:0.96	108,A,HIS;125,A,HIS | 276,A,HIS;280,A,HIS;302,A,HIS;303,A,HIS	binuclear	5
A0A8H7LYZ4	ok	2	1	1	Copper;FECONI	0.91	FECONI:0.97;Copper:0.91	112,A,HIS;249,A,HIS;276,A,HIS | 249,A,HIS;253,A,HIS;275,A,HIS	mononuclear	5
A0A8H7M1F4	ok	1	1	0	Copper	0.97	Copper:0.97	354,A,HIS;358,A,HIS;382,A,HIS;383,A,HIS	mononuclear	4
A0A8H7MHY0	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.96	116,A,HIS;124,A,HIS;133,A,HIS | 303,A,HIS;326,A,HIS;327,A,HIS	mononuclear	5
A0A8H7W0M8	ok	2	1	1	Copper;FECONI	0.93	FECONI:0.97;Copper:0.93	79,A,HIS;87,A,HIS;96,A,HIS | 226,A,HIS;251,A,HIS;252,A,HIS	mononuclear	5
A0A8H7Y763	ok	1	0	1	Zinc		Zinc:0.90	239,A,HIS;261,A,HIS;262,A,HIS	mononuclear	4
A0A8H8P4P0	ok	1	0	1	FECONI		FECONI:0.98	119,A,HIS;136,A,HIS	no_cu	3
A0A8H8RL10	ok	1	0	1	FECONI		FECONI:0.98	129,A,HIS;137,A,HIS;146,A,HIS	mononuclear	5
A0A8H8RRA0	ok	2	2	0	Copper	0.96	Copper:0.93;Copper:0.96	284,A,HIS;288,A,HIS;311,A,HIS | 284,A,HIS;288,A,HIS;312,A,HIS	mononuclear	5
A0A8H8U2D2	ok	1	0	1	FECONI		FECONI:0.94	130,A,HIS;138,A,HIS;147,A,HIS	mononuclear	5
A0A8H9LF69	ok	1	0	1	Manganese		Manganese:0.77	44,A,ASP;281,A,ASP	no_cu	2
A0A8J1TDZ8	ok	1	0	1	Zinc		Zinc:0.83	428,A,ASP;620,A,HIS	no_cu	1
A0A8J4W827	ok	0	0	0					no_cu	0
A0A8J5IZX1	ok	0	0	0					no_cu	1
A0A8J5M7S4	ok	1	1	0	Copper	0.98	Copper:0.98	235,A,HIS;239,A,HIS;261,A,HIS	mononuclear	4
A0A8J5XMZ9	ok	1	0	1	Zinc		Zinc:0.88	70,A,CYS;451,A,HIS;457,A,CYS;460,A,CYS	no_cu	1
A0A8J7L7N4	ok	2	1	1	Copper;Zinc	0.95	Copper:0.95;Zinc:0.95	124,A,HIS;166,A,CYS;193,A,HIS | 296,A,HIS;300,A,HIS;341,A,HIS;342,A,HIS	binuclear	5
A0A8J9R8H5	ok	2	1	1	Copper;FECONI	0.96	FECONI:0.99;Copper:0.96	133,A,HIS;141,A,HIS;150,A,HIS | 290,A,HIS;315,A,HIS;316,A,HIS	mononuclear	5
A0A8K0IA90	ok	1	1	0	Copper	0.91	Copper:0.91	684,A,HIS;708,A,HIS	no_cu	2
A0A8K0R3D6	ok	2	1	1	Copper;FECONI	0.76	FECONI:0.91;Copper:0.76	112,A,HIS;121,A,HIS;130,A,HIS | 261,A,HIS;287,A,HIS	mononuclear	5
A0A8K0SEI0	ok	2	1	1	Copper;FECONI	0.96	FECONI:0.88;Copper:0.96	237,A,HIS;241,A,HIS;266,A,HIS | 241,A,HIS;266,A,HIS;267,A,HIS	mononuclear	4
A0A8K0T8Y5	ok	1	0	1	FECONI		FECONI:0.99	154,A,HIS;162,A,HIS;171,A,HIS	mononuclear	5
A0A8N5I073	ok	1	0	1	FECONI		FECONI:0.99	191,A,HIS;213,A,HIS;222,A,HIS	mononuclear	4
A0A8R1TKI8	ok	2	1	1	Copper;Zinc	0.95	Copper:0.95;Zinc:0.81	381,A,HIS;391,A,HIS;400,A,HIS | 521,A,HIS;547,A,HIS;548,A,HIS	mononuclear	5
A0A8S3QCE6	ok	0	0	0					no_cu	3
A0A8S3RVL9	ok	0	0	0					no_cu	2
A0A8S3S028	ok	0	0	0					no_cu	2
A0A8S3S1J4	ok	0	0	0					no_cu	2
A0A8S3THZ3	ok	1	1	0	Copper	0.99	Copper:0.99	269,A,HIS;273,A,HIS;296,A,HIS	mononuclear	4
A0A8T1MS49	ok	1	0	1	FECONI		FECONI:1.00	180,A,HIS;205,A,HIS;214,A,HIS	mononuclear	5
A0A8T1U1C5	ok	1	1	0	Copper	0.99	Copper:0.99	72,A,HIS;82,A,HIS;91,A,HIS	mononuclear	5
A0A8T1W4C6	ok	1	1	0	Copper	0.98	Copper:0.98	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
A0A8T1W6M6	ok	0	0	0					no_cu	0
A0A8T1WU85	ok	0	0	0					no_cu	1
A0A8T9AZC4	ok	1	0	1	FECONI		FECONI:0.99	111,A,HIS;119,A,HIS;128,A,HIS	mononuclear	5
A0A8U0BYH4	ok	0	0	0					no_cu	2
A0A8U0BYU8	ok	0	0	0					no_cu	2
A0A8U0BZ64	ok	0	0	0					no_cu	1
A0A8U0BZL2	ok	0	0	0					no_cu	1
A0A8U0C0J3	ok	0	0	0					no_cu	2
A0A8W8J4S3	ok	0	0	0					no_cu	3
A0A8X6KWP2	ok	0	0	0					no_cu	2
A0A8X7N2K2	ok	2	0	2	FECONI;Zinc		FECONI:0.83;Zinc:0.96	135,A,HIS;146,A,HIS | 291,A,HIS;295,A,HIS;316,A,HIS;317,A,HIS	mononuclear	5
A0A913XYY6	ok	0	0	0					mononuclear	2
A0A914DIV0	ok	2	2	0	Copper	1.00	Copper:0.77;Copper:1.00	242,A,HIS;267,A,HIS | 385,A,HIS;389,A,HIS;409,A,HIS	mononuclear	5
A0A914L211	ok	1	1	0	Copper	0.98	Copper:0.98	144,A,HIS;154,A,HIS;163,A,HIS	binuclear	5
A0A914L5B1	ok	1	0	1	FECONI		FECONI:0.95	210,A,HIS;214,A,HIS;236,A,HIS	mononuclear	4
A0A914S644	ok	0	0	0					mononuclear	3
A0A914V8X7	ok	1	1	0	Copper	0.93	Copper:0.93	275,A,HIS;279,A,HIS;302,A,HIS	mononuclear	3
A0A914VGJ7	ok	0	0	0					no_cu	1
A0A914XEE1	ok	0	0	0					no_cu	1
A0A915AZH0	ok	1	1	0	Copper	1.00	Copper:1.00	299,A,HIS;309,A,HIS;318,A,HIS	mononuclear	5
A0A915C5Q4	ok	0	0	0					mononuclear	3
A0A915C6W5	ok	0	0	0					mononuclear	3
A0A915JK17	ok	1	1	0	Copper	0.93	Copper:0.93	301,A,HIS;324,A,HIS	no_cu	4
A0A915M8S0	ok	2	1	1	Copper;FECONI	0.81	FECONI:0.99;Copper:0.81	118,A,HIS;127,A,HIS;136,A,HIS | 249,A,HIS;271,A,HIS;272,A,HIS	mononuclear	5
A0A917QDB2	ok	3	0	3	FECONI;Zinc		FECONI:0.95;Zinc:0.96;Zinc:0.83	79,A,HIS;83,A,CYS;102,A,HIS | 216,A,HIS;220,A,HIS;244,A,HIS;245,A,HIS | 142,A,ASP;177,A,GLU	binuclear	5
A0A918SV45	ok	2	0	2	FECONI		FECONI:0.91;FECONI:0.95	61,A,HIS;95,A,CYS;110,A,HIS | 216,A,HIS;220,A,HIS;244,A,HIS;245,A,HIS	mononuclear	5
A0A918T1K9	ok	3	2	1	Copper;FECONI	0.92	Copper:0.91;FECONI:0.96;Copper:0.92	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS | 401,A,HIS;416,A,HIS	mononuclear	5
A0A918W4Y4	ok	3	1	2	Copper;FECONI;Zinc	0.96	Copper:0.96;Zinc:0.85;FECONI:0.96	62,A,HIS;95,A,CYS;110,A,HIS | 98,A,HIS;415,A,HIS;417,A,HIS | 216,A,HIS;220,A,HIS;244,A,HIS;245,A,HIS	mononuclear	5
A0A918Z2Y2	ok	2	1	1	Copper;FECONI	0.92	Copper:0.92;FECONI:0.97	75,A,HIS;109,A,CYS;124,A,HIS | 230,A,HIS;234,A,HIS;258,A,HIS;259,A,HIS	mononuclear	5
A0A919DDV5	ok	3	1	2	Copper;FECONI	0.93	FECONI:0.92;FECONI:0.96;Copper:0.93	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS | 399,A,HIS;415,A,HIS	mononuclear	5
A0A919RHA1	ok	0	0	0					mononuclear	4
A0A934SPS7	ok	0	0	0					no_cu	2
A0A976IE71	ok	0	0	0					no_cu	1
A0A9D3URW0	ok	1	1	0	Copper	0.94	Copper:0.94	308,A,HIS;312,A,HIS;341,A,HIS;342,A,HIS	mononuclear	4
A0A9D4DVG4	ok	1	0	1	FECONI		FECONI:0.96	274,A,HIS;278,A,HIS;301,A,HIS	mononuclear	5
A0A9D4DW49	ok	2	1	1	Copper;FECONI	0.98	FECONI:0.89;Copper:0.98	274,A,HIS;278,A,HIS;300,A,HIS | 274,A,HIS;278,A,HIS;301,A,HIS	mononuclear	4
A0A9D4EB14	ok	0	0	0					mononuclear	3
A0A9D4GX75	ok	1	0	1	Zinc		Zinc:0.91	273,A,HIS;295,A,HIS;296,A,HIS	no_cu	4
A0A9D4IDS9	ok	1	1	0	Copper	0.97	Copper:0.97	274,A,HIS;278,A,HIS;301,A,HIS	mononuclear	5
A0A9D4JUB0	ok	1	1	0	Copper	0.89	Copper:0.89	273,A,HIS;295,A,HIS;296,A,HIS	no_cu	4
A0A9D4V2I4	ok	3	2	1	Copper;FECONI	0.99	Copper:0.99;Copper:0.83;FECONI:0.98	121,A,HIS;142,A,HIS;151,A,HIS | 282,A,HIS;311,A,HIS;312,A,HIS | 236,A,HIS;501,A,ASP	mononuclear	5
A0A9D4Z585	ok	1	0	1	FECONI		FECONI:0.89	117,A,HIS;138,A,HIS;147,A,HIS	mononuclear	5
A0A9E7H3J2	ok	3	1	2	Copper;FECONI	0.83	FECONI:0.93;Copper:0.83;FECONI:0.94	107,A,HIS;111,A,CYS;130,A,HIS | 253,A,HIS;257,A,HIS;285,A,HIS | 253,A,HIS;257,A,HIS;286,A,HIS	binuclear	5
A0A9J2Q8W3	ok	1	1	0	Copper	0.97	Copper:0.97	130,A,HIS;134,A,HIS;157,A,HIS	no_cu	4
A0A9J7MSC3	ok	0	0	0					no_cu	1
A0A9N8JDS5	ok	1	0	1	FECONI		FECONI:1.00	369,A,HIS;377,A,HIS;386,A,HIS	binuclear	5
A0A9N8KBE8	ok	0	0	0					no_cu	2
A0A9N8PYA4	ok	0	0	0					no_cu	1
A0A9N9KL52	ok	1	0	1	FECONI		FECONI:0.98	151,A,HIS;159,A,HIS;168,A,HIS	mononuclear	5
A0A9N9LFQ9	ok	2	1	1	Copper;FECONI	0.89	FECONI:0.90;Copper:0.89	70,A,HIS;91,A,HIS;100,A,HIS | 322,A,HIS;326,A,HIS	mononuclear	5
A0A9N9LHE3	ok	2	1	1	Copper;FECONI	0.96	FECONI:0.97;Copper:0.96	86,A,HIS;110,A,CYS;112,A,HIS;121,A,HIS | 277,A,HIS;281,A,HIS;305,A,HIS;306,A,HIS	binuclear	5
A0A9N9PT18	ok	1	1	0	Copper	0.97	Copper:0.97	228,A,HIS;232,A,HIS;253,A,HIS;254,A,HIS	mononuclear	5
A0A9N9TUY4	ok	2	1	1	Copper;FECONI	0.93	Copper:0.93;FECONI:0.94	132,A,CYS;143,A,HIS | 390,A,HIS;394,A,HIS;424,A,HIS;425,A,HIS	mononuclear	4
A0A9P4H2P0	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.98	109,A,HIS;117,A,ASP;126,A,HIS | 285,A,HIS;289,A,HIS;311,A,HIS;312,A,HIS	binuclear	5
A0A9P4IEM6	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.97	72,A,HIS;102,A,CYS;104,A,HIS;113,A,HIS | 302,A,HIS;303,A,ASP;317,A,GLU	mononuclear	5
A0A9P4JTW6	ok	1	1	0	Copper	0.99	Copper:0.99	71,A,HIS;79,A,HIS;88,A,HIS	mononuclear	5
A0A9P4NQG6	ok	2	1	1	Copper;FECONI	0.98	FECONI:0.79;Copper:0.98	223,A,HIS;227,A,HIS;249,A,HIS | 223,A,HIS;227,A,HIS;250,A,HIS	mononuclear	5
A0A9P4PM19	ok	3	1	2	Copper;FECONI;Zinc	0.82	Zinc:0.94;Copper:0.82;FECONI:0.95	273,A,HIS;277,A,HIS;299,A,HIS | 94,A,HIS;102,A,HIS | 273,A,HIS;277,A,HIS;300,A,HIS	binuclear	5
A0A9P4PTR1	ok	2	1	1	Copper;Zinc	0.91	Zinc:0.96;Copper:0.91	106,A,HIS;125,A,CYS;136,A,HIS | 308,A,HIS;312,A,HIS;335,A,HIS;336,A,HIS	binuclear	5
A0A9P4QMU1	ok	1	0	1	FECONI		FECONI:0.99	118,A,HIS;126,A,HIS;135,A,HIS	mononuclear	5
A0A9P4U804	ok	2	1	1	Copper;FECONI	0.84	FECONI:1.00;Copper:0.84	118,A,HIS;126,A,HIS;135,A,HIS | 264,A,HIS;290,A,HIS	mononuclear	5
A0A9P4YYF2	ok	1	1	0	Copper	0.96	Copper:0.96	269,A,HIS;273,A,HIS;311,A,HIS	mononuclear	5
A0A9P5BFG7	ok	1	1	0	Copper	1.00	Copper:1.00	77,A,HIS;85,A,HIS;94,A,HIS	mononuclear	5
A0A9P5F1P8	ok	2	1	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.99	234,A,HIS;238,A,HIS;261,A,HIS | 49,A,HIS;57,A,HIS;66,A,HIS	mononuclear	5
A0A9P5IJI5	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.98	125,A,HIS;133,A,HIS;142,A,HIS | 270,A,HIS;296,A,HIS	mononuclear	5
A0A9P6DJR5	ok	1	1	0	Copper	0.99	Copper:0.99	246,A,HIS;250,A,HIS;283,A,HIS	mononuclear	5
A0A9P6EYF3	ok	3	2	1	Copper;Zinc	0.96	Copper:0.96;Zinc:0.90;Copper:0.92	46,A,HIS;70,A,HIS | 70,A,HIS;260,A,HIS;304,A,HIS | 260,A,HIS;264,A,HIS;303,A,HIS;304,A,HIS	binuclear	5
A0A9P6HVN3	ok	1	0	1	Zinc		Zinc:0.96	121,A,HIS;125,A,HIS;146,A,HIS;147,A,HIS	no_cu	4
A0A9P6HYB5	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.94	83,A,HIS;91,A,HIS;100,A,HIS | 268,A,HIS;272,A,HIS;295,A,HIS	mononuclear	5
A0A9P6LG06	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.95	50,A,HIS;58,A,HIS;67,A,HIS | 212,A,HIS;237,A,HIS;238,A,HIS	mononuclear	5
A0A9P7HU99	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.93	42,A,HIS;50,A,HIS;59,A,HIS | 196,A,HIS;221,A,HIS;222,A,HIS	mononuclear	5
A0A9P7QPY3	ok	2	1	1	Copper;FECONI	0.91	FECONI:1.00;Copper:0.91	90,A,HIS;98,A,HIS;107,A,HIS | 226,A,HIS;252,A,HIS;253,A,HIS	binuclear	5
A0A9P7R1E3	ok	1	1	0	Copper	0.96	Copper:0.96	249,A,HIS;253,A,HIS;291,A,HIS	mononuclear	4
A0A9P7R9D2	ok	2	0	2	FECONI		FECONI:0.91;FECONI:1.00	390,A,HIS;394,A,HIS;417,A,HIS | 205,A,HIS;213,A,HIS;222,A,HIS	mononuclear	5
A0A9P8DKY9	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.93	42,A,HIS;50,A,HIS;59,A,HIS | 196,A,HIS;221,A,HIS;222,A,HIS	mononuclear	5
A0A9P8EVR0	ok	0	0	0					no_cu	2
A0A9P8G211	ok	0	0	0					no_cu	1
A0A9P8G4G9	ok	0	0	0					no_cu	1
A0A9P8GH40	ok	0	0	0					no_cu	1
A0A9P8JBW6	ok	0	0	0					no_cu	1
A0A9P8MUU1	ok	0	0	0					no_cu	2
A0A9P8SF21	ok	2	0	2	FECONI		FECONI:0.98;FECONI:0.95	83,A,HIS;107,A,HIS;116,A,HIS | 268,A,HIS;272,A,HIS;296,A,HIS	binuclear	5
A0A9P9AG59	ok	1	0	1	FECONI		FECONI:0.99	48,A,HIS;56,A,HIS;65,A,HIS	mononuclear	5
A0A9P9IM25	ok	2	2	0	Copper	0.96	Copper:0.94;Copper:0.96	96,A,HIS;118,A,CYS;129,A,HIS | 262,A,HIS;266,A,HIS;299,A,HIS	binuclear	5
A0A9P9KNI3	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.93	42,A,HIS;50,A,HIS;59,A,HIS | 196,A,HIS;221,A,HIS;222,A,HIS	mononuclear	5
A0A9Q0B6Y1	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.89	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0A9Q0QJI7	ok	2	1	1	Copper;FECONI	0.97	FECONI:1.00;Copper:0.97	146,A,HIS;166,A,HIS;175,A,HIS | 306,A,HIS;310,A,HIS;343,A,CYS	binuclear	5
A0A9Q3GXD1	ok	2	1	1	Copper;FECONI	0.82	FECONI:1.00;Copper:0.82	185,A,HIS;193,A,HIS;202,A,HIS | 345,A,HIS;349,A,HIS	mononuclear	5
A0A9Q3H9V3	ok	1	1	0	Copper	0.92	Copper:0.92	68,A,HIS;85,A,HIS	no_cu	3
A0A9Q8LKP3	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.80	132,A,HIS;140,A,HIS;149,A,HIS | 280,A,HIS;305,A,HIS;306,A,HIS	mononuclear	5
A0A9Q8T2R4	ok	2	2	0	Copper	0.98	Copper:0.92;Copper:0.98	87,A,HIS;100,A,HIS | 252,A,HIS;256,A,HIS;282,A,HIS	mononuclear	5
A0A9Q8WCM4	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.92	205,A,HIS;213,A,HIS;222,A,HIS | 390,A,HIS;394,A,HIS;417,A,HIS	mononuclear	5
A0A9Q8WG05	ok	1	0	1	FECONI		FECONI:0.96	211,A,HIS;215,A,HIS;237,A,HIS;238,A,HIS	mononuclear	4
A0A9Q8ZBH0	ok	1	0	1	FECONI		FECONI:0.96	296,A,HIS;300,A,HIS;323,A,HIS;324,A,HIS	mononuclear	5
A0A9R0TD02	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.91	157,A,HIS;178,A,HIS;187,A,HIS | 309,A,HIS;313,A,HIS;342,A,HIS	mononuclear	5
A0A9R0VMT2	ok	2	1	1	Copper;FECONI	0.94	Copper:0.94;FECONI:0.94	37,A,HIS;41,A,CYS;66,A,HIS | 188,A,HIS;192,A,HIS;221,A,HIS;222,A,HIS	binuclear	5
A0A9R1KF29	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.93	29,A,HIS;50,A,HIS;59,A,HIS | 181,A,HIS;185,A,HIS;214,A,HIS	mononuclear	5
A0A9R1N0A3	ok	2	1	1	Copper;FECONI	0.91	Copper:0.91;FECONI:0.95	37,A,HIS;41,A,CYS;66,A,HIS | 188,A,HIS;192,A,HIS;221,A,HIS;222,A,HIS	binuclear	5
A0A9R1RCW5	ok	2	0	2	FECONI		FECONI:0.96;FECONI:0.88	308,A,HIS;312,A,HIS;341,A,HIS;342,A,HIS | 346,A,ASP;350,A,HIS	mononuclear	4
A0A9W3BB61	ok	0	0	0					no_cu	3
A0A9W4KMZ8	ok	1	1	0	Copper	0.96	Copper:0.96	172,A,HIS;178,A,HIS;187,A,HIS	mononuclear	5
A0A9W4W8U2	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.94	49,A,HIS;57,A,HIS;66,A,HIS | 234,A,HIS;238,A,HIS;261,A,HIS	mononuclear	5
A0A9W6BT77	ok	2	2	0	Copper	0.98	Copper:0.95;Copper:0.98	131,A,HIS;147,A,CYS;158,A,HIS | 301,A,HIS;305,A,HIS;327,A,HIS;328,A,HIS	binuclear	5
A0A9W6TPR0	ok	2	1	1	Copper;FECONI	0.88	FECONI:0.99;Copper:0.88	80,A,HIS;90,A,HIS;99,A,HIS | 241,A,HIS;262,A,HIS;263,A,HIS	mononuclear	5
A0A9W6UBD6	ok	0	0	0					no_cu	1
A0A9W7T0I7	ok	1	1	0	Copper	1.00	Copper:1.00	15,A,HIS;23,A,HIS;32,A,HIS	mononuclear	5
A0A9W8VAU3	ok	1	0	1	FECONI		FECONI:0.94	209,A,HIS;213,A,HIS;234,A,HIS;235,A,HIS	mononuclear	3
A0A9W9IRY5	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.93	117,A,HIS;125,A,HIS;134,A,HIS | 264,A,HIS;289,A,HIS;290,A,HIS	mononuclear	5
A0A9W9Q612	ok	2	0	2	FECONI		FECONI:0.88;FECONI:0.88	79,A,HIS;101,A,HIS;110,A,HIS | 309,A,HIS;341,A,HIS;342,A,HIS	mononuclear	5
A0A9W9T4Q6	ok	2	2	0	Copper	0.97	Copper:0.90;Copper:0.97	113,A,HIS;130,A,HIS | 258,A,HIS;284,A,HIS	no_cu	4
A0A9W9UKW6	ok	2	0	2	FECONI;Zinc		FECONI:0.95;Zinc:0.80	79,A,HIS;99,A,CYS;101,A,HIS;110,A,HIS | 309,A,HIS;341,A,HIS;342,A,HIS	mononuclear	5
A0A9W9WQE3	ok	4	1	3	Copper;FECONI	0.98	FECONI:0.95;FECONI:0.96;FECONI:0.90;Copper:0.98	126,A,CYS;128,A,HIS;137,A,HIS | 336,A,HIS;340,A,HIS;364,A,HIS | 267,A,GLU;271,A,HIS | 336,A,HIS;340,A,HIS;365,A,HIS	mononuclear	5
A0A9X0AKU8	ok	3	1	2	Copper;FECONI;Zinc	0.94	Zinc:0.85;FECONI:0.99;Copper:0.94	96,A,HIS;186,A,ASP | 126,A,HIS;134,A,HIS;143,A,HIS | 270,A,HIS;295,A,HIS;296,A,HIS	mononuclear	5
A0A9X0AXG5	ok	2	1	1	Copper;FECONI	0.99	Copper:0.99;FECONI:0.85	106,A,HIS;114,A,HIS;123,A,HIS | 267,A,HIS;292,A,HIS;293,A,HIS	mononuclear	5
A0AA35M0Q8	ok	2	0	2	FECONI;Zinc		FECONI:0.96;Zinc:0.93	390,A,HIS;394,A,HIS;424,A,HIS;425,A,HIS | 649,A,HIS;664,A,HIS	mononuclear	4
A0AA35TLZ1	ok	1	0	1	FECONI		FECONI:1.00	178,A,HIS;195,A,HIS;204,A,HIS	mononuclear	4
A0AA37GRR7	ok	2	0	2	FECONI		FECONI:0.91;FECONI:1.00	254,A,HIS;258,A,HIS;281,A,HIS | 69,A,HIS;77,A,HIS;86,A,HIS	mononuclear	5
A0AA37LRM6	ok	1	0	1	FECONI		FECONI:0.99	137,A,HIS;145,A,HIS;154,A,HIS	mononuclear	5
A0AA37P8W3	ok	1	1	0	Copper	1.00	Copper:1.00	69,A,HIS;77,A,HIS;86,A,HIS	mononuclear	5
A0AA38RAI0	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.93	21,A,HIS;29,A,HIS;38,A,HIS | 175,A,HIS;200,A,HIS;201,A,HIS	mononuclear	5
A0AA38XVF3	ok	1	0	1	FECONI		FECONI:0.99	134,A,HIS;142,A,HIS;151,A,HIS	mononuclear	5
A0AA38ZJU6	ok	3	0	3	FECONI;Manganese		FECONI:1.00;FECONI:0.96;Manganese:1.00	190,A,HIS;211,A,HIS;220,A,HIS | 342,A,HIS;346,A,HIS;374,A,HIS | 528,A,HIS;530,A,HIS	binuclear	5
A0AA39GKR5	ok	2	1	1	Copper;Zinc	0.98	Copper:0.98;Zinc:0.81	129,A,HIS;137,A,HIS;146,A,HIS | 270,A,HIS;295,A,HIS;296,A,HIS	mononuclear	5
A0AA39K704	ok	1	0	1	FECONI		FECONI:0.97	246,A,HIS;250,A,HIS;284,A,HIS;285,A,HIS	binuclear	5
A0AA39T9Y6	ok	1	0	1	Zinc		Zinc:0.95	225,A,HIS;229,A,HIS;251,A,HIS;252,A,HIS	binuclear	5
A0AA39WFD7	ok	2	1	1	Copper;Zinc	1.00	Copper:1.00;Zinc:0.96	76,A,HIS;84,A,HIS;93,A,HIS | 222,A,HIS;226,A,HIS;237,A,HIS;238,A,HIS	binuclear	5
A0AA39YZL0	ok	3	1	2	Copper;FECONI	0.99	FECONI:0.97;FECONI:0.81;Copper:0.99	100,A,HIS;110,A,HIS | 255,A,HIS;259,A,HIS;301,A,HIS | 255,A,HIS;259,A,HIS;302,A,HIS	mononuclear	5
A0AA39ZVR3	ok	1	1	0	Copper	1.00	Copper:1.00	132,A,HIS;140,A,HIS;149,A,HIS	mononuclear	5
A0AA40K7X1	ok	1	1	0	Copper	0.97	Copper:0.97	154,A,HIS;158,A,HIS;188,A,HIS;189,A,HIS	binuclear	5
A0AA41U5V3	ok	0	0	0					no_cu	2
A0AA42B2P4	ok	2	1	1	Copper;FECONI	0.81	FECONI:0.98;Copper:0.81	99,A,HIS;122,A,HIS;131,A,HIS | 263,A,HIS;292,A,HIS;293,A,HIS	mononuclear	5
A0AA43QLN8	ok	1	0	1	FECONI		FECONI:0.98	104,A,HIS;115,A,HIS;124,A,HIS	mononuclear	3
A0AA87Y286	ok	3	3	0	Copper	0.97	Copper:0.94;Copper:0.90;Copper:0.97	75,A,HIS;106,A,CYS;121,A,HIS | 223,A,HIS;227,A,HIS;251,A,HIS | 223,A,HIS;227,A,HIS;252,A,HIS	mononuclear	5
A0AA88XJ60	ok	0	0	0					no_cu	1
A0AA88XTS7	ok	1	0	1	Zinc		Zinc:0.88	235,A,CYS;243,A,CYS;248,A,CYS	no_cu	1
A0AA89B2U6	ok	1	1	0	Copper	0.94	Copper:0.94	192,A,CYS;209,A,HIS;218,A,HIS	mononuclear	4
A0AAD2E0S8	ok	2	1	1	Copper;FECONI	0.85	FECONI:0.99;Copper:0.85	19,A,HIS;40,A,HIS;49,A,HIS | 176,A,HIS;205,A,HIS;206,A,HIS	mononuclear	5
A0AAD3DIW9	ok	2	1	1	Copper;FECONI	0.92	Copper:0.92;FECONI:0.96	90,A,HIS;97,A,CYS;108,A,HIS | 648,A,ASP;783,A,HIS;787,A,HIS;793,A,HIS	no_cu	5
