accession	thioether	sg_dist
A0ABR1UYT2	C	3.22
A0ABR1UZW9	-	14.27
A0ABR1V2R4	-	15.27
A0ABR1V4N8	C	2.93
A0ABR1VAT1	-	22.53
A0ABR1VAV2	-	20.69
A0ABR1VBC9	-	14.96
A0ABR1VBU5	-	22.70
A0ABR1VEV4	-	15.36
A0ABR1VG48	-	22.34
A0ABR1VH80	-	20.20
A0ABR1VHA2	-	22.11
A0ABR1VKF8	-	22.56
A0ABR1VLJ6	-	21.93
A0ABR1VLW8	-	15.56
A0ABR1VMZ9	-	23.03
A0ABR1VP01	-	14.46
A0ABR1VSU4	-	14.86
A0ABR1VUR7	-	15.32
A0ABR1VUX3	-	20.56
A0ABR1VWS6	-	22.47
A0ABR1VWX9	-	14.20
A0ABR1VXD9	-	21.24
A0ABR1VXT3	-	22.94
A0ABR1VYM7	-	9.75
A0ABR1VYM8	-	22.93
A0ABR1W1A7	-	20.41
A0ABR1W4X4	-	10.34
A0ABR1W595	-	19.43
A0ABR1W603	-	14.52
A0ABR1W879	-	21.24
A0ABR1WCT8	-	20.64
A0ABR1WDT0	-	22.18
A0ABR1WGA9	C*	3.58
A0ABR1WHH7	-	22.51
A0ABR1WHV3	C	2.97
A0ABR1WKA3	-	22.57
A0ABR1WKU8	-	6.84
A0ABR1WNB7	-	15.05
A0ABR1WQN0	-	22.50
A0ABR1WRC7	C	2.90
A0ABR1WSD7	-	23.80
A0ABR1WT11	-	19.04
A0ABR1WWJ4	-	6.88
A0ABR1WX28	-	23.33
A0ABR1WX78	-	22.14
A0ABR1WYD5	-	20.70
A0ABR1WYJ1	-	18.36
A0ABR1WZQ3	C*	3.59
A0ABR1X2K9	C	3.16
A0ABR1X4W4	-	NA
A0ABR1X726	-	NA
A0ABR1X7M6	-	22.91
A0ABR1X8L1	-	22.97
A0ABR1X8Z2	-	8.67
A0ABR1X9X2	-	23.83
A0ABR1XHF5	C	3.23
A0ABR1XTW5	-	16.52
A0ABR1XZF6	-	21.57
A0ABR1YE84	C	3.22
A0ABR1YK44	-	21.78
A0ABR1YMI8	-	NA
A0ABR1YUY4	-	14.90
A0ABR1YVN4	-	NA
A0ABR1ZJS0	C	3.08
A0ABR1ZTK2	C	3.09
A0ABR2A8A9	C	2.81
A0ABR2ALX2	C	2.75
A0ABR2BPU0	C	3.26
A0ABR2BQ36	C	3.06
A0ABR2C3L8	C	2.90
A0ABR2C3M0	C	2.78
A0ABR2C3M9	C	3.27
A0ABR2C3Q6	C	2.86
A0ABR2C3R3	C	2.97
A0ABR2CC07	C	3.08
A0ABR2ELU3	C	3.26
A0ABR2F7P9	C	2.66
A0ABR2FBK3	C	3.17
A0ABR2FCK0	C	3.09
A0ABR2HJK0	-	23.02
A0ABR2HK00	-	23.15
A0ABR2HKH6	C	2.91
A0ABR2HL23	-	22.85
A0ABR2HLE4	-	9.39
A0ABR2HP54	-	14.14
A0ABR2HQF7	-	22.96
A0ABR2HS31	-	15.20
A0ABR2HSQ2	-	22.47
A0ABR2HUI5	-	22.40
A0ABR2I0V4	-	15.28
A0ABR2I1D8	C	2.92
A0ABR2I3N9	-	22.74
A0ABR2IA28	-	15.36
A0ABR2IAG2	-	23.66
A0ABR2IBC7	-	21.98
A0ABR2IHI0	-	23.90
A0ABR2IHW3	-	19.19
A0ABR2IUX2	-	21.22
A0ABR2J4V6	-	20.75
A0ABR2J5A4	C	2.84
A0ABR2J691	C*	3.55
A0ABR2J6C3	-	22.82
A0ABR2J6Q7	C	3.06
A0ABR2J7T6	-	12.32
A0ABR2JAM8	-	20.67
A0ABR2JBH0	-	22.62
A0ABR2JC89	-	6.81
A0ABR2JH69	-	14.91
A0ABR2JHH4	-	22.55
A0ABR2JHI9	-	22.16
A0ABR2JI60	-	21.83
A0ABR2JIV1	-	20.91
A0ABR2JJU8	-	20.69
A0ABR2JP38	-	22.43
A0ABR2MME6	-	NA
A0ABR2MP47	C	2.80
A0ABR2MPP7	C	2.81
A0ABR2N542	C	2.78
A0ABR2NDC0	C	2.92
A0ABR2NDC2	C	3.18
A0ABR2NDC4	C	2.76
A0ABR2NDD0	C	3.27
A0ABR2NDI8	C	3.47
A0ABR2NKN6	C	2.89
A0ABR2NN72	C	3.42
A0ABR2R3S8	C	3.30
A0ABR2RMZ9	C	2.99
A0ABR2RNA1	C	2.95
A0ABR2RNL3	C	3.28
A0ABR2RNV6	C	3.30
A0ABR2RQU3	C	2.87
A0ABR2S5K8	C	3.19
A0ABR2S5R8	C	2.71
A0ABR2SNW7	C	2.81
A0ABR2UEU0	C*	3.69
A0ABR2UF09	-	22.80
A0ABR2UGG9	-	22.77
A0ABR2UH35	-	6.52
A0ABR2URB2	-	15.49
A0ABR2UUK0	-	21.78
A0ABR2UW80	-	21.49
A0ABR2UZT3	-	15.52
A0ABR2V253	-	14.92
A0ABR2V2D3	C	3.25
A0ABR2V369	-	14.80
A0ABR2V4E2	-	22.95
A0ABR2V763	-	20.39
A0ABR2V7V3	-	15.87
A0ABR2V8B1	-	14.96
A0ABR2V8R5	-	15.75
A0ABR2V953	-	15.39
A0ABR2V9G0	-	22.22
A0ABR2VB08	-	NA
A0ABR2VBH3	C	2.84
A0ABR2VBW1	-	22.19
A0ABR2VD17	-	15.99
A0ABR2VD88	-	15.73
A0ABR2VGK2	-	22.53
A0ABR2VIX6	-	14.90
A0ABR2VMN0	-	21.69
A0ABR2VT10	-	21.75
A0ABR2VUU4	-	NA
A0ABR2VWZ1	-	9.65
A0ABR2W2V6	-	10.12
A0ABR2W3C9	-	NA
A0ABR2W3S2	-	NA
A0ABR2W6D4	-	18.80
A0ABR2W7W1	-	22.07
A0ABR2W7X2	-	22.71
A0ABR2W863	-	18.48
A0ABR2W8A2	-	21.86
A0ABR2W902	-	NA
A0ABR2W9H3	C	3.41
A0ABR2W9T9	-	21.73
A0ABR2WA08	-	21.59
A0ABR2WGK5	-	21.80
A0ABR2WIJ5	-	22.05
A0ABR2WIL7	-	16.14
A0ABR2WRF7	-	22.76
A0ABR2WS42	-	22.02
A0ABR2WSR4	-	22.00
A0ABR2WVS4	-	22.05
A0ABR2WYC0	-	21.99
A0ABR2WZL0	-	22.21
A0ABR2X0M2	-	10.15
A0ABR2X251	-	21.73
A0ABR2X2D8	-	21.72
A0ABR2X973	-	20.40
A0ABR2XFG3	-	6.46
A0ABR2XGI8	-	22.84
A0ABR2XI69	C	3.13
A0ABR2XI74	-	14.83
A0ABR2XJQ0	-	15.49
A0ABR2XJX2	-	22.94
A0ABR2XKT0	-	15.10
A0ABR2XKT9	-	22.11
A0ABR2XMR7	-	21.58
A0ABR2XP08	-	22.42
A0ABR2XPU5	-	15.42
A0ABR2XQ66	-	15.52
A0ABR2XQD6	-	21.78
A0ABR2XQM0	C*	3.56
A0ABR2XQM6	-	15.63
A0ABR2XW70	-	16.02
A0ABR2XXL3	-	22.58
A0ABR2Y1V5	C	3.12
A0ABR2Y3S4	-	22.78
A0ABR2Y4V4	-	14.94
A0ABR2Y7K8	-	22.17
A0ABR2Y9L4	-	22.29
A0ABR2Y9Y4	-	15.44
A0ABR2ZJM9	-	21.80
A0ABR2ZUF7	C	2.78
A0ABR2ZZ01	C	2.98
A0ABR2ZZZ9	-	21.87
A0ABR3A6N7	-	13.32
A0ABR3C0X5	C*	3.95
A0ABR3CFI6	-	NA
A0ABR3CI13	C	3.11
A0ABR3CTX8	-	15.94
A0ABR3CWN2	C*	4.46
A0ABR3CXK3	C*	3.79
A0ABR3D5W7	-	22.88
A0ABR3D601	C	3.18
A0ABR3D6M0	-	NA
A0ABR3DPU3	-	22.81
A0ABR3DR17	C	2.89
A0ABR3DT09	C	3.11
A0ABR3EL97	-	21.87
A0ABR3EPL5	C	3.06
A0ABR3ER97	-	22.12
A0ABR3EVX9	C*	3.81
A0ABR3EYF0	-	22.05
A0ABR3F3B6	-	22.25
A0ABR3FAS3	-	22.08
A0ABR3FC20	-	21.52
A0ABR3FKW4	-	22.05
A0ABR3FVG0	-	22.22
A0ABR3FVU5	-	21.95
A0ABR3FXE3	-	22.43
A0ABR3G4Y0	C	3.02
A0ABR3G937	-	21.87
A0ABR3GE49	-	19.90
A0ABR3GF19	C	3.33
A0ABR3GH88	C	3.32
A0ABR3GXR3	-	15.26
A0ABR3GY74	C	3.22
A0ABR3IYU4	C	3.08
A0ABR3IZU5	-	22.18
A0ABR3JMR6	-	15.19
A0ABR3M568	-	13.08
A0ABR3MRW9	-	13.15
A0ABR3N0H9	-	12.91
A0ABR3P0F5	-	12.78
A0ABR3PJT2	-	22.32
A0ABR3PNQ2	C	3.15
A0ABR3QGR5	-	15.29
A0ABR3QI93	-	14.99
A0ABR3QJQ9	-	15.23
A0ABR3QKB1	-	16.17
A0ABR3QRF7	C	3.03
A0ABR3QSB3	-	NA
A0ABR3QTY1	C	2.61
A0ABR3QYD0	-	15.33
A0ABR3R101	-	18.34
A0ABR3R3A6	-	22.46
A0ABR3REZ5	C	3.03
A0ABR3RF86	-	19.60
A0ABR3RK21	C	2.82
A0ABR3RMI3	-	22.46
A0ABR3RQ09	-	22.93
A0ABR3S2T7	-	14.96
A0ABR3S3R4	-	22.89
A0ABR3S4R5	-	22.92
A0ABR3S877	-	22.90
A0ABR3SD72	-	15.58
A0ABR3SDJ1	-	15.72
A0ABR3SJV9	-	16.55
A0ABR3SQV8	-	22.86
A0ABR3SW80	-	15.48
A0ABR3SXQ6	-	NA
A0ABR3SYM1	-	23.04
A0ABR3T0M1	C	2.86
A0ABR3TC55	C	2.83
A0ABR3TDY0	-	21.99
A0ABR3TEQ0	-	22.68
A0ABR3TFZ3	-	NA
A0ABR3TH80	-	23.07
A0ABR3TIJ2	-	23.25
A0ABR3TJ48	C	3.04
A0ABR3TL16	C*	4.76
A0ABR3TVB1	-	15.91
A0ABR3TWR8	C*	4.08
A0ABR3U3E6	-	NA
A0ABR3U4Y1	-	16.47
A0ABR3U827	-	22.77
A0ABR3U855	-	21.05
A0ABR3U9V4	-	23.28
A0ABR3UEC7	C	2.85
A0ABR3UEW4	-	22.48
A0ABR3UFL0	-	23.18
A0ABR3UFU1	C	2.95
A0ABR3UK40	-	20.26
A0ABR3UKA4	-	18.66
A0ABR3UKK5	-	19.42
A0ABR3US75	-	15.71
A0ABR3UST2	-	23.18
A0ABR3UTG0	-	NA
A0ABR3UW44	-	15.64
A0ABR3UXA4	-	20.40
A0ABR3UY57	C*	3.82
A0ABR3UZ14	-	14.98
A0ABR3UZ41	-	22.32
A0ABR3UZ44	-	14.95
A0ABR3V2B3	-	22.97
A0ABR3V3I7	-	15.67
A0ABR3V6P7	-	17.68
A0ABR3V8J2	-	19.01
A0ABR3VFZ2	-	15.08
A0ABR3VGP0	-	22.43
A0ABR3VIB0	-	22.63
A0ABR3VJG5	-	22.87
A0ABR3VKC0	-	22.81
A0ABR3VR49	C	3.33
A0ABR3VXJ2	C	3.38
A0ABR3VYJ3	-	22.78
A0ABR3VZ55	-	23.09
A0ABR3W1B7	-	15.24
A0ABR3W1D6	-	19.43
A0ABR3W2E0	-	21.81
A0ABR3W318	-	16.00
A0ABR3W7W0	-	15.43
A0ABR3WAI6	-	15.56
A0ABR3WDP1	-	15.97
A0ABR3WER5	-	22.84
A0ABR3WFL3	-	15.04
A0ABR3WFS6	-	22.03
A0ABR3WG91	-	23.09
A0ABR3WMA9	-	15.93
A0ABR3WP99	-	14.31
A0ABR3WV06	-	22.35
A0ABR3WWZ9	-	15.30
A0ABR3WZN4	-	16.08
A0ABR3X074	-	14.68
A0ABR3X144	-	16.03
A0ABR3X454	C	3.12
A0ABR3XBQ5	-	20.23
A0ABR3XD70	-	22.83
A0ABR3XMH5	-	15.66
A0ABR3XU99	-	16.18
A0ABR3XVU1	-	15.99
A0ABR3Y0F5	-	23.33
A0ABR3Y5E7	-	22.89
A0ABR3Y8K5	C	3.30
A0ABR3YKV9	C*	3.66
A0ABR3YRD1	C	3.39
A0ABR3YUB8	C	2.86
A0ABR3YUN4	-	19.46
A0ABR3YV94	C	2.84
A0ABR3YY46	-	23.04
A0ABR3YYR7	-	22.98
A0ABR3ZI14	C*	3.54
A0ABR4A6Y8	C*	3.51
A0ABR4AJ15	C	3.26
A0ABR4ALZ9	-	17.77
A0ABR4B0Y4	C	3.43
A0ABR4BMK5	C	3.07
A0ABR4BR18	-	NA
A0ABR4BS06	C	2.75
A0ABR4BSY9	-	22.31
A0ABR4BU17	-	23.05
A0ABR4BXE5	-	14.67
A0ABR4BXU6	-	23.45
A0ABR4BXW4	-	22.84
A0ABR4C2Q2	-	14.93
A0ABR4C2T6	-	NA
A0ABR4C3G6	-	23.04
A0ABR4C8S7	-	23.44
A0ABR4CCE3	C	3.10
A0ABR4CF27	-	NA
A0ABR4CKZ7	C	3.24
A0ABR4CMD4	-	12.83
A0ABR4CP80	-	21.60
A0ABR4CSW7	-	20.53
A0ABR4D0F2	-	17.33
A0ABR4D3J7	-	22.63
A0ABR4D689	-	19.06
A0ABR4D8N5	C	3.31
A0ABR4D8P1	-	15.43
A0ABR4D8P8	-	15.42
A0ABR4DGW0	-	22.94
A0ABR4DJH0	-	22.71
A0ABR4DNW5	-	22.92
A0ABR4DW42	-	15.92
A0ABR4DWL1	-	16.10
A0ABR4DYZ8	-	15.93
A0ABR4E1W3	-	23.40
A0ABR4E290	-	22.19
A0ABR4E567	C*	3.67
A0ABR4E8U4	-	23.08
A0ABR4E9I8	-	15.12
A0ABR4EAY1	-	15.13
A0ABR4EB01	C	3.48
A0ABR4EBK6	-	22.64
A0ABR4EBM5	-	21.74
A0ABR4ECI4	-	23.19
A0ABR4EH23	-	22.35
A0ABR4EHH4	C	3.42
A0ABR4EPJ2	-	21.60
A0ABR4ES42	-	NA
A0ABR4EVQ9	-	23.08
A0ABR4EW25	-	22.90
A0ABR4EWG9	-	20.28
A0ABR4F4B0	-	15.95
A0ABR4F7J8	C	3.11
A0ABR4FEW3	-	15.24
A0ABR4FJN7	-	14.09
A0ABR4FP14	-	23.49
A0ABR4FSG3	-	22.23
A0ABR4G1Z0	-	15.84
A0ABR4G5U9	C	3.38
A0ABR4G8E9	-	22.90
A0ABR4GE68	C*	3.63
A0ABR4GER8	C	3.38
A0ABR4GQ44	-	22.05
A0ABR4GV96	-	22.95
A0ABR4H8T2	-	15.32
A0ABR4H9X8	C*	3.66
A0ABR4HCD2	C	2.81
A0ABR4HDU1	-	15.79
A0ABR4HNK9	-	22.10
A0ABR4HXD7	-	22.89
A0ABR4I3Y8	-	23.58
A0ABR4IBP9	C	3.38
A0ABR4IDF7	C	2.69
A0ABR4IDY3	C	2.72
A0ABR4IKC7	C	3.28
A0ABR4J840	-	22.03
A0ABR4JCY8	-	22.92
A0ABR4JHA9	-	19.74
A0ABR4JK57	-	23.09
A0ABR4JRZ7	C	3.49
A0ABR4JU41	-	15.97
A0ABR4K0T4	C	3.28
A0ABR4K145	-	NA
A0ABR4KDN5	-	15.42
A0ABR4KER6	C	3.38
A0ABR4KG36	-	22.91
A0ABR4KKS7	-	5.72
A0ABR4KNX9	-	14.49
A0ABR4KP32	-	22.14
A0ABR4KUJ7	C*	3.51
A0ABR4L7C4	C	2.69
A0ABR4L7P9	C	3.44
A0ABR4LCV8	-	22.11
A0ABR4LE59	-	22.97
A0ABR4LF00	-	21.78
A0ABR4LTL3	C*	3.58
A0ABR4MAT1	C	3.45
A0ABR4MVH6	-	15.61
A0ABR4MW11	-	21.45
A0ABR4MW32	-	21.40
A0ABR4MZM3	-	14.63
A0ABR4MZM9	-	21.35
A0ABR4N7Z8	-	19.58
A0ABR4N804	-	19.78
A0ABR4NDE5	-	NA
A0ABR4NFM0	-	19.09
A0ABR4NFV2	-	18.34
A0ABR4NFV4	-	19.89
A0ABR4NG22	-	20.06
A0ABR4NG28	-	18.55
A0ABR4NG98	-	21.43
A0ABR4P3T3	-	21.72
A0ABR4P5T0	-	21.39
A0ABR4P7F6	C	3.19
A0ABR4P8H6	-	21.09
A0ABR4PC11	C	2.77
A0ABR4PG57	-	20.19
A0ABR4PQV3	-	23.80
A0ABR4PTF1	C	3.38
A0ABR4TSS6	C	2.84
A0ABR4UQW9	C	3.30
A0ABR4YW72	C	3.30
A0ABR5F0S2	-	15.30
A0ABR5H1K7	C	3.30
A0ABR5HYB5	-	NA
A0ABR5MCM1	-	15.93
A0ABR5T3D8	C	3.46
A0ABR5T4C4	C	3.33
A0ABR5Y6J9	C	3.17
A0ABR6ED79	-	NA
A0ABR6EFA7	C*	8.45
A0ABR6V5Y3	C	3.15
A0ABR6YEY6	C	3.28
A0ABR7J057	C	3.44
A0ABR7QDC1	-	NA
A0ABR7X7G4	C	3.30
A0ABR7X9J7	-	NA
A0ABR8BHZ7	-	36.55
A0ABR8D7N7	-	NA
A0ABR8DNS8	-	56.62
A0ABR8F8G4	-	54.05
A0ABR8GF00	C	3.29
A0ABR8GTX6	-	NA
A0ABR8I9V9	-	54.05
A0ABR8K2N4	-	21.58
A0ABR8K9D1	C	3.42
A0ABR8L1I5	-	NA
A0ABR8NEN7	C	3.38
A0ABR8PTF7	-	NA
A0ABR8RN98	C	3.27
A0ABR8V0D8	C	3.21
A0ABR9BSA8	-	NA
A0ABR9DXX3	C	3.39
A0ABR9GBI0	C	2.88
A0ABR9IXR7	C*	3.51
A0ABR9NDC2	C	3.38
A0ABR9U2C3	-	44.70
A0ABR9UPM7	C	3.27
A0ABS0HZN9	C*	4.21
A0ABS0SWE3	C	3.15
A0ABS0T0L3	C	3.39
A0ABS0VDK6	-	14.81
A0ABS0WY81	-	NA
A0ABS0XFN5	-	NA
A0ABS1DFY7	C	3.15
A0ABS1MHS4	C	3.50
A0ABS1MJM2	-	15.95
A0ABS1NBW5	-	14.89
A0ABS1NZB4	-	NA
A0ABS1P986	-	NA
A0ABS1QI48	C	3.33
A0ABS1RBF0	C	3.10
A0ABS1RZA0	C	3.21
A0ABS1WIG2	C	3.44
A0ABS2HUL9	-	NA
A0ABS2LFC1	C	3.32
A0ABS2REX7	C	3.38
A0ABS2TSI9	-	NA
A0ABS2UQ77	-	NA
A0ABS2UW05	-	15.70
A0ABS2VLA9	-	NA
A0ABS2VTD6	-	NA
A0ABS2YJW5	-	12.53
A0ABS2YMB6	-	12.61
A0ABS2YMS8	-	13.20
A0ABS2YYH9	-	12.88
A0ABS3GM00	C	3.37
A0ABS3J5N9	C*	3.86
A0ABS4DL98	C	3.11
A0ABS4DM05	C	3.30
A0ABS4DZD4	C	3.34
A0ABS4KYF1	-	NA
A0ABS4KZV5	-	NA
A0ABS4R055	C	3.19
A0ABS4R1Z8	-	13.28
A0ABS4VHP3	-	NA
A0ABS4XWU1	C	3.16
A0ABS4Y2A7	-	16.04
A0ABS4Y2C4	-	16.09
A0ABS5FGA5	C	3.28
A0ABS5JAM9	C	3.32
A0ABS6PD98	C*	3.54
A0ABS6QBR2	C	3.27
A0ABS6RRF5	-	15.93
A0ABS6TYA9	-	NA
A0ABS6YV96	-	NA
A0ABS6Z6P8	-	NA
A0ABS6ZER2	-	NA
A0ABS7FAN1	C	3.33
A0ABS7FI94	C	3.18
A0ABS7Q4E0	-	NA
A0ABS7W4I0	-	NA
A0ABS7ZZT8	C	3.28
A0ABS8ACT9	C	3.38
A0ABS8B4K5	-	NA
A0ABS8B757	-	NA
A0ABS8DZX9	-	NA
A0ABS8E1Y1	-	NA
A0ABS8EGX4	-	NA
A0ABS8I9C0	-	56.11
A0ABS8JIA8	-	NA
A0ABS8JID1	-	NA
A0ABS8LUU6	C	3.41
A0ABS8MPT4	-	27.88
A0ABS8RTR4	C	2.85
A0ABS8RU68	C	2.78
A0ABS8TSD9	C	2.76
A0ABS8VLK7	C	2.87
A0ABS8ZNX7	-	16.20
A0ABS9FD76	C*	3.67
A0ABS9G7M5	C*	3.55
A0ABS9JNH7	-	NA
A0ABS9JT96	-	NA
A0ABS9P1C3	C	3.44
A0ABS9XB71	-	13.99
A0ABS9XX40	-	NA
A0ABT0I9D3	-	14.29
A0ABT0IJQ0	-	NA
A0ABT0JVE8	C*	4.16
A0ABT0JVX1	C	3.38
A0ABT0NYG0	-	NA
A0ABT0P269	-	NA
A0ABT0UM60	-	NA
A0ABT0UYQ7	-	NA
A0ABT0WZ33	C	2.56
A0ABT1J826	-	16.10
A0ABT1P7V4	-	15.81
A0ABT1QQK3	C	2.95
A0ABT1U935	-	16.07
A0ABT2ABP4	C	3.26
A0ABT2B8Y5	-	NA
A0ABT2BD08	-	NA
A0ABT2BQ25	C	3.31
A0ABT2C4F0	C	3.01
A0ABT2CDJ1	-	NA
A0ABT2CNF8	-	NA
A0ABT2CYD8	C	2.77
A0ABT2D037	C	2.86
A0ABT2DI07	C	3.13
A0ABT2IX21	C	3.29
A0ABT2ZPY2	C	3.34
A0ABT3TTM1	-	15.76
A0ABT3VD37	-	NA
A0ABT3YMY5	C*	3.57
A0ABT3YNN3	C	3.24
A0ABT3YYD9	-	16.02
A0ABT4AC96	-	41.43
A0ABT4CAF5	C	2.60
A0ABT4KNP9	-	5.68
A0ABT4P1V8	-	NA
A0ABT4RMA2	C	3.22
A0ABT4VMH7	C	3.31
A0ABT4ZRR9	C	3.32
A0ABT5BA12	C	3.50
A0ABT5C395	-	57.23
A0ABT5CGG2	C*	4.27
A0ABT5DRQ2	C	3.21
A0ABT5FM06	-	13.74
A0ABT5FQ11	-	NA
A0ABT5JJF4	C	3.26
A0ABT5NJ79	-	16.04
A0ABT5NM23	C*	3.67
A0ABT5NTP0	C	3.32
A0ABT5PMD6	-	16.27
A0ABT5QCR8	C	3.47
A0ABT6A9F1	-	NA
A0ABT6AR49	C	3.44
A0ABT6FUS9	-	28.60
A0ABT6HJQ5	-	NA
A0ABT6HY41	-	9.75
A0ABT6LHM3	-	NA
A0ABT6RXR1	-	NA
A0ABT6T6S0	-	NA
A0ABT6WGX1	-	15.73
A0ABT6WVU7	-	15.92
A0ABT6X1I4	-	15.65
A0ABT7A7R5	C	3.46
A0ABT7D3Y0	-	13.58
A0ABT7GKS6	-	NA
A0ABT7GLQ0	-	NA
A0ABT7GNH3	-	NA
A0ABT7H3U6	-	NA
A0ABT7IVB5	-	15.78
A0ABT7JBJ6	-	NA
A0ABT7Z8T3	-	NA
A0ABT8C4V6	C*	3.67
A0ABT8HW12	-	28.37
A0ABT8KZU3	C*	3.69
A0ABT8V9H2	-	9.35
A0ABT9CR60	-	NA
A0ABT9FYM9	C	3.34
A0ABT9JGD5	C	3.25
A0ABT9LDS4	-	NA
A0ABT9MUW6	C	3.25
A0ABU0I7P7	-	NA
A0ABU0IU28	-	11.19
A0ABU0J091	C	3.49
A0ABU0NKH8	-	NA
A0ABU0NRC4	-	NA
A0ABU0PTF1	-	NA
A0ABU0Q201	-	NA
A0ABU0QMG5	-	NA
A0ABU0R2V1	-	NA
A0ABU0RFD2	-	15.63
A0ABU0T0D3	-	NA
A0ABU0TC15	-	NA
A0ABU0XXK1	C*	4.04
A0ABU1D0H3	C	3.18
A0ABU1JZJ1	C	3.27
A0ABU1LM08	C	3.07
A0ABU1LQ40	C	2.89
A0ABU1MXI3	C	3.44
A0ABU1VYL2	C	2.81
A0ABU1Y4F2	C	3.28
A0ABU2P6Y7	-	NA
A0ABU2PGI9	-	NA
A0ABU2PY66	-	30.31
A0ABU2QH10	-	NA
A0ABU2QWB1	-	NA
A0ABU2RKH0	-	NA
A0ABU2S4D8	-	15.58
A0ABU2SMY1	-	16.15
A0ABU2SWM0	-	15.37
A0ABU2TD74	-	16.04
A0ABU2TTA1	-	NA
A0ABU2UID7	-	NA
A0ABU2VNM7	-	15.70
A0ABU2W3G6	-	NA
A0ABU2W836	-	NA
A0ABU2WI91	C	3.06
A0ABU2YXY2	-	NA
A0ABU2Z367	-	NA
A0ABU3ASL9	-	NA
A0ABU3L7B5	-	15.38
A0ABU3LA82	-	33.60
A0ABU3LVZ0	-	10.28
A0ABU3M1Y9	-	NA
A0ABU3M668	-	NA
A0ABU3V0V5	-	NA
A0ABU3VGX6	-	9.27
A0ABU3W348	C	3.26
A0ABU4FNB6	-	13.82
A0ABU4HHA2	-	14.88
A0ABU4HHD3	C*	3.72
A0ABU4HU45	C*	11.55
A0ABU4KFK7	-	NA
A0ABU4KZZ4	-	NA
A0ABU4L345	-	NA
A0ABU4MRA4	-	NA
A0ABU4MSE3	-	NA
A0ABU4NAW0	-	NA
A0ABU4NGJ7	-	NA
A0ABU4R8E7	C	3.43
A0ABU4T9S4	-	11.16
A0ABU4TMS8	-	11.22
A0ABU4XE34	-	NA
A0ABU4ZJU1	C	3.43
A0ABU5KX76	C	3.17
A0ABU6BUV5	-	14.89
A0ABU6C605	-	15.75
A0ABU6JDB1	-	15.81
A0ABU6LUF1	-	NA
A0ABU6LX10	-	NA
A0ABU6QJX1	C	3.07
A0ABU6QK46	C	3.00
A0ABU6QKV3	C	2.94
A0ABU6RLL4	C	2.91
A0ABU6RUJ9	C	2.85
A0ABU6S3H3	C	2.76
A0ABU6S3R9	C	2.81
A0ABU6SE88	C	2.82
A0ABU6SF53	C	3.02
A0ABU6SHH7	C	2.98
A0ABU6TQ45	C	2.88
A0ABU6U4L1	C	3.18
A0ABU6U4L6	C	2.74
A0ABU6U5W4	C	3.48
A0ABU6U640	C	3.19
A0ABU6U6J8	C	2.88
A0ABU6U7P2	C	2.93
A0ABU6U7S4	C	2.99
A0ABU6U958	C	2.84
A0ABU6UAJ7	C	2.85
A0ABU6V8F0	C	2.73
A0ABU6YLY4	C	2.90
A0ABU6YV63	C	2.90
A0ABU6ZR61	C	3.26
A0ABU7A3I3	-	12.86
A0ABU7ASJ5	-	13.12
A0ABU7BL55	-	13.23
A0ABU7DJT5	-	13.26
A0ABU7E0A2	-	12.87
A0ABU7EWP2	-	12.85
A0ABU7F0U7	-	13.15
A0ABU7HNC5	C	3.48
A0ABU7NJ39	-	15.92
A0ABU7P611	-	NA
A0ABU7TUF6	C	3.25
A0ABU7XFV8	-	15.68
A0ABU7YFE8	-	NA
A0ABU7Z0F0	C	2.85
A0ABU7Z0U9	-	NA
A0ABU7ZVD2	-	NA
A0ABU8AJB8	-	NA
A0ABU8AZQ3	-	NA
A0ABU8D3Y1	C	3.21
A0ABU8FF18	-	15.73
A0ABU8GAC3	-	NA
A0ABU8GG21	-	NA
A0ABU8HVK4	-	26.71
A0ABU8JDG9	C	3.16
A0ABU8JDY6	C	3.33
A0ABU8R5J6	C*	3.98
A0ABU8TYI5	-	NA
A0ABU8TZH3	-	NA
A0ABU8UM26	-	NA
A0ABU9NQ44	C	3.48
A0ABU9NY53	C	3.40
A0ABU9QB80	C	2.88
A0ABU9X948	-	15.78
A0ABU9X9V4	-	15.48
A0ABU9Y882	C	3.49
A0ABV0AFJ4	-	NA
A0ABV0CG96	C*	3.63
A0ABV0CJA9	C	2.70
A0ABV0F9P3	C	2.95
A0ABV0FF21	C	3.43
A0ABV0H059	C	3.15
A0ABV0H704	C	2.66
A0ABV0J1E4	C	2.69
A0ABV0JK55	-	NA
A0ABV0NDD2	-	12.78
A0ABV0P2D7	-	13.27
A0ABV0PFT7	-	12.14
A0ABV0QCL7	-	13.16
A0ABV0TA70	-	12.68
A0ABV0UK39	-	12.82
A0ABV0URV4	-	13.22
A0ABV0VMY9	-	13.15
A0ABV0WM05	-	13.21
A0ABV0WX32	-	12.66
A0ABV0Y3G3	-	13.10
A0ABV0ZM75	-	13.23
A0ABV1AB42	-	12.75
A0ABV1Q7M0	-	NA
A0ABV1SWP1	-	NA
A0ABV1TI03	-	NA
A0ABV1TLX1	-	NA
A0ABV1TRU5	-	NA
A0ABV1U8B2	-	NA
A0ABV1UHN8	-	NA
A0ABV1UTF3	-	NA
A0ABV1VHI1	-	NA
A0ABV1VW12	-	NA
A0ABV1X6N5	-	NA
A0ABV1X7P1	-	NA
