member,accession,cterm_len,n_seg,status
A0A7C8K8Z5_taxID_2813651_model_A,A0A7C8K8Z5,364,1,ok
A0A7C8NXU1_taxID_2813651_model_A,A0A7C8NXU1,363,1,ok
A0A7C8KIB9_taxID_2813651_model_A,A0A7C8KIB9,217,1,ok
A0A6G1M9F9_taxID_2813651_model,A0A6G1M9F9,211,1,ok
A0A7C8JBD1_taxID_2813651_model_A,A0A7C8JBD1,217,1,ok
A0A7C8KC07_taxID_2813651_model_A,A0A7C8KC07,217,1,ok
A0A7C8P6Q1_taxID_2813651_model,A0A7C8P6Q1,222,1,ok
A0A7C8QXL5_taxID_2813651_model_A,A0A7C8QXL5,217,1,ok
A0A7C8RHI6_taxID_2813651_model,A0A7C8RHI6,217,1,ok
A0AAN8N2L3_taxID_74498_model_A,A0AAN8N2L3,217,1,ok
A0AAV9VX17_taxID_47236_model_A,A0AAV9VX17,217,1,ok
G1XN18_taxID_756982_model_A,G1XN18,217,1,ok
A0A7C8MEQ8_taxID_100035_model,A0A7C8MEQ8,208,1,ok
A0A7C8NDC7_taxID_2813651_model,A0A7C8NDC7,202,1,ok
A0A6G1MDZ6_taxID_2813651_model,A0A6G1MDZ6,202,1,ok
A0A7C8P2D4_taxID_2813651_model,A0A7C8P2D4,202,1,ok
A0A7C8PUR3_taxID_2813651_model,A0A7C8PUR3,202,1,ok
A0A7C8Q019_taxID_2813651_model,A0A7C8Q019,202,1,ok
A0A7C8NGK3_taxID_2813651_model_A,A0A7C8NGK3,206,1,ok
A0A437AEF9_taxID_97331_model_A,A0A437AEF9,206,1,ok
A0A6G1M972_taxID_2813651_model_A,A0A6G1M972,206,1,ok
A0A7C8PX01_taxID_2813651_model_A,A0A7C8PX01,206,1,ok
A0A7C8RAE6_taxID_2813651_model_A,A0A7C8RAE6,206,1,ok
A0A8H2DTR3_taxID_2813651_model_A,A0A8H2DTR3,206,1,ok
A0A8H8VMB0_taxID_2813651_model_A,A0A8H8VMB0,206,1,ok
A0AAN8MT50_taxID_47235_model_A,A0AAN8MT50,206,1,ok
A0AAN8N8D8_taxID_74498_model_A,A0AAN8N8D8,205,1,ok
A0AAV9WG77_taxID_47236_model_A,A0AAV9WG77,206,1,ok
G1XS72_taxID_756982_model_A,G1XS72,206,1,ok
A0A7C8NGK8_taxID_2813651_model_A,A0A7C8NGK8,217,1,ok
A0A436ZMY2_taxID_97331_model,A0A436ZMY2,369,1,ok
G1X7Q1_taxID_756982_model_A,G1X7Q1,369,1,ok
A0A7C8QK40_taxID_2813651_model_A,A0A7C8QK40,189,1,ok
A0A7C8QPJ2_taxID_2813651_model,A0A7C8QPJ2,189,1,ok
A0A7C8RKC7_taxID_2813651_model_A,A0A7C8RKC7,362,1,ok
A0A7C8RMH3_taxID_2813651_model,A0A7C8RMH3,177,1,ok
A0A7C8V4F7_taxID_2813651_model,A0A7C8V4F7,172,1,ok
A0A436ZY67_taxID_97331_model_A,A0A436ZY67,177,1,ok
A0A7C8JDI9_taxID_2813651_model,A0A7C8JDI9,172,1,ok
A0A7C8K5L1_taxID_2813651_model,A0A7C8K5L1,172,1,ok
A0A7C8KN05_taxID_2813651_model,A0A7C8KN05,178,1,ok
A0AAN8PHS8_taxID_74498_model,A0AAN8PHS8,172,1,ok
G1XNN7_taxID_756982_model,G1XNN7,172,1,ok
S8BRY2_taxID_1284197_model,S8BRY2,140,1,ok
A0A7C8VLB4_taxID_2813651_model,A0A7C8VLB4,161,1,ok
A0A437ABS8_taxID_97331_model,A0A437ABS8,160,1,ok
A0A6G1M9S3_taxID_2813651_model,A0A6G1M9S3,160,1,ok
A0A7C8NPY3_taxID_2813651_model,A0A7C8NPY3,182,1,ok
A0A7C8PHR6_taxID_2813651_model,A0A7C8PHR6,161,1,ok
A0A7C8QXT6_taxID_2813651_model,A0A7C8QXT6,161,1,ok
A0A7C8U3L5_taxID_2813651_model,A0A7C8U3L5,160,1,ok
A0A7C8UG49_taxID_2813651_model,A0A7C8UG49,175,1,ok
A0AAD6IYQ0_taxID_74499_model,A0AAD6IYQ0,160,1,ok
A0AAN8N2P8_taxID_47235_model,A0AAN8N2P8,161,1,ok
A0AAN8S1M3_taxID_74498_model,A0AAN8S1M3,175,1,ok
A0AAV9V5C2_taxID_3140254_model,A0AAV9V5C2,160,1,ok
A0AAV9VIS4_taxID_1796055_model,A0AAV9VIS4,175,1,ok
A0AAV9W7Y2_taxID_47236_model,A0AAV9W7Y2,175,1,ok
A0AAV9XAI9_taxID_2528407_model,A0AAV9XAI9,174,1,ok
G1XTB4_taxID_756982_model,G1XTB4,161,1,ok
S8C046_taxID_1284197_model,S8C046,160,1,ok
W7HTX7_taxID_1043628_model,W7HTX7,160,1,ok
A0A7D5Z638_taxID_500148_model_A,A0A7D5Z638,373,1,ok
A0A0D9NK72_taxID_1291518_model_A,A0A0D9NK72,373,1,ok
A0A7H8QP42_taxID_121627_model_A,A0A7H8QP42,216,1,ok
A0A7H8R1G7_taxID_121627_model,A0A7H8R1G7,354,1,ok
A0A7R6T5J0_taxID_5627_model,A0A7R6T5J0,149,1,ok
A0A7U2F463_taxID_321614_model,A0A7U2F463,187,1,ok
A0A8A1MPW2_taxID_5037_model,A0A8A1MPW2,378,1,ok
A0A8A3P9S6_taxID_61207_model,A0A8A3P9S6,157,1,ok
A0A8A3PLC2_taxID_61207_model,A0A8A3PLC2,158,1,ok
A0A8E2AKR6_taxID_1052685_model_A,A0A8E2AKR6,158,1,ok
A0A8E2AW04_taxID_1052685_model_A,A0A8E2AW04,158,1,ok
M2P7Y1_taxID_914234_model_A,M2P7Y1,187,1,ok
M2QEA0_taxID_914234_model_A,M2QEA0,157,1,ok
A0A8E2DWK1_taxID_1314670_model,A0A8E2DWK1,148,1,ok
A0A9P4JF56_taxID_1513339_model,A0A9P4JF56,148,1,ok
A0A8E2E040_taxID_1314670_model_A,A0A8E2E040,247,1,ok
A0A8E2EM46_taxID_574774_model_A,A0A8E2EM46,148,1,ok
A0A8E2EQ07_taxID_574774_model_A,A0A8E2EQ07,158,1,ok
A0A8E2EXZ3_taxID_574774_model,A0A8E2EXZ3,143,1,ok
A0A8E2F2M6_taxID_574774_model,A0A8E2F2M6,158,1,ok
A0A8E2F331_taxID_574774_model_A,A0A8E2F331,396,1,ok
A0A8E2JHT1_taxID_1314670_model,A0A8E2JHT1,148,1,ok
A0A8E2JYI7_taxID_574774_model_A,A0A8E2JYI7,251,1,ok
A0A8E5MJW1_taxID_1159556_model,A0A8E5MJW1,210,1,ok
A0A8H2E7P9_taxID_2813651_model_A,A0A8H2E7P9,189,1,ok
A0A8H3BVH4_taxID_456999_model,A0A8H3BVH4,474,1,ok
A0A8H3CQ20_taxID_456999_model,A0A8H3CQ20,475,1,ok
A0A8H3EN91_taxID_116794_model_A,A0A8H3EN91,153,1,ok
A0A8H3FR24_taxID_172621_model_A,A0A8H3FR24,169,1,ok
A0A8H3FVH9_taxID_116794_model,A0A8H3FVH9,448,1,ok
A0A8H3G324_taxID_1903189_model_A,A0A8H3G324,148,1,ok
A0A8H6L2R8_taxID_112416_model_A,A0A8H6L2R8,142,1,ok
A0ABR4A6Y8_taxID_373712_model_A,A0ABR4A6Y8,165,1,ok
A0A8H3G5H2_taxID_116794_model_A,A0A8H3G5H2,139,1,ok
A0A8H3HVS0_taxID_456999_model_A,A0A8H3HVS0,456,1,ok
A0A8H3J3F8_taxID_172621_model,A0A8H3J3F8,174,1,ok
A0A2Z6RB52_taxID_94130_model,A0A2Z6RB52,329,1,ok
A0A8H3URB4_taxID_5025_model,A0A8H3URB4,187,1,ok
A0A8H3YNM1_taxID_5025_model,A0A8H3YNM1,202,1,ok
A0A8H3VZY2_taxID_702518_model,A0A8H3VZY2,451,1,ok
A0A8H3W3M4_taxID_702518_model,A0A8H3W3M4,335,1,ok
A0A397W1V4_taxID_44941_model_A,A0A397W1V4,354,1,ok
A0A8H4B004_taxID_4874_model_A,A0A8H4B004,154,1,ok
A0A9N8W1T2_taxID_1348616_model_A,A0A9N8W1T2,159,1,ok
A0A9N9E246_taxID_60492_model_A,A0A9N9E246,153,1,ok
A0ACA9JUR1_taxID_85575_model_A,A0ACA9JUR1,154,1,ok
A0ACA9LR35_taxID_1316150_model_A,A0ACA9LR35,152,1,ok
A0ACA9MFV3_taxID_1433469_model,A0ACA9MFV3,131,1,ok
A0ACA9Q961_taxID_160502_model,A0ACA9Q961,146,1,ok
A0A8H3YLS0_taxID_5025_model,A0A8H3YLS0,164,1,ok
A0A8H3VQH7_taxID_5025_model,A0A8H3VQH7,162,1,ok
A0A8H3Z591_taxID_5025_model_A,A0A8H3Z591,164,1,ok
A0A517L981_taxID_50376_model_A,A0A517L981,237,1,ok
A0A8H3VS12_taxID_5025_model_A,A0A8H3VS12,229,1,ok
A0A8H3YMW2_taxID_5025_model_A,A0A8H3YMW2,229,1,ok
A0A8H4ER60_taxID_4874_model_A,A0A8H4ER60,174,1,ok
A0A8H4JVE1_taxID_78861_model_A,A0A8H4JVE1,426,1,ok
A0A8H4LY57_taxID_72228_model,A0A8H4LY57,134,1,ok
A0A8H4LYB6_taxID_72228_model,A0A8H4LYB6,134,1,ok
A0A1B8B0A6_taxID_36050_model,A0A1B8B0A6,162,1,ok
A0A8H4PYJ1_taxID_72228_model,A0A8H4PYJ1,124,1,ok
A0A8H4Q7B4_taxID_2030778_model,A0A8H4Q7B4,169,1,ok
A0A8H4RD19_taxID_354080_model,A0A8H4RD19,155,1,ok
A0A8H4REF5_taxID_354080_model,A0A8H4REF5,346,1,ok
A0A8H4RVR8_taxID_354080_model,A0A8H4RVR8,147,1,ok
A0A9P8C4U3_taxID_45428_model,A0A9P8C4U3,161,1,ok
A0A8H4UR38_taxID_1053134_model,A0A8H4UR38,463,1,ok
A0A8H4VIV0_taxID_84607_model_A,A0A8H4VIV0,144,1,ok
A0A8H4WA62_taxID_354080_model_A,A0A8H4WA62,157,1,ok
A0A8H5AS67_taxID_2480587_model,A0A8H5AS67,248,1,ok
A0A8H5B6S5_taxID_2480587_model_A,A0A8H5B6S5,216,1,ok
A0A8H5CSQ3_taxID_201217_model_A,A0A8H5CSQ3,178,1,ok
A0A8H5CSR4_taxID_201217_model_A,A0A8H5CSR4,160,1,ok
A0A8H5G7U9_taxID_201217_model,A0A8H5G7U9,192,1,ok
A0A8H5CPZ2_taxID_201217_model,A0A8H5CPZ2,193,1,ok
A0A8H5GWW4_taxID_182062_model,A0A8H5GWW4,148,1,ok
A0A8H5HDP7_taxID_117010_model_A,A0A8H5HDP7,404,1,ok
A0A8H5HXK5_taxID_2823264_model,A0A8H5HXK5,145,1,ok
A0A8H5J780_taxID_751941_model_A,A0A8H5J780,464,1,ok
A0A8H5J9Q5_taxID_751941_model,A0A8H5J9Q5,242,1,ok
A0A8H5JRL3_taxID_47803_model,A0A8H5JRL3,163,1,ok
A0A8H5KLF1_taxID_56676_model,A0A8H5KLF1,427,1,ok
A0A8H5SS39_taxID_42747_model,A0A8H5SS39,460,1,ok
A0AAN6C3C0_taxID_282268_model,A0AAN6C3C0,483,1,ok
K3VPY0_taxID_1028729_model,K3VPY0,477,1,ok
A0A8H5TQU7_taxID_48490_model_A,A0A8H5TQU7,425,1,ok
A0A8H4ZIX0_taxID_48485_model_A,A0A8H4ZIX0,425,1,ok
A0A8H5UKS9_taxID_48490_model_A,A0A8H5UKS9,434,1,ok
A0A8H5UPN3_taxID_42677_model_A,A0A8H5UPN3,440,1,ok
A0A8H5VII5_taxID_1567544_model,A0A8H5VII5,424,1,ok
A0A8H5ZBE3_taxID_45130_model,A0A8H5ZBE3,200,1,ok
A0A8H6AHL4_taxID_1964551_model,A0A8H6AHL4,144,1,ok
A0A8H6DNI4_taxID_1567541_model,A0A8H6DNI4,174,1,ok
A0A8H6IV04_taxID_2175907_model,A0A8H6IV04,167,1,ok
A0A8H6JDF9_taxID_2175907_model_A,A0A8H6JDF9,212,1,ok
A0A8H6M1T0_taxID_980116_model_A,A0A8H6M1T0,438,1,ok
A0A8H5EVZ1_taxID_980116_model_A,A0A8H5EVZ1,439,1,ok
A0A8H6NPF4_taxID_2175906_model_A,A0A8H6NPF4,212,1,ok
A0A8H6S0L4_taxID_2126181_model_A,A0A8H6S0L4,151,1,ok
A0A8H6SA99_taxID_658473_model,A0A8H6SA99,151,1,ok
A0A8H6U8S8_taxID_2175873_model_A,A0A8H6U8S8,212,1,ok
A0A8H6VFN9_taxID_685502_model,A0A8H6VFN9,209,1,ok
A0A8H6X7R3_taxID_2733690_model,A0A8H6X7R3,519,1,ok
A0A8H6YCU9_taxID_230812_model,A0A8H6YCU9,149,1,ok
A0A8H6YF55_taxID_2733690_model_A,A0A8H6YF55,95,1,ok
A0A8H6YHY9_taxID_230812_model_A,A0A8H6YHY9,100,1,ok
A0A8H6ZAK3_taxID_230812_model_A,A0A8H6ZAK3,147,1,ok
A0A8H7AB16_taxID_364733_model,A0A8H7AB16,184,1,ok
A0A8H7AFZ9_taxID_364733_model_A,A0A8H7AFZ9,245,1,ok
A0A8H7BCK5_taxID_1187904_model,A0A8H7BCK5,226,1,ok
A0A177DXP3_taxID_5599_model,A0A177DXP3,226,1,ok
A0A4Q4M420_taxID_119927_model,A0A4Q4M420,226,1,ok
A0A4Q4NVL9_taxID_5599_model,A0A4Q4NVL9,226,1,ok
A0A4Q4QXM4_taxID_156630_model,A0A4Q4QXM4,226,1,ok
A0A8J2MWK5_taxID_119953_model,A0A8J2MWK5,229,1,ok
A0AAD4NQN5_taxID_48097_model,A0AAD4NQN5,229,1,ok
A0AB37WDN7_taxID_119927_model,A0AB37WDN7,226,1,ok
A0ABR3UY57_taxID_48095_model,A0ABR3UY57,229,1,ok
A0ABY0GHJ6_taxID_119927_model,A0ABY0GHJ6,229,1,ok
A0ACB6FMU4_taxID_167740_model,A0ACB6FMU4,226,1,ok
A0A8H7C4Z8_taxID_192524_model,A0A8H7C4Z8,230,1,ok
A0A8H7F114_taxID_192524_model,A0A8H7F114,146,1,ok
A0A8H7IQP6_taxID_45133_model_A,A0A8H7IQP6,171,1,ok
A0A8H7IRY9_taxID_45133_model,A0A8H7IRY9,114,1,ok
A0A8H7JAM7_taxID_205686_model,A0A8H7JAM7,177,1,ok
A0ACB6RLP9_taxID_301207_model_A,A0ACB6RLP9,198,1,ok
A0A8H7H065_taxID_456999_model_A,A0A8H7H065,493,1,ok
A0A8H7TLJ9_taxID_108018_model,A0A8H7TLJ9,158,1,ok
A0A1E1K7Q4_taxID_914238_model,A0A1E1K7Q4,158,1,ok
A0A8H7Y728_taxID_181762_model,A0A8H7Y728,152,1,ok
A0A409XPQ5_taxID_93625_model,A0A409XPQ5,148,1,ok
A0A8H8CNT2_taxID_181762_model,A0A8H8CNT2,148,1,ok
A0ACB8H9N0_taxID_181762_model,A0ACB8H9N0,152,1,ok
A0ACB8HA24_taxID_181762_model,A0ACB8HA24,148,1,ok
A0A8H8BUN9_taxID_108018_model_A,A0A8H8BUN9,305,1,ok
A0A8H8RNN3_taxID_215460_model,A0A8H8RNN3,129,1,ok
A0A8H8TWB0_taxID_1316788_model,A0A8H8TWB0,180,1,ok
A0A8H8U903_taxID_602034_model_A,A0A8H8U903,129,1,ok
A0A8I2YWL6_taxID_495285_model_A,A0A8I2YWL6,436,1,ok
A0A8I3A4L4_taxID_495285_model_A,A0A8I3A4L4,435,1,ok
A0AAD4BGZ0_taxID_1328754_model_A,A0AAD4BGZ0,435,1,ok
A0AAD4G8V0_taxID_1328754_model,A0AAD4G8V0,434,1,ok
A0A8I2ZPC4_taxID_100787_model,A0A8I2ZPC4,160,1,ok
A0A8H5JW57_taxID_47803_model_A,A0A8H5JW57,282,1,ok
A0A2L2TQ94_taxID_56646_model,A0A2L2TQ94,464,1,ok
A0A8K0L574_taxID_2601811_model,A0A8K0L574,210,1,ok
A0A6A6GQR0_taxID_302913_model,A0A6A6GQR0,210,1,ok
A0A8K0NFF9_taxID_83212_model_A,A0A8K0NFF9,226,1,ok
A0A8K0QU28_taxID_798071_model,A0A8K0QU28,190,1,ok
A0A8K0RBX9_taxID_798071_model,A0A8K0RBX9,157,1,ok
A0A8K0RHV4_taxID_798071_model,A0A8K0RHV4,249,1,ok
A0A8K0SPJ6_taxID_80388_model,A0A8K0SPJ6,127,1,ok
A0A8K0SZ49_taxID_80388_model_A,A0A8K0SZ49,418,1,ok
A0A8K0T2R2_taxID_80388_model_A,A0A8K0T2R2,211,1,ok
A0A8K0TF79_taxID_40658_model_A,A0A8K0TF79,205,1,ok
A0A9P8VDX7_taxID_936078_model,A0A9P8VDX7,229,1,ok
A0A8K0TUH1_taxID_40658_model,A0A8K0TUH1,169,1,ok
A0A8S0XSP5_taxID_1973307_model_A,A0A8S0XSP5,144,1,ok
A0A8T2QF77_taxID_49495_model,A0A8T2QF77,374,1,ok
A0A8T2V451_taxID_49495_model,A0A8T2V451,374,1,ok
A0A8T2V851_taxID_49495_model,A0A8T2V851,375,1,ok
A0A8T9B6T2_taxID_1316785_model_A,A0A8T9B6T2,187,1,ok
A0A7D8YU95_taxID_1316786_model_A,A0A7D8YU95,180,1,ok
A0A8T9BE97_taxID_1316785_model,A0A8T9BE97,126,1,ok
A0A8T9C986_taxID_602035_model,A0A8T9C986,218,1,ok
A0A8T9CG38_taxID_602035_model,A0A8T9CG38,178,1,ok
A0ABR4BS06_taxID_86028_model_A,A0ABR4BS06,177,1,ok
A0A8T9CIM9_taxID_602035_model,A0A8T9CIM9,191,1,ok
A0A922SX66_taxID_45151_model,A0A922SX66,191,1,ok
A0A2W1HTX3_taxID_45151_model,A0A2W1HTX3,190,1,ok
A0A364NF04_taxID_183478_model,A0A364NF04,216,1,ok
A0A3M7LXG1_taxID_1302712_model,A0A3M7LXG1,191,1,ok
A0A4Q4MAA6_taxID_119927_model,A0A4Q4MAA6,196,1,ok
A0A4Q4NP34_taxID_5599_model,A0A4Q4NP34,201,1,ok
A0A4V1X6P4_taxID_156630_model,A0A4V1X6P4,196,1,ok
A0A6A5K856_taxID_184978_model_A,A0A6A5K856,133,1,ok
A0A6A5S9R3_taxID_706981_model,A0A6A5S9R3,195,1,ok
A0A6A7AGA7_taxID_1469910_model_A,A0A6A7AGA7,188,1,ok
A0A6S6WGC4_taxID_97479_model,A0A6S6WGC4,191,1,ok
A0A8J2ID19_taxID_119953_model,A0A8J2ID19,197,1,ok
A0AAD4FIH5_taxID_48097_model,A0AAD4FIH5,196,1,ok
A0AB37WR93_taxID_119927_model,A0AB37WR93,196,1,ok
A0ABR3UFU1_taxID_48095_model,A0ABR3UFU1,196,1,ok
A0ABY0FWW0_taxID_119927_model,A0ABY0FWW0,196,1,ok
A0ACB6FRC5_taxID_167740_model,A0ACB6FRC5,196,1,ok
B2WDF2_taxID_426418_model,B2WDF2,190,1,ok
E3RKW5_taxID_861557_model,E3RKW5,191,1,ok
M2SKF1_taxID_665912_model,M2SKF1,200,1,ok
R0KL62_taxID_671987_model_A,R0KL62,192,1,ok
A0A977JZM9_taxID_36659_model_A,A0A977JZM9,156,1,ok
A0A977TF49_taxID_36659_model_A,A0A977TF49,171,1,ok
A0A9N9BBF1_taxID_144538_model,A0A9N9BBF1,287,1,ok
A0A9N9CE55_taxID_27381_model,A0A9N9CE55,145,1,ok
A0A9N9FWN2_taxID_1348616_model,A0A9N9FWN2,159,1,ok
A0A9N9LC05_taxID_746836_model_A,A0A9N9LC05,126,1,ok
A0A423VCB8_taxID_252740_model,A0A423VCB8,125,1,ok
A0A9N9LHE3_taxID_595503_model_A,A0A9N9LHE3,133,1,ok
A0A9N9LXW2_taxID_595503_model_A,A0A9N9LXW2,451,1,ok
A0A9N9M273_taxID_595503_model,A0A9N9M273,185,1,ok
A0A9N9KTX2_taxID_746836_model_A,A0A9N9KTX2,183,1,ok
A0A9N9PV81_taxID_595503_model,A0A9N9PV81,152,1,ok
A0A9N9KZZ8_taxID_746836_model,A0A9N9KZZ8,161,1,ok
A0A9N9TUY4_taxID_160290_model,A0A9N9TUY4,442,1,ok
A0AA35M0Q8_taxID_1926264_model,A0AA35M0Q8,443,1,ok
A0A9P3C7R6_taxID_84275_model,A0A9P3C7R6,211,1,ok
A0A2G5HZV8_taxID_122368_model,A0A2G5HZV8,211,1,ok
A0A2S6CE84_taxID_357750_model,A0A2S6CE84,211,1,ok
A0A9Q8USR0_taxID_5499_model,A0A9Q8USR0,214,1,ok
N1PF89_taxID_675120_model,N1PF89,216,1,ok
A0A9P3LDL9_taxID_48140_model_A,A0A9P3LDL9,419,1,ok
A0A9P4GBK0_taxID_1168544_model,A0A9P4GBK0,200,1,ok
A0A6A6IR15_taxID_390896_model,A0A6A6IR15,201,1,ok
A0A2T2NBF2_taxID_1448308_model,A0A2T2NBF2,216,1,ok
A0A9P4GH35_taxID_1168544_model,A0A9P4GH35,220,1,ok
A0A9P4HM55_taxID_1314787_model,A0A9P4HM55,172,1,ok
A0A9P4I4W6_taxID_1504668_model,A0A9P4I4W6,151,1,ok
A0A9P4IEM6_taxID_1504668_model,A0A9P4IEM6,185,1,ok
A0A9P4IZQ8_taxID_1168546_model_A,A0A9P4IZQ8,190,1,ok
A0A9P4J5B3_taxID_1168546_model,A0A9P4J5B3,205,1,ok
A0A9P4JHW3_taxID_1513339_model,A0A9P4JHW3,145,1,ok
A0A9P4JTJ6_taxID_1513339_model,A0A9P4JTJ6,160,1,ok
A0A9P4K111_taxID_147567_model_A,A0A9P4K111,269,1,ok
A0A9P4LGD6_taxID_210430_model,A0A9P4LGD6,160,1,ok
A0A9P4LI39_taxID_210430_model,A0A9P4LI39,186,1,ok
A0A9P4M8Q7_taxID_1504668_model,A0A9P4M8Q7,166,1,ok
A0A9P4MUD9_taxID_1513339_model,A0A9P4MUD9,188,1,ok
A0A9P4MYN4_taxID_147567_model,A0A9P4MYN4,146,1,ok
A0A9P4N8G3_taxID_147567_model,A0A9P4N8G3,209,1,ok
A0A9P4NGN5_taxID_1048955_model_A,A0A9P4NGN5,146,1,ok
A0A9P4P043_taxID_1048955_model,A0A9P4P043,163,1,ok
A0A9P4PEI2_taxID_1392251_model,A0A9P4PEI2,153,1,ok
A0A177CN05_taxID_1460663_model,A0A177CN05,200,1,ok
A0A9P6GIB7_taxID_565426_model_A,A0A9P6GIB7,200,1,ok
A0A9P4PLN5_taxID_1392251_model,A0A9P4PLN5,203,1,ok
A0A9P4Q4R2_taxID_1314669_model_A,A0A9P4Q4R2,174,1,ok
A0A9P4QCU2_taxID_1314669_model,A0A9P4QCU2,155,1,ok
A0A2D3VEC3_taxID_112498_model,A0A2D3VEC3,147,1,ok
A0A9P4QDB0_taxID_1314669_model,A0A9P4QDB0,191,1,ok
A0A9P4QYK7_taxID_682080_model,A0A9P4QYK7,189,1,ok
A0A9P4QZW0_taxID_682080_model,A0A9P4QZW0,210,1,ok
A0A9P4S3D7_taxID_1346257_model,A0A9P4S3D7,142,1,ok
A0A9P4T4X0_taxID_90978_model,A0A9P4T4X0,211,1,ok
A0A9P4T7M4_taxID_90978_model,A0A9P4T7M4,159,1,ok
A0ACC2IC80_taxID_749465_model,A0ACC2IC80,160,1,ok
A0A9P4TJU4_taxID_90978_model,A0A9P4TJU4,229,1,ok
A0A9P4TPH8_taxID_147567_model,A0A9P4TPH8,198,1,ok
A0A9P4TTN6_taxID_1048955_model,A0A9P4TTN6,184,1,ok
A0A9P4U489_taxID_1048955_model_A,A0A9P4U489,162,1,ok
A0A9P4V0B1_taxID_682080_model_A,A0A9P4V0B1,167,1,ok
A0A9P4VMM4_taxID_1346257_model_A,A0A9P4VMM4,155,1,ok
A0A9P4VSJ9_taxID_1346257_model,A0A9P4VSJ9,179,1,ok
A0A9P4XX01_taxID_660469_model_A,A0A9P4XX01,180,1,ok
A0A9P4YJ40_taxID_101480_model_A,A0A9P4YJ40,219,1,ok
A0A059JJQ6_taxID_1215338_model_A,A0A059JJQ6,207,1,ok
A0A9P5AC41_taxID_44412_model_A,A0A9P5AC41,470,1,ok
A0A3L6NAE7_taxID_396571_model_A,A0A3L6NAE7,464,1,ok
A0A8H4PDS8_taxID_2364996_model_A,A0A8H4PDS8,464,1,ok
A0A8H5EN09_taxID_5507_model_A,A0A8H5EN09,464,1,ok
A0A8H5YWG8_taxID_78864_model_A,A0A8H5YWG8,471,1,ok
A0A8H6GKA5_taxID_100902_model_A,A0A8H6GKA5,471,1,ok
A0A8J5UIE6_taxID_96318_model,A0A8J5UIE6,471,1,ok
W9JKK9_taxID_660027_model_A,W9JKK9,464,1,ok
X0BL08_taxID_1089458_model_A,X0BL08,471,1,ok
A0A9P5BW11_taxID_1769908_model_A,A0A9P5BW11,169,1,ok
A0A9P5MS31_taxID_152965_model,A0A9P5MS31,149,1,ok
A0A9P5NP12_taxID_109634_model_A,A0A9P5NP12,145,1,ok
A0A9P5NU10_taxID_109634_model_A,A0A9P5NU10,145,1,ok
A0A9P5YS01_taxID_109636_model,A0A9P5YS01,146,1,ok
A0AA38PLT2_taxID_153919_model,A0AA38PLT2,149,1,ok
A0AA39MY69_taxID_47425_model,A0AA39MY69,235,1,ok
A0A9P5PKH0_taxID_206335_model_A,A0A9P5PKH0,415,1,ok
A0A9P5YAQ3_taxID_64659_model_A,A0A9P5YAQ3,418,1,ok
A0A9P5YX13_taxID_109636_model_A,A0A9P5YX13,142,1,ok
A0A9P6BY48_taxID_1400762_model_A,A0A9P6BY48,193,1,ok
A0A9P6ELV7_taxID_179855_model,A0A9P6ELV7,145,1,ok
A0A9P6G6A9_taxID_565426_model_A,A0A9P6G6A9,169,1,ok
A0A9P6GD45_taxID_565426_model,A0A9P6GD45,210,1,ok
A0A9P6LG49_taxID_1095194_model,A0A9P6LG49,151,1,ok
A0A9P6VMU7_taxID_353542_model,A0A9P6VMU7,166,1,ok
A0A9P7AYC7_taxID_353542_model,A0A9P7AYC7,179,1,ok
A0A9P7ECI6_taxID_48587_model,A0A9P7ECI6,211,1,ok
A0A9P7FEP6_taxID_1912936_model_A,A0A9P7FEP6,421,1,ok
A0A0C3PGK8_taxID_870435_model_A,A0A0C3PGK8,421,1,ok
A0A0C3EEV9_taxID_1036808_model_A,A0A0C3EEV9,425,1,ok
A0A165TU36_taxID_1314782_model,A0A165TU36,413,1,ok
A0A1B7NAD1_taxID_1314800_model_A,A0A1B7NAD1,421,1,ok
A0A9P6ZPI2_taxID_48579_model_A,A0A9P6ZPI2,421,1,ok
A0A9P7AQK0_taxID_116603_model_A,A0A9P7AQK0,421,1,ok
A0AAD4DPP0_taxID_1912939_model_A,A0AAD4DPP0,421,1,ok
A0AAD4HFX7_taxID_1912939_model,A0AAD4HFX7,419,1,ok
A0A9P7KV03_taxID_40199_model_A,A0A9P7KV03,166,1,ok
A0A2L2SRY2_taxID_56646_model_A,A0A2L2SRY2,167,1,ok
A0A9P7RNZ5_taxID_181124_model_A,A0A9P7RNZ5,425,1,ok
A0A9P7UN11_taxID_181124_model,A0A9P7UN11,145,1,ok
A0A9P7YAX7_taxID_45428_model,A0A9P7YAX7,145,1,ok
A0A9P7YSQ7_taxID_45428_model_A,A0A9P7YSQ7,283,1,ok
A0A9P7Z3A8_taxID_1763456_model,A0A9P7Z3A8,177,1,ok
A0A9P8C395_taxID_45428_model,A0A9P8C395,200,1,ok
A0A9P8FQJ9_taxID_46634_model_A,A0A9P8FQJ9,147,1,ok
A0A9P8ENH5_taxID_46634_model,A0A9P8ENH5,200,1,ok
A0ABR0TRB7_taxID_5580_model,A0ABR0TRB7,198,1,ok
A0A9P8FXF2_taxID_46634_model_A,A0A9P8FXF2,146,1,ok
A0A9P8I7W5_taxID_1670608_model_A,A0A9P8I7W5,174,1,ok
A0A9P8IMB7_taxID_1042133_model,A0A9P8IMB7,335,1,ok
A0A9P8JAR0_taxID_46634_model,A0A9P8JAR0,173,1,ok
